Generation:	16	Best fitness:	241.38503401360543	Average fitness:	326.5044625850341	Fitness standard deviation:	37.356696829896734	Best genome:	A8	A9	E4	N9	N3	A6	A14	A17	A11	N7	E5	A16	N12	E3	N6	N5	A7	A13	A15	A12	A10	
Generation:	76992	Best fitness:	95.75646258503401	Average fitness:	304.23531972789124	Fitness standard deviation:	47.907492340628174	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77008	Best fitness:	95.75646258503401	Average fitness:	310.30103401360543	Fitness standard deviation:	53.79120432159282	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77024	Best fitness:	95.75646258503401	Average fitness:	311.4953197278911	Fitness standard deviation:	52.36647346522079	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77040	Best fitness:	95.75646258503401	Average fitness:	294.6558911564626	Fitness standard deviation:	61.952930451353176	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77056	Best fitness:	95.75646258503401	Average fitness:	305.8753197278913	Fitness standard deviation:	51.19307840969543	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77072	Best fitness:	95.75646258503401	Average fitness:	307.5610340136055	Fitness standard deviation:	57.337683405293895	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77088	Best fitness:	95.75646258503401	Average fitness:	312.0816054421769	Fitness standard deviation:	55.68608044737784	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77104	Best fitness:	95.75646258503401	Average fitness:	312.1747482993198	Fitness standard deviation:	57.65989962544443	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77120	Best fitness:	95.75646258503401	Average fitness:	308.37817687074823	Fitness standard deviation:	69.34602913693924	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77136	Best fitness:	95.75646258503401	Average fitness:	296.96046258503395	Fitness standard deviation:	49.60328922931772	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77152	Best fitness:	95.75646258503401	Average fitness:	305.29931972789115	Fitness standard deviation:	50.423469430293615	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77168	Best fitness:	95.75646258503401	Average fitness:	308.53017687074833	Fitness standard deviation:	50.96086624708279	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77184	Best fitness:	95.75646258503401	Average fitness:	308.4267482993197	Fitness standard deviation:	53.75590460895	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77200	Best fitness:	95.75646258503401	Average fitness:	316.1181768707482	Fitness standard deviation:	51.17796739270699	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77216	Best fitness:	95.75646258503401	Average fitness:	309.86903401360547	Fitness standard deviation:	44.692657995400964	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77232	Best fitness:	95.75646258503401	Average fitness:	319.64274829931975	Fitness standard deviation:	51.72749049724776	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77248	Best fitness:	95.75646258503401	Average fitness:	301.07303401360537	Fitness standard deviation:	54.3236883241819	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77264	Best fitness:	95.75646258503401	Average fitness:	305.45074829931974	Fitness standard deviation:	53.24473958878521	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77280	Best fitness:	95.75646258503401	Average fitness:	300.61589115646257	Fitness standard deviation:	54.106024966103845	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77296	Best fitness:	95.75646258503401	Average fitness:	310.3296054421768	Fitness standard deviation:	63.69447287333686	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77312	Best fitness:	95.75646258503401	Average fitness:	314.1153197278911	Fitness standard deviation:	64.11579375868415	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77328	Best fitness:	95.75646258503401	Average fitness:	306.0061768707482	Fitness standard deviation:	54.65451888556192	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77344	Best fitness:	95.75646258503401	Average fitness:	311.7153197278912	Fitness standard deviation:	49.05469539114851	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77360	Best fitness:	95.75646258503401	Average fitness:	317.7713197278912	Fitness standard deviation:	48.453189272677164	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77376	Best fitness:	95.75646258503401	Average fitness:	307.0358911564626	Fitness standard deviation:	57.95474132564522	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77392	Best fitness:	95.75646258503401	Average fitness:	319.8507482993198	Fitness standard deviation:	56.528725657755594	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77408	Best fitness:	95.75646258503401	Average fitness:	324.4427482993197	Fitness standard deviation:	57.61524075295016	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77424	Best fitness:	95.75646258503401	Average fitness:	315.52560544217687	Fitness standard deviation:	54.36396610901417	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77440	Best fitness:	95.75646258503401	Average fitness:	308.78903401360543	Fitness standard deviation:	59.30673940710315	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77456	Best fitness:	95.75646258503401	Average fitness:	322.03131972789123	Fitness standard deviation:	54.84286269192097	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77472	Best fitness:	95.75646258503401	Average fitness:	304.503319727891	Fitness standard deviation:	63.25488601213477	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77488	Best fitness:	95.75646258503401	Average fitness:	314.3421768707483	Fitness standard deviation:	50.011425062026525	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77504	Best fitness:	95.75646258503401	Average fitness:	315.65074829931973	Fitness standard deviation:	61.32709339006268	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77520	Best fitness:	95.75646258503401	Average fitness:	317.9610340136055	Fitness standard deviation:	52.7124925316377	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77536	Best fitness:	95.75646258503401	Average fitness:	310.88846258503395	Fitness standard deviation:	54.883929141788094	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77552	Best fitness:	95.75646258503401	Average fitness:	311.82560544217694	Fitness standard deviation:	54.21320573816091	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77568	Best fitness:	95.75646258503401	Average fitness:	310.5530340136055	Fitness standard deviation:	61.226105313978344	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77584	Best fitness:	95.75646258503401	Average fitness:	304.8930340136053	Fitness standard deviation:	52.121907741488556	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77600	Best fitness:	95.75646258503401	Average fitness:	318.91474829931974	Fitness standard deviation:	59.68936792756174	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77616	Best fitness:	95.75646258503401	Average fitness:	302.41131972789117	Fitness standard deviation:	61.90764044765329	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77632	Best fitness:	95.75646258503401	Average fitness:	307.0341768707483	Fitness standard deviation:	65.42326142894437	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77648	Best fitness:	95.75646258503401	Average fitness:	309.82731972789117	Fitness standard deviation:	66.49099450823304	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77664	Best fitness:	95.75646258503401	Average fitness:	317.23989115646253	Fitness standard deviation:	66.85772254693745	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77680	Best fitness:	95.75646258503401	Average fitness:	313.71989115646267	Fitness standard deviation:	54.17207294372635	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77696	Best fitness:	95.75646258503401	Average fitness:	300.05931972789114	Fitness standard deviation:	57.03191201209287	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77712	Best fitness:	95.75646258503401	Average fitness:	315.932462585034	Fitness standard deviation:	55.64898014651247	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77728	Best fitness:	95.75646258503401	Average fitness:	315.6867482993197	Fitness standard deviation:	53.99565399291362	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77744	Best fitness:	95.75646258503401	Average fitness:	311.556462585034	Fitness standard deviation:	51.91409041554585	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77760	Best fitness:	95.75646258503401	Average fitness:	309.9181768707483	Fitness standard deviation:	54.98295234424754	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77776	Best fitness:	95.75646258503401	Average fitness:	307.1947482993197	Fitness standard deviation:	60.58066199434824	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77792	Best fitness:	95.75646258503401	Average fitness:	315.8798911564625	Fitness standard deviation:	53.02523094158255	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77808	Best fitness:	95.75646258503401	Average fitness:	310.12446258503394	Fitness standard deviation:	59.74439149221884	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77824	Best fitness:	95.75646258503401	Average fitness:	307.30560544217695	Fitness standard deviation:	56.2710609758421	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77840	Best fitness:	95.75646258503401	Average fitness:	309.1358911564626	Fitness standard deviation:	60.49211681884251	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77856	Best fitness:	95.75646258503401	Average fitness:	311.8238911564625	Fitness standard deviation:	52.83930718697966	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77872	Best fitness:	95.75646258503401	Average fitness:	321.8781768707483	Fitness standard deviation:	57.172057342155306	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77888	Best fitness:	95.75646258503401	Average fitness:	322.85017687074827	Fitness standard deviation:	50.03443060737358	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77904	Best fitness:	95.75646258503401	Average fitness:	312.26789115646255	Fitness standard deviation:	47.98892363698872	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77920	Best fitness:	95.75646258503401	Average fitness:	307.59131972789123	Fitness standard deviation:	56.749381667763295	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77936	Best fitness:	95.75646258503401	Average fitness:	320.0187482993198	Fitness standard deviation:	58.048311389597494	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77952	Best fitness:	95.75646258503401	Average fitness:	313.0050340136054	Fitness standard deviation:	57.51343644252681	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77968	Best fitness:	95.75646258503401	Average fitness:	311.3118911564626	Fitness standard deviation:	60.982320398151934	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	77984	Best fitness:	95.75646258503401	Average fitness:	311.408462585034	Fitness standard deviation:	46.6184238572989	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78000	Best fitness:	95.75646258503401	Average fitness:	312.4718911564625	Fitness standard deviation:	55.01695618699414	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78016	Best fitness:	95.75646258503401	Average fitness:	311.88846258503395	Fitness standard deviation:	60.74482993436646	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78032	Best fitness:	95.75646258503401	Average fitness:	316.6250340136055	Fitness standard deviation:	54.490072789940925	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78048	Best fitness:	95.75646258503401	Average fitness:	313.9301768707482	Fitness standard deviation:	66.87986691716083	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78064	Best fitness:	95.75646258503401	Average fitness:	305.3564625850341	Fitness standard deviation:	54.98403953950303	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78080	Best fitness:	95.75646258503401	Average fitness:	305.6136054421769	Fitness standard deviation:	54.057536694427604	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78096	Best fitness:	95.75646258503401	Average fitness:	310.18960544217686	Fitness standard deviation:	53.599509702296075	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78112	Best fitness:	95.75646258503401	Average fitness:	310.09874829931977	Fitness standard deviation:	56.65425984740373	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78128	Best fitness:	95.75646258503401	Average fitness:	306.7913197278911	Fitness standard deviation:	57.431580103135396	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78144	Best fitness:	95.75646258503401	Average fitness:	308.1810340136054	Fitness standard deviation:	54.81286159511194	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78160	Best fitness:	95.75646258503401	Average fitness:	314.736462585034	Fitness standard deviation:	60.26011352157125	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78176	Best fitness:	95.75646258503401	Average fitness:	318.5021768707483	Fitness standard deviation:	50.15141717736359	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78192	Best fitness:	95.75646258503401	Average fitness:	311.7136054421769	Fitness standard deviation:	54.843891926381865	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78208	Best fitness:	95.75646258503401	Average fitness:	309.56389115646255	Fitness standard deviation:	54.733285715590746	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78224	Best fitness:	95.75646258503401	Average fitness:	299.8998911564625	Fitness standard deviation:	60.793911212306426	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78240	Best fitness:	95.75646258503401	Average fitness:	314.0861768707483	Fitness standard deviation:	63.31030472528279	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78256	Best fitness:	95.75646258503401	Average fitness:	301.6147482993198	Fitness standard deviation:	54.39999458583406	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78272	Best fitness:	95.75646258503401	Average fitness:	316.82617687074827	Fitness standard deviation:	51.65038013887018	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78288	Best fitness:	95.75646258503401	Average fitness:	307.75817687074834	Fitness standard deviation:	61.479829354589036	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78304	Best fitness:	95.75646258503401	Average fitness:	306.8941768707483	Fitness standard deviation:	53.28495677439346	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78320	Best fitness:	95.75646258503401	Average fitness:	315.4958911564626	Fitness standard deviation:	57.09534271438844	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78336	Best fitness:	95.75646258503401	Average fitness:	304.4010340136054	Fitness standard deviation:	57.69920939153469	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78352	Best fitness:	95.75646258503401	Average fitness:	310.93589115646256	Fitness standard deviation:	55.693204228384005	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78368	Best fitness:	95.75646258503401	Average fitness:	316.9261768707483	Fitness standard deviation:	53.72956877108294	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78384	Best fitness:	95.75646258503401	Average fitness:	301.06560544217683	Fitness standard deviation:	58.14333918789294	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78400	Best fitness:	95.75646258503401	Average fitness:	310.3838911564625	Fitness standard deviation:	62.85806413870305	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78416	Best fitness:	95.75646258503401	Average fitness:	295.77360544217686	Fitness standard deviation:	53.196275149637295	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78432	Best fitness:	95.75646258503401	Average fitness:	311.0507482993198	Fitness standard deviation:	51.98429660847159	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78448	Best fitness:	95.75646258503401	Average fitness:	318.7953197278912	Fitness standard deviation:	54.35504678068645	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78464	Best fitness:	95.75646258503401	Average fitness:	308.22617687074836	Fitness standard deviation:	57.205456899687825	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78480	Best fitness:	95.75646258503401	Average fitness:	313.2707482993198	Fitness standard deviation:	61.26990751867461	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78496	Best fitness:	95.75646258503401	Average fitness:	311.63417687074826	Fitness standard deviation:	56.28681073333799	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78512	Best fitness:	95.75646258503401	Average fitness:	308.0730340136055	Fitness standard deviation:	56.33834489031065	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78528	Best fitness:	95.75646258503401	Average fitness:	317.5513197278912	Fitness standard deviation:	53.533833266106264	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78544	Best fitness:	95.75646258503401	Average fitness:	309.1741768707483	Fitness standard deviation:	52.93587399478577	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78560	Best fitness:	95.75646258503401	Average fitness:	320.82446258503404	Fitness standard deviation:	57.98431424487988	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78576	Best fitness:	95.75646258503401	Average fitness:	306.5478911564626	Fitness standard deviation:	63.534952553050424	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78592	Best fitness:	95.75646258503401	Average fitness:	293.94217687074826	Fitness standard deviation:	50.644642805512596	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78608	Best fitness:	95.75646258503401	Average fitness:	294.95017687074835	Fitness standard deviation:	58.66879914522588	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78624	Best fitness:	95.75646258503401	Average fitness:	307.30503401360534	Fitness standard deviation:	69.48015931743039	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78640	Best fitness:	95.75646258503401	Average fitness:	317.25931972789107	Fitness standard deviation:	57.28384948870753	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78656	Best fitness:	95.75646258503401	Average fitness:	301.4416054421768	Fitness standard deviation:	47.95538351256024	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78672	Best fitness:	95.75646258503401	Average fitness:	315.4113197278911	Fitness standard deviation:	56.27385976396763	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78688	Best fitness:	95.75646258503401	Average fitness:	308.68731972789107	Fitness standard deviation:	60.75950211132682	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78704	Best fitness:	95.75646258503401	Average fitness:	300.000462585034	Fitness standard deviation:	54.482013271560085	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	78720	Best fitness:	95.75646258503401	Average fitness:	307.9296054421768	Fitness standard deviation:	65.83333648676476	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
