Generation:	16	Best fitness:	234.69931972789115	Average fitness:	343.47046258503417	Fitness standard deviation:	33.13430702397719	Best genome:	E5	A14	E4	A7	A11	N6	A15	E3	N7	A10	N12	A6	A17	A13	N9	A16	N5	A12	A9	N3	A8	
Generation:	76080	Best fitness:	111.87074829931973	Average fitness:	333.9731768707484	Fitness standard deviation:	41.4022664545243	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76096	Best fitness:	111.87074829931973	Average fitness:	339.37131972789115	Fitness standard deviation:	44.606605803469535	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76112	Best fitness:	111.87074829931973	Average fitness:	340.3453197278912	Fitness standard deviation:	39.09721194611175	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76128	Best fitness:	111.87074829931973	Average fitness:	337.7246054421768	Fitness standard deviation:	40.7735342511111	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76144	Best fitness:	111.87074829931973	Average fitness:	341.9478911564627	Fitness standard deviation:	40.45084394064237	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76160	Best fitness:	111.87074829931973	Average fitness:	341.88317687074846	Fitness standard deviation:	37.800056859637614	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76176	Best fitness:	111.87074829931973	Average fitness:	343.22731972789154	Fitness standard deviation:	38.620915023138565	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76192	Best fitness:	111.87074829931973	Average fitness:	340.7514625850342	Fitness standard deviation:	41.56254509280965	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76208	Best fitness:	111.87074829931973	Average fitness:	338.2851768707484	Fitness standard deviation:	37.20014603849982	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76224	Best fitness:	111.87074829931973	Average fitness:	342.7821768707485	Fitness standard deviation:	38.608318972438454	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76240	Best fitness:	111.87074829931973	Average fitness:	344.24803401360566	Fitness standard deviation:	41.71595762769827	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76256	Best fitness:	111.87074829931973	Average fitness:	335.1171768707483	Fitness standard deviation:	36.914072803178556	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76272	Best fitness:	111.87074829931973	Average fitness:	338.24560544217695	Fitness standard deviation:	36.2206338262531	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76288	Best fitness:	111.87074829931973	Average fitness:	336.02889115646246	Fitness standard deviation:	37.74619730840311	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76304	Best fitness:	111.87074829931973	Average fitness:	341.7258911564628	Fitness standard deviation:	39.352543419085634	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76320	Best fitness:	111.87074829931973	Average fitness:	338.20946258503415	Fitness standard deviation:	42.10748126823904	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76336	Best fitness:	111.87074829931973	Average fitness:	338.98503401360546	Fitness standard deviation:	37.77411142406332	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76352	Best fitness:	111.87074829931973	Average fitness:	336.1664625850342	Fitness standard deviation:	41.26312745969581	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76368	Best fitness:	111.87074829931973	Average fitness:	339.6926054421772	Fitness standard deviation:	38.81362310570654	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76384	Best fitness:	111.87074829931973	Average fitness:	337.33374829932	Fitness standard deviation:	43.41099543753346	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76400	Best fitness:	111.87074829931973	Average fitness:	335.3627482993198	Fitness standard deviation:	38.31119857169701	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76416	Best fitness:	111.87074829931973	Average fitness:	339.84846258503427	Fitness standard deviation:	35.97569408046812	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76432	Best fitness:	111.87074829931973	Average fitness:	338.075605442177	Fitness standard deviation:	37.2447371008883	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76448	Best fitness:	111.87074829931973	Average fitness:	338.12160544217693	Fitness standard deviation:	39.74472052322658	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76464	Best fitness:	111.87074829931973	Average fitness:	342.65060544217687	Fitness standard deviation:	41.42352844158764	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76480	Best fitness:	111.87074829931973	Average fitness:	339.31889115646266	Fitness standard deviation:	39.62697468999662	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76496	Best fitness:	111.87074829931973	Average fitness:	339.73289115646287	Fitness standard deviation:	37.76428173552358	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76512	Best fitness:	111.87074829931973	Average fitness:	341.1541768707485	Fitness standard deviation:	37.86933909847256	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76528	Best fitness:	111.87074829931973	Average fitness:	341.75431972789096	Fitness standard deviation:	41.85739726275685	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76544	Best fitness:	111.87074829931973	Average fitness:	343.4667482993198	Fitness standard deviation:	41.040756650541645	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76560	Best fitness:	111.87074829931973	Average fitness:	339.75003401360556	Fitness standard deviation:	38.84851789125215	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76576	Best fitness:	111.87074829931973	Average fitness:	337.9791768707483	Fitness standard deviation:	41.23680407829681	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76592	Best fitness:	111.87074829931973	Average fitness:	342.3320340136054	Fitness standard deviation:	40.63030902427599	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76608	Best fitness:	111.87074829931973	Average fitness:	341.5183197278914	Fitness standard deviation:	37.95817572415885	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76624	Best fitness:	111.87074829931973	Average fitness:	340.40746258503424	Fitness standard deviation:	41.83919633573772	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76640	Best fitness:	111.87074829931973	Average fitness:	342.69074829932	Fitness standard deviation:	40.30158674143675	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76656	Best fitness:	111.87074829931973	Average fitness:	340.006605442177	Fitness standard deviation:	39.77423004270223	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76672	Best fitness:	111.87074829931973	Average fitness:	337.9171768707483	Fitness standard deviation:	38.900158694130944	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76688	Best fitness:	111.87074829931973	Average fitness:	337.0368911564626	Fitness standard deviation:	38.550305017719154	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76704	Best fitness:	111.87074829931973	Average fitness:	338.0657482993199	Fitness standard deviation:	43.31665376465902	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76720	Best fitness:	111.87074829931973	Average fitness:	342.6537482993198	Fitness standard deviation:	41.40688931118315	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76736	Best fitness:	111.87074829931973	Average fitness:	339.29989115646276	Fitness standard deviation:	39.123052128339054	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76752	Best fitness:	111.87074829931973	Average fitness:	340.7827482993198	Fitness standard deviation:	38.782801296556215	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76768	Best fitness:	111.87074829931973	Average fitness:	338.3956054421769	Fitness standard deviation:	37.578784864845844	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76784	Best fitness:	111.87074829931973	Average fitness:	342.75860544217704	Fitness standard deviation:	40.686563789034636	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76800	Best fitness:	111.87074829931973	Average fitness:	341.419605442177	Fitness standard deviation:	36.94467839837266	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76816	Best fitness:	111.87074829931973	Average fitness:	337.5206054421771	Fitness standard deviation:	36.76632321063084	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76832	Best fitness:	111.87074829931973	Average fitness:	342.27874829931983	Fitness standard deviation:	41.92066648870391	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76848	Best fitness:	111.87074829931973	Average fitness:	340.25917687074826	Fitness standard deviation:	44.694823157972664	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76864	Best fitness:	111.87074829931973	Average fitness:	343.74460544217715	Fitness standard deviation:	36.636695474981515	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76880	Best fitness:	111.87074829931973	Average fitness:	336.51046258503425	Fitness standard deviation:	38.20704313637068	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76896	Best fitness:	111.87074829931973	Average fitness:	345.07903401360556	Fitness standard deviation:	41.87332087062948	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76912	Best fitness:	111.87074829931973	Average fitness:	337.517605442177	Fitness standard deviation:	43.663816808493905	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76928	Best fitness:	111.87074829931973	Average fitness:	340.4193197278915	Fitness standard deviation:	43.9010140741042	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76944	Best fitness:	111.87074829931973	Average fitness:	343.3261768707482	Fitness standard deviation:	37.962600246418674	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76960	Best fitness:	111.87074829931973	Average fitness:	343.12346258503413	Fitness standard deviation:	39.27572216797963	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76976	Best fitness:	111.87074829931973	Average fitness:	343.0368911564628	Fitness standard deviation:	36.90875257928916	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	76992	Best fitness:	111.87074829931973	Average fitness:	338.73703401360535	Fitness standard deviation:	38.361300201412064	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77008	Best fitness:	111.87074829931973	Average fitness:	338.0620340136057	Fitness standard deviation:	37.871620325806504	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77024	Best fitness:	111.87074829931973	Average fitness:	340.2628911564628	Fitness standard deviation:	39.748146606772366	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77040	Best fitness:	111.87074829931973	Average fitness:	335.4141768707484	Fitness standard deviation:	39.847707634882866	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77056	Best fitness:	111.87074829931973	Average fitness:	342.8600340136056	Fitness standard deviation:	40.41852226822425	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77072	Best fitness:	111.87074829931973	Average fitness:	344.27303401360564	Fitness standard deviation:	35.21947992523572	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77088	Best fitness:	111.87074829931973	Average fitness:	344.1573197278912	Fitness standard deviation:	37.31066061038954	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77104	Best fitness:	111.87074829931973	Average fitness:	341.83203401360544	Fitness standard deviation:	39.112368824728996	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77120	Best fitness:	111.87074829931973	Average fitness:	337.28317687074866	Fitness standard deviation:	44.09701823206625	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77136	Best fitness:	111.87074829931973	Average fitness:	335.15574829931995	Fitness standard deviation:	38.55609339994531	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77152	Best fitness:	111.87074829931973	Average fitness:	341.3784625850342	Fitness standard deviation:	39.15823323754169	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77168	Best fitness:	111.87074829931973	Average fitness:	335.7974625850344	Fitness standard deviation:	40.66434878191392	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77184	Best fitness:	111.87074829931973	Average fitness:	336.64917687074825	Fitness standard deviation:	39.604935839321016	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77200	Best fitness:	111.87074829931973	Average fitness:	343.7433197278912	Fitness standard deviation:	39.13031038121998	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77216	Best fitness:	111.87074829931973	Average fitness:	342.567605442177	Fitness standard deviation:	37.44906274296501	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77232	Best fitness:	111.87074829931973	Average fitness:	341.69146258503423	Fitness standard deviation:	38.055999654376144	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77248	Best fitness:	111.87074829931973	Average fitness:	339.7463197278913	Fitness standard deviation:	35.81895278696883	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77264	Best fitness:	111.87074829931973	Average fitness:	339.9693197278914	Fitness standard deviation:	38.18042139043283	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77280	Best fitness:	111.87074829931973	Average fitness:	337.4934625850341	Fitness standard deviation:	40.665031891726116	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77296	Best fitness:	111.87074829931973	Average fitness:	339.45660544217696	Fitness standard deviation:	39.90965849009384	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77312	Best fitness:	111.87074829931973	Average fitness:	344.3291768707484	Fitness standard deviation:	41.179747280696624	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77328	Best fitness:	111.87074829931973	Average fitness:	340.38517687074835	Fitness standard deviation:	37.81914367818261	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77344	Best fitness:	111.87074829931973	Average fitness:	338.71503401360565	Fitness standard deviation:	36.90066751788246	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77360	Best fitness:	111.87074829931973	Average fitness:	340.80946258503434	Fitness standard deviation:	40.11372286921985	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77376	Best fitness:	111.87074829931973	Average fitness:	337.0564625850343	Fitness standard deviation:	42.050959755117724	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77392	Best fitness:	111.87074829931973	Average fitness:	346.64674829931965	Fitness standard deviation:	41.5664073000871	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77408	Best fitness:	111.87074829931973	Average fitness:	333.82960544217696	Fitness standard deviation:	35.478216327711834	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77424	Best fitness:	111.87074829931973	Average fitness:	342.4108911564625	Fitness standard deviation:	36.79360920522664	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77440	Best fitness:	111.87074829931973	Average fitness:	338.516891156463	Fitness standard deviation:	39.82392919015974	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77456	Best fitness:	111.87074829931973	Average fitness:	345.3944625850342	Fitness standard deviation:	45.18061559328022	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77472	Best fitness:	111.87074829931973	Average fitness:	337.87117687074823	Fitness standard deviation:	38.27962728557384	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77488	Best fitness:	111.87074829931973	Average fitness:	340.4136054421771	Fitness standard deviation:	37.89523151306205	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77504	Best fitness:	111.87074829931973	Average fitness:	346.3821768707486	Fitness standard deviation:	35.76272315340289	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77520	Best fitness:	111.87074829931973	Average fitness:	341.050605442177	Fitness standard deviation:	44.04108135964115	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77536	Best fitness:	111.87074829931973	Average fitness:	340.76860544217675	Fitness standard deviation:	38.99230991032535	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77552	Best fitness:	111.87074829931973	Average fitness:	339.3606054421769	Fitness standard deviation:	39.207189615306675	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77568	Best fitness:	111.87074829931973	Average fitness:	340.9836054421771	Fitness standard deviation:	37.53277650594075	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77584	Best fitness:	111.87074829931973	Average fitness:	338.1721768707483	Fitness standard deviation:	35.93704197223647	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77600	Best fitness:	111.87074829931973	Average fitness:	342.1011768707486	Fitness standard deviation:	39.5121841273069	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77616	Best fitness:	111.87074829931973	Average fitness:	339.7593197278912	Fitness standard deviation:	39.47354877713967	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77632	Best fitness:	111.87074829931973	Average fitness:	340.6261768707484	Fitness standard deviation:	39.22940157689935	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77648	Best fitness:	111.87074829931973	Average fitness:	341.41646258503425	Fitness standard deviation:	36.92094289816819	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77664	Best fitness:	111.87074829931973	Average fitness:	339.117605442177	Fitness standard deviation:	36.97202196918361	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77680	Best fitness:	111.87074829931973	Average fitness:	341.54089115646275	Fitness standard deviation:	39.91863222039225	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77696	Best fitness:	111.87074829931973	Average fitness:	338.87246258503416	Fitness standard deviation:	37.32684536384406	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77712	Best fitness:	111.87074829931973	Average fitness:	338.07460544217696	Fitness standard deviation:	40.5098542486257	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77728	Best fitness:	111.87074829931973	Average fitness:	341.9993197278914	Fitness standard deviation:	42.3768904099431	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77744	Best fitness:	111.87074829931973	Average fitness:	336.8800340136056	Fitness standard deviation:	39.341298541334	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77760	Best fitness:	111.87074829931973	Average fitness:	341.431462585034	Fitness standard deviation:	41.18820778711166	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77776	Best fitness:	111.87074829931973	Average fitness:	338.0667482993198	Fitness standard deviation:	39.85711705477916	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77792	Best fitness:	111.87074829931973	Average fitness:	336.3433197278913	Fitness standard deviation:	37.79726918545242	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
Generation:	77808	Best fitness:	111.87074829931973	Average fitness:	339.3697482993198	Fitness standard deviation:	40.6940959341519	Best genome:	A9	N3	A11	E3	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	N6	A6	A12	N5	E4	A7	N9	
