Generation:	16	Best fitness:	234.8421768707483	Average fitness:	329.9707482993197	Fitness standard deviation:	33.291139349437614	Best genome:	A7	A11	N5	E5	N12	A10	A15	E4	A8	A13	A16	N3	E3	N6	N7	A6	A17	A14	A12	N9	A9	
Generation:	96192	Best fitness:	95.75646258503401	Average fitness:	314.29874829931975	Fitness standard deviation:	55.23606881044897	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96208	Best fitness:	95.75646258503401	Average fitness:	302.28389115646263	Fitness standard deviation:	60.38880507416681	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96224	Best fitness:	95.75646258503401	Average fitness:	327.3976054421769	Fitness standard deviation:	59.697560517621675	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96240	Best fitness:	95.75646258503401	Average fitness:	315.9216054421767	Fitness standard deviation:	62.82252924626611	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96256	Best fitness:	95.75646258503401	Average fitness:	304.8564625850341	Fitness standard deviation:	48.33227079291847	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96272	Best fitness:	95.75646258503401	Average fitness:	310.6953197278912	Fitness standard deviation:	58.34020786205476	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96288	Best fitness:	95.75646258503401	Average fitness:	312.24503401360533	Fitness standard deviation:	56.94668018131935	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96304	Best fitness:	95.75646258503401	Average fitness:	313.14846258503405	Fitness standard deviation:	59.520868997386806	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96320	Best fitness:	95.75646258503401	Average fitness:	310.73360544217684	Fitness standard deviation:	50.854407310056644	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96336	Best fitness:	95.75646258503401	Average fitness:	310.05360544217683	Fitness standard deviation:	49.290298420351924	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96352	Best fitness:	95.75646258503401	Average fitness:	314.0427482993196	Fitness standard deviation:	54.28836730058535	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96368	Best fitness:	95.75646258503401	Average fitness:	313.716462585034	Fitness standard deviation:	53.01327704318177	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96384	Best fitness:	95.75646258503401	Average fitness:	303.7850340136054	Fitness standard deviation:	53.9872344699586	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96400	Best fitness:	95.75646258503401	Average fitness:	302.1558911564627	Fitness standard deviation:	61.27547766389729	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96416	Best fitness:	95.75646258503401	Average fitness:	301.52103401360546	Fitness standard deviation:	53.26453154141629	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96432	Best fitness:	95.75646258503401	Average fitness:	314.13246258503403	Fitness standard deviation:	56.10292068791326	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96448	Best fitness:	95.75646258503401	Average fitness:	301.32731972789117	Fitness standard deviation:	55.377921037620936	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96464	Best fitness:	95.75646258503401	Average fitness:	318.140462585034	Fitness standard deviation:	48.777486328955376	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96480	Best fitness:	95.75646258503401	Average fitness:	313.23874829931975	Fitness standard deviation:	65.24684222932142	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96496	Best fitness:	95.75646258503401	Average fitness:	312.2033197278912	Fitness standard deviation:	53.81881979003104	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96512	Best fitness:	95.75646258503401	Average fitness:	321.52903401360544	Fitness standard deviation:	63.32465953178372	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96528	Best fitness:	95.75646258503401	Average fitness:	301.79703401360547	Fitness standard deviation:	57.13531124176955	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96544	Best fitness:	95.75646258503401	Average fitness:	320.22617687074825	Fitness standard deviation:	59.832556603527195	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96560	Best fitness:	95.75646258503401	Average fitness:	304.4273197278911	Fitness standard deviation:	51.70438239508467	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96576	Best fitness:	95.75646258503401	Average fitness:	311.8381768707483	Fitness standard deviation:	57.64839520502098	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96592	Best fitness:	95.75646258503401	Average fitness:	310.15360544217697	Fitness standard deviation:	58.66784878988366	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96608	Best fitness:	95.75646258503401	Average fitness:	315.35531972789124	Fitness standard deviation:	56.70823658564125	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96624	Best fitness:	95.75646258503401	Average fitness:	318.80446258503406	Fitness standard deviation:	59.27814820980556	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96640	Best fitness:	95.75646258503401	Average fitness:	315.3061768707483	Fitness standard deviation:	56.445365330249274	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96656	Best fitness:	95.75646258503401	Average fitness:	319.6113197278912	Fitness standard deviation:	66.73130081948969	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96672	Best fitness:	95.75646258503401	Average fitness:	320.02789115646254	Fitness standard deviation:	54.43549149859748	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96688	Best fitness:	95.75646258503401	Average fitness:	304.3947482993197	Fitness standard deviation:	50.053517680211705	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96704	Best fitness:	95.75646258503401	Average fitness:	312.5410340136054	Fitness standard deviation:	55.9939108088859	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96720	Best fitness:	95.75646258503401	Average fitness:	310.91989115646265	Fitness standard deviation:	55.111360965127425	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96736	Best fitness:	95.75646258503401	Average fitness:	315.27589115646254	Fitness standard deviation:	60.4094036982958	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96752	Best fitness:	95.75646258503401	Average fitness:	316.8393197278912	Fitness standard deviation:	53.95025531894722	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96768	Best fitness:	95.75646258503401	Average fitness:	311.58503401360554	Fitness standard deviation:	52.025964632271524	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96784	Best fitness:	95.75646258503401	Average fitness:	316.804462585034	Fitness standard deviation:	50.846974726694825	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96800	Best fitness:	95.75646258503401	Average fitness:	309.3467482993198	Fitness standard deviation:	52.03688130390535	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96816	Best fitness:	95.75646258503401	Average fitness:	309.180462585034	Fitness standard deviation:	50.35257158096621	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96832	Best fitness:	95.75646258503401	Average fitness:	300.5324625850341	Fitness standard deviation:	55.07876611781735	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96848	Best fitness:	95.75646258503401	Average fitness:	309.6667482993197	Fitness standard deviation:	51.2438899923788	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96864	Best fitness:	95.75646258503401	Average fitness:	308.8090340136056	Fitness standard deviation:	52.77282335847201	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96880	Best fitness:	95.75646258503401	Average fitness:	312.628462585034	Fitness standard deviation:	51.6501667982371	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96896	Best fitness:	95.75646258503401	Average fitness:	315.0656054421769	Fitness standard deviation:	61.150950249429194	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96912	Best fitness:	95.75646258503401	Average fitness:	319.11989115646253	Fitness standard deviation:	61.267035992165525	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96928	Best fitness:	95.75646258503401	Average fitness:	312.8953197278912	Fitness standard deviation:	56.72418711985358	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96944	Best fitness:	95.75646258503401	Average fitness:	309.12846258503396	Fitness standard deviation:	58.90179207696105	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96960	Best fitness:	95.75646258503401	Average fitness:	314.5290340136053	Fitness standard deviation:	52.012038782244574	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96976	Best fitness:	95.75646258503401	Average fitness:	308.504462585034	Fitness standard deviation:	59.621438053705454	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	96992	Best fitness:	95.75646258503401	Average fitness:	325.8987482993198	Fitness standard deviation:	52.850855375851616	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97008	Best fitness:	95.75646258503401	Average fitness:	316.676462585034	Fitness standard deviation:	62.801501606901354	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97024	Best fitness:	95.75646258503401	Average fitness:	315.5833197278912	Fitness standard deviation:	58.913218892932086	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97040	Best fitness:	95.75646258503401	Average fitness:	315.50331972789115	Fitness standard deviation:	58.930091550263604	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97056	Best fitness:	95.75646258503401	Average fitness:	316.93189115646254	Fitness standard deviation:	53.35887585940686	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97072	Best fitness:	95.75646258503401	Average fitness:	314.24789115646263	Fitness standard deviation:	52.32170907774637	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97088	Best fitness:	95.75646258503401	Average fitness:	293.2918911564626	Fitness standard deviation:	54.04844654000478	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97104	Best fitness:	95.75646258503401	Average fitness:	317.4650340136054	Fitness standard deviation:	62.86244549062044	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97120	Best fitness:	95.75646258503401	Average fitness:	307.95874829931967	Fitness standard deviation:	51.87678080425042	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97136	Best fitness:	95.75646258503401	Average fitness:	311.5113197278912	Fitness standard deviation:	51.43000667521097	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97152	Best fitness:	95.75646258503401	Average fitness:	298.9656054421768	Fitness standard deviation:	58.10529708263459	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97168	Best fitness:	95.75646258503401	Average fitness:	315.91474829931974	Fitness standard deviation:	57.178766776859135	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97184	Best fitness:	95.75646258503401	Average fitness:	324.8896054421768	Fitness standard deviation:	48.12931614909557	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97200	Best fitness:	95.75646258503401	Average fitness:	312.61817687074836	Fitness standard deviation:	51.82175773765695	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97216	Best fitness:	95.75646258503401	Average fitness:	298.1781768707483	Fitness standard deviation:	57.543556687477164	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97232	Best fitness:	95.75646258503401	Average fitness:	311.72903401360554	Fitness standard deviation:	59.10076983096113	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97248	Best fitness:	95.75646258503401	Average fitness:	309.15189115646257	Fitness standard deviation:	47.29611430214572	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97264	Best fitness:	95.75646258503401	Average fitness:	307.46160544217696	Fitness standard deviation:	63.162131108790824	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97280	Best fitness:	95.75646258503401	Average fitness:	313.65817687074826	Fitness standard deviation:	49.93818878475711	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97296	Best fitness:	95.75646258503401	Average fitness:	315.99360544217694	Fitness standard deviation:	60.43691350727397	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97312	Best fitness:	95.75646258503401	Average fitness:	322.9890340136054	Fitness standard deviation:	52.831857430060175	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97328	Best fitness:	95.75646258503401	Average fitness:	308.1490340136054	Fitness standard deviation:	57.07409228469998	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97344	Best fitness:	95.75646258503401	Average fitness:	316.81817687074823	Fitness standard deviation:	54.003139246619696	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97360	Best fitness:	95.75646258503401	Average fitness:	313.26503401360543	Fitness standard deviation:	62.43878726482474	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97376	Best fitness:	95.75646258503401	Average fitness:	307.52731972789115	Fitness standard deviation:	55.219156536957904	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97392	Best fitness:	95.75646258503401	Average fitness:	315.07017687074836	Fitness standard deviation:	54.70709404134878	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97408	Best fitness:	95.75646258503401	Average fitness:	306.63817687074834	Fitness standard deviation:	51.80802869306286	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97424	Best fitness:	95.75646258503401	Average fitness:	312.4461768707483	Fitness standard deviation:	52.18092262542717	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97440	Best fitness:	95.75646258503401	Average fitness:	318.4141768707484	Fitness standard deviation:	50.265529224756975	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97456	Best fitness:	95.75646258503401	Average fitness:	324.25017687074813	Fitness standard deviation:	50.148440890571095	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97472	Best fitness:	95.75646258503401	Average fitness:	311.6753197278911	Fitness standard deviation:	51.36859053339653	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97488	Best fitness:	95.75646258503401	Average fitness:	299.75531972789116	Fitness standard deviation:	61.30735121483876	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97504	Best fitness:	95.75646258503401	Average fitness:	312.1661768707484	Fitness standard deviation:	49.63924471460796	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97520	Best fitness:	95.75646258503401	Average fitness:	302.51874829931984	Fitness standard deviation:	57.63546171429885	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97536	Best fitness:	95.75646258503401	Average fitness:	301.8393197278912	Fitness standard deviation:	58.86934942770148	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97552	Best fitness:	95.75646258503401	Average fitness:	310.84903401360543	Fitness standard deviation:	64.49804567455308	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97568	Best fitness:	95.75646258503401	Average fitness:	305.23646258503396	Fitness standard deviation:	65.28542944608073	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97584	Best fitness:	95.75646258503401	Average fitness:	314.3741768707483	Fitness standard deviation:	65.68424155187375	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97600	Best fitness:	95.75646258503401	Average fitness:	318.3576054421769	Fitness standard deviation:	54.57445973930237	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97616	Best fitness:	95.75646258503401	Average fitness:	304.57646258503405	Fitness standard deviation:	55.248869006800604	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97632	Best fitness:	95.75646258503401	Average fitness:	300.38103401360536	Fitness standard deviation:	55.85325525674856	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97648	Best fitness:	95.75646258503401	Average fitness:	311.03931972789115	Fitness standard deviation:	53.74217702918942	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97664	Best fitness:	95.75646258503401	Average fitness:	322.9307482993197	Fitness standard deviation:	49.56639356891493	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97680	Best fitness:	95.75646258503401	Average fitness:	319.67074829931965	Fitness standard deviation:	57.60470644037371	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97696	Best fitness:	95.75646258503401	Average fitness:	307.7867482993198	Fitness standard deviation:	57.6438912734286	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97712	Best fitness:	95.75646258503401	Average fitness:	307.52617687074843	Fitness standard deviation:	47.51174167572922	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97728	Best fitness:	95.75646258503401	Average fitness:	312.11989115646264	Fitness standard deviation:	58.36142115179464	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97744	Best fitness:	95.75646258503401	Average fitness:	316.17589115646257	Fitness standard deviation:	57.299611407308625	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97760	Best fitness:	95.75646258503401	Average fitness:	307.90331972789113	Fitness standard deviation:	55.027904760833366	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97776	Best fitness:	95.75646258503401	Average fitness:	321.2290340136054	Fitness standard deviation:	57.209970648052426	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97792	Best fitness:	95.75646258503401	Average fitness:	313.9238911564627	Fitness standard deviation:	48.58044387258255	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97808	Best fitness:	95.75646258503401	Average fitness:	316.9558911564626	Fitness standard deviation:	55.88824051842121	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97824	Best fitness:	95.75646258503401	Average fitness:	300.38617687074833	Fitness standard deviation:	52.15006696456069	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97840	Best fitness:	95.75646258503401	Average fitness:	312.2210340136053	Fitness standard deviation:	54.85423587833412	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97856	Best fitness:	95.75646258503401	Average fitness:	315.16617687074836	Fitness standard deviation:	55.886552319162156	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97872	Best fitness:	95.75646258503401	Average fitness:	303.49417687074833	Fitness standard deviation:	59.17907426357629	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97888	Best fitness:	95.75646258503401	Average fitness:	316.3953197278912	Fitness standard deviation:	54.46042944961722	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97904	Best fitness:	95.75646258503401	Average fitness:	302.4027482993196	Fitness standard deviation:	55.50028876997868	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
Generation:	97920	Best fitness:	95.75646258503401	Average fitness:	305.80731972789107	Fitness standard deviation:	57.44977498828069	Best genome:	A9	N3	E4	N5	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	A7	N9	A13	A16	E5	A8	
