Generation:	16	Best fitness:	231.49931972789116	Average fitness:	342.6400340136057	Fitness standard deviation:	33.53543613911733	Best genome:	A13	N7	A11	A8	A9	N3	A7	N9	A16	N6	E3	N5	E4	A10	A12	A17	A14	E5	A15	A6	N12	
Generation:	80160	Best fitness:	100.32789115646258	Average fitness:	339.9237482993201	Fitness standard deviation:	41.149140135088395	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80176	Best fitness:	100.32789115646258	Average fitness:	340.0377482993198	Fitness standard deviation:	38.046570506768816	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80192	Best fitness:	100.32789115646258	Average fitness:	338.9596054421769	Fitness standard deviation:	41.15497845154265	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80208	Best fitness:	100.32789115646258	Average fitness:	338.6796054421768	Fitness standard deviation:	41.75888881448365	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80224	Best fitness:	100.32789115646258	Average fitness:	334.18303401360544	Fitness standard deviation:	44.66010121907427	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80240	Best fitness:	100.32789115646258	Average fitness:	344.4387482993199	Fitness standard deviation:	40.00956972872304	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80256	Best fitness:	100.32789115646258	Average fitness:	345.3826054421772	Fitness standard deviation:	42.043704644387475	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80272	Best fitness:	100.32789115646258	Average fitness:	334.41374829931993	Fitness standard deviation:	43.78307029980367	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80288	Best fitness:	100.32789115646258	Average fitness:	337.70360544217687	Fitness standard deviation:	41.96637952223281	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80304	Best fitness:	100.32789115646258	Average fitness:	339.8046054421769	Fitness standard deviation:	42.72153436607629	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80320	Best fitness:	100.32789115646258	Average fitness:	343.6573197278912	Fitness standard deviation:	40.99315302808109	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80336	Best fitness:	100.32789115646258	Average fitness:	339.4833197278913	Fitness standard deviation:	38.9406961605643	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80352	Best fitness:	100.32789115646258	Average fitness:	337.7640340136056	Fitness standard deviation:	43.92843646692392	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80368	Best fitness:	100.32789115646258	Average fitness:	337.93131972789115	Fitness standard deviation:	37.9905699964223	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80384	Best fitness:	100.32789115646258	Average fitness:	335.0286054421771	Fitness standard deviation:	39.848788877455235	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80400	Best fitness:	100.32789115646258	Average fitness:	342.16931972789126	Fitness standard deviation:	39.46631999928184	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80416	Best fitness:	100.32789115646258	Average fitness:	338.05003401360557	Fitness standard deviation:	42.62074458380041	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80432	Best fitness:	100.32789115646258	Average fitness:	338.070462585034	Fitness standard deviation:	42.84795491893043	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80448	Best fitness:	100.32789115646258	Average fitness:	334.10131972789117	Fitness standard deviation:	39.6258161067056	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80464	Best fitness:	100.32789115646258	Average fitness:	339.6947482993196	Fitness standard deviation:	39.90351531136173	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80480	Best fitness:	100.32789115646258	Average fitness:	342.9281768707484	Fitness standard deviation:	39.941180936625344	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80496	Best fitness:	100.32789115646258	Average fitness:	341.1854625850342	Fitness standard deviation:	43.05736624053343	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80512	Best fitness:	100.32789115646258	Average fitness:	342.5934625850342	Fitness standard deviation:	41.39160644455859	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80528	Best fitness:	100.32789115646258	Average fitness:	337.2087482993198	Fitness standard deviation:	40.3227106828934	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80544	Best fitness:	100.32789115646258	Average fitness:	343.10460544217705	Fitness standard deviation:	42.22790141334886	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80560	Best fitness:	100.32789115646258	Average fitness:	338.1768911564629	Fitness standard deviation:	44.439568540448555	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80576	Best fitness:	100.32789115646258	Average fitness:	340.8568911564626	Fitness standard deviation:	40.70297356409214	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80592	Best fitness:	100.32789115646258	Average fitness:	339.2471768707486	Fitness standard deviation:	39.89699128725761	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80608	Best fitness:	100.32789115646258	Average fitness:	337.88860544217675	Fitness standard deviation:	43.76634290089095	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80624	Best fitness:	100.32789115646258	Average fitness:	336.55917687074856	Fitness standard deviation:	39.108592677365436	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80640	Best fitness:	100.32789115646258	Average fitness:	339.4926054421769	Fitness standard deviation:	38.891337472868834	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80656	Best fitness:	100.32789115646258	Average fitness:	338.4461768707484	Fitness standard deviation:	39.44778693671017	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80672	Best fitness:	100.32789115646258	Average fitness:	335.28474829931974	Fitness standard deviation:	41.64459520901181	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80688	Best fitness:	100.32789115646258	Average fitness:	339.14160544217697	Fitness standard deviation:	37.653946098866264	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80704	Best fitness:	100.32789115646258	Average fitness:	336.2384625850341	Fitness standard deviation:	40.9047608935085	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80720	Best fitness:	100.32789115646258	Average fitness:	338.07746258503425	Fitness standard deviation:	40.94101361391402	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80736	Best fitness:	100.32789115646258	Average fitness:	340.9240340136054	Fitness standard deviation:	38.526914703243754	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80752	Best fitness:	100.32789115646258	Average fitness:	339.2068911564626	Fitness standard deviation:	45.35616961633009	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80768	Best fitness:	100.32789115646258	Average fitness:	341.2028911564627	Fitness standard deviation:	42.459340977274834	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80784	Best fitness:	100.32789115646258	Average fitness:	336.9127482993198	Fitness standard deviation:	46.01612334202623	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80800	Best fitness:	100.32789115646258	Average fitness:	334.65103401360574	Fitness standard deviation:	40.379428525941684	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80816	Best fitness:	100.32789115646258	Average fitness:	339.15760544217716	Fitness standard deviation:	42.254144280744335	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80832	Best fitness:	100.32789115646258	Average fitness:	340.39489115646256	Fitness standard deviation:	40.46095276627951	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80848	Best fitness:	100.32789115646258	Average fitness:	337.0933197278914	Fitness standard deviation:	40.12410213529102	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80864	Best fitness:	100.32789115646258	Average fitness:	349.0260340136057	Fitness standard deviation:	41.32963650570711	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80880	Best fitness:	100.32789115646258	Average fitness:	342.29831972789106	Fitness standard deviation:	37.98807034841226	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80896	Best fitness:	100.32789115646258	Average fitness:	335.3884625850343	Fitness standard deviation:	40.33693153163432	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80912	Best fitness:	100.32789115646258	Average fitness:	337.0106054421769	Fitness standard deviation:	41.03894441072941	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80928	Best fitness:	100.32789115646258	Average fitness:	338.51846258503394	Fitness standard deviation:	40.85442239794105	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80944	Best fitness:	100.32789115646258	Average fitness:	342.71946258503414	Fitness standard deviation:	40.321499283501204	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80960	Best fitness:	100.32789115646258	Average fitness:	339.6206054421772	Fitness standard deviation:	38.96817995440875	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80976	Best fitness:	100.32789115646258	Average fitness:	340.2344625850342	Fitness standard deviation:	40.78475942940311	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	80992	Best fitness:	100.32789115646258	Average fitness:	340.9801768707484	Fitness standard deviation:	40.358566661104	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81008	Best fitness:	100.32789115646258	Average fitness:	337.88831972789137	Fitness standard deviation:	42.990732715413934	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81024	Best fitness:	100.32789115646258	Average fitness:	334.09803401360534	Fitness standard deviation:	46.810234298512455	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81040	Best fitness:	100.32789115646258	Average fitness:	337.8581768707486	Fitness standard deviation:	41.138700746402286	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81056	Best fitness:	100.32789115646258	Average fitness:	337.40717687074834	Fitness standard deviation:	40.494933564431925	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81072	Best fitness:	100.32789115646258	Average fitness:	335.74946258503405	Fitness standard deviation:	39.09165321395348	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81088	Best fitness:	100.32789115646258	Average fitness:	342.70903401360573	Fitness standard deviation:	39.89054529073069	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81104	Best fitness:	100.32789115646258	Average fitness:	338.218605442177	Fitness standard deviation:	41.79458557233538	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81120	Best fitness:	100.32789115646258	Average fitness:	342.17617687074846	Fitness standard deviation:	43.532915568309356	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81136	Best fitness:	100.32789115646258	Average fitness:	337.4200340136057	Fitness standard deviation:	43.45903183999142	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81152	Best fitness:	100.32789115646258	Average fitness:	334.8510340136056	Fitness standard deviation:	45.30594161962441	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81168	Best fitness:	100.32789115646258	Average fitness:	340.41046258503417	Fitness standard deviation:	44.88089596671963	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81184	Best fitness:	100.32789115646258	Average fitness:	335.97803401360557	Fitness standard deviation:	42.899461439700225	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81200	Best fitness:	100.32789115646258	Average fitness:	338.6984625850341	Fitness standard deviation:	42.93036230255425	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81216	Best fitness:	100.32789115646258	Average fitness:	341.3163197278913	Fitness standard deviation:	37.23617498248888	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81232	Best fitness:	100.32789115646258	Average fitness:	339.9663197278913	Fitness standard deviation:	39.62764203230891	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81248	Best fitness:	100.32789115646258	Average fitness:	341.8327482993201	Fitness standard deviation:	42.49504778926887	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81264	Best fitness:	100.32789115646258	Average fitness:	341.63931972789106	Fitness standard deviation:	42.39288321096802	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81280	Best fitness:	100.32789115646258	Average fitness:	337.997605442177	Fitness standard deviation:	39.988745012484074	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81296	Best fitness:	100.32789115646258	Average fitness:	338.25103401360576	Fitness standard deviation:	40.8088132127943	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81312	Best fitness:	100.32789115646258	Average fitness:	344.1174625850344	Fitness standard deviation:	39.2020541087701	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81328	Best fitness:	100.32789115646258	Average fitness:	336.88817687074845	Fitness standard deviation:	42.717666831303	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81344	Best fitness:	100.32789115646258	Average fitness:	337.6366054421771	Fitness standard deviation:	37.83196366938455	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81360	Best fitness:	100.32789115646258	Average fitness:	341.25974829932	Fitness standard deviation:	41.041601261427914	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81376	Best fitness:	100.32789115646258	Average fitness:	336.58217687074836	Fitness standard deviation:	40.98780326300169	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81392	Best fitness:	100.32789115646258	Average fitness:	335.01660544217674	Fitness standard deviation:	43.76392712646583	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81408	Best fitness:	100.32789115646258	Average fitness:	339.92046258503404	Fitness standard deviation:	41.70810494718878	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81424	Best fitness:	100.32789115646258	Average fitness:	335.9703197278913	Fitness standard deviation:	40.15368963934772	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81440	Best fitness:	100.32789115646258	Average fitness:	337.79274829931984	Fitness standard deviation:	37.86719550734959	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81456	Best fitness:	100.32789115646258	Average fitness:	337.3323197278911	Fitness standard deviation:	40.061674707727285	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81472	Best fitness:	100.32789115646258	Average fitness:	343.5788911564629	Fitness standard deviation:	39.15255061178215	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81488	Best fitness:	100.32789115646258	Average fitness:	341.7513197278913	Fitness standard deviation:	40.36697000554503	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81504	Best fitness:	100.32789115646258	Average fitness:	341.9833197278913	Fitness standard deviation:	38.62423989239537	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81520	Best fitness:	100.32789115646258	Average fitness:	347.1033197278914	Fitness standard deviation:	40.92912600372223	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81536	Best fitness:	100.32789115646258	Average fitness:	338.37174829931973	Fitness standard deviation:	38.97482095388965	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81552	Best fitness:	100.32789115646258	Average fitness:	336.3584625850342	Fitness standard deviation:	42.66562173029537	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81568	Best fitness:	100.32789115646258	Average fitness:	343.3118911564626	Fitness standard deviation:	40.62389300369316	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81584	Best fitness:	100.32789115646258	Average fitness:	338.78974829931997	Fitness standard deviation:	41.76861098348612	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81600	Best fitness:	100.32789115646258	Average fitness:	336.35074829932006	Fitness standard deviation:	44.636515206677124	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81616	Best fitness:	100.32789115646258	Average fitness:	337.20889115646247	Fitness standard deviation:	42.015139038062884	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81632	Best fitness:	100.32789115646258	Average fitness:	339.1793197278914	Fitness standard deviation:	41.646999940951716	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81648	Best fitness:	100.32789115646258	Average fitness:	343.5844625850342	Fitness standard deviation:	38.3401699037041	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81664	Best fitness:	100.32789115646258	Average fitness:	341.4966054421769	Fitness standard deviation:	40.97124263730474	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81680	Best fitness:	100.32789115646258	Average fitness:	340.0933197278914	Fitness standard deviation:	41.14980542419344	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81696	Best fitness:	100.32789115646258	Average fitness:	333.5053197278913	Fitness standard deviation:	39.62683965625895	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81712	Best fitness:	100.32789115646258	Average fitness:	337.3374625850341	Fitness standard deviation:	40.14492778365783	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81728	Best fitness:	100.32789115646258	Average fitness:	338.8124625850342	Fitness standard deviation:	41.31310281254604	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81744	Best fitness:	100.32789115646258	Average fitness:	338.49489115646264	Fitness standard deviation:	44.77031160038892	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81760	Best fitness:	100.32789115646258	Average fitness:	337.80860544217705	Fitness standard deviation:	43.565402715635614	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81776	Best fitness:	100.32789115646258	Average fitness:	339.10089115646275	Fitness standard deviation:	40.85797253877866	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81792	Best fitness:	100.32789115646258	Average fitness:	335.9677482993198	Fitness standard deviation:	44.269726782162856	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81808	Best fitness:	100.32789115646258	Average fitness:	340.36331972789145	Fitness standard deviation:	37.95816690268703	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81824	Best fitness:	100.32789115646258	Average fitness:	338.87089115646245	Fitness standard deviation:	45.194192014199416	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81840	Best fitness:	100.32789115646258	Average fitness:	343.35403401360566	Fitness standard deviation:	41.28400992799386	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81856	Best fitness:	100.32789115646258	Average fitness:	338.61874829932	Fitness standard deviation:	37.02720706922058	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81872	Best fitness:	100.32789115646258	Average fitness:	337.6841768707484	Fitness standard deviation:	41.33521569325801	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	81888	Best fitness:	100.32789115646258	Average fitness:	341.98989115646293	Fitness standard deviation:	38.98138908216983	Best genome:	A13	N9	A9	N3	A7	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
