Generation:	16	Best fitness:	235.67074829931974	Average fitness:	333.62960544217685	Fitness standard deviation:	30.35365218788106	Best genome:	A9	E3	N5	N12	A7	A12	N3	E4	A11	A16	E5	A15	A13	N9	A8	N7	A14	A17	A6	N6	A10	
Generation:	92144	Best fitness:	95.52789115646259	Average fitness:	317.95989115646256	Fitness standard deviation:	56.561287298804984	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92160	Best fitness:	95.52789115646259	Average fitness:	318.15474829931964	Fitness standard deviation:	50.76763307945128	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92176	Best fitness:	95.52789115646259	Average fitness:	312.12846258503396	Fitness standard deviation:	56.91783651860973	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92192	Best fitness:	95.52789115646259	Average fitness:	317.97189115646256	Fitness standard deviation:	52.88883504259916	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92208	Best fitness:	95.52789115646259	Average fitness:	319.1507482993196	Fitness standard deviation:	65.34318845565328	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92224	Best fitness:	95.52789115646259	Average fitness:	313.19246258503404	Fitness standard deviation:	63.593477989299416	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92240	Best fitness:	95.52789115646259	Average fitness:	318.23303401360556	Fitness standard deviation:	58.3785108464841	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92256	Best fitness:	95.52789115646259	Average fitness:	314.7638911564626	Fitness standard deviation:	64.53320355555624	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92272	Best fitness:	95.52789115646259	Average fitness:	316.1216054421768	Fitness standard deviation:	47.22606899947166	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92288	Best fitness:	95.52789115646259	Average fitness:	313.95989115646256	Fitness standard deviation:	52.07324720006602	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92304	Best fitness:	95.52789115646259	Average fitness:	306.39989115646244	Fitness standard deviation:	57.34516309407198	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92320	Best fitness:	95.52789115646259	Average fitness:	317.9324625850341	Fitness standard deviation:	57.308309148581486	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92336	Best fitness:	95.52789115646259	Average fitness:	314.3604625850341	Fitness standard deviation:	56.91945415717741	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92352	Best fitness:	95.52789115646259	Average fitness:	314.88503401360526	Fitness standard deviation:	56.181397531313046	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92368	Best fitness:	95.52789115646259	Average fitness:	325.4673197278911	Fitness standard deviation:	49.19064674326216	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92384	Best fitness:	95.52789115646259	Average fitness:	318.15131972789123	Fitness standard deviation:	50.407882341182	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92400	Best fitness:	95.52789115646259	Average fitness:	306.57360544217687	Fitness standard deviation:	57.16995300444641	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92416	Best fitness:	95.52789115646259	Average fitness:	320.3347482993197	Fitness standard deviation:	50.19036920707853	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92432	Best fitness:	95.52789115646259	Average fitness:	309.88331972789115	Fitness standard deviation:	52.96389163826038	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92448	Best fitness:	95.52789115646259	Average fitness:	312.8113197278911	Fitness standard deviation:	59.142103746754195	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92464	Best fitness:	95.52789115646259	Average fitness:	310.0278911564626	Fitness standard deviation:	56.4270498890707	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92480	Best fitness:	95.52789115646259	Average fitness:	319.7587482993196	Fitness standard deviation:	49.22612010810885	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92496	Best fitness:	95.52789115646259	Average fitness:	315.5176054421769	Fitness standard deviation:	50.78922841287816	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92512	Best fitness:	95.52789115646259	Average fitness:	310.3090340136054	Fitness standard deviation:	56.037243187009125	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92528	Best fitness:	95.52789115646259	Average fitness:	320.8187482993197	Fitness standard deviation:	58.978096990081234	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92544	Best fitness:	95.52789115646259	Average fitness:	314.1913197278912	Fitness standard deviation:	57.47638415906136	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92560	Best fitness:	95.52789115646259	Average fitness:	314.43360544217694	Fitness standard deviation:	51.34923189616891	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92576	Best fitness:	95.52789115646259	Average fitness:	323.9278911564625	Fitness standard deviation:	52.2716671216202	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92592	Best fitness:	95.52789115646259	Average fitness:	314.7878911564626	Fitness standard deviation:	56.2262895152531	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92608	Best fitness:	95.52789115646259	Average fitness:	312.72903401360554	Fitness standard deviation:	59.34134118979855	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92624	Best fitness:	95.52789115646259	Average fitness:	309.056462585034	Fitness standard deviation:	56.27242547987207	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92640	Best fitness:	95.52789115646259	Average fitness:	316.8336054421768	Fitness standard deviation:	49.17802470906812	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92656	Best fitness:	95.52789115646259	Average fitness:	317.94331972789115	Fitness standard deviation:	57.84634769413727	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92672	Best fitness:	95.52789115646259	Average fitness:	316.27246258503396	Fitness standard deviation:	53.11794082866495	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92688	Best fitness:	95.52789115646259	Average fitness:	311.7713197278912	Fitness standard deviation:	59.06678620279362	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92704	Best fitness:	95.52789115646259	Average fitness:	318.68960544217686	Fitness standard deviation:	62.59364318249213	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92720	Best fitness:	95.52789115646259	Average fitness:	298.29760544217686	Fitness standard deviation:	63.836772055367746	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92736	Best fitness:	95.52789115646259	Average fitness:	319.84560544217686	Fitness standard deviation:	50.20621561324934	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92752	Best fitness:	95.52789115646259	Average fitness:	315.5798911564626	Fitness standard deviation:	62.21594012955268	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92768	Best fitness:	95.52789115646259	Average fitness:	319.3198911564626	Fitness standard deviation:	51.00214450553295	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92784	Best fitness:	95.52789115646259	Average fitness:	313.47074829931967	Fitness standard deviation:	58.200003085770305	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92800	Best fitness:	95.52789115646259	Average fitness:	322.6833197278911	Fitness standard deviation:	45.28377144457932	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92816	Best fitness:	95.52789115646259	Average fitness:	308.164462585034	Fitness standard deviation:	58.90331643481892	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92832	Best fitness:	95.52789115646259	Average fitness:	312.70274829931964	Fitness standard deviation:	58.38909644927951	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92848	Best fitness:	95.52789115646259	Average fitness:	310.6181768707483	Fitness standard deviation:	54.542306173973884	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92864	Best fitness:	95.52789115646259	Average fitness:	317.312462585034	Fitness standard deviation:	52.13978893830136	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92880	Best fitness:	95.52789115646259	Average fitness:	318.6684625850341	Fitness standard deviation:	53.602959662423764	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92896	Best fitness:	95.52789115646259	Average fitness:	320.66789115646253	Fitness standard deviation:	57.25457885619281	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92912	Best fitness:	95.52789115646259	Average fitness:	309.89989115646256	Fitness standard deviation:	50.59316288082525	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92928	Best fitness:	95.52789115646259	Average fitness:	320.8370340136055	Fitness standard deviation:	57.93993362306258	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92944	Best fitness:	95.52789115646259	Average fitness:	312.3747482993196	Fitness standard deviation:	54.23504214292544	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92960	Best fitness:	95.52789115646259	Average fitness:	314.3736054421768	Fitness standard deviation:	57.75095129528347	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92976	Best fitness:	95.52789115646259	Average fitness:	315.32846258503395	Fitness standard deviation:	48.550636050395454	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	92992	Best fitness:	95.52789115646259	Average fitness:	323.67874829931975	Fitness standard deviation:	49.938859938111996	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93008	Best fitness:	95.52789115646259	Average fitness:	311.5793197278911	Fitness standard deviation:	57.12438415690906	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93024	Best fitness:	95.52789115646259	Average fitness:	324.2227482993197	Fitness standard deviation:	64.27529729949738	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93040	Best fitness:	95.52789115646259	Average fitness:	324.1587482993198	Fitness standard deviation:	54.070542839320325	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93056	Best fitness:	95.52789115646259	Average fitness:	312.2798911564625	Fitness standard deviation:	45.99402461278674	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93072	Best fitness:	95.52789115646259	Average fitness:	316.83703401360543	Fitness standard deviation:	60.16752739761587	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93088	Best fitness:	95.52789115646259	Average fitness:	315.0078911564626	Fitness standard deviation:	60.90829238808664	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93104	Best fitness:	95.52789115646259	Average fitness:	319.6867482993198	Fitness standard deviation:	50.09438834839687	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93120	Best fitness:	95.52789115646259	Average fitness:	320.4890340136055	Fitness standard deviation:	46.86734479880203	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93136	Best fitness:	95.52789115646259	Average fitness:	315.9170340136055	Fitness standard deviation:	56.56611227256698	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93152	Best fitness:	95.52789115646259	Average fitness:	320.64789115646255	Fitness standard deviation:	62.15154303829324	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93168	Best fitness:	95.52789115646259	Average fitness:	321.70560544217693	Fitness standard deviation:	50.73690933288173	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93184	Best fitness:	95.52789115646259	Average fitness:	314.89189115646246	Fitness standard deviation:	54.774583055446065	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93200	Best fitness:	95.52789115646259	Average fitness:	314.5061768707482	Fitness standard deviation:	55.125672395547475	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93216	Best fitness:	95.52789115646259	Average fitness:	310.027319727891	Fitness standard deviation:	62.839556303399874	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93232	Best fitness:	95.52789115646259	Average fitness:	302.7776054421768	Fitness standard deviation:	53.39694398042813	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93248	Best fitness:	95.52789115646259	Average fitness:	321.58446258503403	Fitness standard deviation:	54.20218550906581	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93264	Best fitness:	95.52789115646259	Average fitness:	315.12674829931973	Fitness standard deviation:	67.37285832967311	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93280	Best fitness:	95.52789115646259	Average fitness:	313.99360544217683	Fitness standard deviation:	56.49935271437061	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93296	Best fitness:	95.52789115646259	Average fitness:	319.86217687074827	Fitness standard deviation:	51.19770538544374	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93312	Best fitness:	95.52789115646259	Average fitness:	323.25131972789114	Fitness standard deviation:	56.35923072431645	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93328	Best fitness:	95.52789115646259	Average fitness:	310.3450340136055	Fitness standard deviation:	51.30761331102305	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93344	Best fitness:	95.52789115646259	Average fitness:	317.580462585034	Fitness standard deviation:	50.49575010931159	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93360	Best fitness:	95.52789115646259	Average fitness:	317.08503401360537	Fitness standard deviation:	54.14288254805283	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93376	Best fitness:	95.52789115646259	Average fitness:	313.51189115646247	Fitness standard deviation:	56.94834814325081	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93392	Best fitness:	95.52789115646259	Average fitness:	314.5050340136055	Fitness standard deviation:	57.27091622191807	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93408	Best fitness:	95.52789115646259	Average fitness:	306.6867482993197	Fitness standard deviation:	61.8649985536314	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93424	Best fitness:	95.52789115646259	Average fitness:	320.20846258503394	Fitness standard deviation:	59.8016030608968	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93440	Best fitness:	95.52789115646259	Average fitness:	318.9427482993196	Fitness standard deviation:	59.794586128559445	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93456	Best fitness:	95.52789115646259	Average fitness:	312.81017687074836	Fitness standard deviation:	63.67391460001337	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93472	Best fitness:	95.52789115646259	Average fitness:	318.73189115646244	Fitness standard deviation:	53.66216864033426	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93488	Best fitness:	95.52789115646259	Average fitness:	306.70217687074836	Fitness standard deviation:	64.237599327395	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93504	Best fitness:	95.52789115646259	Average fitness:	310.8038911564626	Fitness standard deviation:	59.514784336433955	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93520	Best fitness:	95.52789115646259	Average fitness:	311.8850340136055	Fitness standard deviation:	56.57213686425285	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93536	Best fitness:	95.52789115646259	Average fitness:	323.12960544217685	Fitness standard deviation:	52.45081269306763	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93552	Best fitness:	95.52789115646259	Average fitness:	316.79360544217684	Fitness standard deviation:	54.4980401819503	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93568	Best fitness:	95.52789115646259	Average fitness:	317.49874829931963	Fitness standard deviation:	56.679639792613436	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93584	Best fitness:	95.52789115646259	Average fitness:	311.232462585034	Fitness standard deviation:	55.11733728055048	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93600	Best fitness:	95.52789115646259	Average fitness:	316.0227482993198	Fitness standard deviation:	61.29065433036996	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93616	Best fitness:	95.52789115646259	Average fitness:	322.0661768707483	Fitness standard deviation:	55.84246657320567	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93632	Best fitness:	95.52789115646259	Average fitness:	321.8267482993197	Fitness standard deviation:	50.2576860881873	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93648	Best fitness:	95.52789115646259	Average fitness:	309.01360544217687	Fitness standard deviation:	47.989746183695424	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93664	Best fitness:	95.52789115646259	Average fitness:	326.27931972789105	Fitness standard deviation:	53.87391303889525	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93680	Best fitness:	95.52789115646259	Average fitness:	314.280462585034	Fitness standard deviation:	54.01575238421338	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93696	Best fitness:	95.52789115646259	Average fitness:	322.87703401360545	Fitness standard deviation:	58.738179160594015	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93712	Best fitness:	95.52789115646259	Average fitness:	314.69360544217676	Fitness standard deviation:	54.123176521105016	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93728	Best fitness:	95.52789115646259	Average fitness:	314.0970340136055	Fitness standard deviation:	58.60587554022834	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93744	Best fitness:	95.52789115646259	Average fitness:	310.7433197278913	Fitness standard deviation:	53.34135990247061	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93760	Best fitness:	95.52789115646259	Average fitness:	314.0547482993197	Fitness standard deviation:	52.48443148288482	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93776	Best fitness:	95.52789115646259	Average fitness:	312.2798911564626	Fitness standard deviation:	46.24984516333707	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93792	Best fitness:	95.52789115646259	Average fitness:	313.8313197278912	Fitness standard deviation:	63.35997884198781	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93808	Best fitness:	95.52789115646259	Average fitness:	321.73646258503396	Fitness standard deviation:	57.58999721819612	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93824	Best fitness:	95.52789115646259	Average fitness:	314.32217687074825	Fitness standard deviation:	49.39269251082985	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93840	Best fitness:	95.52789115646259	Average fitness:	314.6038911564625	Fitness standard deviation:	57.305713248669846	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93856	Best fitness:	95.52789115646259	Average fitness:	315.16960544217693	Fitness standard deviation:	52.8983876796074	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
Generation:	93872	Best fitness:	95.52789115646259	Average fitness:	313.08103401360546	Fitness standard deviation:	53.489048357622536	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A13	
