Generation:	16	Best fitness:	239.556462585034	Average fitness:	344.69189115646276	Fitness standard deviation:	30.86547774204861	Best genome:	N12	E3	A9	E4	N3	A16	E5	A8	A13	N9	A6	A7	N6	N5	A11	A17	A12	A14	A10	N7	A15	
Generation:	69232	Best fitness:	109.81360544217688	Average fitness:	339.4030340136056	Fitness standard deviation:	40.44619830877376	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69248	Best fitness:	109.81360544217688	Average fitness:	335.7504625850342	Fitness standard deviation:	41.71275110582285	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69264	Best fitness:	109.81360544217688	Average fitness:	333.1090340136055	Fitness standard deviation:	38.75256183131376	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69280	Best fitness:	109.81360544217688	Average fitness:	335.58089115646254	Fitness standard deviation:	45.130899446804186	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69296	Best fitness:	109.81360544217688	Average fitness:	333.5273197278913	Fitness standard deviation:	41.66924858003189	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69312	Best fitness:	109.81360544217688	Average fitness:	340.7450340136057	Fitness standard deviation:	37.003706267764855	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69328	Best fitness:	109.81360544217688	Average fitness:	333.87374829931986	Fitness standard deviation:	39.03878536056892	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69344	Best fitness:	109.81360544217688	Average fitness:	338.8864625850341	Fitness standard deviation:	41.644769154831245	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69360	Best fitness:	109.81360544217688	Average fitness:	345.4824625850344	Fitness standard deviation:	43.128051309029544	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69376	Best fitness:	109.81360544217688	Average fitness:	340.07217687074825	Fitness standard deviation:	41.38647218103806	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69392	Best fitness:	109.81360544217688	Average fitness:	341.6767482993198	Fitness standard deviation:	39.633812053315665	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69408	Best fitness:	109.81360544217688	Average fitness:	334.15774829931985	Fitness standard deviation:	40.809048646202996	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69424	Best fitness:	109.81360544217688	Average fitness:	337.57246258503415	Fitness standard deviation:	37.487203110677974	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69440	Best fitness:	109.81360544217688	Average fitness:	332.3788911564628	Fitness standard deviation:	38.304040803251326	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69456	Best fitness:	109.81360544217688	Average fitness:	337.7680340136056	Fitness standard deviation:	39.537319915518296	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69472	Best fitness:	109.81360544217688	Average fitness:	339.06731972789123	Fitness standard deviation:	42.28943985132429	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69488	Best fitness:	109.81360544217688	Average fitness:	337.58546258503424	Fitness standard deviation:	44.60462065178671	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69504	Best fitness:	109.81360544217688	Average fitness:	337.9056054421772	Fitness standard deviation:	40.52769979021404	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69520	Best fitness:	109.81360544217688	Average fitness:	339.07417687074854	Fitness standard deviation:	38.959582778640154	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69536	Best fitness:	109.81360544217688	Average fitness:	338.93574829931987	Fitness standard deviation:	41.59737746222341	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69552	Best fitness:	109.81360544217688	Average fitness:	339.91903401360594	Fitness standard deviation:	41.220055490164555	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69568	Best fitness:	109.81360544217688	Average fitness:	340.8518911564628	Fitness standard deviation:	38.08320605179761	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69584	Best fitness:	109.81360544217688	Average fitness:	344.3337482993198	Fitness standard deviation:	38.25279387395469	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69600	Best fitness:	109.81360544217688	Average fitness:	342.05060544217724	Fitness standard deviation:	37.06346193479282	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69616	Best fitness:	109.81360544217688	Average fitness:	338.54546258503416	Fitness standard deviation:	40.75395738164952	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69632	Best fitness:	109.81360544217688	Average fitness:	340.95246258503425	Fitness standard deviation:	42.47361582374235	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69648	Best fitness:	109.81360544217688	Average fitness:	336.86203401360564	Fitness standard deviation:	41.4999982490779	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69664	Best fitness:	109.81360544217688	Average fitness:	338.1180340136059	Fitness standard deviation:	40.73689443419634	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69680	Best fitness:	109.81360544217688	Average fitness:	344.94246258503415	Fitness standard deviation:	37.6732596109533	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69696	Best fitness:	109.81360544217688	Average fitness:	333.73403401360554	Fitness standard deviation:	41.0836226248318	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69712	Best fitness:	109.81360544217688	Average fitness:	344.75646258503434	Fitness standard deviation:	41.43740093102326	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69728	Best fitness:	109.81360544217688	Average fitness:	335.7958911564628	Fitness standard deviation:	40.459441980676836	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69744	Best fitness:	109.81360544217688	Average fitness:	340.22360544217713	Fitness standard deviation:	40.93787904638351	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69760	Best fitness:	109.81360544217688	Average fitness:	336.1031768707485	Fitness standard deviation:	40.43865393483349	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69776	Best fitness:	109.81360544217688	Average fitness:	334.99231972789124	Fitness standard deviation:	38.35694259032582	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69792	Best fitness:	109.81360544217688	Average fitness:	337.5461768707484	Fitness standard deviation:	42.17673263585901	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69808	Best fitness:	109.81360544217688	Average fitness:	335.755462585034	Fitness standard deviation:	40.151216148252274	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69824	Best fitness:	109.81360544217688	Average fitness:	336.696605442177	Fitness standard deviation:	41.18079477060607	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69840	Best fitness:	109.81360544217688	Average fitness:	340.2491768707483	Fitness standard deviation:	39.94726937591401	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69856	Best fitness:	109.81360544217688	Average fitness:	337.0806054421768	Fitness standard deviation:	41.279290513352024	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69872	Best fitness:	109.81360544217688	Average fitness:	340.6100340136057	Fitness standard deviation:	39.5029560182991	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69888	Best fitness:	109.81360544217688	Average fitness:	335.7686054421769	Fitness standard deviation:	34.09014800974809	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69904	Best fitness:	109.81360544217688	Average fitness:	337.36046258503404	Fitness standard deviation:	41.336205609659935	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69920	Best fitness:	109.81360544217688	Average fitness:	340.18160544217704	Fitness standard deviation:	37.925069578454455	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69936	Best fitness:	109.81360544217688	Average fitness:	338.54060544217714	Fitness standard deviation:	41.847652331927506	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69952	Best fitness:	109.81360544217688	Average fitness:	336.5767482993199	Fitness standard deviation:	41.230440269494174	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69968	Best fitness:	109.81360544217688	Average fitness:	340.18360544217705	Fitness standard deviation:	44.38962709775283	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	69984	Best fitness:	109.81360544217688	Average fitness:	338.173605442177	Fitness standard deviation:	41.448130850744136	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70000	Best fitness:	109.81360544217688	Average fitness:	336.8523197278912	Fitness standard deviation:	36.30348000381994	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70016	Best fitness:	109.81360544217688	Average fitness:	340.60203401360576	Fitness standard deviation:	43.15578246283563	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70032	Best fitness:	109.81360544217688	Average fitness:	341.3178911564626	Fitness standard deviation:	36.45247672221564	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70048	Best fitness:	109.81360544217688	Average fitness:	332.1141768707485	Fitness standard deviation:	39.21319935627673	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70064	Best fitness:	109.81360544217688	Average fitness:	344.1344625850341	Fitness standard deviation:	38.0462003477083	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70080	Best fitness:	109.81360544217688	Average fitness:	341.1071768707484	Fitness standard deviation:	42.65879529260439	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70096	Best fitness:	109.81360544217688	Average fitness:	336.6806054421769	Fitness standard deviation:	39.71122255376037	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70112	Best fitness:	109.81360544217688	Average fitness:	341.53517687074856	Fitness standard deviation:	41.13220417614105	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70128	Best fitness:	109.81360544217688	Average fitness:	335.35017687074867	Fitness standard deviation:	41.125867837502895	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70144	Best fitness:	109.81360544217688	Average fitness:	339.04489115646277	Fitness standard deviation:	41.55223745516736	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70160	Best fitness:	109.81360544217688	Average fitness:	339.5601768707483	Fitness standard deviation:	42.423460039396666	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70176	Best fitness:	109.81360544217688	Average fitness:	336.24917687074833	Fitness standard deviation:	39.45572320788383	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70192	Best fitness:	109.81360544217688	Average fitness:	340.7143197278913	Fitness standard deviation:	39.86331451833573	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70208	Best fitness:	109.81360544217688	Average fitness:	335.8164625850341	Fitness standard deviation:	41.61856424476845	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70224	Best fitness:	109.81360544217688	Average fitness:	341.35203401360565	Fitness standard deviation:	38.580940953760454	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70240	Best fitness:	109.81360544217688	Average fitness:	339.1331768707483	Fitness standard deviation:	42.42704846497078	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70256	Best fitness:	109.81360544217688	Average fitness:	337.28874829931993	Fitness standard deviation:	42.02400065560205	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70272	Best fitness:	109.81360544217688	Average fitness:	335.8244625850341	Fitness standard deviation:	41.363101131124985	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70288	Best fitness:	109.81360544217688	Average fitness:	338.4086054421769	Fitness standard deviation:	38.279677182600196	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70304	Best fitness:	109.81360544217688	Average fitness:	335.16731972789125	Fitness standard deviation:	43.531660405188454	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70320	Best fitness:	109.81360544217688	Average fitness:	335.45660544217685	Fitness standard deviation:	37.23227083883451	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70336	Best fitness:	109.81360544217688	Average fitness:	339.53074829931995	Fitness standard deviation:	43.424421512248955	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70352	Best fitness:	109.81360544217688	Average fitness:	341.2303197278914	Fitness standard deviation:	39.450248003928046	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70368	Best fitness:	109.81360544217688	Average fitness:	341.3877482993199	Fitness standard deviation:	38.70602026658839	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70384	Best fitness:	109.81360544217688	Average fitness:	338.45703401360566	Fitness standard deviation:	40.51512642287107	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70400	Best fitness:	109.81360544217688	Average fitness:	339.1588911564628	Fitness standard deviation:	39.56153509923703	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70416	Best fitness:	109.81360544217688	Average fitness:	341.51046258503425	Fitness standard deviation:	41.14623495955541	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70432	Best fitness:	109.81360544217688	Average fitness:	334.2357482993198	Fitness standard deviation:	42.69798173670222	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70448	Best fitness:	109.81360544217688	Average fitness:	342.25117687074834	Fitness standard deviation:	41.7201004340173	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70464	Best fitness:	109.81360544217688	Average fitness:	335.6921768707484	Fitness standard deviation:	41.792257045768565	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70480	Best fitness:	109.81360544217688	Average fitness:	339.30474829931984	Fitness standard deviation:	42.94502079807318	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70496	Best fitness:	109.81360544217688	Average fitness:	341.80489115646265	Fitness standard deviation:	39.90790266964421	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70512	Best fitness:	109.81360544217688	Average fitness:	343.3051768707484	Fitness standard deviation:	36.348577862588414	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70528	Best fitness:	109.81360544217688	Average fitness:	334.48403401360554	Fitness standard deviation:	41.2316768335973	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70544	Best fitness:	109.81360544217688	Average fitness:	343.9551768707484	Fitness standard deviation:	38.59002813961564	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70560	Best fitness:	109.81360544217688	Average fitness:	338.8844625850342	Fitness standard deviation:	41.055857516414925	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70576	Best fitness:	109.81360544217688	Average fitness:	339.3197482993199	Fitness standard deviation:	37.19809687665349	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70592	Best fitness:	109.81360544217688	Average fitness:	333.8436054421768	Fitness standard deviation:	42.42585404958555	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70608	Best fitness:	109.81360544217688	Average fitness:	336.7627482993198	Fitness standard deviation:	39.279957101269225	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70624	Best fitness:	109.81360544217688	Average fitness:	337.474605442177	Fitness standard deviation:	38.34366687217175	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70640	Best fitness:	109.81360544217688	Average fitness:	333.39874829932	Fitness standard deviation:	45.16343436625588	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70656	Best fitness:	109.81360544217688	Average fitness:	338.5173197278912	Fitness standard deviation:	43.91051803802077	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70672	Best fitness:	109.81360544217688	Average fitness:	341.21489115646256	Fitness standard deviation:	37.03681415063358	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70688	Best fitness:	109.81360544217688	Average fitness:	344.33231972789144	Fitness standard deviation:	37.6362559782615	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70704	Best fitness:	109.81360544217688	Average fitness:	337.35203401360553	Fitness standard deviation:	43.215129162725184	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70720	Best fitness:	109.81360544217688	Average fitness:	338.22417687074847	Fitness standard deviation:	43.44848681613947	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70736	Best fitness:	109.81360544217688	Average fitness:	341.59246258503407	Fitness standard deviation:	37.870955457517915	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70752	Best fitness:	109.81360544217688	Average fitness:	337.9730340136056	Fitness standard deviation:	38.89217164396549	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70768	Best fitness:	109.81360544217688	Average fitness:	337.3001768707483	Fitness standard deviation:	41.56691835229216	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70784	Best fitness:	109.81360544217688	Average fitness:	335.82660544217697	Fitness standard deviation:	42.4778489979165	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70800	Best fitness:	109.81360544217688	Average fitness:	338.13489115646286	Fitness standard deviation:	41.29323129763521	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70816	Best fitness:	109.81360544217688	Average fitness:	337.84903401360555	Fitness standard deviation:	40.12437563784054	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70832	Best fitness:	109.81360544217688	Average fitness:	341.93860544217677	Fitness standard deviation:	40.641665404320406	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70848	Best fitness:	109.81360544217688	Average fitness:	339.7684625850341	Fitness standard deviation:	39.18172609880316	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70864	Best fitness:	109.81360544217688	Average fitness:	341.37746258503415	Fitness standard deviation:	38.89155130721367	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70880	Best fitness:	109.81360544217688	Average fitness:	338.2888911564625	Fitness standard deviation:	38.4214943220429	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70896	Best fitness:	109.81360544217688	Average fitness:	339.48831972789145	Fitness standard deviation:	39.463819201121126	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70912	Best fitness:	109.81360544217688	Average fitness:	341.10460544217705	Fitness standard deviation:	40.46386869814117	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70928	Best fitness:	109.81360544217688	Average fitness:	333.82589115646266	Fitness standard deviation:	41.69944858540134	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70944	Best fitness:	109.81360544217688	Average fitness:	342.71246258503436	Fitness standard deviation:	40.12598545703219	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	70960	Best fitness:	109.81360544217688	Average fitness:	335.890605442177	Fitness standard deviation:	44.17593852392259	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
