Generation:	16	Best fitness:	235.29931972789115	Average fitness:	338.4461768707482	Fitness standard deviation:	35.81322296445882	Best genome:	N9	N5	E3	N12	A15	A12	A13	A9	A11	A10	A8	A16	E4	A7	A14	N3	E5	N6	A6	A17	N7	
Generation:	83408	Best fitness:	103.67074829931973	Average fitness:	300.8993197278912	Fitness standard deviation:	54.97982234698583	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83424	Best fitness:	103.67074829931973	Average fitness:	316.2136054421768	Fitness standard deviation:	52.02911523996023	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83440	Best fitness:	103.67074829931973	Average fitness:	313.1187482993196	Fitness standard deviation:	53.36649210575368	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83456	Best fitness:	103.67074829931973	Average fitness:	322.892462585034	Fitness standard deviation:	61.26553395620392	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83472	Best fitness:	103.67074829931973	Average fitness:	313.5261768707484	Fitness standard deviation:	60.741914630505285	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83488	Best fitness:	103.67074829931973	Average fitness:	318.3627482993197	Fitness standard deviation:	59.406689457724625	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83504	Best fitness:	103.67074829931973	Average fitness:	313.9027482993198	Fitness standard deviation:	53.73439916432509	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83520	Best fitness:	103.67074829931973	Average fitness:	318.9067482993198	Fitness standard deviation:	47.262034920391734	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83536	Best fitness:	103.67074829931973	Average fitness:	322.9181768707483	Fitness standard deviation:	48.908876406506614	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83552	Best fitness:	103.67074829931973	Average fitness:	315.5958911564626	Fitness standard deviation:	60.98972864745174	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83568	Best fitness:	103.67074829931973	Average fitness:	315.8833197278912	Fitness standard deviation:	58.46791051787751	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83584	Best fitness:	103.67074829931973	Average fitness:	315.7501768707484	Fitness standard deviation:	61.54769109281959	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83600	Best fitness:	103.67074829931973	Average fitness:	320.76503401360543	Fitness standard deviation:	55.95358375201609	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83616	Best fitness:	103.67074829931973	Average fitness:	314.6913197278911	Fitness standard deviation:	54.41167462962338	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83632	Best fitness:	103.67074829931973	Average fitness:	321.41531972789124	Fitness standard deviation:	57.544662025886204	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83648	Best fitness:	103.67074829931973	Average fitness:	320.3793197278912	Fitness standard deviation:	51.66547183169662	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83664	Best fitness:	103.67074829931973	Average fitness:	313.0604625850341	Fitness standard deviation:	59.273579414888225	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83680	Best fitness:	103.67074829931973	Average fitness:	308.0176054421769	Fitness standard deviation:	53.220253628152676	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83696	Best fitness:	103.67074829931973	Average fitness:	328.08846258503405	Fitness standard deviation:	51.827007659508716	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83712	Best fitness:	103.67074829931973	Average fitness:	319.3187482993197	Fitness standard deviation:	48.07585925325491	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83728	Best fitness:	103.67074829931973	Average fitness:	305.27703401360554	Fitness standard deviation:	50.89136161491857	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83744	Best fitness:	103.67074829931973	Average fitness:	312.51417687074843	Fitness standard deviation:	55.358521343942655	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83760	Best fitness:	103.67074829931973	Average fitness:	310.6844625850341	Fitness standard deviation:	55.795644403191076	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83776	Best fitness:	103.67074829931973	Average fitness:	315.8193197278913	Fitness standard deviation:	52.29106920275533	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83792	Best fitness:	103.67074829931973	Average fitness:	314.3981768707484	Fitness standard deviation:	52.96283401073794	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83808	Best fitness:	103.67074829931973	Average fitness:	310.91246258503395	Fitness standard deviation:	62.275605525693905	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83824	Best fitness:	103.67074829931973	Average fitness:	313.8438911564627	Fitness standard deviation:	56.828558905406936	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83840	Best fitness:	103.67074829931973	Average fitness:	314.9958911564627	Fitness standard deviation:	53.89385452527809	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83856	Best fitness:	103.67074829931973	Average fitness:	324.86331972789117	Fitness standard deviation:	54.24053151566678	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83872	Best fitness:	103.67074829931973	Average fitness:	316.676462585034	Fitness standard deviation:	46.80539895598127	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83888	Best fitness:	103.67074829931973	Average fitness:	320.0278911564626	Fitness standard deviation:	57.521158697988554	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83904	Best fitness:	103.67074829931973	Average fitness:	312.67646258503396	Fitness standard deviation:	52.397186713698694	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83920	Best fitness:	103.67074829931973	Average fitness:	313.1278911564626	Fitness standard deviation:	55.047893062425615	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83936	Best fitness:	103.67074829931973	Average fitness:	319.69189115646265	Fitness standard deviation:	55.39158613186736	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83952	Best fitness:	103.67074829931973	Average fitness:	331.2136054421769	Fitness standard deviation:	51.096706711242106	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83968	Best fitness:	103.67074829931973	Average fitness:	309.6444625850341	Fitness standard deviation:	54.57493387096688	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	83984	Best fitness:	103.67074829931973	Average fitness:	322.0181768707483	Fitness standard deviation:	49.18613753935978	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84000	Best fitness:	103.67074829931973	Average fitness:	320.81017687074825	Fitness standard deviation:	58.82042589552215	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84016	Best fitness:	103.67074829931973	Average fitness:	306.74446258503406	Fitness standard deviation:	59.013186790612096	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84032	Best fitness:	103.67074829931973	Average fitness:	318.5953197278912	Fitness standard deviation:	53.41056832210079	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84048	Best fitness:	103.67074829931973	Average fitness:	315.05817687074835	Fitness standard deviation:	54.316632145904165	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84064	Best fitness:	103.67074829931973	Average fitness:	314.3307482993198	Fitness standard deviation:	59.73692455342878	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84080	Best fitness:	103.67074829931973	Average fitness:	315.89017687074835	Fitness standard deviation:	51.82784798361056	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84096	Best fitness:	103.67074829931973	Average fitness:	322.01646258503405	Fitness standard deviation:	53.496183422897815	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84112	Best fitness:	103.67074829931973	Average fitness:	308.34046258503406	Fitness standard deviation:	53.63069092698809	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84128	Best fitness:	103.67074829931973	Average fitness:	313.00789115646256	Fitness standard deviation:	49.02732366044594	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84144	Best fitness:	103.67074829931973	Average fitness:	315.8456054421769	Fitness standard deviation:	63.679324332381	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84160	Best fitness:	103.67074829931973	Average fitness:	315.781605442177	Fitness standard deviation:	59.95439290878713	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84176	Best fitness:	103.67074829931973	Average fitness:	311.3998911564627	Fitness standard deviation:	52.57700071091068	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84192	Best fitness:	103.67074829931973	Average fitness:	304.5370340136055	Fitness standard deviation:	55.6440854263845	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84208	Best fitness:	103.67074829931973	Average fitness:	316.46217687074846	Fitness standard deviation:	60.19380868562508	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84224	Best fitness:	103.67074829931973	Average fitness:	325.6507482993198	Fitness standard deviation:	63.169698044397904	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84240	Best fitness:	103.67074829931973	Average fitness:	313.2730340136054	Fitness standard deviation:	57.88696482642985	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84256	Best fitness:	103.67074829931973	Average fitness:	314.6033197278911	Fitness standard deviation:	58.739099312822574	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84272	Best fitness:	103.67074829931973	Average fitness:	310.0438911564627	Fitness standard deviation:	53.645877840763525	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84288	Best fitness:	103.67074829931973	Average fitness:	308.53246258503407	Fitness standard deviation:	63.1658769570652	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84304	Best fitness:	103.67074829931973	Average fitness:	314.1387482993198	Fitness standard deviation:	57.87400470762292	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84320	Best fitness:	103.67074829931973	Average fitness:	319.0073197278912	Fitness standard deviation:	53.68033069334557	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84336	Best fitness:	103.67074829931973	Average fitness:	311.85303401360545	Fitness standard deviation:	47.41725988691959	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84352	Best fitness:	103.67074829931973	Average fitness:	315.20046258503413	Fitness standard deviation:	60.43317651078481	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84368	Best fitness:	103.67074829931973	Average fitness:	316.6027482993197	Fitness standard deviation:	54.013542939692066	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84384	Best fitness:	103.67074829931973	Average fitness:	318.9678911564626	Fitness standard deviation:	61.915627119755904	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84400	Best fitness:	103.67074829931973	Average fitness:	317.3313197278912	Fitness standard deviation:	57.09207161512115	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84416	Best fitness:	103.67074829931973	Average fitness:	314.1273197278913	Fitness standard deviation:	48.933791000844046	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84432	Best fitness:	103.67074829931973	Average fitness:	319.3158911564626	Fitness standard deviation:	49.705816713777814	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84448	Best fitness:	103.67074829931973	Average fitness:	326.4667482993198	Fitness standard deviation:	56.82657671138297	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84464	Best fitness:	103.67074829931973	Average fitness:	317.1878911564626	Fitness standard deviation:	60.04772720808958	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84480	Best fitness:	103.67074829931973	Average fitness:	318.65874829931965	Fitness standard deviation:	48.224026559720755	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84496	Best fitness:	103.67074829931973	Average fitness:	313.2610340136055	Fitness standard deviation:	52.61014183596163	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84512	Best fitness:	103.67074829931973	Average fitness:	297.57874829931984	Fitness standard deviation:	52.56261022003053	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84528	Best fitness:	103.67074829931973	Average fitness:	322.7113197278912	Fitness standard deviation:	52.48456771124951	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84544	Best fitness:	103.67074829931973	Average fitness:	311.4793197278912	Fitness standard deviation:	62.4829668871478	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84560	Best fitness:	103.67074829931973	Average fitness:	305.80160544217694	Fitness standard deviation:	62.13796948660591	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84576	Best fitness:	103.67074829931973	Average fitness:	307.2410340136055	Fitness standard deviation:	59.690016109762226	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84592	Best fitness:	103.67074829931973	Average fitness:	308.4233197278912	Fitness standard deviation:	58.227235540543035	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84608	Best fitness:	103.67074829931973	Average fitness:	315.3890340136055	Fitness standard deviation:	47.85661953146704	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84624	Best fitness:	103.67074829931973	Average fitness:	315.1678911564627	Fitness standard deviation:	60.20734947340106	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84640	Best fitness:	103.67074829931973	Average fitness:	311.8958911564626	Fitness standard deviation:	48.8386831091578	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84656	Best fitness:	103.67074829931973	Average fitness:	321.9078911564626	Fitness standard deviation:	54.169475025052584	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84672	Best fitness:	103.67074829931973	Average fitness:	315.97189115646256	Fitness standard deviation:	59.77763562690362	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84688	Best fitness:	103.67074829931973	Average fitness:	311.95931972789117	Fitness standard deviation:	60.72691720702928	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84704	Best fitness:	103.67074829931973	Average fitness:	315.41246258503406	Fitness standard deviation:	57.721405490122144	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84720	Best fitness:	103.67074829931973	Average fitness:	312.08846258503405	Fitness standard deviation:	55.976440493172795	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84736	Best fitness:	103.67074829931973	Average fitness:	315.9358911564625	Fitness standard deviation:	55.62974334079985	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84752	Best fitness:	103.67074829931973	Average fitness:	308.41074829931983	Fitness standard deviation:	55.82879755766458	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84768	Best fitness:	103.67074829931973	Average fitness:	327.1718911564626	Fitness standard deviation:	57.19606300422848	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84784	Best fitness:	103.67074829931973	Average fitness:	315.2627482993197	Fitness standard deviation:	57.576075541630225	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84800	Best fitness:	103.67074829931973	Average fitness:	320.7838911564625	Fitness standard deviation:	51.21520117452375	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84816	Best fitness:	103.67074829931973	Average fitness:	312.6673197278912	Fitness standard deviation:	52.51775447583106	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84832	Best fitness:	103.67074829931973	Average fitness:	320.4907482993198	Fitness standard deviation:	52.83102497586055	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84848	Best fitness:	103.67074829931973	Average fitness:	308.37931972789124	Fitness standard deviation:	53.11749625277217	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84864	Best fitness:	103.67074829931973	Average fitness:	322.23017687074827	Fitness standard deviation:	60.767706001911016	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84880	Best fitness:	103.67074829931973	Average fitness:	315.7370340136054	Fitness standard deviation:	57.36416699633731	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84896	Best fitness:	103.67074829931973	Average fitness:	316.7301768707484	Fitness standard deviation:	51.848667025551684	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84912	Best fitness:	103.67074829931973	Average fitness:	321.38331972789115	Fitness standard deviation:	54.25241035856643	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84928	Best fitness:	103.67074829931973	Average fitness:	330.9118911564627	Fitness standard deviation:	52.07216598654806	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84944	Best fitness:	103.67074829931973	Average fitness:	316.3638911564626	Fitness standard deviation:	67.79415441900397	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84960	Best fitness:	103.67074829931973	Average fitness:	320.82160544217686	Fitness standard deviation:	64.61481021612079	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84976	Best fitness:	103.67074829931973	Average fitness:	319.16674829931986	Fitness standard deviation:	59.29900071705101	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	84992	Best fitness:	103.67074829931973	Average fitness:	314.64103401360546	Fitness standard deviation:	54.13299268147902	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85008	Best fitness:	103.67074829931973	Average fitness:	325.2130340136054	Fitness standard deviation:	55.006052502596184	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85024	Best fitness:	103.67074829931973	Average fitness:	322.45760544217694	Fitness standard deviation:	53.05085191106545	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85040	Best fitness:	103.67074829931973	Average fitness:	312.91017687074833	Fitness standard deviation:	50.435781561449865	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85056	Best fitness:	103.67074829931973	Average fitness:	308.93589115646256	Fitness standard deviation:	56.25937920244853	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85072	Best fitness:	103.67074829931973	Average fitness:	307.25303401360543	Fitness standard deviation:	48.687242058523985	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85088	Best fitness:	103.67074829931973	Average fitness:	317.561605442177	Fitness standard deviation:	46.77931923665519	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85104	Best fitness:	103.67074829931973	Average fitness:	314.22617687074836	Fitness standard deviation:	47.960312899185254	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85120	Best fitness:	103.67074829931973	Average fitness:	320.10217687074834	Fitness standard deviation:	49.73255862868008	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
Generation:	85136	Best fitness:	103.67074829931973	Average fitness:	311.8953197278912	Fitness standard deviation:	50.86658628536547	Best genome:	A16	E5	N12	E3	N6	A6	A12	A11	A15	N7	A10	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	
