Generation:	16	Best fitness:	254.4421768707483	Average fitness:	341.0193197278912	Fitness standard deviation:	37.507007889410836	Best genome:	A15	A12	A16	E5	A13	N9	A14	E3	N3	N6	N12	E4	N5	N7	A17	A11	A7	A6	A10	A9	A8	
Generation:	79888	Best fitness:	118.52789115646259	Average fitness:	314.4136054421768	Fitness standard deviation:	60.124812766478385	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	79904	Best fitness:	118.52789115646259	Average fitness:	312.72560544217686	Fitness standard deviation:	50.99962603784463	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	79920	Best fitness:	118.52789115646259	Average fitness:	305.22389115646257	Fitness standard deviation:	47.27798150323688	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	79936	Best fitness:	118.52789115646259	Average fitness:	309.97474829931974	Fitness standard deviation:	54.51694026480883	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	79952	Best fitness:	118.52789115646259	Average fitness:	322.1267482993197	Fitness standard deviation:	60.69996979725572	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	79968	Best fitness:	118.52789115646259	Average fitness:	310.29589115646263	Fitness standard deviation:	55.52800613920799	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	79984	Best fitness:	118.52789115646259	Average fitness:	314.4890340136055	Fitness standard deviation:	46.34711580221226	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80000	Best fitness:	118.52789115646259	Average fitness:	308.06960544217685	Fitness standard deviation:	49.52423903256972	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80016	Best fitness:	118.52789115646259	Average fitness:	323.20560544217693	Fitness standard deviation:	55.92629728344917	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80032	Best fitness:	118.52789115646259	Average fitness:	312.18103401360537	Fitness standard deviation:	53.22356728567002	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80048	Best fitness:	118.52789115646259	Average fitness:	313.69989115646246	Fitness standard deviation:	51.735557263721006	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80064	Best fitness:	118.52789115646259	Average fitness:	318.25817687074823	Fitness standard deviation:	60.45683774160112	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80080	Best fitness:	118.52789115646259	Average fitness:	317.656462585034	Fitness standard deviation:	65.12919612397425	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80096	Best fitness:	118.52789115646259	Average fitness:	313.50046258503403	Fitness standard deviation:	53.66686476965169	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80112	Best fitness:	118.52789115646259	Average fitness:	313.67474829931973	Fitness standard deviation:	53.58296470380283	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80128	Best fitness:	118.52789115646259	Average fitness:	314.39017687074823	Fitness standard deviation:	45.63426234838943	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80144	Best fitness:	118.52789115646259	Average fitness:	309.6078911564626	Fitness standard deviation:	54.04129607654366	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80160	Best fitness:	118.52789115646259	Average fitness:	305.1496054421769	Fitness standard deviation:	52.267482710553026	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80176	Best fitness:	118.52789115646259	Average fitness:	310.2667482993198	Fitness standard deviation:	53.907319107777525	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80192	Best fitness:	118.52789115646259	Average fitness:	311.27817687074844	Fitness standard deviation:	53.594696298672496	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80208	Best fitness:	118.52789115646259	Average fitness:	309.98389115646256	Fitness standard deviation:	47.66004340607956	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80224	Best fitness:	118.52789115646259	Average fitness:	315.1301768707483	Fitness standard deviation:	54.563081138686975	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80240	Best fitness:	118.52789115646259	Average fitness:	309.1673197278912	Fitness standard deviation:	45.591384395541674	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80256	Best fitness:	118.52789115646259	Average fitness:	306.82503401360543	Fitness standard deviation:	60.54387378638094	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80272	Best fitness:	118.52789115646259	Average fitness:	310.8358911564627	Fitness standard deviation:	59.27725661943651	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80288	Best fitness:	118.52789115646259	Average fitness:	317.51074829931963	Fitness standard deviation:	53.48572496947391	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80304	Best fitness:	118.52789115646259	Average fitness:	315.50217687074843	Fitness standard deviation:	49.00488480441391	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80320	Best fitness:	118.52789115646259	Average fitness:	312.2456054421769	Fitness standard deviation:	42.17362814240526	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80336	Best fitness:	118.52789115646259	Average fitness:	319.08503401360537	Fitness standard deviation:	60.46476680257516	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80352	Best fitness:	118.52789115646259	Average fitness:	312.5907482993197	Fitness standard deviation:	47.69276263924396	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80368	Best fitness:	118.52789115646259	Average fitness:	318.92731972789113	Fitness standard deviation:	54.82938359854065	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80384	Best fitness:	118.52789115646259	Average fitness:	316.3193197278912	Fitness standard deviation:	58.191494784943636	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80400	Best fitness:	118.52789115646259	Average fitness:	305.96160544217685	Fitness standard deviation:	53.835830475054216	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80416	Best fitness:	118.52789115646259	Average fitness:	318.364462585034	Fitness standard deviation:	49.5728184374939	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80432	Best fitness:	118.52789115646259	Average fitness:	313.38389115646265	Fitness standard deviation:	55.295529866198706	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80448	Best fitness:	118.52789115646259	Average fitness:	315.24560544217684	Fitness standard deviation:	55.2092206555006	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80464	Best fitness:	118.52789115646259	Average fitness:	317.136462585034	Fitness standard deviation:	58.253629334250455	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80480	Best fitness:	118.52789115646259	Average fitness:	320.49703401360546	Fitness standard deviation:	56.98790013785776	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80496	Best fitness:	118.52789115646259	Average fitness:	307.32160544217686	Fitness standard deviation:	55.53829354855724	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80512	Best fitness:	118.52789115646259	Average fitness:	304.5541768707482	Fitness standard deviation:	52.78359573247146	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80528	Best fitness:	118.52789115646259	Average fitness:	310.0867482993197	Fitness standard deviation:	60.993559555622795	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80544	Best fitness:	118.52789115646259	Average fitness:	303.17760544217685	Fitness standard deviation:	51.69942353446427	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80560	Best fitness:	118.52789115646259	Average fitness:	307.876462585034	Fitness standard deviation:	62.91788363917411	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80576	Best fitness:	118.52789115646259	Average fitness:	313.5570340136055	Fitness standard deviation:	51.308582403384506	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80592	Best fitness:	118.52789115646259	Average fitness:	312.932462585034	Fitness standard deviation:	51.938112736335015	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80608	Best fitness:	118.52789115646259	Average fitness:	314.8593197278911	Fitness standard deviation:	52.7837770377163	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80624	Best fitness:	118.52789115646259	Average fitness:	308.72389115646257	Fitness standard deviation:	50.0852924796842	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80640	Best fitness:	118.52789115646259	Average fitness:	310.49760544217685	Fitness standard deviation:	49.54665742880489	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80656	Best fitness:	118.52789115646259	Average fitness:	318.8170340136053	Fitness standard deviation:	55.66355481986102	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80672	Best fitness:	118.52789115646259	Average fitness:	299.09817687074815	Fitness standard deviation:	55.07432661190786	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80688	Best fitness:	118.52789115646259	Average fitness:	314.60674829931975	Fitness standard deviation:	42.86925678699582	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80704	Best fitness:	118.52789115646259	Average fitness:	311.9587482993197	Fitness standard deviation:	54.33289824323937	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80720	Best fitness:	118.52789115646259	Average fitness:	309.39703401360543	Fitness standard deviation:	54.118663298574646	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80736	Best fitness:	118.52789115646259	Average fitness:	311.40389115646263	Fitness standard deviation:	56.22456739808712	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80752	Best fitness:	118.52789115646259	Average fitness:	318.7233197278911	Fitness standard deviation:	55.34367972248041	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80768	Best fitness:	118.52789115646259	Average fitness:	315.34617687074825	Fitness standard deviation:	56.78695301721683	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80784	Best fitness:	118.52789115646259	Average fitness:	315.5661768707483	Fitness standard deviation:	58.51060329093683	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80800	Best fitness:	118.52789115646259	Average fitness:	299.0581768707483	Fitness standard deviation:	40.45589835051174	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80816	Best fitness:	118.52789115646259	Average fitness:	310.6507482993197	Fitness standard deviation:	58.5651331111484	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80832	Best fitness:	118.52789115646259	Average fitness:	317.78160544217684	Fitness standard deviation:	59.82230575459222	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80848	Best fitness:	118.52789115646259	Average fitness:	315.75817687074834	Fitness standard deviation:	60.70366788770188	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80864	Best fitness:	118.52789115646259	Average fitness:	308.6558911564625	Fitness standard deviation:	55.00347395039921	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80880	Best fitness:	118.52789115646259	Average fitness:	303.86731972789113	Fitness standard deviation:	51.57018269646655	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80896	Best fitness:	118.52789115646259	Average fitness:	302.44046258503414	Fitness standard deviation:	55.11086960012184	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80912	Best fitness:	118.52789115646259	Average fitness:	310.03531972789114	Fitness standard deviation:	50.66202943476485	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80928	Best fitness:	118.52789115646259	Average fitness:	316.7221768707483	Fitness standard deviation:	56.20076373945429	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80944	Best fitness:	118.52789115646259	Average fitness:	321.26846258503394	Fitness standard deviation:	58.14666406350656	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80960	Best fitness:	118.52789115646259	Average fitness:	311.9056054421768	Fitness standard deviation:	48.733434121823606	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80976	Best fitness:	118.52789115646259	Average fitness:	317.28960544217693	Fitness standard deviation:	55.25982431372429	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	80992	Best fitness:	118.52789115646259	Average fitness:	314.3987482993197	Fitness standard deviation:	55.62661768966217	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81008	Best fitness:	118.52789115646259	Average fitness:	313.42789115646264	Fitness standard deviation:	57.837652660754856	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81024	Best fitness:	118.52789115646259	Average fitness:	313.6976054421769	Fitness standard deviation:	50.47215936068728	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81040	Best fitness:	118.52789115646259	Average fitness:	305.42960544217686	Fitness standard deviation:	52.51148606247775	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81056	Best fitness:	118.52789115646259	Average fitness:	318.69531972789116	Fitness standard deviation:	54.845162385220675	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81072	Best fitness:	118.52789115646259	Average fitness:	315.7856054421768	Fitness standard deviation:	56.531035071048194	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81088	Best fitness:	118.52789115646259	Average fitness:	315.3347482993198	Fitness standard deviation:	51.13883673263742	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81104	Best fitness:	118.52789115646259	Average fitness:	309.6273197278912	Fitness standard deviation:	46.37310101376285	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81120	Best fitness:	118.52789115646259	Average fitness:	317.6593197278912	Fitness standard deviation:	53.40461342144401	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81136	Best fitness:	118.52789115646259	Average fitness:	319.5336054421769	Fitness standard deviation:	49.55269468979874	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81152	Best fitness:	118.52789115646259	Average fitness:	306.52674829931965	Fitness standard deviation:	53.383962113529705	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81168	Best fitness:	118.52789115646259	Average fitness:	314.96560544217687	Fitness standard deviation:	52.128229788646756	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81184	Best fitness:	118.52789115646259	Average fitness:	319.6473197278911	Fitness standard deviation:	46.42735213871501	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81200	Best fitness:	118.52789115646259	Average fitness:	305.56103401360537	Fitness standard deviation:	53.25737074138859	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81216	Best fitness:	118.52789115646259	Average fitness:	303.7793197278912	Fitness standard deviation:	42.79169784060493	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81232	Best fitness:	118.52789115646259	Average fitness:	313.62389115646255	Fitness standard deviation:	58.05729661396963	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81248	Best fitness:	118.52789115646259	Average fitness:	314.52274829931974	Fitness standard deviation:	48.235787439177884	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81264	Best fitness:	118.52789115646259	Average fitness:	315.2798911564626	Fitness standard deviation:	48.54626993468631	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81280	Best fitness:	118.52789115646259	Average fitness:	304.1553197278911	Fitness standard deviation:	50.30642656555838	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81296	Best fitness:	118.52789115646259	Average fitness:	314.7136054421769	Fitness standard deviation:	48.78040130032151	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81312	Best fitness:	118.52789115646259	Average fitness:	315.65017687074834	Fitness standard deviation:	61.14492734546041	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81328	Best fitness:	118.52789115646259	Average fitness:	316.97246258503395	Fitness standard deviation:	48.08494360132761	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81344	Best fitness:	118.52789115646259	Average fitness:	324.8856054421768	Fitness standard deviation:	52.67936070769489	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81360	Best fitness:	118.52789115646259	Average fitness:	308.9113197278912	Fitness standard deviation:	57.343361116726186	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81376	Best fitness:	118.52789115646259	Average fitness:	314.2004625850341	Fitness standard deviation:	48.29246181425867	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81392	Best fitness:	118.52789115646259	Average fitness:	306.4633197278912	Fitness standard deviation:	50.78080910528854	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81408	Best fitness:	118.52789115646259	Average fitness:	316.0250340136055	Fitness standard deviation:	53.96575694316702	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81424	Best fitness:	118.52789115646259	Average fitness:	309.9838911564625	Fitness standard deviation:	51.00660988298578	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81440	Best fitness:	118.52789115646259	Average fitness:	321.5787482993197	Fitness standard deviation:	52.31260207636396	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81456	Best fitness:	118.52789115646259	Average fitness:	306.308462585034	Fitness standard deviation:	54.06494550755317	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81472	Best fitness:	118.52789115646259	Average fitness:	303.596462585034	Fitness standard deviation:	53.658498689701084	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81488	Best fitness:	118.52789115646259	Average fitness:	309.9027482993197	Fitness standard deviation:	55.4809142075554	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81504	Best fitness:	118.52789115646259	Average fitness:	322.41246258503395	Fitness standard deviation:	54.75692391890932	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81520	Best fitness:	118.52789115646259	Average fitness:	304.2730340136054	Fitness standard deviation:	51.63851555431335	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81536	Best fitness:	118.52789115646259	Average fitness:	300.8181768707483	Fitness standard deviation:	47.11045271075459	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81552	Best fitness:	118.52789115646259	Average fitness:	309.63074829931975	Fitness standard deviation:	50.092843759546795	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81568	Best fitness:	118.52789115646259	Average fitness:	315.8581768707483	Fitness standard deviation:	47.66013048531814	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81584	Best fitness:	118.52789115646259	Average fitness:	299.37303401360543	Fitness standard deviation:	56.20163788447771	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81600	Best fitness:	118.52789115646259	Average fitness:	302.2067482993196	Fitness standard deviation:	53.75253791749213	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
Generation:	81616	Best fitness:	118.52789115646259	Average fitness:	308.19189115646265	Fitness standard deviation:	53.25340531336365	Best genome:	A15	A10	N12	E3	N6	A11	A8	A13	N9	A16	E5	A9	N3	E4	N5	A7	N7	A6	A14	A17	A12	
