Generation:	16	Best fitness:	251.4421768707483	Average fitness:	322.5007482993197	Fitness standard deviation:	33.47061394655294	Best genome:	A14	N12	E3	A15	A13	N9	N7	A8	E5	A10	A17	N6	A11	A6	A12	A16	A9	E4	N5	N3	A7	
Generation:	86784	Best fitness:	95.75646258503401	Average fitness:	246.18931972789113	Fitness standard deviation:	64.40857039879343	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86800	Best fitness:	95.75646258503401	Average fitness:	241.2521768707483	Fitness standard deviation:	54.64045094608788	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86816	Best fitness:	95.75646258503401	Average fitness:	244.84931972789113	Fitness standard deviation:	66.45885569282696	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86832	Best fitness:	95.75646258503401	Average fitness:	246.5007482993197	Fitness standard deviation:	64.77672199366759	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86848	Best fitness:	95.75646258503401	Average fitness:	245.0407482993197	Fitness standard deviation:	62.736448719697094	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86864	Best fitness:	95.75646258503401	Average fitness:	251.34931972789119	Fitness standard deviation:	58.49719258918608	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86880	Best fitness:	95.75646258503401	Average fitness:	273.7321768707483	Fitness standard deviation:	72.89682520171777	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86896	Best fitness:	95.75646258503401	Average fitness:	270.146462585034	Fitness standard deviation:	58.40954442205347	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86912	Best fitness:	95.75646258503401	Average fitness:	266.0907482993197	Fitness standard deviation:	59.81683409222129	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86928	Best fitness:	95.75646258503401	Average fitness:	260.0193197278912	Fitness standard deviation:	61.280752113464125	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86944	Best fitness:	95.75646258503401	Average fitness:	233.08217687074824	Fitness standard deviation:	50.64852267321913	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86960	Best fitness:	95.75646258503401	Average fitness:	266.3907482993197	Fitness standard deviation:	59.76665072409119	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86976	Best fitness:	95.75646258503401	Average fitness:	249.21217687074832	Fitness standard deviation:	66.95822180544327	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	86992	Best fitness:	95.75646258503401	Average fitness:	262.2050340136054	Fitness standard deviation:	56.73938134945047	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87008	Best fitness:	95.75646258503401	Average fitness:	267.6836054421768	Fitness standard deviation:	59.222578068345065	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87024	Best fitness:	95.75646258503401	Average fitness:	259.8836054421769	Fitness standard deviation:	63.73275163220434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87040	Best fitness:	95.75646258503401	Average fitness:	244.17360544217686	Fitness standard deviation:	57.556024454616455	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87056	Best fitness:	95.75646258503401	Average fitness:	255.52217687074827	Fitness standard deviation:	61.58535712525257	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87072	Best fitness:	95.75646258503401	Average fitness:	261.3836054421768	Fitness standard deviation:	49.620264519855276	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87088	Best fitness:	95.75646258503401	Average fitness:	243.21503401360542	Fitness standard deviation:	63.4402444052991	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87104	Best fitness:	95.75646258503401	Average fitness:	263.966462585034	Fitness standard deviation:	62.273367894948414	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87120	Best fitness:	95.75646258503401	Average fitness:	279.54931972789115	Fitness standard deviation:	72.79518927534053	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87136	Best fitness:	95.75646258503401	Average fitness:	266.12789115646257	Fitness standard deviation:	64.30171991225016	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87152	Best fitness:	95.75646258503401	Average fitness:	243.94789115646253	Fitness standard deviation:	66.19988908061488	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87168	Best fitness:	95.75646258503401	Average fitness:	255.50503401360547	Fitness standard deviation:	72.48169739418951	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87184	Best fitness:	95.75646258503401	Average fitness:	245.35646258503394	Fitness standard deviation:	63.74912372346937	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87200	Best fitness:	95.75646258503401	Average fitness:	254.52217687074827	Fitness standard deviation:	57.24472819502639	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87216	Best fitness:	95.75646258503401	Average fitness:	224.10360544217687	Fitness standard deviation:	74.01656641645594	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87232	Best fitness:	95.75646258503401	Average fitness:	258.1336054421769	Fitness standard deviation:	57.50649695327246	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87248	Best fitness:	95.75646258503401	Average fitness:	245.99217687074832	Fitness standard deviation:	75.10155349082132	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87264	Best fitness:	95.75646258503401	Average fitness:	266.43646258503395	Fitness standard deviation:	77.84605299786841	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87280	Best fitness:	95.75646258503401	Average fitness:	256.8821768707483	Fitness standard deviation:	59.106364448909794	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87296	Best fitness:	95.75646258503401	Average fitness:	278.79503401360546	Fitness standard deviation:	62.4844446111778	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87312	Best fitness:	95.75646258503401	Average fitness:	241.51503401360543	Fitness standard deviation:	63.333148605172774	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87328	Best fitness:	95.75646258503401	Average fitness:	271.59217687074823	Fitness standard deviation:	54.1875201198089	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87344	Best fitness:	95.75646258503401	Average fitness:	271.24074829931976	Fitness standard deviation:	77.88926754026632	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87360	Best fitness:	95.75646258503401	Average fitness:	258.4178911564626	Fitness standard deviation:	53.89616417004924	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87376	Best fitness:	95.75646258503401	Average fitness:	256.65503401360536	Fitness standard deviation:	63.281399062812596	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87392	Best fitness:	95.75646258503401	Average fitness:	265.4793197278911	Fitness standard deviation:	61.17978531028239	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87408	Best fitness:	95.75646258503401	Average fitness:	246.86789115646258	Fitness standard deviation:	54.60599197142813	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87424	Best fitness:	95.75646258503401	Average fitness:	262.9093197278911	Fitness standard deviation:	66.38538828349972	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87440	Best fitness:	95.75646258503401	Average fitness:	268.09074829931967	Fitness standard deviation:	57.661684020514286	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87456	Best fitness:	95.75646258503401	Average fitness:	266.39931972789117	Fitness standard deviation:	63.246038837000924	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87472	Best fitness:	95.75646258503401	Average fitness:	250.51360544217692	Fitness standard deviation:	64.94843511963776	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87488	Best fitness:	95.75646258503401	Average fitness:	260.09646258503403	Fitness standard deviation:	66.13971538357578	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87504	Best fitness:	95.75646258503401	Average fitness:	264.5578911564625	Fitness standard deviation:	56.35094369309214	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87520	Best fitness:	95.75646258503401	Average fitness:	270.3550340136054	Fitness standard deviation:	71.87537427054285	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87536	Best fitness:	95.75646258503401	Average fitness:	267.18646258503395	Fitness standard deviation:	54.95225346811985	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87552	Best fitness:	95.75646258503401	Average fitness:	260.90217687074824	Fitness standard deviation:	71.7190538540093	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87568	Best fitness:	95.75646258503401	Average fitness:	241.68074829931976	Fitness standard deviation:	67.09726797260642	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87584	Best fitness:	95.75646258503401	Average fitness:	255.35931972789112	Fitness standard deviation:	65.86430943343183	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87600	Best fitness:	95.75646258503401	Average fitness:	280.93503401360545	Fitness standard deviation:	57.04482725301683	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87616	Best fitness:	95.75646258503401	Average fitness:	243.84360544217694	Fitness standard deviation:	77.57324516420674	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87632	Best fitness:	95.75646258503401	Average fitness:	260.1678911564626	Fitness standard deviation:	67.32832827090765	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87648	Best fitness:	95.75646258503401	Average fitness:	276.61074829931965	Fitness standard deviation:	72.03431772851219	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87664	Best fitness:	95.75646258503401	Average fitness:	242.1007482993197	Fitness standard deviation:	71.64586290518506	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87680	Best fitness:	95.75646258503401	Average fitness:	255.936462585034	Fitness standard deviation:	70.92351908347241	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87696	Best fitness:	95.75646258503401	Average fitness:	260.0478911564625	Fitness standard deviation:	65.02286166246077	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87712	Best fitness:	95.75646258503401	Average fitness:	255.58646258503396	Fitness standard deviation:	58.22995966030559	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87728	Best fitness:	95.75646258503401	Average fitness:	261.5707482993197	Fitness standard deviation:	69.43866387551193	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87744	Best fitness:	95.75646258503401	Average fitness:	256.86789115646263	Fitness standard deviation:	62.66479654902434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87760	Best fitness:	95.75646258503401	Average fitness:	271.54931972789115	Fitness standard deviation:	55.089805623849045	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87776	Best fitness:	95.75646258503401	Average fitness:	257.7807482993197	Fitness standard deviation:	56.15515334266995	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87792	Best fitness:	95.75646258503401	Average fitness:	254.956462585034	Fitness standard deviation:	64.91832293783646	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87808	Best fitness:	95.75646258503401	Average fitness:	257.4078911564626	Fitness standard deviation:	73.4397637940268	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87824	Best fitness:	95.75646258503401	Average fitness:	248.23503401360549	Fitness standard deviation:	66.22215849328838	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87840	Best fitness:	95.75646258503401	Average fitness:	268.5593197278912	Fitness standard deviation:	72.90454418803608	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87856	Best fitness:	95.75646258503401	Average fitness:	258.25074829931975	Fitness standard deviation:	63.89255272625716	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87872	Best fitness:	95.75646258503401	Average fitness:	262.7593197278912	Fitness standard deviation:	77.46140468857077	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87888	Best fitness:	95.75646258503401	Average fitness:	249.35646258503397	Fitness standard deviation:	56.426961279016915	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87904	Best fitness:	95.75646258503401	Average fitness:	244.28646258503403	Fitness standard deviation:	68.65196905480602	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87920	Best fitness:	95.75646258503401	Average fitness:	265.696462585034	Fitness standard deviation:	72.06302734554025	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87936	Best fitness:	95.75646258503401	Average fitness:	246.74646258503395	Fitness standard deviation:	62.59268410989924	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87952	Best fitness:	95.75646258503401	Average fitness:	238.2807482993197	Fitness standard deviation:	73.01145410558705	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87968	Best fitness:	95.75646258503401	Average fitness:	257.01789115646255	Fitness standard deviation:	67.79465771198873	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	87984	Best fitness:	95.75646258503401	Average fitness:	274.3221768707482	Fitness standard deviation:	60.12067633060177	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88000	Best fitness:	95.75646258503401	Average fitness:	266.4621768707483	Fitness standard deviation:	58.9724156202002	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88016	Best fitness:	95.75646258503401	Average fitness:	255.76217687074828	Fitness standard deviation:	53.786303240941656	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88032	Best fitness:	95.75646258503401	Average fitness:	259.98503401360534	Fitness standard deviation:	59.59830568746335	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88048	Best fitness:	95.75646258503401	Average fitness:	259.6078911564626	Fitness standard deviation:	67.90949775778265	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88064	Best fitness:	95.75646258503401	Average fitness:	243.1321768707483	Fitness standard deviation:	59.88564018193344	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88080	Best fitness:	95.75646258503401	Average fitness:	263.2036054421768	Fitness standard deviation:	68.7580669998148	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88096	Best fitness:	95.75646258503401	Average fitness:	245.63217687074825	Fitness standard deviation:	70.61619879781877	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88112	Best fitness:	95.75646258503401	Average fitness:	255.1936054421768	Fitness standard deviation:	61.955660972429406	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88128	Best fitness:	95.75646258503401	Average fitness:	266.06646258503395	Fitness standard deviation:	58.24598314958058	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88144	Best fitness:	95.75646258503401	Average fitness:	254.54217687074828	Fitness standard deviation:	77.40472669214533	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88160	Best fitness:	95.75646258503401	Average fitness:	248.9936054421768	Fitness standard deviation:	54.38644721634542	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88176	Best fitness:	95.75646258503401	Average fitness:	254.5750340136054	Fitness standard deviation:	68.48369701719422	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88192	Best fitness:	95.75646258503401	Average fitness:	248.61503401360542	Fitness standard deviation:	64.6167252468945	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88208	Best fitness:	95.75646258503401	Average fitness:	246.35646258503402	Fitness standard deviation:	61.48496879526818	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88224	Best fitness:	95.75646258503401	Average fitness:	267.80360544217683	Fitness standard deviation:	57.15140098627398	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88240	Best fitness:	95.75646258503401	Average fitness:	250.10360544217687	Fitness standard deviation:	58.01003310476841	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88256	Best fitness:	95.75646258503401	Average fitness:	266.7893197278912	Fitness standard deviation:	66.43393482188428	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88272	Best fitness:	95.75646258503401	Average fitness:	243.52789115646254	Fitness standard deviation:	59.947572332592664	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88288	Best fitness:	95.75646258503401	Average fitness:	252.19217687074828	Fitness standard deviation:	61.915701002348705	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88304	Best fitness:	95.75646258503401	Average fitness:	276.52360544217686	Fitness standard deviation:	65.60316771532999	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88320	Best fitness:	95.75646258503401	Average fitness:	285.29646258503396	Fitness standard deviation:	69.25556569397031	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88336	Best fitness:	95.75646258503401	Average fitness:	259.9193197278911	Fitness standard deviation:	61.337865988976446	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88352	Best fitness:	95.75646258503401	Average fitness:	265.4550340136055	Fitness standard deviation:	72.73679835333611	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88368	Best fitness:	95.75646258503401	Average fitness:	267.806462585034	Fitness standard deviation:	64.0465926541939	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88384	Best fitness:	95.75646258503401	Average fitness:	265.2650340136055	Fitness standard deviation:	58.88879980825847	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88400	Best fitness:	95.75646258503401	Average fitness:	256.676462585034	Fitness standard deviation:	57.880217338773654	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88416	Best fitness:	95.75646258503401	Average fitness:	239.5236054421768	Fitness standard deviation:	69.9537306411334	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88432	Best fitness:	95.75646258503401	Average fitness:	264.4321768707483	Fitness standard deviation:	61.86009117025158	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88448	Best fitness:	95.75646258503401	Average fitness:	256.80360544217683	Fitness standard deviation:	61.073496222308464	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88464	Best fitness:	95.75646258503401	Average fitness:	247.7336054421768	Fitness standard deviation:	63.98850253868156	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88480	Best fitness:	95.75646258503401	Average fitness:	262.34931972789116	Fitness standard deviation:	69.19458388324558	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88496	Best fitness:	95.75646258503401	Average fitness:	255.5807482993197	Fitness standard deviation:	63.59804340142703	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	88512	Best fitness:	95.75646258503401	Average fitness:	265.6350340136055	Fitness standard deviation:	68.14425627494445	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
