Generation:	16	Best fitness:	245.35646258503402	Average fitness:	311.9336054421768	Fitness standard deviation:	42.296409458265174	Best genome:	E5	E3	N9	A8	A9	A16	E4	N5	N12	N3	A7	A14	A11	A10	A15	A17	A12	N7	N6	A6	A13	
Generation:	80736	Best fitness:	95.41360544217687	Average fitness:	251.7450340136054	Fitness standard deviation:	69.80741344175826	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80752	Best fitness:	95.41360544217687	Average fitness:	264.4950340136055	Fitness standard deviation:	65.97797918044091	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80768	Best fitness:	95.41360544217687	Average fitness:	243.81074829931973	Fitness standard deviation:	63.22698461632873	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80784	Best fitness:	95.41360544217687	Average fitness:	232.69074829931975	Fitness standard deviation:	61.30867641762977	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80800	Best fitness:	95.41360544217687	Average fitness:	257.7221768707483	Fitness standard deviation:	70.45684428160581	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80816	Best fitness:	95.41360544217687	Average fitness:	242.876462585034	Fitness standard deviation:	61.47217960432282	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80832	Best fitness:	95.41360544217687	Average fitness:	253.46931972789122	Fitness standard deviation:	57.01188452902623	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80848	Best fitness:	95.41360544217687	Average fitness:	257.7236054421769	Fitness standard deviation:	64.00480101571463	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80864	Best fitness:	95.41360544217687	Average fitness:	245.05074829931974	Fitness standard deviation:	55.26887310859411	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80880	Best fitness:	95.41360544217687	Average fitness:	231.446462585034	Fitness standard deviation:	56.35446003029505	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80896	Best fitness:	95.41360544217687	Average fitness:	280.6750340136054	Fitness standard deviation:	65.92638769019239	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80912	Best fitness:	95.41360544217687	Average fitness:	246.07789115646256	Fitness standard deviation:	65.05768923479705	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80928	Best fitness:	95.41360544217687	Average fitness:	266.2536054421769	Fitness standard deviation:	64.98885141440235	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80944	Best fitness:	95.41360544217687	Average fitness:	246.85931972789118	Fitness standard deviation:	53.09881692828639	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80960	Best fitness:	95.41360544217687	Average fitness:	243.9636054421769	Fitness standard deviation:	64.5418945574208	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80976	Best fitness:	95.41360544217687	Average fitness:	241.90217687074832	Fitness standard deviation:	61.69748706555301	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	80992	Best fitness:	95.41360544217687	Average fitness:	250.71217687074832	Fitness standard deviation:	71.44659342645315	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81008	Best fitness:	95.41360544217687	Average fitness:	246.626462585034	Fitness standard deviation:	75.17332596562889	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81024	Best fitness:	95.41360544217687	Average fitness:	245.9736054421769	Fitness standard deviation:	57.85112307307722	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81040	Best fitness:	95.41360544217687	Average fitness:	257.49074829931976	Fitness standard deviation:	72.67917822140515	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81056	Best fitness:	95.41360544217687	Average fitness:	257.1807482993197	Fitness standard deviation:	75.03709138601702	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81072	Best fitness:	95.41360544217687	Average fitness:	257.41217687074834	Fitness standard deviation:	66.85742886080462	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81088	Best fitness:	95.41360544217687	Average fitness:	269.0850340136054	Fitness standard deviation:	61.91341584200059	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81104	Best fitness:	95.41360544217687	Average fitness:	247.05503401360548	Fitness standard deviation:	64.10540139298016	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81120	Best fitness:	95.41360544217687	Average fitness:	267.76503401360543	Fitness standard deviation:	76.9302032457251	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81136	Best fitness:	95.41360544217687	Average fitness:	265.90646258503403	Fitness standard deviation:	67.705790832431	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81152	Best fitness:	95.41360544217687	Average fitness:	241.16646258503403	Fitness standard deviation:	56.162990410382655	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81168	Best fitness:	95.41360544217687	Average fitness:	253.12360544217685	Fitness standard deviation:	49.945886860538515	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81184	Best fitness:	95.41360544217687	Average fitness:	242.70360544217687	Fitness standard deviation:	69.56792615120557	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81200	Best fitness:	95.41360544217687	Average fitness:	265.91360544217684	Fitness standard deviation:	70.32252085054624	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81216	Best fitness:	95.41360544217687	Average fitness:	269.3178911564626	Fitness standard deviation:	60.55126502327072	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81232	Best fitness:	95.41360544217687	Average fitness:	252.39217687074833	Fitness standard deviation:	60.88776886993959	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81248	Best fitness:	95.41360544217687	Average fitness:	245.396462585034	Fitness standard deviation:	73.8336969693599	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81264	Best fitness:	95.41360544217687	Average fitness:	252.61646258503407	Fitness standard deviation:	69.99911305560542	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81280	Best fitness:	95.41360544217687	Average fitness:	247.06931972789116	Fitness standard deviation:	66.5372349185946	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81296	Best fitness:	95.41360544217687	Average fitness:	248.19646258503403	Fitness standard deviation:	65.08723464924374	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81312	Best fitness:	95.41360544217687	Average fitness:	261.02931972789116	Fitness standard deviation:	74.40182654933648	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81328	Best fitness:	95.41360544217687	Average fitness:	258.51360544217687	Fitness standard deviation:	67.11909214681204	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81344	Best fitness:	95.41360544217687	Average fitness:	255.90931972789116	Fitness standard deviation:	77.75348763094496	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81360	Best fitness:	95.41360544217687	Average fitness:	283.6136054421769	Fitness standard deviation:	78.21514911460828	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81376	Best fitness:	95.41360544217687	Average fitness:	248.3236054421769	Fitness standard deviation:	71.37333194019247	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81392	Best fitness:	95.41360544217687	Average fitness:	254.99217687074832	Fitness standard deviation:	66.58349729658917	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81408	Best fitness:	95.41360544217687	Average fitness:	258.93074829931976	Fitness standard deviation:	79.69378635548364	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81424	Best fitness:	95.41360544217687	Average fitness:	256.8021768707483	Fitness standard deviation:	75.56385400873266	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81440	Best fitness:	95.41360544217687	Average fitness:	258.726462585034	Fitness standard deviation:	56.25826921530772	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81456	Best fitness:	95.41360544217687	Average fitness:	264.99360544217694	Fitness standard deviation:	67.08779511253314	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81472	Best fitness:	95.41360544217687	Average fitness:	252.0636054421769	Fitness standard deviation:	71.56890949373512	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81488	Best fitness:	95.41360544217687	Average fitness:	243.71931972789122	Fitness standard deviation:	56.01624990180283	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81504	Best fitness:	95.41360544217687	Average fitness:	254.93789115646263	Fitness standard deviation:	60.85741735350569	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81520	Best fitness:	95.41360544217687	Average fitness:	238.33789115646255	Fitness standard deviation:	67.10351690956782	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81536	Best fitness:	95.41360544217687	Average fitness:	246.2321768707483	Fitness standard deviation:	52.944331391855464	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81552	Best fitness:	95.41360544217687	Average fitness:	243.24646258503398	Fitness standard deviation:	62.50649943348749	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81568	Best fitness:	95.41360544217687	Average fitness:	249.12503401360544	Fitness standard deviation:	57.56028385571965	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81584	Best fitness:	95.41360544217687	Average fitness:	261.68503401360545	Fitness standard deviation:	66.11999203674162	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81600	Best fitness:	95.41360544217687	Average fitness:	250.08646258503404	Fitness standard deviation:	51.03350518062039	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81616	Best fitness:	95.41360544217687	Average fitness:	242.4221768707483	Fitness standard deviation:	60.418704429158026	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81632	Best fitness:	95.41360544217687	Average fitness:	266.9993197278912	Fitness standard deviation:	69.06244349891493	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81648	Best fitness:	95.41360544217687	Average fitness:	258.3821768707483	Fitness standard deviation:	64.0008462316503	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81664	Best fitness:	95.41360544217687	Average fitness:	257.82646258503405	Fitness standard deviation:	60.04521254004845	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81680	Best fitness:	95.41360544217687	Average fitness:	261.31074829931976	Fitness standard deviation:	68.06859169624566	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81696	Best fitness:	95.41360544217687	Average fitness:	269.3621768707484	Fitness standard deviation:	74.98607740161924	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81712	Best fitness:	95.41360544217687	Average fitness:	249.36217687074833	Fitness standard deviation:	71.68880685693847	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81728	Best fitness:	95.41360544217687	Average fitness:	244.99789115646254	Fitness standard deviation:	65.2433476005213	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81744	Best fitness:	95.41360544217687	Average fitness:	241.42789115646264	Fitness standard deviation:	53.4546578791745	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81760	Best fitness:	95.41360544217687	Average fitness:	256.47360544217685	Fitness standard deviation:	67.01055408802164	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81776	Best fitness:	95.41360544217687	Average fitness:	253.74789115646263	Fitness standard deviation:	61.77907055940283	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81792	Best fitness:	95.41360544217687	Average fitness:	238.39789115646258	Fitness standard deviation:	56.90999874488539	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81808	Best fitness:	95.41360544217687	Average fitness:	236.84646258503403	Fitness standard deviation:	68.90041572991488	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81824	Best fitness:	95.41360544217687	Average fitness:	250.51646258503402	Fitness standard deviation:	69.03014804254379	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81840	Best fitness:	95.41360544217687	Average fitness:	259.8964625850341	Fitness standard deviation:	57.81206985057847	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81856	Best fitness:	95.41360544217687	Average fitness:	250.08217687074836	Fitness standard deviation:	67.1620655806626	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81872	Best fitness:	95.41360544217687	Average fitness:	250.91503401360552	Fitness standard deviation:	63.730437718854056	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81888	Best fitness:	95.41360544217687	Average fitness:	262.68646258503406	Fitness standard deviation:	79.77120572778944	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81904	Best fitness:	95.41360544217687	Average fitness:	243.65074829931967	Fitness standard deviation:	52.96133213997563	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81920	Best fitness:	95.41360544217687	Average fitness:	254.6093197278912	Fitness standard deviation:	61.80799385258862	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81936	Best fitness:	95.41360544217687	Average fitness:	249.28503401360544	Fitness standard deviation:	56.5964299011079	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81952	Best fitness:	95.41360544217687	Average fitness:	275.0607482993197	Fitness standard deviation:	61.750587388762085	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81968	Best fitness:	95.41360544217687	Average fitness:	256.9107482993197	Fitness standard deviation:	79.4521565189404	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	81984	Best fitness:	95.41360544217687	Average fitness:	260.3878911564626	Fitness standard deviation:	65.38278803652052	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82000	Best fitness:	95.41360544217687	Average fitness:	260.2736054421769	Fitness standard deviation:	60.102149711969545	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82016	Best fitness:	95.41360544217687	Average fitness:	250.57646258503405	Fitness standard deviation:	61.3937928790984	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82032	Best fitness:	95.41360544217687	Average fitness:	234.626462585034	Fitness standard deviation:	58.171143330061255	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82048	Best fitness:	95.41360544217687	Average fitness:	257.9207482993197	Fitness standard deviation:	59.149290799136516	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82064	Best fitness:	95.41360544217687	Average fitness:	257.1650340136055	Fitness standard deviation:	59.36614104050234	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82080	Best fitness:	95.41360544217687	Average fitness:	262.6921768707483	Fitness standard deviation:	69.26081724988849	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82096	Best fitness:	95.41360544217687	Average fitness:	250.41503401360546	Fitness standard deviation:	45.740211822323474	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82112	Best fitness:	95.41360544217687	Average fitness:	241.11503401360545	Fitness standard deviation:	75.14282752579535	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82128	Best fitness:	95.41360544217687	Average fitness:	267.4093197278911	Fitness standard deviation:	56.88266352944526	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82144	Best fitness:	95.41360544217687	Average fitness:	239.65360544217688	Fitness standard deviation:	64.53095912594424	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82160	Best fitness:	95.41360544217687	Average fitness:	269.0136054421769	Fitness standard deviation:	75.51372628299346	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82176	Best fitness:	95.41360544217687	Average fitness:	236.476462585034	Fitness standard deviation:	59.26419822993251	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82192	Best fitness:	95.41360544217687	Average fitness:	273.1636054421769	Fitness standard deviation:	71.54341674530114	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82208	Best fitness:	95.41360544217687	Average fitness:	268.59360544217685	Fitness standard deviation:	59.654808451863886	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82224	Best fitness:	95.41360544217687	Average fitness:	240.65503401360547	Fitness standard deviation:	69.97569926592448	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82240	Best fitness:	95.41360544217687	Average fitness:	260.95931972789117	Fitness standard deviation:	61.2935585389472	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82256	Best fitness:	95.41360544217687	Average fitness:	254.48789115646258	Fitness standard deviation:	70.67854877643468	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82272	Best fitness:	95.41360544217687	Average fitness:	238.026462585034	Fitness standard deviation:	64.21336593970233	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82288	Best fitness:	95.41360544217687	Average fitness:	242.00646258503403	Fitness standard deviation:	63.67850877330465	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82304	Best fitness:	95.41360544217687	Average fitness:	258.51360544217687	Fitness standard deviation:	57.07577598317549	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82320	Best fitness:	95.41360544217687	Average fitness:	260.6478911564626	Fitness standard deviation:	62.91487841942168	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82336	Best fitness:	95.41360544217687	Average fitness:	256.1450340136054	Fitness standard deviation:	66.49534241783635	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82352	Best fitness:	95.41360544217687	Average fitness:	255.33646258503398	Fitness standard deviation:	65.25155911813096	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82368	Best fitness:	95.41360544217687	Average fitness:	255.3936054421769	Fitness standard deviation:	65.7443639859598	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82384	Best fitness:	95.41360544217687	Average fitness:	243.1207482993197	Fitness standard deviation:	68.1232741402807	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82400	Best fitness:	95.41360544217687	Average fitness:	248.22074829931975	Fitness standard deviation:	58.55661615836734	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82416	Best fitness:	95.41360544217687	Average fitness:	253.39931972789117	Fitness standard deviation:	52.042405393906165	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82432	Best fitness:	95.41360544217687	Average fitness:	252.79789115646264	Fitness standard deviation:	57.93925846460733	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82448	Best fitness:	95.41360544217687	Average fitness:	253.76931972789112	Fitness standard deviation:	81.7125656537248	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	82464	Best fitness:	95.41360544217687	Average fitness:	251.54074829931974	Fitness standard deviation:	73.04201333646888	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
