Generation:	16	Best fitness:	239.87074829931973	Average fitness:	327.80731972789124	Fitness standard deviation:	30.86306995456557	Best genome:	A13	N12	A8	N6	N5	A11	A10	E3	A15	N7	E4	A6	A9	A7	A14	A12	A16	E5	N3	A17	N9	
Generation:	83680	Best fitness:	95.32789115646258	Average fitness:	305.34846258503404	Fitness standard deviation:	57.10866349516579	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83696	Best fitness:	95.32789115646258	Average fitness:	305.7278911564626	Fitness standard deviation:	57.070452128246274	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83712	Best fitness:	95.32789115646258	Average fitness:	304.91931972789115	Fitness standard deviation:	51.45086889649272	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83728	Best fitness:	95.32789115646258	Average fitness:	305.0227482993198	Fitness standard deviation:	49.08707646205707	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83744	Best fitness:	95.32789115646258	Average fitness:	310.9833197278911	Fitness standard deviation:	57.010758858593114	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83760	Best fitness:	95.32789115646258	Average fitness:	318.2141768707483	Fitness standard deviation:	51.029737785422526	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83776	Best fitness:	95.32789115646258	Average fitness:	314.8918911564626	Fitness standard deviation:	54.09224104004838	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83792	Best fitness:	95.32789115646258	Average fitness:	310.3250340136055	Fitness standard deviation:	57.52258466844806	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83808	Best fitness:	95.32789115646258	Average fitness:	317.28160544217707	Fitness standard deviation:	61.20079148214356	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83824	Best fitness:	95.32789115646258	Average fitness:	308.1147482993198	Fitness standard deviation:	57.178724517685666	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83840	Best fitness:	95.32789115646258	Average fitness:	297.5490340136055	Fitness standard deviation:	68.5342994264737	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83856	Best fitness:	95.32789115646258	Average fitness:	299.7787482993197	Fitness standard deviation:	55.402911966496376	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83872	Best fitness:	95.32789115646258	Average fitness:	306.08503401360554	Fitness standard deviation:	50.20500966953764	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83888	Best fitness:	95.32789115646258	Average fitness:	310.42789115646264	Fitness standard deviation:	56.95578069960977	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83904	Best fitness:	95.32789115646258	Average fitness:	304.3210340136055	Fitness standard deviation:	53.893018005250795	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83920	Best fitness:	95.32789115646258	Average fitness:	306.01760544217683	Fitness standard deviation:	55.92205421178039	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83936	Best fitness:	95.32789115646258	Average fitness:	302.8021768707484	Fitness standard deviation:	55.237814613408695	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83952	Best fitness:	95.32789115646258	Average fitness:	302.63017687074824	Fitness standard deviation:	59.41091113694898	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83968	Best fitness:	95.32789115646258	Average fitness:	310.9038911564627	Fitness standard deviation:	54.74728653717619	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	83984	Best fitness:	95.32789115646258	Average fitness:	311.12446258503405	Fitness standard deviation:	58.49916117033349	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84000	Best fitness:	95.32789115646258	Average fitness:	295.60103401360544	Fitness standard deviation:	61.51507163189808	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84016	Best fitness:	95.32789115646258	Average fitness:	299.21989115646267	Fitness standard deviation:	58.6367190913332	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84032	Best fitness:	95.32789115646258	Average fitness:	306.1078911564626	Fitness standard deviation:	53.79480628902264	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84048	Best fitness:	95.32789115646258	Average fitness:	294.64503401360554	Fitness standard deviation:	55.37719452508757	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84064	Best fitness:	95.32789115646258	Average fitness:	313.95360544217687	Fitness standard deviation:	61.93473622306313	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84080	Best fitness:	95.32789115646258	Average fitness:	295.4078911564626	Fitness standard deviation:	60.02292106405039	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84096	Best fitness:	95.32789115646258	Average fitness:	293.0056054421769	Fitness standard deviation:	60.16583260913971	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84112	Best fitness:	95.32789115646258	Average fitness:	290.9993197278912	Fitness standard deviation:	62.90146054564641	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84128	Best fitness:	95.32789115646258	Average fitness:	305.81131972789126	Fitness standard deviation:	56.03203452253626	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84144	Best fitness:	95.32789115646258	Average fitness:	308.0701768707483	Fitness standard deviation:	54.12204726055242	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84160	Best fitness:	95.32789115646258	Average fitness:	302.76846258503394	Fitness standard deviation:	55.960230219362764	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84176	Best fitness:	95.32789115646258	Average fitness:	309.3101768707484	Fitness standard deviation:	59.24616950056598	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84192	Best fitness:	95.32789115646258	Average fitness:	309.85760544217686	Fitness standard deviation:	60.43626083059468	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84208	Best fitness:	95.32789115646258	Average fitness:	303.6381768707484	Fitness standard deviation:	57.24329573364011	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84224	Best fitness:	95.32789115646258	Average fitness:	298.03646258503403	Fitness standard deviation:	58.111699619380104	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84240	Best fitness:	95.32789115646258	Average fitness:	310.35646258503414	Fitness standard deviation:	58.180628798139836	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84256	Best fitness:	95.32789115646258	Average fitness:	321.85703401360547	Fitness standard deviation:	58.06402075120116	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84272	Best fitness:	95.32789115646258	Average fitness:	322.12903401360546	Fitness standard deviation:	54.6724497900068	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84288	Best fitness:	95.32789115646258	Average fitness:	310.5587482993198	Fitness standard deviation:	59.839163161233586	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84304	Best fitness:	95.32789115646258	Average fitness:	301.2473197278912	Fitness standard deviation:	64.07086757263556	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84320	Best fitness:	95.32789115646258	Average fitness:	305.4490340136055	Fitness standard deviation:	54.256046798528196	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84336	Best fitness:	95.32789115646258	Average fitness:	305.02503401360553	Fitness standard deviation:	59.37199339756078	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84352	Best fitness:	95.32789115646258	Average fitness:	320.4758911564627	Fitness standard deviation:	58.44066733055686	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84368	Best fitness:	95.32789115646258	Average fitness:	310.8318911564626	Fitness standard deviation:	57.28770834007189	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84384	Best fitness:	95.32789115646258	Average fitness:	306.8707482993197	Fitness standard deviation:	62.64346929168243	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84400	Best fitness:	95.32789115646258	Average fitness:	319.1558911564627	Fitness standard deviation:	61.75382317901046	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84416	Best fitness:	95.32789115646258	Average fitness:	311.38617687074833	Fitness standard deviation:	60.235226512229474	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84432	Best fitness:	95.32789115646258	Average fitness:	314.344462585034	Fitness standard deviation:	55.35368198287468	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84448	Best fitness:	95.32789115646258	Average fitness:	306.3170340136053	Fitness standard deviation:	52.86961671809592	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84464	Best fitness:	95.32789115646258	Average fitness:	314.71589115646253	Fitness standard deviation:	50.02256375448412	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84480	Best fitness:	95.32789115646258	Average fitness:	310.04046258503405	Fitness standard deviation:	63.55582971639011	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84496	Best fitness:	95.32789115646258	Average fitness:	317.80331972789116	Fitness standard deviation:	60.33946629001011	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84512	Best fitness:	95.32789115646258	Average fitness:	315.10389115646257	Fitness standard deviation:	64.65090794002344	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84528	Best fitness:	95.32789115646258	Average fitness:	299.91246258503406	Fitness standard deviation:	48.77683900360574	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84544	Best fitness:	95.32789115646258	Average fitness:	305.3050340136054	Fitness standard deviation:	48.90571954364472	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84560	Best fitness:	95.32789115646258	Average fitness:	314.79189115646267	Fitness standard deviation:	60.891870590416254	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84576	Best fitness:	95.32789115646258	Average fitness:	309.6930340136056	Fitness standard deviation:	55.37025541732305	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84592	Best fitness:	95.32789115646258	Average fitness:	309.7130340136054	Fitness standard deviation:	49.18337639852701	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84608	Best fitness:	95.32789115646258	Average fitness:	319.76846258503406	Fitness standard deviation:	60.3655966597004	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84624	Best fitness:	95.32789115646258	Average fitness:	312.5141768707483	Fitness standard deviation:	54.84831275361502	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84640	Best fitness:	95.32789115646258	Average fitness:	298.2998911564626	Fitness standard deviation:	53.90231905654403	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84656	Best fitness:	95.32789115646258	Average fitness:	295.696462585034	Fitness standard deviation:	60.10398370443392	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84672	Best fitness:	95.32789115646258	Average fitness:	311.69989115646257	Fitness standard deviation:	64.9182997979234	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84688	Best fitness:	95.32789115646258	Average fitness:	299.6364625850341	Fitness standard deviation:	57.846000196863315	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84704	Best fitness:	95.32789115646258	Average fitness:	303.8084625850341	Fitness standard deviation:	65.79333250506808	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84720	Best fitness:	95.32789115646258	Average fitness:	320.6987482993198	Fitness standard deviation:	47.534108566633385	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84736	Best fitness:	95.32789115646258	Average fitness:	307.49131972789115	Fitness standard deviation:	61.06246224304809	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84752	Best fitness:	95.32789115646258	Average fitness:	304.6147482993198	Fitness standard deviation:	58.69677763571291	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84768	Best fitness:	95.32789115646258	Average fitness:	306.38103401360536	Fitness standard deviation:	59.073818921406996	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84784	Best fitness:	95.32789115646258	Average fitness:	300.9753197278912	Fitness standard deviation:	59.053310708483174	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84800	Best fitness:	95.32789115646258	Average fitness:	314.5553197278912	Fitness standard deviation:	61.28505519725516	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84816	Best fitness:	95.32789115646258	Average fitness:	307.9176054421768	Fitness standard deviation:	61.68827143776678	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84832	Best fitness:	95.32789115646258	Average fitness:	308.37760544217684	Fitness standard deviation:	55.56378935667968	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84848	Best fitness:	95.32789115646258	Average fitness:	313.4913197278912	Fitness standard deviation:	55.75225491257493	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84864	Best fitness:	95.32789115646258	Average fitness:	310.1347482993197	Fitness standard deviation:	56.69281711260489	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84880	Best fitness:	95.32789115646258	Average fitness:	306.7530340136054	Fitness standard deviation:	50.01303263293335	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84896	Best fitness:	95.32789115646258	Average fitness:	303.7781768707484	Fitness standard deviation:	58.71245921663737	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84912	Best fitness:	95.32789115646258	Average fitness:	313.3918911564626	Fitness standard deviation:	55.29644209243153	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84928	Best fitness:	95.32789115646258	Average fitness:	300.525605442177	Fitness standard deviation:	58.9402555592335	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84944	Best fitness:	95.32789115646258	Average fitness:	293.08446258503403	Fitness standard deviation:	66.7043837839763	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84960	Best fitness:	95.32789115646258	Average fitness:	306.2776054421768	Fitness standard deviation:	66.30978443761724	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84976	Best fitness:	95.32789115646258	Average fitness:	322.46103401360546	Fitness standard deviation:	56.102564271854376	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	84992	Best fitness:	95.32789115646258	Average fitness:	316.31303401360555	Fitness standard deviation:	55.37146815272064	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85008	Best fitness:	95.32789115646258	Average fitness:	306.96846258503405	Fitness standard deviation:	64.28417575047818	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85024	Best fitness:	95.32789115646258	Average fitness:	312.5598911564626	Fitness standard deviation:	59.80351901187824	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85040	Best fitness:	95.32789115646258	Average fitness:	299.3233197278912	Fitness standard deviation:	53.80480742044359	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85056	Best fitness:	95.32789115646258	Average fitness:	312.63303401360554	Fitness standard deviation:	66.98098626095167	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85072	Best fitness:	95.32789115646258	Average fitness:	292.8690340136056	Fitness standard deviation:	52.39875007389129	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85088	Best fitness:	95.32789115646258	Average fitness:	301.41817687074837	Fitness standard deviation:	60.91211772073345	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85104	Best fitness:	95.32789115646258	Average fitness:	311.7033197278912	Fitness standard deviation:	59.85687855652525	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85120	Best fitness:	95.32789115646258	Average fitness:	299.5010340136056	Fitness standard deviation:	53.67888937383265	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85136	Best fitness:	95.32789115646258	Average fitness:	307.2758911564626	Fitness standard deviation:	61.72327042798794	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85152	Best fitness:	95.32789115646258	Average fitness:	304.5970340136054	Fitness standard deviation:	56.346538590245636	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85168	Best fitness:	95.32789115646258	Average fitness:	312.9901768707483	Fitness standard deviation:	57.96641327034623	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85184	Best fitness:	95.32789115646258	Average fitness:	320.1118911564625	Fitness standard deviation:	58.72867148339117	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85200	Best fitness:	95.32789115646258	Average fitness:	310.0101768707482	Fitness standard deviation:	62.20128947807025	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85216	Best fitness:	95.32789115646258	Average fitness:	313.46160544217696	Fitness standard deviation:	60.96845579578384	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85232	Best fitness:	95.32789115646258	Average fitness:	307.11703401360546	Fitness standard deviation:	52.10683871917507	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85248	Best fitness:	95.32789115646258	Average fitness:	311.49417687074833	Fitness standard deviation:	62.858242507264244	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85264	Best fitness:	95.32789115646258	Average fitness:	301.66503401360546	Fitness standard deviation:	54.51661690133887	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85280	Best fitness:	95.32789115646258	Average fitness:	315.0101768707483	Fitness standard deviation:	61.14076649029196	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85296	Best fitness:	95.32789115646258	Average fitness:	304.96274829931974	Fitness standard deviation:	66.37529643486594	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85312	Best fitness:	95.32789115646258	Average fitness:	304.11131972789127	Fitness standard deviation:	60.366162461148015	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85328	Best fitness:	95.32789115646258	Average fitness:	301.1593197278911	Fitness standard deviation:	60.31685539629829	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85344	Best fitness:	95.32789115646258	Average fitness:	317.1781768707483	Fitness standard deviation:	59.25227189237695	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85360	Best fitness:	95.32789115646258	Average fitness:	309.83303401360547	Fitness standard deviation:	63.2577497557672	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85376	Best fitness:	95.32789115646258	Average fitness:	307.6747482993198	Fitness standard deviation:	66.13480235064729	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85392	Best fitness:	95.32789115646258	Average fitness:	311.79531972789124	Fitness standard deviation:	65.3967387965523	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	85408	Best fitness:	95.32789115646258	Average fitness:	303.6238911564626	Fitness standard deviation:	63.81191105243022	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
