Generation:	16	Best fitness:	241.87074829931973	Average fitness:	343.7474625850342	Fitness standard deviation:	33.3963942300876	Best genome:	N12	A6	A14	A12	A15	A17	E4	A16	A13	A11	E3	A7	A9	N6	N7	A10	E5	N5	N3	A8	N9	
Generation:	82736	Best fitness:	114.41360544217687	Average fitness:	341.4037482993198	Fitness standard deviation:	42.09963668440838	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82752	Best fitness:	114.41360544217687	Average fitness:	337.77846258503405	Fitness standard deviation:	40.25977895759347	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82768	Best fitness:	114.41360544217687	Average fitness:	337.495462585034	Fitness standard deviation:	39.230332878724205	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82784	Best fitness:	114.41360544217687	Average fitness:	343.52146258503416	Fitness standard deviation:	40.70494904849798	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82800	Best fitness:	114.41360544217687	Average fitness:	338.2424625850343	Fitness standard deviation:	40.569373186366775	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82816	Best fitness:	114.41360544217687	Average fitness:	342.0181768707485	Fitness standard deviation:	37.41825293317994	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82832	Best fitness:	114.41360544217687	Average fitness:	338.9760340136057	Fitness standard deviation:	41.66210136837282	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82848	Best fitness:	114.41360544217687	Average fitness:	340.7930340136056	Fitness standard deviation:	38.17461558124077	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82864	Best fitness:	114.41360544217687	Average fitness:	340.33846258503405	Fitness standard deviation:	39.48109713650369	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82880	Best fitness:	114.41360544217687	Average fitness:	343.68389115646295	Fitness standard deviation:	39.339442619750635	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82896	Best fitness:	114.41360544217687	Average fitness:	339.4171768707487	Fitness standard deviation:	38.766308003529176	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82912	Best fitness:	114.41360544217687	Average fitness:	337.6854625850341	Fitness standard deviation:	41.03271128910071	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82928	Best fitness:	114.41360544217687	Average fitness:	338.35603401360567	Fitness standard deviation:	39.24819751249211	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82944	Best fitness:	114.41360544217687	Average fitness:	343.67603401360566	Fitness standard deviation:	41.14937816154252	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82960	Best fitness:	114.41360544217687	Average fitness:	340.15517687074845	Fitness standard deviation:	42.5119404400645	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82976	Best fitness:	114.41360544217687	Average fitness:	335.47403401360555	Fitness standard deviation:	39.51867243262018	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	82992	Best fitness:	114.41360544217687	Average fitness:	335.30831972789116	Fitness standard deviation:	40.0091102459611	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83008	Best fitness:	114.41360544217687	Average fitness:	338.29974829931984	Fitness standard deviation:	39.96788256276557	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83024	Best fitness:	114.41360544217687	Average fitness:	341.4571768707485	Fitness standard deviation:	42.59274096795445	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83040	Best fitness:	114.41360544217687	Average fitness:	335.77874829931994	Fitness standard deviation:	39.886939723295335	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83056	Best fitness:	114.41360544217687	Average fitness:	343.1004625850343	Fitness standard deviation:	43.584145014592885	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83072	Best fitness:	114.41360544217687	Average fitness:	343.35374829932016	Fitness standard deviation:	41.45853907243245	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83088	Best fitness:	114.41360544217687	Average fitness:	339.9396054421772	Fitness standard deviation:	36.95092809748229	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83104	Best fitness:	114.41360544217687	Average fitness:	339.409605442177	Fitness standard deviation:	42.19436088060167	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83120	Best fitness:	114.41360544217687	Average fitness:	338.9798911564627	Fitness standard deviation:	42.3416862918899	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83136	Best fitness:	114.41360544217687	Average fitness:	333.3620340136055	Fitness standard deviation:	40.912773285842846	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83152	Best fitness:	114.41360544217687	Average fitness:	347.0873197278913	Fitness standard deviation:	42.171331432331016	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83168	Best fitness:	114.41360544217687	Average fitness:	340.2820340136056	Fitness standard deviation:	39.96144937183784	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83184	Best fitness:	114.41360544217687	Average fitness:	341.3323197278913	Fitness standard deviation:	41.29628101034903	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83200	Best fitness:	114.41360544217687	Average fitness:	338.65189115646274	Fitness standard deviation:	39.04200275475171	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83216	Best fitness:	114.41360544217687	Average fitness:	338.87517687074853	Fitness standard deviation:	42.29332104336987	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83232	Best fitness:	114.41360544217687	Average fitness:	338.3518911564628	Fitness standard deviation:	36.39767680857152	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83248	Best fitness:	114.41360544217687	Average fitness:	340.01174829932	Fitness standard deviation:	40.08977253436521	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83264	Best fitness:	114.41360544217687	Average fitness:	338.99374829931986	Fitness standard deviation:	37.31071457397202	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83280	Best fitness:	114.41360544217687	Average fitness:	339.81974829932	Fitness standard deviation:	40.37306678280683	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83296	Best fitness:	114.41360544217687	Average fitness:	338.8038911564626	Fitness standard deviation:	39.8724474906916	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83312	Best fitness:	114.41360544217687	Average fitness:	342.57617687074844	Fitness standard deviation:	42.95069687871602	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83328	Best fitness:	114.41360544217687	Average fitness:	334.1771768707485	Fitness standard deviation:	38.418514343838886	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83344	Best fitness:	114.41360544217687	Average fitness:	338.56260544217713	Fitness standard deviation:	40.243551682986734	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83360	Best fitness:	114.41360544217687	Average fitness:	335.6228911564628	Fitness standard deviation:	42.69641890422308	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83376	Best fitness:	114.41360544217687	Average fitness:	341.651605442177	Fitness standard deviation:	37.707372321981964	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83392	Best fitness:	114.41360544217687	Average fitness:	336.794605442177	Fitness standard deviation:	42.28302001817211	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83408	Best fitness:	114.41360544217687	Average fitness:	343.1576054421771	Fitness standard deviation:	38.108186044363705	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83424	Best fitness:	114.41360544217687	Average fitness:	339.4690340136056	Fitness standard deviation:	38.2339713931184	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83440	Best fitness:	114.41360544217687	Average fitness:	335.22031972789114	Fitness standard deviation:	45.88561074330071	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83456	Best fitness:	114.41360544217687	Average fitness:	337.7420340136055	Fitness standard deviation:	37.24617235477536	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83472	Best fitness:	114.41360544217687	Average fitness:	341.43774829932016	Fitness standard deviation:	39.54694994276437	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83488	Best fitness:	114.41360544217687	Average fitness:	341.96717687074846	Fitness standard deviation:	40.348309975228744	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83504	Best fitness:	114.41360544217687	Average fitness:	343.5961768707482	Fitness standard deviation:	39.192410842833716	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83520	Best fitness:	114.41360544217687	Average fitness:	343.5340340136055	Fitness standard deviation:	39.95015975319901	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83536	Best fitness:	114.41360544217687	Average fitness:	342.9188911564629	Fitness standard deviation:	38.52967386287603	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83552	Best fitness:	114.41360544217687	Average fitness:	341.20917687074825	Fitness standard deviation:	39.4911341222977	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83568	Best fitness:	114.41360544217687	Average fitness:	339.91089115646275	Fitness standard deviation:	38.5459370894267	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83584	Best fitness:	114.41360544217687	Average fitness:	339.6983197278914	Fitness standard deviation:	35.8201588867703	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83600	Best fitness:	114.41360544217687	Average fitness:	341.5970340136056	Fitness standard deviation:	39.89939556188893	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83616	Best fitness:	114.41360544217687	Average fitness:	344.68460544217703	Fitness standard deviation:	41.92538298682359	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83632	Best fitness:	114.41360544217687	Average fitness:	339.61646258503424	Fitness standard deviation:	34.73172601292274	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83648	Best fitness:	114.41360544217687	Average fitness:	338.6120340136056	Fitness standard deviation:	39.073617927429964	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83664	Best fitness:	114.41360544217687	Average fitness:	337.749605442177	Fitness standard deviation:	38.38335908985049	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83680	Best fitness:	114.41360544217687	Average fitness:	335.6564625850343	Fitness standard deviation:	38.87669581575857	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83696	Best fitness:	114.41360544217687	Average fitness:	337.65489115646267	Fitness standard deviation:	40.10876261301186	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83712	Best fitness:	114.41360544217687	Average fitness:	338.25874829931985	Fitness standard deviation:	39.02559603383296	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83728	Best fitness:	114.41360544217687	Average fitness:	338.8808911564626	Fitness standard deviation:	40.29471985437866	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83744	Best fitness:	114.41360544217687	Average fitness:	338.7257482993199	Fitness standard deviation:	38.99781133968564	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83760	Best fitness:	114.41360544217687	Average fitness:	342.35331972789135	Fitness standard deviation:	37.671036109337635	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83776	Best fitness:	114.41360544217687	Average fitness:	338.9358911564629	Fitness standard deviation:	39.122777869738464	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83792	Best fitness:	114.41360544217687	Average fitness:	341.4554625850341	Fitness standard deviation:	39.9663959741589	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83808	Best fitness:	114.41360544217687	Average fitness:	345.4991768707483	Fitness standard deviation:	36.54233044381963	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83824	Best fitness:	114.41360544217687	Average fitness:	344.2931768707482	Fitness standard deviation:	40.84040954815739	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83840	Best fitness:	114.41360544217687	Average fitness:	334.66474829932014	Fitness standard deviation:	41.797454818518844	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83856	Best fitness:	114.41360544217687	Average fitness:	341.9121768707485	Fitness standard deviation:	40.3929713778857	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83872	Best fitness:	114.41360544217687	Average fitness:	338.27703401360543	Fitness standard deviation:	41.76120640606298	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83888	Best fitness:	114.41360544217687	Average fitness:	336.84231972789115	Fitness standard deviation:	41.64041164076366	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83904	Best fitness:	114.41360544217687	Average fitness:	342.79560544217696	Fitness standard deviation:	40.58023861186523	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83920	Best fitness:	114.41360544217687	Average fitness:	342.44574829932	Fitness standard deviation:	40.390652074459005	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83936	Best fitness:	114.41360544217687	Average fitness:	340.1613197278912	Fitness standard deviation:	39.84772885341787	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83952	Best fitness:	114.41360544217687	Average fitness:	335.8118911564628	Fitness standard deviation:	39.53781714784374	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83968	Best fitness:	114.41360544217687	Average fitness:	337.86174829931997	Fitness standard deviation:	39.43605835516319	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	83984	Best fitness:	114.41360544217687	Average fitness:	341.1490340136055	Fitness standard deviation:	40.76105236269405	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84000	Best fitness:	114.41360544217687	Average fitness:	338.6438911564629	Fitness standard deviation:	38.39446278529534	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84016	Best fitness:	114.41360544217687	Average fitness:	339.75274829931993	Fitness standard deviation:	38.61701362490531	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84032	Best fitness:	114.41360544217687	Average fitness:	338.5667482993199	Fitness standard deviation:	38.9113768621225	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84048	Best fitness:	114.41360544217687	Average fitness:	336.01217687074853	Fitness standard deviation:	37.43447824164897	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84064	Best fitness:	114.41360544217687	Average fitness:	337.09931972789144	Fitness standard deviation:	37.20588509516049	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84080	Best fitness:	114.41360544217687	Average fitness:	337.5121768707486	Fitness standard deviation:	41.9015214520905	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84096	Best fitness:	114.41360544217687	Average fitness:	342.1091768707485	Fitness standard deviation:	38.38624760089935	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84112	Best fitness:	114.41360544217687	Average fitness:	340.5116054421771	Fitness standard deviation:	37.024684045283365	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84128	Best fitness:	114.41360544217687	Average fitness:	337.62646258503423	Fitness standard deviation:	39.12449994464296	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84144	Best fitness:	114.41360544217687	Average fitness:	338.95746258503414	Fitness standard deviation:	40.41951017864557	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84160	Best fitness:	114.41360544217687	Average fitness:	340.4456054421773	Fitness standard deviation:	40.14857077386035	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84176	Best fitness:	114.41360544217687	Average fitness:	336.4917482993197	Fitness standard deviation:	42.41612318374673	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84192	Best fitness:	114.41360544217687	Average fitness:	335.9318911564627	Fitness standard deviation:	41.159453997687514	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84208	Best fitness:	114.41360544217687	Average fitness:	341.2476054421771	Fitness standard deviation:	41.182178272467645	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84224	Best fitness:	114.41360544217687	Average fitness:	341.58774829932	Fitness standard deviation:	36.71108408469395	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84240	Best fitness:	114.41360544217687	Average fitness:	340.44446258503433	Fitness standard deviation:	42.310748705264	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84256	Best fitness:	114.41360544217687	Average fitness:	338.3051768707487	Fitness standard deviation:	41.236929882109806	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84272	Best fitness:	114.41360544217687	Average fitness:	340.0227482993199	Fitness standard deviation:	38.80105613542613	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84288	Best fitness:	114.41360544217687	Average fitness:	341.5263197278914	Fitness standard deviation:	39.46353048508128	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84304	Best fitness:	114.41360544217687	Average fitness:	335.51174829931983	Fitness standard deviation:	40.45766773040277	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84320	Best fitness:	114.41360544217687	Average fitness:	338.15046258503423	Fitness standard deviation:	42.37540618937223	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84336	Best fitness:	114.41360544217687	Average fitness:	341.6914625850342	Fitness standard deviation:	39.173743594975676	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84352	Best fitness:	114.41360544217687	Average fitness:	340.93174829931996	Fitness standard deviation:	43.733240024969945	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84368	Best fitness:	114.41360544217687	Average fitness:	337.97917687074835	Fitness standard deviation:	38.27131267486318	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84384	Best fitness:	114.41360544217687	Average fitness:	338.74517687074825	Fitness standard deviation:	39.26256033502177	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84400	Best fitness:	114.41360544217687	Average fitness:	336.5053197278914	Fitness standard deviation:	39.26490831804513	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84416	Best fitness:	114.41360544217687	Average fitness:	341.0323197278914	Fitness standard deviation:	38.89309467040153	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84432	Best fitness:	114.41360544217687	Average fitness:	340.68246258503416	Fitness standard deviation:	40.52961237295567	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84448	Best fitness:	114.41360544217687	Average fitness:	342.38546258503413	Fitness standard deviation:	39.22672896281882	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	84464	Best fitness:	114.41360544217687	Average fitness:	342.7424625850343	Fitness standard deviation:	38.636570493642466	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
