Generation:	16	Best fitness:	214.29931972789115	Average fitness:	341.9753197278914	Fitness standard deviation:	36.91218740608637	Best genome:	N9	A13	A12	E4	E3	A16	E5	A15	N7	A6	A14	A17	A11	N6	N12	A8	A10	N5	N3	A9	A7	
Generation:	77632	Best fitness:	95.8421768707483	Average fitness:	339.23774829932	Fitness standard deviation:	39.11416425917699	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77648	Best fitness:	95.8421768707483	Average fitness:	337.08131972789124	Fitness standard deviation:	40.58290836682611	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77664	Best fitness:	95.8421768707483	Average fitness:	336.0560340136055	Fitness standard deviation:	40.42942573327563	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77680	Best fitness:	95.8421768707483	Average fitness:	337.06731972789123	Fitness standard deviation:	38.49370969657357	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77696	Best fitness:	95.8421768707483	Average fitness:	333.4657482993199	Fitness standard deviation:	39.84610235592916	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77712	Best fitness:	95.8421768707483	Average fitness:	336.1734625850344	Fitness standard deviation:	38.9585656503241	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77728	Best fitness:	95.8421768707483	Average fitness:	341.14060544217716	Fitness standard deviation:	41.912690172913166	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77744	Best fitness:	95.8421768707483	Average fitness:	341.5941768707484	Fitness standard deviation:	38.61763980570621	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77760	Best fitness:	95.8421768707483	Average fitness:	336.59103401360574	Fitness standard deviation:	39.384937511382574	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77776	Best fitness:	95.8421768707483	Average fitness:	338.70160544217697	Fitness standard deviation:	41.81059189697641	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77792	Best fitness:	95.8421768707483	Average fitness:	333.28931972789127	Fitness standard deviation:	40.83657531764228	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77808	Best fitness:	95.8421768707483	Average fitness:	337.9328911564628	Fitness standard deviation:	40.61740005520907	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77824	Best fitness:	95.8421768707483	Average fitness:	334.50360544217705	Fitness standard deviation:	42.19768469806786	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77840	Best fitness:	95.8421768707483	Average fitness:	339.4307482993197	Fitness standard deviation:	38.71439198720258	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77856	Best fitness:	95.8421768707483	Average fitness:	339.63089115646267	Fitness standard deviation:	40.440334371283626	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77872	Best fitness:	95.8421768707483	Average fitness:	341.6498911564628	Fitness standard deviation:	41.848925542494214	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77888	Best fitness:	95.8421768707483	Average fitness:	342.09974829932	Fitness standard deviation:	43.548593592651876	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77904	Best fitness:	95.8421768707483	Average fitness:	335.7951768707485	Fitness standard deviation:	42.913892037142354	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77920	Best fitness:	95.8421768707483	Average fitness:	339.62889115646277	Fitness standard deviation:	43.152503829501036	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77936	Best fitness:	95.8421768707483	Average fitness:	335.90274829931985	Fitness standard deviation:	42.00422996775056	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77952	Best fitness:	95.8421768707483	Average fitness:	337.6648911564626	Fitness standard deviation:	39.06436544123725	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77968	Best fitness:	95.8421768707483	Average fitness:	333.4041768707482	Fitness standard deviation:	41.01543732373389	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	77984	Best fitness:	95.8421768707483	Average fitness:	340.38774829931987	Fitness standard deviation:	37.87876876622179	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78000	Best fitness:	95.8421768707483	Average fitness:	338.87803401360566	Fitness standard deviation:	40.457536519220774	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78016	Best fitness:	95.8421768707483	Average fitness:	342.46960544217677	Fitness standard deviation:	40.82237330140401	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78032	Best fitness:	95.8421768707483	Average fitness:	343.5583197278913	Fitness standard deviation:	37.32246389021945	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78048	Best fitness:	95.8421768707483	Average fitness:	343.93931972789136	Fitness standard deviation:	41.84971918565725	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78064	Best fitness:	95.8421768707483	Average fitness:	346.0876054421774	Fitness standard deviation:	39.3623716713289	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78080	Best fitness:	95.8421768707483	Average fitness:	339.94131972789125	Fitness standard deviation:	43.50784427607304	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78096	Best fitness:	95.8421768707483	Average fitness:	338.5180340136056	Fitness standard deviation:	40.91165839504251	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78112	Best fitness:	95.8421768707483	Average fitness:	341.45174829931995	Fitness standard deviation:	38.00828720348836	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78128	Best fitness:	95.8421768707483	Average fitness:	338.02017687074846	Fitness standard deviation:	40.102509739772785	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78144	Best fitness:	95.8421768707483	Average fitness:	338.3056054421771	Fitness standard deviation:	41.254891624373165	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78160	Best fitness:	95.8421768707483	Average fitness:	339.2137482993198	Fitness standard deviation:	41.5267698756612	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78176	Best fitness:	95.8421768707483	Average fitness:	337.68303401360555	Fitness standard deviation:	42.464869755445356	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78192	Best fitness:	95.8421768707483	Average fitness:	331.5408911564625	Fitness standard deviation:	43.358526765157706	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78208	Best fitness:	95.8421768707483	Average fitness:	341.19631972789125	Fitness standard deviation:	42.556736764714756	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78224	Best fitness:	95.8421768707483	Average fitness:	337.6947482993197	Fitness standard deviation:	40.349485942657736	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78240	Best fitness:	95.8421768707483	Average fitness:	338.52403401360556	Fitness standard deviation:	37.61610615501432	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78256	Best fitness:	95.8421768707483	Average fitness:	337.4626054421769	Fitness standard deviation:	41.13982036188495	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78272	Best fitness:	95.8421768707483	Average fitness:	335.2140340136056	Fitness standard deviation:	39.6739775381027	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78288	Best fitness:	95.8421768707483	Average fitness:	333.957462585034	Fitness standard deviation:	44.08373853340519	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78304	Best fitness:	95.8421768707483	Average fitness:	338.1273197278912	Fitness standard deviation:	39.38532130587926	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78320	Best fitness:	95.8421768707483	Average fitness:	340.18460544217726	Fitness standard deviation:	40.67047030608776	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78336	Best fitness:	95.8421768707483	Average fitness:	335.6434625850341	Fitness standard deviation:	39.08919964592757	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78352	Best fitness:	95.8421768707483	Average fitness:	338.26660544217685	Fitness standard deviation:	37.84882058362491	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78368	Best fitness:	95.8421768707483	Average fitness:	340.7380340136055	Fitness standard deviation:	40.599687633009665	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78384	Best fitness:	95.8421768707483	Average fitness:	336.97717687074845	Fitness standard deviation:	42.156249778747664	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78400	Best fitness:	95.8421768707483	Average fitness:	337.95889115646276	Fitness standard deviation:	39.19153863048106	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78416	Best fitness:	95.8421768707483	Average fitness:	341.55717687074844	Fitness standard deviation:	41.21270682170037	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78432	Best fitness:	95.8421768707483	Average fitness:	339.15446258503425	Fitness standard deviation:	41.39575661088654	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78448	Best fitness:	95.8421768707483	Average fitness:	337.6811768707484	Fitness standard deviation:	41.81711144510396	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78464	Best fitness:	95.8421768707483	Average fitness:	340.45117687074844	Fitness standard deviation:	42.62892776349536	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78480	Best fitness:	95.8421768707483	Average fitness:	333.49417687074833	Fitness standard deviation:	39.53478734337286	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78496	Best fitness:	95.8421768707483	Average fitness:	335.2104625850341	Fitness standard deviation:	41.79021727043549	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78512	Best fitness:	95.8421768707483	Average fitness:	343.2810340136057	Fitness standard deviation:	39.0939977688522	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78528	Best fitness:	95.8421768707483	Average fitness:	336.97731972789137	Fitness standard deviation:	41.21947070232212	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78544	Best fitness:	95.8421768707483	Average fitness:	339.7968911564627	Fitness standard deviation:	40.312806014911914	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78560	Best fitness:	95.8421768707483	Average fitness:	341.29574829931977	Fitness standard deviation:	43.00837203145359	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78576	Best fitness:	95.8421768707483	Average fitness:	339.83474829932004	Fitness standard deviation:	41.70699351525632	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78592	Best fitness:	95.8421768707483	Average fitness:	334.7850340136055	Fitness standard deviation:	43.46196498088875	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78608	Best fitness:	95.8421768707483	Average fitness:	340.6671768707487	Fitness standard deviation:	44.57475344169337	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78624	Best fitness:	95.8421768707483	Average fitness:	338.91631972789133	Fitness standard deviation:	41.6744107946547	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78640	Best fitness:	95.8421768707483	Average fitness:	341.5220340136056	Fitness standard deviation:	45.52522748018345	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78656	Best fitness:	95.8421768707483	Average fitness:	336.7958911564627	Fitness standard deviation:	39.225249319325755	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78672	Best fitness:	95.8421768707483	Average fitness:	339.72974829931974	Fitness standard deviation:	38.60114602057872	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78688	Best fitness:	95.8421768707483	Average fitness:	334.2640340136055	Fitness standard deviation:	42.87159470406235	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78704	Best fitness:	95.8421768707483	Average fitness:	338.03374829931994	Fitness standard deviation:	42.40921201405493	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78720	Best fitness:	95.8421768707483	Average fitness:	336.742462585034	Fitness standard deviation:	40.1256637292679	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78736	Best fitness:	95.8421768707483	Average fitness:	343.0211768707488	Fitness standard deviation:	44.097663826084585	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78752	Best fitness:	95.8421768707483	Average fitness:	340.14903401360573	Fitness standard deviation:	41.448300055242164	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78768	Best fitness:	95.8421768707483	Average fitness:	343.5001768707484	Fitness standard deviation:	36.39776791878024	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78784	Best fitness:	95.8421768707483	Average fitness:	341.5534625850342	Fitness standard deviation:	42.0941209136121	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78800	Best fitness:	95.8421768707483	Average fitness:	337.7646054421772	Fitness standard deviation:	39.3292878744872	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78816	Best fitness:	95.8421768707483	Average fitness:	341.88017687074847	Fitness standard deviation:	38.49888639894905	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78832	Best fitness:	95.8421768707483	Average fitness:	344.2858911564628	Fitness standard deviation:	43.57404469054804	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78848	Best fitness:	95.8421768707483	Average fitness:	341.5638911564627	Fitness standard deviation:	41.69993982670743	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78864	Best fitness:	95.8421768707483	Average fitness:	342.9631768707484	Fitness standard deviation:	41.421886157894264	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78880	Best fitness:	95.8421768707483	Average fitness:	338.2170340136057	Fitness standard deviation:	41.39145239179268	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78896	Best fitness:	95.8421768707483	Average fitness:	342.18703401360574	Fitness standard deviation:	43.39967737207271	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78912	Best fitness:	95.8421768707483	Average fitness:	339.85060544217697	Fitness standard deviation:	39.8080959663909	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78928	Best fitness:	95.8421768707483	Average fitness:	340.2278911564628	Fitness standard deviation:	39.06412718406827	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78944	Best fitness:	95.8421768707483	Average fitness:	338.9658911564629	Fitness standard deviation:	35.72800103617352	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78960	Best fitness:	95.8421768707483	Average fitness:	335.96189115646285	Fitness standard deviation:	40.72951247998363	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78976	Best fitness:	95.8421768707483	Average fitness:	337.06274829931965	Fitness standard deviation:	40.67893584785972	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	78992	Best fitness:	95.8421768707483	Average fitness:	344.44989115646274	Fitness standard deviation:	38.632932098542724	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79008	Best fitness:	95.8421768707483	Average fitness:	337.5463197278914	Fitness standard deviation:	41.46092528747854	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79024	Best fitness:	95.8421768707483	Average fitness:	339.3218911564628	Fitness standard deviation:	37.63760793869528	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79040	Best fitness:	95.8421768707483	Average fitness:	336.6524625850341	Fitness standard deviation:	41.19736587973279	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79056	Best fitness:	95.8421768707483	Average fitness:	341.145462585034	Fitness standard deviation:	41.85672010293582	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79072	Best fitness:	95.8421768707483	Average fitness:	339.7084625850342	Fitness standard deviation:	38.50537516254274	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79088	Best fitness:	95.8421768707483	Average fitness:	336.8790340136056	Fitness standard deviation:	41.86244818547564	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79104	Best fitness:	95.8421768707483	Average fitness:	335.6566054421771	Fitness standard deviation:	36.96969713294986	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79120	Best fitness:	95.8421768707483	Average fitness:	341.46560544217704	Fitness standard deviation:	39.7636515138422	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79136	Best fitness:	95.8421768707483	Average fitness:	340.7458911564626	Fitness standard deviation:	37.939493645023994	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79152	Best fitness:	95.8421768707483	Average fitness:	341.30303401360555	Fitness standard deviation:	40.42451148821992	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79168	Best fitness:	95.8421768707483	Average fitness:	339.83103401360563	Fitness standard deviation:	39.30001347977128	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79184	Best fitness:	95.8421768707483	Average fitness:	337.3871768707483	Fitness standard deviation:	41.54173224430035	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79200	Best fitness:	95.8421768707483	Average fitness:	336.956605442177	Fitness standard deviation:	40.20576803958682	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79216	Best fitness:	95.8421768707483	Average fitness:	337.460605442177	Fitness standard deviation:	40.80161140250244	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79232	Best fitness:	95.8421768707483	Average fitness:	336.2334625850341	Fitness standard deviation:	43.187405306668374	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79248	Best fitness:	95.8421768707483	Average fitness:	340.7334625850342	Fitness standard deviation:	37.821899896968766	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79264	Best fitness:	95.8421768707483	Average fitness:	333.37560544217695	Fitness standard deviation:	43.987080302641374	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79280	Best fitness:	95.8421768707483	Average fitness:	340.1433197278912	Fitness standard deviation:	38.50215820507962	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79296	Best fitness:	95.8421768707483	Average fitness:	336.4411768707485	Fitness standard deviation:	41.90710546907193	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79312	Best fitness:	95.8421768707483	Average fitness:	338.32817687074834	Fitness standard deviation:	38.50650832770787	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79328	Best fitness:	95.8421768707483	Average fitness:	336.9921768707483	Fitness standard deviation:	39.40796166838807	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79344	Best fitness:	95.8421768707483	Average fitness:	336.02460544217683	Fitness standard deviation:	43.463780903512884	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	79360	Best fitness:	95.8421768707483	Average fitness:	339.82460544217713	Fitness standard deviation:	38.6411418343882	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
