Generation:	16	Best fitness:	240.6421768707483	Average fitness:	338.2130340136054	Fitness standard deviation:	39.36162245287214	Best genome:	A9	N5	N3	A11	E3	A10	N7	E5	N6	N12	A8	A14	N9	A6	A12	A15	A17	A7	E4	A13	A16	
Generation:	94064	Best fitness:	95.75646258503401	Average fitness:	316.9924625850341	Fitness standard deviation:	62.888488758163966	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94080	Best fitness:	95.75646258503401	Average fitness:	308.8141768707483	Fitness standard deviation:	59.21684853733672	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94096	Best fitness:	95.75646258503401	Average fitness:	301.5793197278911	Fitness standard deviation:	55.72370967916766	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94112	Best fitness:	95.75646258503401	Average fitness:	303.5227482993198	Fitness standard deviation:	51.19613304593564	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94128	Best fitness:	95.75646258503401	Average fitness:	313.1593197278912	Fitness standard deviation:	55.34570012610718	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94144	Best fitness:	95.75646258503401	Average fitness:	313.34617687074825	Fitness standard deviation:	58.01654985837566	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94160	Best fitness:	95.75646258503401	Average fitness:	316.5890340136055	Fitness standard deviation:	54.639126000719	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94176	Best fitness:	95.75646258503401	Average fitness:	312.0107482993197	Fitness standard deviation:	59.56744851383999	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94192	Best fitness:	95.75646258503401	Average fitness:	309.6381768707483	Fitness standard deviation:	47.21683235319146	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94208	Best fitness:	95.75646258503401	Average fitness:	318.6621768707483	Fitness standard deviation:	57.15376017411993	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94224	Best fitness:	95.75646258503401	Average fitness:	301.47817687074837	Fitness standard deviation:	57.26489249237499	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94240	Best fitness:	95.75646258503401	Average fitness:	300.17360544217695	Fitness standard deviation:	61.21909159331102	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94256	Best fitness:	95.75646258503401	Average fitness:	304.95360544217687	Fitness standard deviation:	54.88960564772956	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94272	Best fitness:	95.75646258503401	Average fitness:	321.7741768707483	Fitness standard deviation:	60.61581039528838	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94288	Best fitness:	95.75646258503401	Average fitness:	321.9307482993197	Fitness standard deviation:	50.8999339240179	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94304	Best fitness:	95.75646258503401	Average fitness:	325.03703401360553	Fitness standard deviation:	54.845784148438824	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94320	Best fitness:	95.75646258503401	Average fitness:	319.5941768707483	Fitness standard deviation:	55.255720602172104	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94336	Best fitness:	95.75646258503401	Average fitness:	314.48103401360544	Fitness standard deviation:	54.9486188970558	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94352	Best fitness:	95.75646258503401	Average fitness:	309.2958911564627	Fitness standard deviation:	54.98724026832526	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94368	Best fitness:	95.75646258503401	Average fitness:	315.9078911564626	Fitness standard deviation:	64.92693268401875	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94384	Best fitness:	95.75646258503401	Average fitness:	308.83131972789107	Fitness standard deviation:	55.29968812400523	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94400	Best fitness:	95.75646258503401	Average fitness:	313.92503401360534	Fitness standard deviation:	51.171148200556004	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94416	Best fitness:	95.75646258503401	Average fitness:	303.8227482993198	Fitness standard deviation:	56.98884056603736	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94432	Best fitness:	95.75646258503401	Average fitness:	318.8993197278911	Fitness standard deviation:	55.27944711616957	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94448	Best fitness:	95.75646258503401	Average fitness:	318.7970340136054	Fitness standard deviation:	54.72824710796249	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94464	Best fitness:	95.75646258503401	Average fitness:	310.00503401360555	Fitness standard deviation:	63.24606620016711	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94480	Best fitness:	95.75646258503401	Average fitness:	306.2913197278911	Fitness standard deviation:	56.289386693828405	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94496	Best fitness:	95.75646258503401	Average fitness:	314.69246258503404	Fitness standard deviation:	52.82665918195595	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94512	Best fitness:	95.75646258503401	Average fitness:	309.10103401360533	Fitness standard deviation:	43.60707353592244	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94528	Best fitness:	95.75646258503401	Average fitness:	315.69589115646255	Fitness standard deviation:	55.416759460123835	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94544	Best fitness:	95.75646258503401	Average fitness:	303.30617687074835	Fitness standard deviation:	61.31307482761182	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94560	Best fitness:	95.75646258503401	Average fitness:	297.6861768707482	Fitness standard deviation:	55.143020639283904	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94576	Best fitness:	95.75646258503401	Average fitness:	308.9170340136055	Fitness standard deviation:	63.18379432889354	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94592	Best fitness:	95.75646258503401	Average fitness:	315.59303401360546	Fitness standard deviation:	59.048899290575875	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94608	Best fitness:	95.75646258503401	Average fitness:	312.20617687074827	Fitness standard deviation:	56.14404995025142	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94624	Best fitness:	95.75646258503401	Average fitness:	307.70960544217684	Fitness standard deviation:	56.93799757344361	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94640	Best fitness:	95.75646258503401	Average fitness:	313.6056054421769	Fitness standard deviation:	60.648862644584135	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94656	Best fitness:	95.75646258503401	Average fitness:	313.0838911564626	Fitness standard deviation:	59.928610103171586	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94672	Best fitness:	95.75646258503401	Average fitness:	305.596462585034	Fitness standard deviation:	56.37118992057223	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94688	Best fitness:	95.75646258503401	Average fitness:	315.7947482993197	Fitness standard deviation:	54.79383418612286	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94704	Best fitness:	95.75646258503401	Average fitness:	306.8296054421769	Fitness standard deviation:	54.66850517698206	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94720	Best fitness:	95.75646258503401	Average fitness:	313.85760544217686	Fitness standard deviation:	65.20280429927685	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94736	Best fitness:	95.75646258503401	Average fitness:	310.1701768707482	Fitness standard deviation:	59.424148252977396	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94752	Best fitness:	95.75646258503401	Average fitness:	316.2993197278912	Fitness standard deviation:	54.84036916173995	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94768	Best fitness:	95.75646258503401	Average fitness:	307.17360544217684	Fitness standard deviation:	55.91407401960072	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94784	Best fitness:	95.75646258503401	Average fitness:	307.61131972789127	Fitness standard deviation:	51.48065579716447	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94800	Best fitness:	95.75646258503401	Average fitness:	299.02046258503395	Fitness standard deviation:	58.847269507512365	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94816	Best fitness:	95.75646258503401	Average fitness:	307.5467482993197	Fitness standard deviation:	62.75633568730698	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94832	Best fitness:	95.75646258503401	Average fitness:	312.73874829931975	Fitness standard deviation:	53.512603402738456	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94848	Best fitness:	95.75646258503401	Average fitness:	306.5113197278912	Fitness standard deviation:	56.783975920202366	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94864	Best fitness:	95.75646258503401	Average fitness:	318.0153197278912	Fitness standard deviation:	50.964973777715855	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94880	Best fitness:	95.75646258503401	Average fitness:	318.62274829931965	Fitness standard deviation:	54.78963210130105	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94896	Best fitness:	95.75646258503401	Average fitness:	310.28046258503406	Fitness standard deviation:	50.65144456227185	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94912	Best fitness:	95.75646258503401	Average fitness:	321.1210340136055	Fitness standard deviation:	52.6341779424118	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94928	Best fitness:	95.75646258503401	Average fitness:	314.9010340136055	Fitness standard deviation:	57.66968726908693	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94944	Best fitness:	95.75646258503401	Average fitness:	311.9513197278912	Fitness standard deviation:	55.52833487104598	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94960	Best fitness:	95.75646258503401	Average fitness:	311.67646258503396	Fitness standard deviation:	47.876119734334424	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94976	Best fitness:	95.75646258503401	Average fitness:	311.62446258503405	Fitness standard deviation:	61.10438012022993	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	94992	Best fitness:	95.75646258503401	Average fitness:	323.84617687074825	Fitness standard deviation:	54.0144455387366	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95008	Best fitness:	95.75646258503401	Average fitness:	315.8381768707483	Fitness standard deviation:	59.497281436093495	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95024	Best fitness:	95.75646258503401	Average fitness:	309.88331972789115	Fitness standard deviation:	54.69546805387675	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95040	Best fitness:	95.75646258503401	Average fitness:	310.2198911564626	Fitness standard deviation:	55.61898054823093	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95056	Best fitness:	95.75646258503401	Average fitness:	300.21074829931973	Fitness standard deviation:	53.37180215531534	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95072	Best fitness:	95.75646258503401	Average fitness:	312.67017687074826	Fitness standard deviation:	59.42429338722867	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95088	Best fitness:	95.75646258503401	Average fitness:	304.4896054421769	Fitness standard deviation:	54.807204236714156	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95104	Best fitness:	95.75646258503401	Average fitness:	313.51017687074835	Fitness standard deviation:	51.16805409309084	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95120	Best fitness:	95.75646258503401	Average fitness:	308.184462585034	Fitness standard deviation:	55.76869299204364	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95136	Best fitness:	95.75646258503401	Average fitness:	308.48903401360536	Fitness standard deviation:	56.07550878985243	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95152	Best fitness:	95.75646258503401	Average fitness:	305.72846258503404	Fitness standard deviation:	64.45207768598942	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95168	Best fitness:	95.75646258503401	Average fitness:	306.0227482993197	Fitness standard deviation:	54.257065053731935	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95184	Best fitness:	95.75646258503401	Average fitness:	304.3924625850339	Fitness standard deviation:	68.97857006701283	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95200	Best fitness:	95.75646258503401	Average fitness:	305.440462585034	Fitness standard deviation:	51.106401503258326	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95216	Best fitness:	95.75646258503401	Average fitness:	306.54503401360546	Fitness standard deviation:	55.43873662311711	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95232	Best fitness:	95.75646258503401	Average fitness:	309.35531972789113	Fitness standard deviation:	52.93848504343393	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95248	Best fitness:	95.75646258503401	Average fitness:	311.0907482993197	Fitness standard deviation:	64.01396588691743	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95264	Best fitness:	95.75646258503401	Average fitness:	318.7050340136055	Fitness standard deviation:	63.29675904912076	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95280	Best fitness:	95.75646258503401	Average fitness:	302.8193197278911	Fitness standard deviation:	52.36041564512845	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95296	Best fitness:	95.75646258503401	Average fitness:	312.44503401360544	Fitness standard deviation:	51.183666798489305	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95312	Best fitness:	95.75646258503401	Average fitness:	305.69360544217676	Fitness standard deviation:	49.07476678185926	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95328	Best fitness:	95.75646258503401	Average fitness:	311.24503401360545	Fitness standard deviation:	57.788651170291494	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95344	Best fitness:	95.75646258503401	Average fitness:	326.66674829931964	Fitness standard deviation:	58.27122004935898	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95360	Best fitness:	95.75646258503401	Average fitness:	313.48160544217683	Fitness standard deviation:	55.52225864075982	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95376	Best fitness:	95.75646258503401	Average fitness:	301.74960544217686	Fitness standard deviation:	53.80376940288834	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95392	Best fitness:	95.75646258503401	Average fitness:	313.12789115646257	Fitness standard deviation:	56.95977356065974	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95408	Best fitness:	95.75646258503401	Average fitness:	312.48731972789113	Fitness standard deviation:	69.2226696594079	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95424	Best fitness:	95.75646258503401	Average fitness:	308.3667482993196	Fitness standard deviation:	45.17107825291104	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95440	Best fitness:	95.75646258503401	Average fitness:	312.6336054421769	Fitness standard deviation:	54.3862453349434	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95456	Best fitness:	95.75646258503401	Average fitness:	304.17874829931975	Fitness standard deviation:	53.88368282491009	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95472	Best fitness:	95.75646258503401	Average fitness:	306.5210340136054	Fitness standard deviation:	51.744673490246754	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95488	Best fitness:	95.75646258503401	Average fitness:	316.8450340136054	Fitness standard deviation:	63.78716018198046	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95504	Best fitness:	95.75646258503401	Average fitness:	303.6398911564627	Fitness standard deviation:	57.81609855324353	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95520	Best fitness:	95.75646258503401	Average fitness:	315.00960544217673	Fitness standard deviation:	53.082200717185714	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95536	Best fitness:	95.75646258503401	Average fitness:	310.536462585034	Fitness standard deviation:	46.45984713619243	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95552	Best fitness:	95.75646258503401	Average fitness:	308.0878911564625	Fitness standard deviation:	56.10304600847062	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95568	Best fitness:	95.75646258503401	Average fitness:	311.00331972789115	Fitness standard deviation:	52.950618738748716	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95584	Best fitness:	95.75646258503401	Average fitness:	312.24274829931966	Fitness standard deviation:	57.20933918049908	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95600	Best fitness:	95.75646258503401	Average fitness:	306.90274829931974	Fitness standard deviation:	56.865175208647734	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95616	Best fitness:	95.75646258503401	Average fitness:	306.9198911564626	Fitness standard deviation:	61.41367182493168	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95632	Best fitness:	95.75646258503401	Average fitness:	319.37131972789126	Fitness standard deviation:	56.39940779541456	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95648	Best fitness:	95.75646258503401	Average fitness:	313.052462585034	Fitness standard deviation:	57.46148161781321	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95664	Best fitness:	95.75646258503401	Average fitness:	317.520462585034	Fitness standard deviation:	61.66147100127289	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95680	Best fitness:	95.75646258503401	Average fitness:	308.9147482993197	Fitness standard deviation:	53.44066240882384	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95696	Best fitness:	95.75646258503401	Average fitness:	307.8564625850341	Fitness standard deviation:	49.972432972018254	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95712	Best fitness:	95.75646258503401	Average fitness:	313.99074829931976	Fitness standard deviation:	65.65808379283497	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95728	Best fitness:	95.75646258503401	Average fitness:	309.15303401360535	Fitness standard deviation:	59.01489667076632	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95744	Best fitness:	95.75646258503401	Average fitness:	315.72503401360547	Fitness standard deviation:	49.5572318081811	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95760	Best fitness:	95.75646258503401	Average fitness:	310.13189115646264	Fitness standard deviation:	49.13404206985671	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95776	Best fitness:	95.75646258503401	Average fitness:	311.26903401360545	Fitness standard deviation:	61.495728183478946	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	95792	Best fitness:	95.75646258503401	Average fitness:	312.5793197278911	Fitness standard deviation:	49.36014057466836	Best genome:	A9	N3	E4	N5	A11	E3	N6	N7	A6	A12	A7	A14	A10	N12	A8	A13	N9	A16	E5	A15	A17	
