Generation:	16	Best fitness:	254.556462585034	Average fitness:	325.09360544217685	Fitness standard deviation:	42.33941724990112	Best genome:	A16	N3	E4	A9	A6	A10	A7	A17	A8	N9	A11	N7	N6	E3	N5	A15	A14	A12	A13	N12	E5	
Generation:	75040	Best fitness:	95.75646258503401	Average fitness:	263.3750340136054	Fitness standard deviation:	68.33744321305824	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75056	Best fitness:	95.75646258503401	Average fitness:	276.3550340136054	Fitness standard deviation:	71.09079189203575	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75072	Best fitness:	95.75646258503401	Average fitness:	250.10646258503394	Fitness standard deviation:	65.84337747369021	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75088	Best fitness:	95.75646258503401	Average fitness:	228.03217687074826	Fitness standard deviation:	71.95137546018314	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75104	Best fitness:	95.75646258503401	Average fitness:	242.05646258503398	Fitness standard deviation:	62.635091227372094	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75120	Best fitness:	95.75646258503401	Average fitness:	253.286462585034	Fitness standard deviation:	53.04137812950895	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75136	Best fitness:	95.75646258503401	Average fitness:	249.61217687074833	Fitness standard deviation:	71.33602832184235	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75152	Best fitness:	95.75646258503401	Average fitness:	244.95931972789117	Fitness standard deviation:	62.15841112407386	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75168	Best fitness:	95.75646258503401	Average fitness:	250.36646258503401	Fitness standard deviation:	60.08538772752779	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75184	Best fitness:	95.75646258503401	Average fitness:	270.7650340136055	Fitness standard deviation:	65.84761821425128	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75200	Best fitness:	95.75646258503401	Average fitness:	244.79217687074825	Fitness standard deviation:	50.172202137707075	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75216	Best fitness:	95.75646258503401	Average fitness:	248.49074829931965	Fitness standard deviation:	50.24501201764272	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75232	Best fitness:	95.75646258503401	Average fitness:	252.51360544217687	Fitness standard deviation:	62.80950565002085	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75248	Best fitness:	95.75646258503401	Average fitness:	268.88503401360543	Fitness standard deviation:	64.44311429153495	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75264	Best fitness:	95.75646258503401	Average fitness:	261.28931972789115	Fitness standard deviation:	65.67821511594485	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75280	Best fitness:	95.75646258503401	Average fitness:	253.9407482993197	Fitness standard deviation:	58.570518790843664	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75296	Best fitness:	95.75646258503401	Average fitness:	256.07646258503405	Fitness standard deviation:	57.28278695762501	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75312	Best fitness:	95.75646258503401	Average fitness:	259.6064625850339	Fitness standard deviation:	64.84337039106983	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75328	Best fitness:	95.75646258503401	Average fitness:	266.72789115646253	Fitness standard deviation:	63.908639510488975	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75344	Best fitness:	95.75646258503401	Average fitness:	250.73931972789114	Fitness standard deviation:	70.48935968336944	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75360	Best fitness:	95.75646258503401	Average fitness:	265.946462585034	Fitness standard deviation:	59.897776371796255	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75376	Best fitness:	95.75646258503401	Average fitness:	269.9921768707483	Fitness standard deviation:	53.605469470408124	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75392	Best fitness:	95.75646258503401	Average fitness:	246.2836054421768	Fitness standard deviation:	58.47060274799882	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75408	Best fitness:	95.75646258503401	Average fitness:	270.7136054421769	Fitness standard deviation:	72.150875084854	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75424	Best fitness:	95.75646258503401	Average fitness:	254.79503401360543	Fitness standard deviation:	84.93136449810638	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75440	Best fitness:	95.75646258503401	Average fitness:	246.83931972789114	Fitness standard deviation:	68.99463208933616	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75456	Best fitness:	95.75646258503401	Average fitness:	265.6993197278911	Fitness standard deviation:	62.09374085253058	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75472	Best fitness:	95.75646258503401	Average fitness:	242.26931972789117	Fitness standard deviation:	66.85528597848719	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75488	Best fitness:	95.75646258503401	Average fitness:	249.07217687074825	Fitness standard deviation:	61.76851815199938	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75504	Best fitness:	95.75646258503401	Average fitness:	242.14931972789117	Fitness standard deviation:	63.59703168211163	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75520	Best fitness:	95.75646258503401	Average fitness:	253.1978911564626	Fitness standard deviation:	52.5956446361662	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75536	Best fitness:	95.75646258503401	Average fitness:	270.40360544217685	Fitness standard deviation:	65.2670765988113	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75552	Best fitness:	95.75646258503401	Average fitness:	264.17360544217684	Fitness standard deviation:	69.21769586173873	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75568	Best fitness:	95.75646258503401	Average fitness:	266.2893197278912	Fitness standard deviation:	55.85664250780652	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75584	Best fitness:	95.75646258503401	Average fitness:	255.26931972789117	Fitness standard deviation:	56.04541269072313	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75600	Best fitness:	95.75646258503401	Average fitness:	259.8778911564625	Fitness standard deviation:	78.07262389622124	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75616	Best fitness:	95.75646258503401	Average fitness:	255.63360544217682	Fitness standard deviation:	55.250942996846824	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75632	Best fitness:	95.75646258503401	Average fitness:	270.1921768707483	Fitness standard deviation:	63.50561271996968	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75648	Best fitness:	95.75646258503401	Average fitness:	272.1550340136054	Fitness standard deviation:	64.8791627031455	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75664	Best fitness:	95.75646258503401	Average fitness:	246.21217687074827	Fitness standard deviation:	57.32236695271074	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75680	Best fitness:	95.75646258503401	Average fitness:	247.70789115646252	Fitness standard deviation:	49.404595423701146	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75696	Best fitness:	95.75646258503401	Average fitness:	251.90360544217683	Fitness standard deviation:	55.437218968295795	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75712	Best fitness:	95.75646258503401	Average fitness:	261.10074829931966	Fitness standard deviation:	76.51952263898384	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75728	Best fitness:	95.75646258503401	Average fitness:	254.76646258503396	Fitness standard deviation:	73.40539004565743	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75744	Best fitness:	95.75646258503401	Average fitness:	237.7778911564626	Fitness standard deviation:	57.48030780810317	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75760	Best fitness:	95.75646258503401	Average fitness:	248.68360544217686	Fitness standard deviation:	66.88395523103384	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75776	Best fitness:	95.75646258503401	Average fitness:	257.54503401360546	Fitness standard deviation:	80.84600094864157	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75792	Best fitness:	95.75646258503401	Average fitness:	266.28931972789115	Fitness standard deviation:	58.01378813942178	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75808	Best fitness:	95.75646258503401	Average fitness:	257.2121768707483	Fitness standard deviation:	60.575689523310345	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75824	Best fitness:	95.75646258503401	Average fitness:	249.96503401360548	Fitness standard deviation:	46.58344025640924	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75840	Best fitness:	95.75646258503401	Average fitness:	251.64931972789114	Fitness standard deviation:	69.89441125361738	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75856	Best fitness:	95.75646258503401	Average fitness:	255.66360544217682	Fitness standard deviation:	62.28447697001695	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75872	Best fitness:	95.75646258503401	Average fitness:	256.5507482993197	Fitness standard deviation:	62.60198575451232	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75888	Best fitness:	95.75646258503401	Average fitness:	248.396462585034	Fitness standard deviation:	62.96725057438954	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75904	Best fitness:	95.75646258503401	Average fitness:	258.426462585034	Fitness standard deviation:	61.452226325888006	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75920	Best fitness:	95.75646258503401	Average fitness:	254.51217687074822	Fitness standard deviation:	59.26350460064795	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75936	Best fitness:	95.75646258503401	Average fitness:	249.48789115646258	Fitness standard deviation:	59.88985222890436	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75952	Best fitness:	95.75646258503401	Average fitness:	266.33789115646255	Fitness standard deviation:	58.93142626850988	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75968	Best fitness:	95.75646258503401	Average fitness:	254.89931972789114	Fitness standard deviation:	65.91201680409782	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	75984	Best fitness:	95.75646258503401	Average fitness:	254.7493197278912	Fitness standard deviation:	72.02757288082141	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76000	Best fitness:	95.75646258503401	Average fitness:	255.9278911564626	Fitness standard deviation:	69.39346672771	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76016	Best fitness:	95.75646258503401	Average fitness:	241.19360544217685	Fitness standard deviation:	55.76219119929685	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76032	Best fitness:	95.75646258503401	Average fitness:	261.866462585034	Fitness standard deviation:	72.75854969047435	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76048	Best fitness:	95.75646258503401	Average fitness:	272.6078911564626	Fitness standard deviation:	59.984107146844174	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76064	Best fitness:	95.75646258503401	Average fitness:	248.64217687074824	Fitness standard deviation:	73.38449427501698	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76080	Best fitness:	95.75646258503401	Average fitness:	263.4550340136054	Fitness standard deviation:	74.17549321627428	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76096	Best fitness:	95.75646258503401	Average fitness:	238.91503401360538	Fitness standard deviation:	43.60891172263593	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76112	Best fitness:	95.75646258503401	Average fitness:	269.61360544217683	Fitness standard deviation:	72.80514727261908	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76128	Best fitness:	95.75646258503401	Average fitness:	267.55931972789114	Fitness standard deviation:	60.052646902530455	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76144	Best fitness:	95.75646258503401	Average fitness:	273.96360544217686	Fitness standard deviation:	67.19335661707478	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76160	Best fitness:	95.75646258503401	Average fitness:	260.746462585034	Fitness standard deviation:	67.57467843287249	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76176	Best fitness:	95.75646258503401	Average fitness:	252.86217687074821	Fitness standard deviation:	60.46469038764252	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76192	Best fitness:	95.75646258503401	Average fitness:	267.4221768707483	Fitness standard deviation:	52.49540629076657	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76208	Best fitness:	95.75646258503401	Average fitness:	261.20789115646255	Fitness standard deviation:	75.46787049831883	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76224	Best fitness:	95.75646258503401	Average fitness:	235.4750340136055	Fitness standard deviation:	59.1200938077464	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76240	Best fitness:	95.75646258503401	Average fitness:	237.136462585034	Fitness standard deviation:	51.67190378548411	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76256	Best fitness:	95.75646258503401	Average fitness:	262.3350340136054	Fitness standard deviation:	67.79232987437382	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76272	Best fitness:	95.75646258503401	Average fitness:	250.1650340136054	Fitness standard deviation:	65.57789143375959	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76288	Best fitness:	95.75646258503401	Average fitness:	254.5536054421769	Fitness standard deviation:	63.17157840649026	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76304	Best fitness:	95.75646258503401	Average fitness:	249.16360544217682	Fitness standard deviation:	54.308989653121486	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76320	Best fitness:	95.75646258503401	Average fitness:	263.49074829931965	Fitness standard deviation:	59.10765004529914	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76336	Best fitness:	95.75646258503401	Average fitness:	260.5121768707483	Fitness standard deviation:	65.87557812936105	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76352	Best fitness:	95.75646258503401	Average fitness:	269.63074829931963	Fitness standard deviation:	56.87690927048749	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76368	Best fitness:	95.75646258503401	Average fitness:	226.40503401360547	Fitness standard deviation:	77.87541599456488	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76384	Best fitness:	95.75646258503401	Average fitness:	249.70789115646258	Fitness standard deviation:	63.78361513103246	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76400	Best fitness:	95.75646258503401	Average fitness:	266.09789115646254	Fitness standard deviation:	54.08625045013846	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76416	Best fitness:	95.75646258503401	Average fitness:	253.17074829931965	Fitness standard deviation:	65.97515580635994	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76432	Best fitness:	95.75646258503401	Average fitness:	257.32503401360543	Fitness standard deviation:	58.54279920515853	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76448	Best fitness:	95.75646258503401	Average fitness:	239.97360544217685	Fitness standard deviation:	73.41137341678588	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76464	Best fitness:	95.75646258503401	Average fitness:	243.66931972789106	Fitness standard deviation:	49.647320642092815	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76480	Best fitness:	95.75646258503401	Average fitness:	225.92360544217686	Fitness standard deviation:	67.46278870002095	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76496	Best fitness:	95.75646258503401	Average fitness:	258.286462585034	Fitness standard deviation:	57.764086346349934	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76512	Best fitness:	95.75646258503401	Average fitness:	261.24217687074827	Fitness standard deviation:	60.606020445874144	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76528	Best fitness:	95.75646258503401	Average fitness:	243.71074829931973	Fitness standard deviation:	59.31323175501812	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76544	Best fitness:	95.75646258503401	Average fitness:	260.9878911564625	Fitness standard deviation:	79.67409785738246	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76560	Best fitness:	95.75646258503401	Average fitness:	255.80074829931974	Fitness standard deviation:	62.53668146433283	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76576	Best fitness:	95.75646258503401	Average fitness:	241.07789115646256	Fitness standard deviation:	74.99779255254852	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76592	Best fitness:	95.75646258503401	Average fitness:	256.906462585034	Fitness standard deviation:	60.81452221505073	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76608	Best fitness:	95.75646258503401	Average fitness:	247.96217687074827	Fitness standard deviation:	65.7957753125502	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76624	Best fitness:	95.75646258503401	Average fitness:	251.58646258503398	Fitness standard deviation:	52.43397907106126	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76640	Best fitness:	95.75646258503401	Average fitness:	255.39931972789117	Fitness standard deviation:	75.73848427318836	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76656	Best fitness:	95.75646258503401	Average fitness:	264.27360544217686	Fitness standard deviation:	63.28922589418925	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76672	Best fitness:	95.75646258503401	Average fitness:	272.95503401360554	Fitness standard deviation:	64.05185684510732	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76688	Best fitness:	95.75646258503401	Average fitness:	251.64360544217683	Fitness standard deviation:	57.41975232568368	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76704	Best fitness:	95.75646258503401	Average fitness:	247.39360544217683	Fitness standard deviation:	56.91493337267757	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76720	Best fitness:	95.75646258503401	Average fitness:	266.2478911564626	Fitness standard deviation:	64.51950541961584	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76736	Best fitness:	95.75646258503401	Average fitness:	242.01360544217687	Fitness standard deviation:	57.73443212729493	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76752	Best fitness:	95.75646258503401	Average fitness:	264.39217687074824	Fitness standard deviation:	77.77965888800681	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	76768	Best fitness:	95.75646258503401	Average fitness:	257.74217687074827	Fitness standard deviation:	69.26400631950602	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
