Generation:	16	Best fitness:	232.8421768707483	Average fitness:	338.63874829931973	Fitness standard deviation:	38.55134509525006	Best genome:	A9	N3	A11	A14	N7	E4	A7	A10	A16	A6	N6	N12	E3	A17	A12	N5	E5	A15	A8	N9	A13	
Generation:	91152	Best fitness:	95.75646258503401	Average fitness:	330.2567482993199	Fitness standard deviation:	53.489840880950354	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91168	Best fitness:	95.75646258503401	Average fitness:	333.88160544217703	Fitness standard deviation:	42.89874452851096	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91184	Best fitness:	95.75646258503401	Average fitness:	331.44074829931975	Fitness standard deviation:	50.0383843480509	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91200	Best fitness:	95.75646258503401	Average fitness:	323.0433197278911	Fitness standard deviation:	50.07868810956923	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91216	Best fitness:	95.75646258503401	Average fitness:	327.3810340136054	Fitness standard deviation:	44.95577709487494	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91232	Best fitness:	95.75646258503401	Average fitness:	327.0127482993198	Fitness standard deviation:	47.936523922745145	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91248	Best fitness:	95.75646258503401	Average fitness:	329.50189115646265	Fitness standard deviation:	51.995216121391444	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91264	Best fitness:	95.75646258503401	Average fitness:	328.4598911564626	Fitness standard deviation:	46.92770693354637	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91280	Best fitness:	95.75646258503401	Average fitness:	332.96274829931974	Fitness standard deviation:	46.6736129761228	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91296	Best fitness:	95.75646258503401	Average fitness:	330.63160544217686	Fitness standard deviation:	52.93046553850106	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91312	Best fitness:	95.75646258503401	Average fitness:	329.4190340136054	Fitness standard deviation:	53.054378987170196	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91328	Best fitness:	95.75646258503401	Average fitness:	323.86674829931974	Fitness standard deviation:	51.24042776032637	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91344	Best fitness:	95.75646258503401	Average fitness:	322.6967482993196	Fitness standard deviation:	48.537492025889286	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91360	Best fitness:	95.75646258503401	Average fitness:	329.8938911564625	Fitness standard deviation:	48.12379167971549	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91376	Best fitness:	95.75646258503401	Average fitness:	326.0544625850341	Fitness standard deviation:	48.53849257348359	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91392	Best fitness:	95.75646258503401	Average fitness:	329.68446258503405	Fitness standard deviation:	47.977236180403345	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91408	Best fitness:	95.75646258503401	Average fitness:	327.8761768707482	Fitness standard deviation:	47.94119317647063	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91424	Best fitness:	95.75646258503401	Average fitness:	329.7593197278913	Fitness standard deviation:	47.474336697819794	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91440	Best fitness:	95.75646258503401	Average fitness:	330.9361768707484	Fitness standard deviation:	49.15148882583231	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91456	Best fitness:	95.75646258503401	Average fitness:	327.19989115646274	Fitness standard deviation:	51.38915830708072	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91472	Best fitness:	95.75646258503401	Average fitness:	322.6370340136054	Fitness standard deviation:	49.013328529605296	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91488	Best fitness:	95.75646258503401	Average fitness:	323.311319727891	Fitness standard deviation:	52.40898305614785	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91504	Best fitness:	95.75646258503401	Average fitness:	339.2778911564626	Fitness standard deviation:	46.248821165340786	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91520	Best fitness:	95.75646258503401	Average fitness:	329.6307482993198	Fitness standard deviation:	51.15255103659076	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91536	Best fitness:	95.75646258503401	Average fitness:	332.8150340136054	Fitness standard deviation:	52.98360075513548	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91552	Best fitness:	95.75646258503401	Average fitness:	328.88074829931975	Fitness standard deviation:	50.273373221836245	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91568	Best fitness:	95.75646258503401	Average fitness:	328.02046258503395	Fitness standard deviation:	47.11892017750276	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91584	Best fitness:	95.75646258503401	Average fitness:	331.2176054421769	Fitness standard deviation:	46.303632690389755	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91600	Best fitness:	95.75646258503401	Average fitness:	331.4127482993198	Fitness standard deviation:	46.212420356260004	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91616	Best fitness:	95.75646258503401	Average fitness:	325.19474829931966	Fitness standard deviation:	50.462572951623855	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91632	Best fitness:	95.75646258503401	Average fitness:	320.14874829931955	Fitness standard deviation:	43.45082660118827	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91648	Best fitness:	95.75646258503401	Average fitness:	331.4998911564625	Fitness standard deviation:	49.10802901725119	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91664	Best fitness:	95.75646258503401	Average fitness:	329.44731972789117	Fitness standard deviation:	46.58448044627074	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91680	Best fitness:	95.75646258503401	Average fitness:	331.7956054421769	Fitness standard deviation:	43.961963458221945	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91696	Best fitness:	95.75646258503401	Average fitness:	333.7850340136054	Fitness standard deviation:	51.24243012287727	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91712	Best fitness:	95.75646258503401	Average fitness:	333.4198911564627	Fitness standard deviation:	52.81914102339207	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91728	Best fitness:	95.75646258503401	Average fitness:	329.20103401360547	Fitness standard deviation:	51.50807304586301	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91744	Best fitness:	95.75646258503401	Average fitness:	319.8776054421769	Fitness standard deviation:	50.28875106414791	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91760	Best fitness:	95.75646258503401	Average fitness:	325.2287482993197	Fitness standard deviation:	48.765154246173175	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91776	Best fitness:	95.75646258503401	Average fitness:	321.13703401360533	Fitness standard deviation:	48.74966036595454	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91792	Best fitness:	95.75646258503401	Average fitness:	332.1438911564626	Fitness standard deviation:	45.99279292609721	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91808	Best fitness:	95.75646258503401	Average fitness:	327.8564625850338	Fitness standard deviation:	53.915502976643836	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91824	Best fitness:	95.75646258503401	Average fitness:	320.4547482993197	Fitness standard deviation:	52.580388261349746	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91840	Best fitness:	95.75646258503401	Average fitness:	324.7467482993197	Fitness standard deviation:	49.65336204906482	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91856	Best fitness:	95.75646258503401	Average fitness:	328.6058911564625	Fitness standard deviation:	42.55878045187645	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91872	Best fitness:	95.75646258503401	Average fitness:	329.72389115646257	Fitness standard deviation:	44.73161982950572	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91888	Best fitness:	95.75646258503401	Average fitness:	332.4598911564626	Fitness standard deviation:	46.409022131301946	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91904	Best fitness:	95.75646258503401	Average fitness:	332.59389115646246	Fitness standard deviation:	47.85854713419452	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91920	Best fitness:	95.75646258503401	Average fitness:	331.54874829931987	Fitness standard deviation:	53.52456111478742	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91936	Best fitness:	95.75646258503401	Average fitness:	330.35046258503405	Fitness standard deviation:	48.718368541934524	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91952	Best fitness:	95.75646258503401	Average fitness:	333.16731972789114	Fitness standard deviation:	43.37670846461831	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91968	Best fitness:	95.75646258503401	Average fitness:	325.68931972789125	Fitness standard deviation:	49.842048206185865	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	91984	Best fitness:	95.75646258503401	Average fitness:	324.53246258503395	Fitness standard deviation:	49.55429703479048	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92000	Best fitness:	95.75646258503401	Average fitness:	327.98731972789113	Fitness standard deviation:	49.11858930368087	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92016	Best fitness:	95.75646258503401	Average fitness:	330.5147482993197	Fitness standard deviation:	42.783008914230216	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92032	Best fitness:	95.75646258503401	Average fitness:	329.6170340136055	Fitness standard deviation:	50.00900478587301	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92048	Best fitness:	95.75646258503401	Average fitness:	331.2196054421769	Fitness standard deviation:	47.04081741185531	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92064	Best fitness:	95.75646258503401	Average fitness:	327.3521768707484	Fitness standard deviation:	46.6953125952418	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92080	Best fitness:	95.75646258503401	Average fitness:	326.87560544217695	Fitness standard deviation:	50.23578447396126	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92096	Best fitness:	95.75646258503401	Average fitness:	320.2710340136053	Fitness standard deviation:	47.078053727565155	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92112	Best fitness:	95.75646258503401	Average fitness:	328.33360544217686	Fitness standard deviation:	51.79393849965575	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92128	Best fitness:	95.75646258503401	Average fitness:	328.56589115646267	Fitness standard deviation:	48.879838346871885	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92144	Best fitness:	95.75646258503401	Average fitness:	324.20617687074844	Fitness standard deviation:	46.68600360462896	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92160	Best fitness:	95.75646258503401	Average fitness:	329.34246258503407	Fitness standard deviation:	52.71869644652083	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92176	Best fitness:	95.75646258503401	Average fitness:	328.634462585034	Fitness standard deviation:	51.53465643583145	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92192	Best fitness:	95.75646258503401	Average fitness:	328.29017687074816	Fitness standard deviation:	51.90492766980956	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92208	Best fitness:	95.75646258503401	Average fitness:	328.28046258503423	Fitness standard deviation:	46.499880925017614	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92224	Best fitness:	95.75646258503401	Average fitness:	329.3827482993197	Fitness standard deviation:	46.40467493690695	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92240	Best fitness:	95.75646258503401	Average fitness:	333.69131972789125	Fitness standard deviation:	47.234300591059146	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92256	Best fitness:	95.75646258503401	Average fitness:	333.20989115646256	Fitness standard deviation:	49.19480404867729	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92272	Best fitness:	95.75646258503401	Average fitness:	332.8073197278911	Fitness standard deviation:	47.316254544958085	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92288	Best fitness:	95.75646258503401	Average fitness:	326.3527482993197	Fitness standard deviation:	47.316079789139806	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92304	Best fitness:	95.75646258503401	Average fitness:	331.2013197278911	Fitness standard deviation:	52.910056025797786	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92320	Best fitness:	95.75646258503401	Average fitness:	332.2927482993197	Fitness standard deviation:	47.53363421101023	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92336	Best fitness:	95.75646258503401	Average fitness:	334.2421768707483	Fitness standard deviation:	51.34125683172574	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92352	Best fitness:	95.75646258503401	Average fitness:	328.45731972789116	Fitness standard deviation:	44.72836664733886	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92368	Best fitness:	95.75646258503401	Average fitness:	332.2890340136055	Fitness standard deviation:	47.394993366862046	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92384	Best fitness:	95.75646258503401	Average fitness:	328.5127482993198	Fitness standard deviation:	47.92424046090978	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92400	Best fitness:	95.75646258503401	Average fitness:	322.4687482993197	Fitness standard deviation:	47.07472691760778	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92416	Best fitness:	95.75646258503401	Average fitness:	326.9027482993197	Fitness standard deviation:	52.0630698021591	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92432	Best fitness:	95.75646258503401	Average fitness:	326.636462585034	Fitness standard deviation:	49.703581442017494	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92448	Best fitness:	95.75646258503401	Average fitness:	332.0421768707483	Fitness standard deviation:	52.781399630350606	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92464	Best fitness:	95.75646258503401	Average fitness:	330.3727482993199	Fitness standard deviation:	45.863951297866414	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92480	Best fitness:	95.75646258503401	Average fitness:	328.55760544217696	Fitness standard deviation:	50.877589135540795	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92496	Best fitness:	95.75646258503401	Average fitness:	332.6578911564625	Fitness standard deviation:	46.741971765104175	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92512	Best fitness:	95.75646258503401	Average fitness:	329.5750340136053	Fitness standard deviation:	46.10398687882045	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92528	Best fitness:	95.75646258503401	Average fitness:	324.6118911564625	Fitness standard deviation:	44.123486238935726	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92544	Best fitness:	95.75646258503401	Average fitness:	327.02931972789105	Fitness standard deviation:	48.581614961267995	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92560	Best fitness:	95.75646258503401	Average fitness:	328.54789115646264	Fitness standard deviation:	54.092760615635136	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92576	Best fitness:	95.75646258503401	Average fitness:	335.9036054421768	Fitness standard deviation:	43.8504751329761	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92592	Best fitness:	95.75646258503401	Average fitness:	321.3587482993197	Fitness standard deviation:	49.73186399901302	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92608	Best fitness:	95.75646258503401	Average fitness:	333.92846258503414	Fitness standard deviation:	51.38645163774559	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92624	Best fitness:	95.75646258503401	Average fitness:	324.82217687074825	Fitness standard deviation:	48.8636053370053	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92640	Best fitness:	95.75646258503401	Average fitness:	326.37417687074833	Fitness standard deviation:	48.746634383874145	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92656	Best fitness:	95.75646258503401	Average fitness:	328.7247482993197	Fitness standard deviation:	47.25246995293539	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92672	Best fitness:	95.75646258503401	Average fitness:	334.8750340136055	Fitness standard deviation:	42.81730193389069	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92688	Best fitness:	95.75646258503401	Average fitness:	325.6596054421769	Fitness standard deviation:	45.37532349151005	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92704	Best fitness:	95.75646258503401	Average fitness:	325.93331972789133	Fitness standard deviation:	48.82628678012176	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92720	Best fitness:	95.75646258503401	Average fitness:	325.0281768707482	Fitness standard deviation:	48.7511958191378	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92736	Best fitness:	95.75646258503401	Average fitness:	325.3878911564626	Fitness standard deviation:	46.94264698674808	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92752	Best fitness:	95.75646258503401	Average fitness:	336.24589115646273	Fitness standard deviation:	44.63725938024861	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92768	Best fitness:	95.75646258503401	Average fitness:	325.2550340136055	Fitness standard deviation:	53.25135412669365	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92784	Best fitness:	95.75646258503401	Average fitness:	336.3670340136055	Fitness standard deviation:	45.62973460454962	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92800	Best fitness:	95.75646258503401	Average fitness:	320.05389115646256	Fitness standard deviation:	44.21770170879716	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92816	Best fitness:	95.75646258503401	Average fitness:	324.8358911564625	Fitness standard deviation:	44.395658839070094	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92832	Best fitness:	95.75646258503401	Average fitness:	322.7701768707483	Fitness standard deviation:	49.81038453813357	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92848	Best fitness:	95.75646258503401	Average fitness:	326.9118911564627	Fitness standard deviation:	51.221717224518855	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92864	Best fitness:	95.75646258503401	Average fitness:	328.6081768707483	Fitness standard deviation:	51.13287798810996	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	92880	Best fitness:	95.75646258503401	Average fitness:	327.5610340136055	Fitness standard deviation:	47.97391412262395	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
