Generation:	16	Best fitness:	246.35646258503402	Average fitness:	295.85931972789115	Fitness standard deviation:	28.954382700223817	Best genome:	A7	A16	N9	A9	N5	A11	N7	A6	N12	A14	A12	E4	E5	A10	N6	A15	A17	N3	A13	E3	A8	
Generation:	90512	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90528	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90544	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90560	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90576	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90592	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90608	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90624	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90640	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90656	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90672	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90688	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90704	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90720	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90736	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90752	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90768	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90784	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90800	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90816	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90832	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90848	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90864	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90880	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90896	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90912	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90928	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90944	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90960	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90976	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	90992	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91008	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91024	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91040	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91056	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91072	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91088	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91104	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91120	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91136	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91152	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91168	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91184	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91200	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91216	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91232	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91248	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91264	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91280	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91296	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91312	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91328	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91344	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91360	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91376	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91392	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91408	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91424	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91440	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91456	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91472	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91488	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91504	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91520	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91536	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91552	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91568	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91584	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91600	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91616	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91632	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91648	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91664	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91680	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91696	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91712	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91728	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91744	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91760	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91776	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91792	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91808	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91824	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91840	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91856	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91872	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91888	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91904	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91920	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91936	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91952	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91968	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	91984	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92000	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92016	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92032	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92048	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92064	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92080	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92096	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92112	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92128	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92144	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92160	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92176	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92192	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92208	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92224	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92240	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92256	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92272	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	92288	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
