Generation:	16	Best fitness:	231.29931972789115	Average fitness:	336.3650340136054	Fitness standard deviation:	34.31754629447551	Best genome:	N9	A16	A9	N5	E3	A15	A14	E4	A7	A11	N12	N6	A8	E5	A13	N7	A6	A12	N3	A10	A17	
Generation:	80816	Best fitness:	105.87074829931973	Average fitness:	311.6821768707482	Fitness standard deviation:	47.848373439609496	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80832	Best fitness:	105.87074829931973	Average fitness:	315.7073197278912	Fitness standard deviation:	45.199130220997546	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80848	Best fitness:	105.87074829931973	Average fitness:	310.04960544217687	Fitness standard deviation:	53.59077161190333	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80864	Best fitness:	105.87074829931973	Average fitness:	308.1216054421768	Fitness standard deviation:	55.107907885440575	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80880	Best fitness:	105.87074829931973	Average fitness:	318.0358911564626	Fitness standard deviation:	54.46393460570668	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80896	Best fitness:	105.87074829931973	Average fitness:	318.1781768707482	Fitness standard deviation:	47.316551553751	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80912	Best fitness:	105.87074829931973	Average fitness:	311.57989115646257	Fitness standard deviation:	49.73285849785177	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80928	Best fitness:	105.87074829931973	Average fitness:	312.7690340136054	Fitness standard deviation:	56.77396792365246	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80944	Best fitness:	105.87074829931973	Average fitness:	316.25131972789114	Fitness standard deviation:	47.158477910733545	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80960	Best fitness:	105.87074829931973	Average fitness:	320.74160544217693	Fitness standard deviation:	55.89555456457725	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80976	Best fitness:	105.87074829931973	Average fitness:	318.9347482993198	Fitness standard deviation:	48.60131569899595	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	80992	Best fitness:	105.87074829931973	Average fitness:	309.54103401360544	Fitness standard deviation:	52.72942352061444	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81008	Best fitness:	105.87074829931973	Average fitness:	324.61589115646257	Fitness standard deviation:	48.50296783345387	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81024	Best fitness:	105.87074829931973	Average fitness:	317.24903401360547	Fitness standard deviation:	53.445330774081846	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81040	Best fitness:	105.87074829931973	Average fitness:	328.04046258503405	Fitness standard deviation:	54.45933421164374	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81056	Best fitness:	105.87074829931973	Average fitness:	315.9707482993197	Fitness standard deviation:	61.83903958121059	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81072	Best fitness:	105.87074829931973	Average fitness:	315.5307482993197	Fitness standard deviation:	51.80979255007332	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81088	Best fitness:	105.87074829931973	Average fitness:	309.9953197278912	Fitness standard deviation:	51.55197631081684	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81104	Best fitness:	105.87074829931973	Average fitness:	309.2376054421769	Fitness standard deviation:	53.42503620389747	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81120	Best fitness:	105.87074829931973	Average fitness:	313.4787482993198	Fitness standard deviation:	55.040723191736745	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81136	Best fitness:	105.87074829931973	Average fitness:	313.07589115646255	Fitness standard deviation:	45.85292715468731	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81152	Best fitness:	105.87074829931973	Average fitness:	314.65074829931973	Fitness standard deviation:	50.58899622225677	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81168	Best fitness:	105.87074829931973	Average fitness:	304.7158911564626	Fitness standard deviation:	71.85165581776876	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81184	Best fitness:	105.87074829931973	Average fitness:	308.7273197278912	Fitness standard deviation:	54.385628200614825	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81200	Best fitness:	105.87074829931973	Average fitness:	315.31189115646254	Fitness standard deviation:	55.70730627638918	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81216	Best fitness:	105.87074829931973	Average fitness:	316.1038911564626	Fitness standard deviation:	62.893922579764315	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81232	Best fitness:	105.87074829931973	Average fitness:	310.8238911564626	Fitness standard deviation:	61.57448948573241	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81248	Best fitness:	105.87074829931973	Average fitness:	313.08731972789116	Fitness standard deviation:	55.52451522250219	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81264	Best fitness:	105.87074829931973	Average fitness:	330.05474829931967	Fitness standard deviation:	51.32035253986791	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81280	Best fitness:	105.87074829931973	Average fitness:	310.8416054421769	Fitness standard deviation:	49.17301117732062	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81296	Best fitness:	105.87074829931973	Average fitness:	323.4941768707484	Fitness standard deviation:	55.98443564755753	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81312	Best fitness:	105.87074829931973	Average fitness:	312.5478911564626	Fitness standard deviation:	57.46367320991158	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81328	Best fitness:	105.87074829931973	Average fitness:	323.59417687074824	Fitness standard deviation:	59.174223136050564	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81344	Best fitness:	105.87074829931973	Average fitness:	313.0198911564625	Fitness standard deviation:	52.951399292373836	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81360	Best fitness:	105.87074829931973	Average fitness:	309.32274829931976	Fitness standard deviation:	54.185784622755754	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81376	Best fitness:	105.87074829931973	Average fitness:	314.8701768707482	Fitness standard deviation:	50.29935804840487	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81392	Best fitness:	105.87074829931973	Average fitness:	320.0073197278912	Fitness standard deviation:	52.53377293956057	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81408	Best fitness:	105.87074829931973	Average fitness:	317.2176054421768	Fitness standard deviation:	53.7714789767488	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81424	Best fitness:	105.87074829931973	Average fitness:	327.61703401360546	Fitness standard deviation:	59.38472740923703	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81440	Best fitness:	105.87074829931973	Average fitness:	322.8256054421769	Fitness standard deviation:	55.46659582053299	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81456	Best fitness:	105.87074829931973	Average fitness:	318.2816054421769	Fitness standard deviation:	56.931287159457874	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81472	Best fitness:	105.87074829931973	Average fitness:	326.07989115646257	Fitness standard deviation:	58.118376717924	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81488	Best fitness:	105.87074829931973	Average fitness:	321.81074829931976	Fitness standard deviation:	47.133054998264086	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81504	Best fitness:	105.87074829931973	Average fitness:	312.5398911564626	Fitness standard deviation:	54.95919230906971	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81520	Best fitness:	105.87074829931973	Average fitness:	311.46731972789104	Fitness standard deviation:	45.172779464755415	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81536	Best fitness:	105.87074829931973	Average fitness:	327.4907482993198	Fitness standard deviation:	54.216659311864426	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81552	Best fitness:	105.87074829931973	Average fitness:	325.9570340136055	Fitness standard deviation:	58.450735995785195	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81568	Best fitness:	105.87074829931973	Average fitness:	323.9896054421769	Fitness standard deviation:	51.33248591013575	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81584	Best fitness:	105.87074829931973	Average fitness:	310.75589115646255	Fitness standard deviation:	51.35952682406486	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81600	Best fitness:	105.87074829931973	Average fitness:	315.2296054421769	Fitness standard deviation:	52.38803950116391	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81616	Best fitness:	105.87074829931973	Average fitness:	322.53760544217704	Fitness standard deviation:	52.66022984827799	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81632	Best fitness:	105.87074829931973	Average fitness:	323.07589115646266	Fitness standard deviation:	48.57807574347481	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81648	Best fitness:	105.87074829931973	Average fitness:	317.25760544217695	Fitness standard deviation:	53.84357486084963	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81664	Best fitness:	105.87074829931973	Average fitness:	317.6473197278912	Fitness standard deviation:	53.04444518880138	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81680	Best fitness:	105.87074829931973	Average fitness:	312.56960544217696	Fitness standard deviation:	56.94647661351734	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81696	Best fitness:	105.87074829931973	Average fitness:	325.460462585034	Fitness standard deviation:	56.35635241451834	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81712	Best fitness:	105.87074829931973	Average fitness:	318.263319727891	Fitness standard deviation:	57.29998448836916	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81728	Best fitness:	105.87074829931973	Average fitness:	316.93474829931966	Fitness standard deviation:	57.581148717904796	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81744	Best fitness:	105.87074829931973	Average fitness:	323.5604625850341	Fitness standard deviation:	51.394362594052865	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81760	Best fitness:	105.87074829931973	Average fitness:	310.2964625850341	Fitness standard deviation:	62.08884437576824	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81776	Best fitness:	105.87074829931973	Average fitness:	319.97703401360553	Fitness standard deviation:	50.38481664395433	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81792	Best fitness:	105.87074829931973	Average fitness:	308.3638911564625	Fitness standard deviation:	48.05399099907079	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81808	Best fitness:	105.87074829931973	Average fitness:	322.63246258503403	Fitness standard deviation:	52.78345616202262	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81824	Best fitness:	105.87074829931973	Average fitness:	329.50960544217685	Fitness standard deviation:	57.24779842768041	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81840	Best fitness:	105.87074829931973	Average fitness:	317.9387482993197	Fitness standard deviation:	61.86347256034444	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81856	Best fitness:	105.87074829931973	Average fitness:	311.22103401360545	Fitness standard deviation:	52.60410189950077	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81872	Best fitness:	105.87074829931973	Average fitness:	309.61074829931965	Fitness standard deviation:	63.6036410843253	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81888	Best fitness:	105.87074829931973	Average fitness:	314.96046258503407	Fitness standard deviation:	60.681310846427955	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81904	Best fitness:	105.87074829931973	Average fitness:	309.8347482993197	Fitness standard deviation:	56.42086799063203	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81920	Best fitness:	105.87074829931973	Average fitness:	316.54503401360535	Fitness standard deviation:	53.37245303391201	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81936	Best fitness:	105.87074829931973	Average fitness:	319.81531972789105	Fitness standard deviation:	51.79885221642248	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81952	Best fitness:	105.87074829931973	Average fitness:	303.5370340136054	Fitness standard deviation:	53.06641612630154	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81968	Best fitness:	105.87074829931973	Average fitness:	325.2878911564626	Fitness standard deviation:	51.51153054988598	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	81984	Best fitness:	105.87074829931973	Average fitness:	323.85303401360545	Fitness standard deviation:	54.4485113501269	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82000	Best fitness:	105.87074829931973	Average fitness:	307.5724625850339	Fitness standard deviation:	60.36684078572424	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82016	Best fitness:	105.87074829931973	Average fitness:	320.48103401360544	Fitness standard deviation:	53.70624674190183	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82032	Best fitness:	105.87074829931973	Average fitness:	318.09931972789116	Fitness standard deviation:	56.04693572428052	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82048	Best fitness:	105.87074829931973	Average fitness:	313.3010340136055	Fitness standard deviation:	63.36273273069938	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82064	Best fitness:	105.87074829931973	Average fitness:	314.82846258503395	Fitness standard deviation:	59.3953487466375	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82080	Best fitness:	105.87074829931973	Average fitness:	325.6461768707483	Fitness standard deviation:	45.6163780147402	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82096	Best fitness:	105.87074829931973	Average fitness:	321.61703401360546	Fitness standard deviation:	52.104798522412736	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82112	Best fitness:	105.87074829931973	Average fitness:	302.776462585034	Fitness standard deviation:	56.07359282447397	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82128	Best fitness:	105.87074829931973	Average fitness:	313.89074829931974	Fitness standard deviation:	52.97854729481913	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82144	Best fitness:	105.87074829931973	Average fitness:	324.1318911564626	Fitness standard deviation:	50.709601396539476	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82160	Best fitness:	105.87074829931973	Average fitness:	326.1244625850341	Fitness standard deviation:	53.06440957699521	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82176	Best fitness:	105.87074829931973	Average fitness:	318.7336054421769	Fitness standard deviation:	53.45514327786563	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82192	Best fitness:	105.87074829931973	Average fitness:	313.21417687074836	Fitness standard deviation:	45.51507146304083	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82208	Best fitness:	105.87074829931973	Average fitness:	328.168462585034	Fitness standard deviation:	61.368657583093835	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82224	Best fitness:	105.87074829931973	Average fitness:	317.86103401360555	Fitness standard deviation:	58.307936270830794	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82240	Best fitness:	105.87074829931973	Average fitness:	310.46103401360534	Fitness standard deviation:	50.48368840951077	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82256	Best fitness:	105.87074829931973	Average fitness:	320.97360544217696	Fitness standard deviation:	55.99538144219702	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82272	Best fitness:	105.87074829931973	Average fitness:	318.30503401360545	Fitness standard deviation:	64.61998907269407	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82288	Best fitness:	105.87074829931973	Average fitness:	317.9678911564626	Fitness standard deviation:	56.61596284599947	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82304	Best fitness:	105.87074829931973	Average fitness:	319.316462585034	Fitness standard deviation:	58.33001565686926	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82320	Best fitness:	105.87074829931973	Average fitness:	318.2576054421769	Fitness standard deviation:	59.062739443160034	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82336	Best fitness:	105.87074829931973	Average fitness:	322.89989115646256	Fitness standard deviation:	62.35226261118912	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82352	Best fitness:	105.87074829931973	Average fitness:	313.3570340136055	Fitness standard deviation:	53.18696648385864	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82368	Best fitness:	105.87074829931973	Average fitness:	315.22960544217693	Fitness standard deviation:	60.419906210196814	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82384	Best fitness:	105.87074829931973	Average fitness:	321.67131972789116	Fitness standard deviation:	66.83394456870134	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82400	Best fitness:	105.87074829931973	Average fitness:	319.4930340136055	Fitness standard deviation:	51.25275735021483	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82416	Best fitness:	105.87074829931973	Average fitness:	306.6347482993197	Fitness standard deviation:	57.35547097652303	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82432	Best fitness:	105.87074829931973	Average fitness:	309.6084625850339	Fitness standard deviation:	63.57953173139665	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82448	Best fitness:	105.87074829931973	Average fitness:	323.4290340136055	Fitness standard deviation:	57.606239517494444	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82464	Best fitness:	105.87074829931973	Average fitness:	322.2696054421769	Fitness standard deviation:	51.713749629423454	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82480	Best fitness:	105.87074829931973	Average fitness:	325.33246258503414	Fitness standard deviation:	47.88524458003525	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82496	Best fitness:	105.87074829931973	Average fitness:	307.13074829931975	Fitness standard deviation:	60.681255216861466	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82512	Best fitness:	105.87074829931973	Average fitness:	317.77017687074823	Fitness standard deviation:	57.57116915645206	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82528	Best fitness:	105.87074829931973	Average fitness:	305.8113197278911	Fitness standard deviation:	58.93841679556168	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	82544	Best fitness:	105.87074829931973	Average fitness:	323.79474829931974	Fitness standard deviation:	51.6209967121037	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
