Generation:	16	Best fitness:	229.52789115646257	Average fitness:	339.0758911564626	Fitness standard deviation:	37.00448012148292	Best genome:	A13	A15	A16	E4	N5	A11	E3	N3	N9	A9	A7	A14	A17	A12	A10	A8	N6	N7	E5	N12	A6	
Generation:	76560	Best fitness:	95.75646258503401	Average fitness:	333.80960544217675	Fitness standard deviation:	49.671421425694874	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76576	Best fitness:	95.75646258503401	Average fitness:	326.49989115646264	Fitness standard deviation:	48.60481138189292	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76592	Best fitness:	95.75646258503401	Average fitness:	321.8141768707481	Fitness standard deviation:	47.66112179004724	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76608	Best fitness:	95.75646258503401	Average fitness:	330.796462585034	Fitness standard deviation:	47.39101490659966	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76624	Best fitness:	95.75646258503401	Average fitness:	328.6516054421768	Fitness standard deviation:	52.81499896036801	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76640	Best fitness:	95.75646258503401	Average fitness:	331.2298911564627	Fitness standard deviation:	50.84401118667783	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76656	Best fitness:	95.75646258503401	Average fitness:	329.9030340136055	Fitness standard deviation:	47.188057405600894	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76672	Best fitness:	95.75646258503401	Average fitness:	334.16017687074816	Fitness standard deviation:	43.51821287128188	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76688	Best fitness:	95.75646258503401	Average fitness:	332.7027482993198	Fitness standard deviation:	54.6505277574084	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76704	Best fitness:	95.75646258503401	Average fitness:	329.03931972789127	Fitness standard deviation:	46.06740004535503	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76720	Best fitness:	95.75646258503401	Average fitness:	330.51960544217684	Fitness standard deviation:	48.50756377712487	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76736	Best fitness:	95.75646258503401	Average fitness:	327.67817687074825	Fitness standard deviation:	52.40734729919818	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76752	Best fitness:	95.75646258503401	Average fitness:	330.4878911564625	Fitness standard deviation:	46.521106905952934	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76768	Best fitness:	95.75646258503401	Average fitness:	334.5036054421769	Fitness standard deviation:	54.744116504303314	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76784	Best fitness:	95.75646258503401	Average fitness:	333.1664625850341	Fitness standard deviation:	53.12197076117396	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76800	Best fitness:	95.75646258503401	Average fitness:	333.2361768707483	Fitness standard deviation:	50.38207411938722	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76816	Best fitness:	95.75646258503401	Average fitness:	325.59731972789126	Fitness standard deviation:	45.253854363750165	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76832	Best fitness:	95.75646258503401	Average fitness:	334.1184625850341	Fitness standard deviation:	53.18781110252189	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76848	Best fitness:	95.75646258503401	Average fitness:	326.05674829931974	Fitness standard deviation:	50.745432607581655	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76864	Best fitness:	95.75646258503401	Average fitness:	329.5604625850338	Fitness standard deviation:	51.7440236549111	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76880	Best fitness:	95.75646258503401	Average fitness:	334.2038911564627	Fitness standard deviation:	50.976647750089796	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76896	Best fitness:	95.75646258503401	Average fitness:	330.8221768707483	Fitness standard deviation:	47.200464802277324	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76912	Best fitness:	95.75646258503401	Average fitness:	326.52389115646247	Fitness standard deviation:	42.640262475739995	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76928	Best fitness:	95.75646258503401	Average fitness:	334.78789115646265	Fitness standard deviation:	49.256636971217254	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76944	Best fitness:	95.75646258503401	Average fitness:	327.61931972789114	Fitness standard deviation:	51.10985878777325	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76960	Best fitness:	95.75646258503401	Average fitness:	328.20617687074815	Fitness standard deviation:	49.128681280980494	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76976	Best fitness:	95.75646258503401	Average fitness:	326.1258911564626	Fitness standard deviation:	52.962546066025936	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	76992	Best fitness:	95.75646258503401	Average fitness:	335.38960544217684	Fitness standard deviation:	41.86255386185528	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77008	Best fitness:	95.75646258503401	Average fitness:	326.7338911564626	Fitness standard deviation:	48.33426541264066	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77024	Best fitness:	95.75646258503401	Average fitness:	328.20646258503405	Fitness standard deviation:	48.5508151847324	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77040	Best fitness:	95.75646258503401	Average fitness:	327.5950340136054	Fitness standard deviation:	52.77789215192287	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77056	Best fitness:	95.75646258503401	Average fitness:	326.25331972789127	Fitness standard deviation:	49.49503853016018	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77072	Best fitness:	95.75646258503401	Average fitness:	330.2276054421769	Fitness standard deviation:	43.709386746033005	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77088	Best fitness:	95.75646258503401	Average fitness:	327.7370340136056	Fitness standard deviation:	50.74018813444002	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77104	Best fitness:	95.75646258503401	Average fitness:	334.701319727891	Fitness standard deviation:	42.093832842198374	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77120	Best fitness:	95.75646258503401	Average fitness:	335.98731972789113	Fitness standard deviation:	52.28163694952989	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77136	Best fitness:	95.75646258503401	Average fitness:	327.14217687074836	Fitness standard deviation:	44.38075212503359	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77152	Best fitness:	95.75646258503401	Average fitness:	333.29274829931967	Fitness standard deviation:	57.48207967138053	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77168	Best fitness:	95.75646258503401	Average fitness:	315.6796054421769	Fitness standard deviation:	49.69514930461688	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77184	Best fitness:	95.75646258503401	Average fitness:	327.45103401360547	Fitness standard deviation:	53.64311754854048	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77200	Best fitness:	95.75646258503401	Average fitness:	328.2458911564625	Fitness standard deviation:	49.199411586824866	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77216	Best fitness:	95.75646258503401	Average fitness:	332.5916054421768	Fitness standard deviation:	47.54162015131842	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77232	Best fitness:	95.75646258503401	Average fitness:	331.8876054421769	Fitness standard deviation:	50.50568480348909	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77248	Best fitness:	95.75646258503401	Average fitness:	320.769319727891	Fitness standard deviation:	54.21756841181459	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77264	Best fitness:	95.75646258503401	Average fitness:	326.95817687074833	Fitness standard deviation:	52.539326661471556	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77280	Best fitness:	95.75646258503401	Average fitness:	336.9181768707482	Fitness standard deviation:	45.244051898158574	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77296	Best fitness:	95.75646258503401	Average fitness:	325.00131972789114	Fitness standard deviation:	50.075763375435955	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77312	Best fitness:	95.75646258503401	Average fitness:	325.49646258503395	Fitness standard deviation:	49.10478051460729	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77328	Best fitness:	95.75646258503401	Average fitness:	330.154462585034	Fitness standard deviation:	49.10747202050721	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77344	Best fitness:	95.75646258503401	Average fitness:	329.40817687074843	Fitness standard deviation:	47.25241342632401	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77360	Best fitness:	95.75646258503401	Average fitness:	324.7681768707482	Fitness standard deviation:	51.03990517152601	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77376	Best fitness:	95.75646258503401	Average fitness:	326.8504625850341	Fitness standard deviation:	42.41545738553918	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77392	Best fitness:	95.75646258503401	Average fitness:	328.7818911564627	Fitness standard deviation:	46.20108221985404	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77408	Best fitness:	95.75646258503401	Average fitness:	329.72189115646245	Fitness standard deviation:	47.733528762093755	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77424	Best fitness:	95.75646258503401	Average fitness:	329.6967482993197	Fitness standard deviation:	49.18994556215898	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77440	Best fitness:	95.75646258503401	Average fitness:	331.651319727891	Fitness standard deviation:	42.978020178330446	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77456	Best fitness:	95.75646258503401	Average fitness:	331.7313197278911	Fitness standard deviation:	51.11662875409209	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77472	Best fitness:	95.75646258503401	Average fitness:	332.3307482993199	Fitness standard deviation:	41.85238227437974	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77488	Best fitness:	95.75646258503401	Average fitness:	331.5933197278911	Fitness standard deviation:	42.9831644868793	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77504	Best fitness:	95.75646258503401	Average fitness:	323.9321768707483	Fitness standard deviation:	50.79298205983393	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77520	Best fitness:	95.75646258503401	Average fitness:	329.12131972789126	Fitness standard deviation:	50.505391242632996	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77536	Best fitness:	95.75646258503401	Average fitness:	330.76046258503396	Fitness standard deviation:	46.10612726910711	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77552	Best fitness:	95.75646258503401	Average fitness:	324.62303401360543	Fitness standard deviation:	46.50627783911522	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77568	Best fitness:	95.75646258503401	Average fitness:	333.86189115646283	Fitness standard deviation:	54.19134273731801	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77584	Best fitness:	95.75646258503401	Average fitness:	330.36703401360535	Fitness standard deviation:	47.20810042130222	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77600	Best fitness:	95.75646258503401	Average fitness:	324.6201768707483	Fitness standard deviation:	57.440165120420964	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77616	Best fitness:	95.75646258503401	Average fitness:	320.70274829931975	Fitness standard deviation:	47.5666374730209	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77632	Best fitness:	95.75646258503401	Average fitness:	330.6436054421769	Fitness standard deviation:	44.75213320648092	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77648	Best fitness:	95.75646258503401	Average fitness:	324.79189115646255	Fitness standard deviation:	50.386918308754126	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77664	Best fitness:	95.75646258503401	Average fitness:	322.8450340136054	Fitness standard deviation:	55.139105201743895	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77680	Best fitness:	95.75646258503401	Average fitness:	329.5184625850341	Fitness standard deviation:	48.28246617223969	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77696	Best fitness:	95.75646258503401	Average fitness:	323.5667482993199	Fitness standard deviation:	48.98000833659648	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77712	Best fitness:	95.75646258503401	Average fitness:	326.08160544217685	Fitness standard deviation:	45.163488193405946	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77728	Best fitness:	95.75646258503401	Average fitness:	330.338462585034	Fitness standard deviation:	46.77135922064847	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77744	Best fitness:	95.75646258503401	Average fitness:	330.4401768707482	Fitness standard deviation:	45.79442194977774	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77760	Best fitness:	95.75646258503401	Average fitness:	322.4527482993197	Fitness standard deviation:	48.34372891057942	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77776	Best fitness:	95.75646258503401	Average fitness:	328.88360544217693	Fitness standard deviation:	41.79437543937399	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77792	Best fitness:	95.75646258503401	Average fitness:	334.96989115646267	Fitness standard deviation:	48.86126640159204	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77808	Best fitness:	95.75646258503401	Average fitness:	329.86589115646245	Fitness standard deviation:	52.43567831240131	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77824	Best fitness:	95.75646258503401	Average fitness:	330.4330340136055	Fitness standard deviation:	49.69836935361323	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77840	Best fitness:	95.75646258503401	Average fitness:	321.93731972789124	Fitness standard deviation:	45.02550171824399	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77856	Best fitness:	95.75646258503401	Average fitness:	326.5410340136054	Fitness standard deviation:	45.74438302442951	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77872	Best fitness:	95.75646258503401	Average fitness:	330.01760544217694	Fitness standard deviation:	52.451429197080294	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77888	Best fitness:	95.75646258503401	Average fitness:	332.2184625850342	Fitness standard deviation:	55.70032148150365	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77904	Best fitness:	95.75646258503401	Average fitness:	330.55731972789124	Fitness standard deviation:	46.516608480965466	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77920	Best fitness:	95.75646258503401	Average fitness:	332.42360544217695	Fitness standard deviation:	53.52274090400782	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77936	Best fitness:	95.75646258503401	Average fitness:	323.004462585034	Fitness standard deviation:	51.19135368319896	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77952	Best fitness:	95.75646258503401	Average fitness:	324.04017687074816	Fitness standard deviation:	47.94962905604426	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77968	Best fitness:	95.75646258503401	Average fitness:	327.0113197278912	Fitness standard deviation:	51.34108665044966	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	77984	Best fitness:	95.75646258503401	Average fitness:	322.8633197278912	Fitness standard deviation:	50.100959071841814	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78000	Best fitness:	95.75646258503401	Average fitness:	334.86703401360546	Fitness standard deviation:	50.32036430467392	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78016	Best fitness:	95.75646258503401	Average fitness:	329.61960544217686	Fitness standard deviation:	50.89419521769789	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78032	Best fitness:	95.75646258503401	Average fitness:	324.63446258503393	Fitness standard deviation:	44.154964563362945	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78048	Best fitness:	95.75646258503401	Average fitness:	326.8741768707484	Fitness standard deviation:	52.40371528813582	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78064	Best fitness:	95.75646258503401	Average fitness:	330.70103401360547	Fitness standard deviation:	51.0990373838003	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78080	Best fitness:	95.75646258503401	Average fitness:	332.5356054421768	Fitness standard deviation:	48.144475403916985	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78096	Best fitness:	95.75646258503401	Average fitness:	330.72074829931984	Fitness standard deviation:	48.034843369693846	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78112	Best fitness:	95.75646258503401	Average fitness:	328.6821768707484	Fitness standard deviation:	46.989847275116524	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78128	Best fitness:	95.75646258503401	Average fitness:	320.78189115646256	Fitness standard deviation:	54.59370299264357	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78144	Best fitness:	95.75646258503401	Average fitness:	322.486462585034	Fitness standard deviation:	46.24720856440959	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78160	Best fitness:	95.75646258503401	Average fitness:	323.7607482993197	Fitness standard deviation:	52.192234526775714	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78176	Best fitness:	95.75646258503401	Average fitness:	332.603605442177	Fitness standard deviation:	50.6346686710654	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78192	Best fitness:	95.75646258503401	Average fitness:	324.5636054421768	Fitness standard deviation:	49.53176715142372	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78208	Best fitness:	95.75646258503401	Average fitness:	328.13160544217686	Fitness standard deviation:	47.472393980983455	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78224	Best fitness:	95.75646258503401	Average fitness:	329.0018911564626	Fitness standard deviation:	46.318868213412	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78240	Best fitness:	95.75646258503401	Average fitness:	328.5201768707481	Fitness standard deviation:	47.30838297462162	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78256	Best fitness:	95.75646258503401	Average fitness:	332.99303401360544	Fitness standard deviation:	54.21043849778794	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78272	Best fitness:	95.75646258503401	Average fitness:	325.0547482993198	Fitness standard deviation:	52.97794601915182	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	78288	Best fitness:	95.75646258503401	Average fitness:	325.8150340136055	Fitness standard deviation:	47.91427044466918	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
