Generation:	16	Best fitness:	243.8421768707483	Average fitness:	329.5056054421769	Fitness standard deviation:	36.35615223573247	Best genome:	A9	E4	A11	N5	A16	A15	A10	N12	A6	A7	N3	A13	A14	A17	N7	E3	N6	E5	A8	N9	A12	
Generation:	71744	Best fitness:	95.8421768707483	Average fitness:	313.17074829931977	Fitness standard deviation:	50.51790234305911	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71760	Best fitness:	95.8421768707483	Average fitness:	312.08160544217685	Fitness standard deviation:	52.699344964368095	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71776	Best fitness:	95.8421768707483	Average fitness:	321.6524625850341	Fitness standard deviation:	56.57666433491203	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71792	Best fitness:	95.8421768707483	Average fitness:	316.4707482993197	Fitness standard deviation:	55.54160551205864	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71808	Best fitness:	95.8421768707483	Average fitness:	316.65474829931964	Fitness standard deviation:	59.70380062697955	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71824	Best fitness:	95.8421768707483	Average fitness:	305.9684625850341	Fitness standard deviation:	59.43389951115474	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71840	Best fitness:	95.8421768707483	Average fitness:	304.4861768707484	Fitness standard deviation:	53.006874012447	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71856	Best fitness:	95.8421768707483	Average fitness:	307.7136054421769	Fitness standard deviation:	51.391778028976496	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71872	Best fitness:	95.8421768707483	Average fitness:	310.9701768707483	Fitness standard deviation:	54.71331211069615	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71888	Best fitness:	95.8421768707483	Average fitness:	310.1473197278912	Fitness standard deviation:	60.94008739000988	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71904	Best fitness:	95.8421768707483	Average fitness:	317.17474829931973	Fitness standard deviation:	52.4328470845114	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71920	Best fitness:	95.8421768707483	Average fitness:	310.5164625850341	Fitness standard deviation:	57.66270311572504	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71936	Best fitness:	95.8421768707483	Average fitness:	314.9947482993198	Fitness standard deviation:	61.467942096939055	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71952	Best fitness:	95.8421768707483	Average fitness:	318.080462585034	Fitness standard deviation:	54.54066615669748	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71968	Best fitness:	95.8421768707483	Average fitness:	311.04103401360544	Fitness standard deviation:	50.8432250490442	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	71984	Best fitness:	95.8421768707483	Average fitness:	309.516462585034	Fitness standard deviation:	56.10776424135313	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72000	Best fitness:	95.8421768707483	Average fitness:	320.68674829931973	Fitness standard deviation:	57.26914934280917	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72016	Best fitness:	95.8421768707483	Average fitness:	323.45931972789117	Fitness standard deviation:	50.22558287875019	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72032	Best fitness:	95.8421768707483	Average fitness:	311.73989115646253	Fitness standard deviation:	54.64412871424318	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72048	Best fitness:	95.8421768707483	Average fitness:	314.352462585034	Fitness standard deviation:	54.93370817816764	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72064	Best fitness:	95.8421768707483	Average fitness:	302.10903401360554	Fitness standard deviation:	56.65966901939822	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72080	Best fitness:	95.8421768707483	Average fitness:	312.3781768707482	Fitness standard deviation:	52.143661382447505	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72096	Best fitness:	95.8421768707483	Average fitness:	313.6798911564627	Fitness standard deviation:	61.11696820133055	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72112	Best fitness:	95.8421768707483	Average fitness:	312.0313197278911	Fitness standard deviation:	52.99317133983454	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72128	Best fitness:	95.8421768707483	Average fitness:	319.2907482993198	Fitness standard deviation:	59.25376302525487	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72144	Best fitness:	95.8421768707483	Average fitness:	313.29360544217695	Fitness standard deviation:	68.06640862917236	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72160	Best fitness:	95.8421768707483	Average fitness:	325.8890340136054	Fitness standard deviation:	55.88925076745026	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72176	Best fitness:	95.8421768707483	Average fitness:	319.5061768707483	Fitness standard deviation:	57.466036836676714	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72192	Best fitness:	95.8421768707483	Average fitness:	313.2633197278912	Fitness standard deviation:	52.08996136904472	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72208	Best fitness:	95.8421768707483	Average fitness:	314.0016054421769	Fitness standard deviation:	57.47840171893496	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72224	Best fitness:	95.8421768707483	Average fitness:	306.1421768707484	Fitness standard deviation:	60.86917741504048	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72240	Best fitness:	95.8421768707483	Average fitness:	322.04446258503407	Fitness standard deviation:	56.04495770871299	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72256	Best fitness:	95.8421768707483	Average fitness:	313.54560544217685	Fitness standard deviation:	56.521389670510715	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72272	Best fitness:	95.8421768707483	Average fitness:	322.35760544217703	Fitness standard deviation:	54.866289404146805	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72288	Best fitness:	95.8421768707483	Average fitness:	306.34103401360545	Fitness standard deviation:	53.96262598109465	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72304	Best fitness:	95.8421768707483	Average fitness:	311.9621768707483	Fitness standard deviation:	53.57532907705081	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72320	Best fitness:	95.8421768707483	Average fitness:	308.4421768707483	Fitness standard deviation:	48.97721086049582	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72336	Best fitness:	95.8421768707483	Average fitness:	308.8816054421769	Fitness standard deviation:	57.10658588560696	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72352	Best fitness:	95.8421768707483	Average fitness:	310.3821768707483	Fitness standard deviation:	60.30256697416347	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72368	Best fitness:	95.8421768707483	Average fitness:	309.66046258503405	Fitness standard deviation:	53.97164206567469	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72384	Best fitness:	95.8421768707483	Average fitness:	316.1896054421769	Fitness standard deviation:	53.25145688837718	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72400	Best fitness:	95.8421768707483	Average fitness:	307.67131972789116	Fitness standard deviation:	57.07099209273464	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72416	Best fitness:	95.8421768707483	Average fitness:	313.30217687074827	Fitness standard deviation:	62.55092090547069	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72432	Best fitness:	95.8421768707483	Average fitness:	313.924462585034	Fitness standard deviation:	58.82003258366028	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72448	Best fitness:	95.8421768707483	Average fitness:	302.07360544217687	Fitness standard deviation:	48.652915259676945	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72464	Best fitness:	95.8421768707483	Average fitness:	309.2233197278912	Fitness standard deviation:	55.33895837288518	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72480	Best fitness:	95.8421768707483	Average fitness:	316.49931972789113	Fitness standard deviation:	54.84028401659139	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72496	Best fitness:	95.8421768707483	Average fitness:	311.7593197278912	Fitness standard deviation:	51.38839390924208	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72512	Best fitness:	95.8421768707483	Average fitness:	311.84217687074835	Fitness standard deviation:	56.05856733300068	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72528	Best fitness:	95.8421768707483	Average fitness:	304.3993197278911	Fitness standard deviation:	59.86483503250792	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72544	Best fitness:	95.8421768707483	Average fitness:	319.8358911564626	Fitness standard deviation:	60.05622625099085	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72560	Best fitness:	95.8421768707483	Average fitness:	309.480462585034	Fitness standard deviation:	62.775567224251596	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72576	Best fitness:	95.8421768707483	Average fitness:	315.936462585034	Fitness standard deviation:	59.035954523752835	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72592	Best fitness:	95.8421768707483	Average fitness:	317.1147482993198	Fitness standard deviation:	63.28860753399333	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72608	Best fitness:	95.8421768707483	Average fitness:	320.100462585034	Fitness standard deviation:	59.26633485945853	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72624	Best fitness:	95.8421768707483	Average fitness:	302.8627482993198	Fitness standard deviation:	50.384245039941774	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72640	Best fitness:	95.8421768707483	Average fitness:	313.6427482993198	Fitness standard deviation:	48.57772446254748	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72656	Best fitness:	95.8421768707483	Average fitness:	302.50274829931976	Fitness standard deviation:	66.48977767434386	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72672	Best fitness:	95.8421768707483	Average fitness:	312.74446258503394	Fitness standard deviation:	51.26843133857684	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72688	Best fitness:	95.8421768707483	Average fitness:	324.47303401360557	Fitness standard deviation:	51.50671930487343	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72704	Best fitness:	95.8421768707483	Average fitness:	319.7118911564626	Fitness standard deviation:	49.646873559208956	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72720	Best fitness:	95.8421768707483	Average fitness:	310.3833197278911	Fitness standard deviation:	57.286221988487654	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72736	Best fitness:	95.8421768707483	Average fitness:	307.6301768707482	Fitness standard deviation:	56.20879329566773	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72752	Best fitness:	95.8421768707483	Average fitness:	315.184462585034	Fitness standard deviation:	58.19638013569194	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72768	Best fitness:	95.8421768707483	Average fitness:	315.24674829931973	Fitness standard deviation:	55.24701971387512	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72784	Best fitness:	95.8421768707483	Average fitness:	311.2456054421768	Fitness standard deviation:	53.92546167457749	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72800	Best fitness:	95.8421768707483	Average fitness:	312.8261768707482	Fitness standard deviation:	56.55617028283673	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72816	Best fitness:	95.8421768707483	Average fitness:	313.6656054421768	Fitness standard deviation:	54.542947448851386	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72832	Best fitness:	95.8421768707483	Average fitness:	307.15074829931973	Fitness standard deviation:	67.57874753476382	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72848	Best fitness:	95.8421768707483	Average fitness:	316.6627482993198	Fitness standard deviation:	54.826501573377	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72864	Best fitness:	95.8421768707483	Average fitness:	312.1227482993197	Fitness standard deviation:	55.19116364944294	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72880	Best fitness:	95.8421768707483	Average fitness:	308.46217687074846	Fitness standard deviation:	61.318938779639886	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72896	Best fitness:	95.8421768707483	Average fitness:	316.4856054421769	Fitness standard deviation:	64.85151322074456	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72912	Best fitness:	95.8421768707483	Average fitness:	317.7376054421769	Fitness standard deviation:	63.654977806218774	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72928	Best fitness:	95.8421768707483	Average fitness:	317.92560544217696	Fitness standard deviation:	50.06510727247153	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72944	Best fitness:	95.8421768707483	Average fitness:	299.27989115646267	Fitness standard deviation:	56.903946117603326	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72960	Best fitness:	95.8421768707483	Average fitness:	306.0696054421769	Fitness standard deviation:	60.04827308703136	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72976	Best fitness:	95.8421768707483	Average fitness:	320.47874829931965	Fitness standard deviation:	66.68647742004279	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	72992	Best fitness:	95.8421768707483	Average fitness:	316.87703401360545	Fitness standard deviation:	60.707737808928044	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73008	Best fitness:	95.8421768707483	Average fitness:	312.07589115646266	Fitness standard deviation:	51.86360658339078	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73024	Best fitness:	95.8421768707483	Average fitness:	305.0473197278912	Fitness standard deviation:	54.5549036131941	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73040	Best fitness:	95.8421768707483	Average fitness:	313.7878911564626	Fitness standard deviation:	59.92197191654618	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73056	Best fitness:	95.8421768707483	Average fitness:	317.9233197278911	Fitness standard deviation:	54.10495359569064	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73072	Best fitness:	95.8421768707483	Average fitness:	309.2621768707483	Fitness standard deviation:	53.75100150941661	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73088	Best fitness:	95.8421768707483	Average fitness:	314.77360544217686	Fitness standard deviation:	58.483776923735924	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73104	Best fitness:	95.8421768707483	Average fitness:	311.81531972789105	Fitness standard deviation:	56.42886058804755	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73120	Best fitness:	95.8421768707483	Average fitness:	313.33874829931983	Fitness standard deviation:	56.99393706100927	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73136	Best fitness:	95.8421768707483	Average fitness:	307.0730340136055	Fitness standard deviation:	52.75964903412533	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73152	Best fitness:	95.8421768707483	Average fitness:	313.9701768707484	Fitness standard deviation:	55.01888751462483	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73168	Best fitness:	95.8421768707483	Average fitness:	308.96217687074835	Fitness standard deviation:	53.1361793039395	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73184	Best fitness:	95.8421768707483	Average fitness:	310.90846258503404	Fitness standard deviation:	60.65709614156064	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73200	Best fitness:	95.8421768707483	Average fitness:	324.12903401360546	Fitness standard deviation:	59.40670750557601	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73216	Best fitness:	95.8421768707483	Average fitness:	305.5987482993197	Fitness standard deviation:	69.38834466380987	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73232	Best fitness:	95.8421768707483	Average fitness:	310.77017687074834	Fitness standard deviation:	63.92651578243282	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73248	Best fitness:	95.8421768707483	Average fitness:	307.15874829931965	Fitness standard deviation:	58.42573149647302	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73264	Best fitness:	95.8421768707483	Average fitness:	306.1398911564626	Fitness standard deviation:	57.40222880974685	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73280	Best fitness:	95.8421768707483	Average fitness:	309.2621768707483	Fitness standard deviation:	58.18350962116959	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73296	Best fitness:	95.8421768707483	Average fitness:	318.9330340136055	Fitness standard deviation:	57.28800699081433	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73312	Best fitness:	95.8421768707483	Average fitness:	322.1450340136054	Fitness standard deviation:	55.51983885173343	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73328	Best fitness:	95.8421768707483	Average fitness:	315.19189115646253	Fitness standard deviation:	48.04712025943376	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73344	Best fitness:	95.8421768707483	Average fitness:	304.20560544217693	Fitness standard deviation:	54.24329381366053	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73360	Best fitness:	95.8421768707483	Average fitness:	304.37589115646267	Fitness standard deviation:	55.9618253090298	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73376	Best fitness:	95.8421768707483	Average fitness:	310.51246258503403	Fitness standard deviation:	51.40510487157032	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73392	Best fitness:	95.8421768707483	Average fitness:	321.03017687074833	Fitness standard deviation:	57.37223707170782	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73408	Best fitness:	95.8421768707483	Average fitness:	316.2341768707483	Fitness standard deviation:	53.34828988786036	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73424	Best fitness:	95.8421768707483	Average fitness:	318.7136054421769	Fitness standard deviation:	50.39878335104238	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73440	Best fitness:	95.8421768707483	Average fitness:	297.1621768707483	Fitness standard deviation:	51.135080653787846	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73456	Best fitness:	95.8421768707483	Average fitness:	313.9684625850341	Fitness standard deviation:	60.740500180048315	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	73472	Best fitness:	95.8421768707483	Average fitness:	323.5907482993197	Fitness standard deviation:	61.72478720175583	Best genome:	A16	E5	A15	A12	A6	A14	A17	A11	E3	N6	N7	A10	N12	A8	A9	N3	E4	N5	A7	N9	A13	
