Generation:	16	Best fitness:	253.29931972789115	Average fitness:	323.53217687074834	Fitness standard deviation:	36.717844491222976	Best genome:	N9	A15	A11	A8	A17	E4	N6	N7	A6	A14	A12	A16	E3	A9	N5	A7	A13	E5	N12	A10	N3	
Generation:	82720	Best fitness:	95.58503401360544	Average fitness:	268.0678911564625	Fitness standard deviation:	70.40206739775155	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82736	Best fitness:	95.58503401360544	Average fitness:	269.98789115646264	Fitness standard deviation:	60.47732980554088	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82752	Best fitness:	95.58503401360544	Average fitness:	244.90646258503403	Fitness standard deviation:	63.78627251395468	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82768	Best fitness:	95.58503401360544	Average fitness:	263.816462585034	Fitness standard deviation:	72.40409329955465	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82784	Best fitness:	95.58503401360544	Average fitness:	256.2778911564626	Fitness standard deviation:	63.98030556350915	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82800	Best fitness:	95.58503401360544	Average fitness:	278.06503401360544	Fitness standard deviation:	60.11160341652951	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82816	Best fitness:	95.58503401360544	Average fitness:	235.0807482993198	Fitness standard deviation:	61.623780378708226	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82832	Best fitness:	95.58503401360544	Average fitness:	263.0778911564626	Fitness standard deviation:	61.505752095363626	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82848	Best fitness:	95.58503401360544	Average fitness:	273.8850340136055	Fitness standard deviation:	67.4755771387254	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82864	Best fitness:	95.58503401360544	Average fitness:	256.68931972789113	Fitness standard deviation:	68.12397898130216	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82880	Best fitness:	95.58503401360544	Average fitness:	256.29503401360546	Fitness standard deviation:	60.69437742509934	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82896	Best fitness:	95.58503401360544	Average fitness:	252.16789115646256	Fitness standard deviation:	58.02387362288113	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82912	Best fitness:	95.58503401360544	Average fitness:	268.6650340136054	Fitness standard deviation:	62.226791001684695	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82928	Best fitness:	95.58503401360544	Average fitness:	247.64646258503407	Fitness standard deviation:	67.33754405066693	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82944	Best fitness:	95.58503401360544	Average fitness:	262.93646258503406	Fitness standard deviation:	54.27133426081378	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82960	Best fitness:	95.58503401360544	Average fitness:	248.20074829931974	Fitness standard deviation:	62.13218593105693	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82976	Best fitness:	95.58503401360544	Average fitness:	274.66217687074834	Fitness standard deviation:	60.350057809011425	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	82992	Best fitness:	95.58503401360544	Average fitness:	267.8136054421769	Fitness standard deviation:	75.94508273638745	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83008	Best fitness:	95.58503401360544	Average fitness:	257.7478911564626	Fitness standard deviation:	58.16382991347872	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83024	Best fitness:	95.58503401360544	Average fitness:	259.48931972789126	Fitness standard deviation:	64.21030705932702	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83040	Best fitness:	95.58503401360544	Average fitness:	258.2536054421769	Fitness standard deviation:	63.59164455447632	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83056	Best fitness:	95.58503401360544	Average fitness:	245.74503401360545	Fitness standard deviation:	59.64226648124976	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83072	Best fitness:	95.58503401360544	Average fitness:	256.75074829931975	Fitness standard deviation:	54.01187594276969	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83088	Best fitness:	95.58503401360544	Average fitness:	247.2307482993198	Fitness standard deviation:	65.88595799731904	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83104	Best fitness:	95.58503401360544	Average fitness:	251.83646258503404	Fitness standard deviation:	58.657304710652774	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83120	Best fitness:	95.58503401360544	Average fitness:	280.33217687074836	Fitness standard deviation:	58.42988980349851	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83136	Best fitness:	95.58503401360544	Average fitness:	256.69789115646256	Fitness standard deviation:	50.240167258105835	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83152	Best fitness:	95.58503401360544	Average fitness:	245.4036054421769	Fitness standard deviation:	71.79159820946592	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83168	Best fitness:	95.58503401360544	Average fitness:	247.01074829931972	Fitness standard deviation:	59.70944812940718	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83184	Best fitness:	95.58503401360544	Average fitness:	253.93503401360545	Fitness standard deviation:	57.42381421305546	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83200	Best fitness:	95.58503401360544	Average fitness:	272.4707482993198	Fitness standard deviation:	57.48687942585203	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83216	Best fitness:	95.58503401360544	Average fitness:	257.1464625850341	Fitness standard deviation:	55.87866467003415	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83232	Best fitness:	95.58503401360544	Average fitness:	257.7093197278912	Fitness standard deviation:	65.43483206166863	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83248	Best fitness:	95.58503401360544	Average fitness:	249.11217687074836	Fitness standard deviation:	66.89270389731512	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83264	Best fitness:	95.58503401360544	Average fitness:	274.62646258503406	Fitness standard deviation:	66.0729346392056	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83280	Best fitness:	95.58503401360544	Average fitness:	260.756462585034	Fitness standard deviation:	56.5243101032915	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83296	Best fitness:	95.58503401360544	Average fitness:	278.3250340136055	Fitness standard deviation:	60.25472859757438	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83312	Best fitness:	95.58503401360544	Average fitness:	252.5336054421769	Fitness standard deviation:	81.97711059328995	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83328	Best fitness:	95.58503401360544	Average fitness:	240.89931972789117	Fitness standard deviation:	51.138347766083506	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83344	Best fitness:	95.58503401360544	Average fitness:	240.2993197278911	Fitness standard deviation:	56.943265714253535	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83360	Best fitness:	95.58503401360544	Average fitness:	263.696462585034	Fitness standard deviation:	70.7158319600068	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83376	Best fitness:	95.58503401360544	Average fitness:	260.5721768707483	Fitness standard deviation:	73.8903006393358	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83392	Best fitness:	95.58503401360544	Average fitness:	259.11931972789114	Fitness standard deviation:	63.541040634364485	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83408	Best fitness:	95.58503401360544	Average fitness:	265.4050340136055	Fitness standard deviation:	68.06848777937871	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83424	Best fitness:	95.58503401360544	Average fitness:	254.6421768707483	Fitness standard deviation:	53.89969671642364	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83440	Best fitness:	95.58503401360544	Average fitness:	259.8350340136054	Fitness standard deviation:	61.40931450654099	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83456	Best fitness:	95.58503401360544	Average fitness:	255.3593197278912	Fitness standard deviation:	59.96793285939221	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83472	Best fitness:	95.58503401360544	Average fitness:	256.5821768707483	Fitness standard deviation:	70.6489013158935	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83488	Best fitness:	95.58503401360544	Average fitness:	259.736462585034	Fitness standard deviation:	56.789262494717065	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83504	Best fitness:	95.58503401360544	Average fitness:	243.38789115646264	Fitness standard deviation:	57.13201175651824	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83520	Best fitness:	95.58503401360544	Average fitness:	253.58646258503404	Fitness standard deviation:	64.61615737474297	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83536	Best fitness:	95.58503401360544	Average fitness:	265.30646258503407	Fitness standard deviation:	67.24156809289798	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83552	Best fitness:	95.58503401360544	Average fitness:	242.3650340136055	Fitness standard deviation:	62.45844992750732	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83568	Best fitness:	95.58503401360544	Average fitness:	255.00503401360547	Fitness standard deviation:	61.43628463202958	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83584	Best fitness:	95.58503401360544	Average fitness:	241.88217687074834	Fitness standard deviation:	58.56979259039281	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83600	Best fitness:	95.58503401360544	Average fitness:	257.57217687074836	Fitness standard deviation:	51.27528304183613	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83616	Best fitness:	95.58503401360544	Average fitness:	278.1778911564626	Fitness standard deviation:	74.62610468194089	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83632	Best fitness:	95.58503401360544	Average fitness:	259.6378911564626	Fitness standard deviation:	67.83579590542482	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83648	Best fitness:	95.58503401360544	Average fitness:	261.1521768707483	Fitness standard deviation:	51.04234598520594	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83664	Best fitness:	95.58503401360544	Average fitness:	242.93789115646254	Fitness standard deviation:	55.2512112897047	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83680	Best fitness:	95.58503401360544	Average fitness:	256.9321768707483	Fitness standard deviation:	68.71269987775037	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83696	Best fitness:	95.58503401360544	Average fitness:	247.30217687074824	Fitness standard deviation:	50.10327611594895	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83712	Best fitness:	95.58503401360544	Average fitness:	258.1021768707483	Fitness standard deviation:	65.99980018522629	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83728	Best fitness:	95.58503401360544	Average fitness:	277.1921768707483	Fitness standard deviation:	79.97465357402753	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83744	Best fitness:	95.58503401360544	Average fitness:	269.2421768707483	Fitness standard deviation:	86.32483644789085	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83760	Best fitness:	95.58503401360544	Average fitness:	235.21931972789116	Fitness standard deviation:	64.62083924947217	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83776	Best fitness:	95.58503401360544	Average fitness:	268.99074829931976	Fitness standard deviation:	57.21139361336755	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83792	Best fitness:	95.58503401360544	Average fitness:	269.11646258503407	Fitness standard deviation:	62.74484345021379	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83808	Best fitness:	95.58503401360544	Average fitness:	253.58789115646263	Fitness standard deviation:	67.50114490336668	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83824	Best fitness:	95.58503401360544	Average fitness:	252.3293197278912	Fitness standard deviation:	53.54145712074191	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83840	Best fitness:	95.58503401360544	Average fitness:	262.11217687074827	Fitness standard deviation:	69.59135500790839	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83856	Best fitness:	95.58503401360544	Average fitness:	282.6693197278912	Fitness standard deviation:	67.06659831990946	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83872	Best fitness:	95.58503401360544	Average fitness:	251.7778911564626	Fitness standard deviation:	64.87955048725732	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83888	Best fitness:	95.58503401360544	Average fitness:	268.9293197278912	Fitness standard deviation:	67.03060371721172	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83904	Best fitness:	95.58503401360544	Average fitness:	257.37074829931976	Fitness standard deviation:	59.0548589647536	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83920	Best fitness:	95.58503401360544	Average fitness:	270.5836054421769	Fitness standard deviation:	57.80300640087496	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83936	Best fitness:	95.58503401360544	Average fitness:	254.9936054421769	Fitness standard deviation:	57.79185741671113	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83952	Best fitness:	95.58503401360544	Average fitness:	259.0707482993197	Fitness standard deviation:	75.23356122565167	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83968	Best fitness:	95.58503401360544	Average fitness:	247.34646258503398	Fitness standard deviation:	69.60543391583911	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	83984	Best fitness:	95.58503401360544	Average fitness:	235.24646258503404	Fitness standard deviation:	60.44904838804666	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84000	Best fitness:	95.58503401360544	Average fitness:	258.07217687074825	Fitness standard deviation:	57.48253007014659	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84016	Best fitness:	95.58503401360544	Average fitness:	245.74217687074832	Fitness standard deviation:	69.87846388040964	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84032	Best fitness:	95.58503401360544	Average fitness:	271.63503401360555	Fitness standard deviation:	70.84292592109126	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84048	Best fitness:	95.58503401360544	Average fitness:	279.5078911564626	Fitness standard deviation:	69.67263457171163	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84064	Best fitness:	95.58503401360544	Average fitness:	254.11931972789117	Fitness standard deviation:	49.06078037932715	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84080	Best fitness:	95.58503401360544	Average fitness:	265.6978911564626	Fitness standard deviation:	74.74194378810661	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84096	Best fitness:	95.58503401360544	Average fitness:	256.79217687074834	Fitness standard deviation:	52.719226926758914	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84112	Best fitness:	95.58503401360544	Average fitness:	266.3493197278912	Fitness standard deviation:	69.89269435706278	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84128	Best fitness:	95.58503401360544	Average fitness:	275.55646258503407	Fitness standard deviation:	57.291858594607405	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84144	Best fitness:	95.58503401360544	Average fitness:	250.03074829931975	Fitness standard deviation:	65.20944491500022	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84160	Best fitness:	95.58503401360544	Average fitness:	237.9678911564626	Fitness standard deviation:	58.07805542930118	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84176	Best fitness:	95.58503401360544	Average fitness:	267.81360544217694	Fitness standard deviation:	59.82309021146417	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84192	Best fitness:	95.58503401360544	Average fitness:	257.7264625850341	Fitness standard deviation:	65.27101896191395	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84208	Best fitness:	95.58503401360544	Average fitness:	262.7207482993198	Fitness standard deviation:	57.363308955165024	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84224	Best fitness:	95.58503401360544	Average fitness:	256.43503401360545	Fitness standard deviation:	58.30089429425765	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84240	Best fitness:	95.58503401360544	Average fitness:	247.35503401360543	Fitness standard deviation:	62.53768201195636	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84256	Best fitness:	95.58503401360544	Average fitness:	263.126462585034	Fitness standard deviation:	59.547958017732505	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84272	Best fitness:	95.58503401360544	Average fitness:	270.6821768707483	Fitness standard deviation:	69.0445785603144	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84288	Best fitness:	95.58503401360544	Average fitness:	280.69074829931975	Fitness standard deviation:	66.97753269354051	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84304	Best fitness:	95.58503401360544	Average fitness:	238.73789115646258	Fitness standard deviation:	44.17962340819347	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84320	Best fitness:	95.58503401360544	Average fitness:	254.76503401360546	Fitness standard deviation:	54.95039997254667	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84336	Best fitness:	95.58503401360544	Average fitness:	277.51789115646267	Fitness standard deviation:	70.78109875394932	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84352	Best fitness:	95.58503401360544	Average fitness:	255.83646258503404	Fitness standard deviation:	78.5610146864934	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84368	Best fitness:	95.58503401360544	Average fitness:	247.57646258503405	Fitness standard deviation:	74.73994975778295	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84384	Best fitness:	95.58503401360544	Average fitness:	239.25360544217693	Fitness standard deviation:	56.10287882314863	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84400	Best fitness:	95.58503401360544	Average fitness:	270.4421768707483	Fitness standard deviation:	61.21924534000726	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84416	Best fitness:	95.58503401360544	Average fitness:	248.41789115646262	Fitness standard deviation:	59.13517912549248	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84432	Best fitness:	95.58503401360544	Average fitness:	272.24503401360545	Fitness standard deviation:	57.97031393704181	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	84448	Best fitness:	95.58503401360544	Average fitness:	259.2836054421769	Fitness standard deviation:	74.20354052557475	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
