Generation:	16	Best fitness:	231.87074829931973	Average fitness:	340.3450340136057	Fitness standard deviation:	32.6915344468533	Best genome:	A9	N6	A15	A13	N3	N7	N12	E3	A11	A7	A10	A12	E4	N5	A14	A6	A17	A16	E5	A8	N9	
Generation:	92128	Best fitness:	105.75646258503401	Average fitness:	329.3598911564627	Fitness standard deviation:	46.628769831510674	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92144	Best fitness:	105.75646258503401	Average fitness:	335.51017687074835	Fitness standard deviation:	43.1670639336643	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92160	Best fitness:	105.75646258503401	Average fitness:	332.5104625850342	Fitness standard deviation:	41.86725531574132	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92176	Best fitness:	105.75646258503401	Average fitness:	328.9018911564625	Fitness standard deviation:	44.6589724686897	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92192	Best fitness:	105.75646258503401	Average fitness:	333.72960544217693	Fitness standard deviation:	42.546067195405	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92208	Best fitness:	105.75646258503401	Average fitness:	327.638462585034	Fitness standard deviation:	42.02675079187598	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92224	Best fitness:	105.75646258503401	Average fitness:	327.6450340136054	Fitness standard deviation:	46.61054194501673	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92240	Best fitness:	105.75646258503401	Average fitness:	325.14560544217693	Fitness standard deviation:	49.2349810569017	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92256	Best fitness:	105.75646258503401	Average fitness:	325.55017687074826	Fitness standard deviation:	48.14721600954088	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92272	Best fitness:	105.75646258503401	Average fitness:	326.21531972789114	Fitness standard deviation:	46.99111228515365	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92288	Best fitness:	105.75646258503401	Average fitness:	330.56331972789127	Fitness standard deviation:	47.42036230505686	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92304	Best fitness:	105.75646258503401	Average fitness:	330.43303401360555	Fitness standard deviation:	46.37743555494483	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92320	Best fitness:	105.75646258503401	Average fitness:	330.3156054421769	Fitness standard deviation:	45.07112841285609	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92336	Best fitness:	105.75646258503401	Average fitness:	326.0790340136055	Fitness standard deviation:	41.37844835768731	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92352	Best fitness:	105.75646258503401	Average fitness:	327.8178911564625	Fitness standard deviation:	47.40880713409219	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92368	Best fitness:	105.75646258503401	Average fitness:	329.12674829931973	Fitness standard deviation:	49.94561449073525	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92384	Best fitness:	105.75646258503401	Average fitness:	338.92360544217695	Fitness standard deviation:	49.824651611057604	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92400	Best fitness:	105.75646258503401	Average fitness:	337.64189115646246	Fitness standard deviation:	50.69301710878765	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92416	Best fitness:	105.75646258503401	Average fitness:	324.73360544217684	Fitness standard deviation:	47.2120043537874	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92432	Best fitness:	105.75646258503401	Average fitness:	324.40903401360544	Fitness standard deviation:	43.66079298876925	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92448	Best fitness:	105.75646258503401	Average fitness:	329.57760544217695	Fitness standard deviation:	48.29469140895006	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92464	Best fitness:	105.75646258503401	Average fitness:	326.8058911564626	Fitness standard deviation:	49.206617914791146	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92480	Best fitness:	105.75646258503401	Average fitness:	334.10446258503407	Fitness standard deviation:	43.38877356540748	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92496	Best fitness:	105.75646258503401	Average fitness:	328.0436054421767	Fitness standard deviation:	47.9089681647627	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92512	Best fitness:	105.75646258503401	Average fitness:	326.8307482993196	Fitness standard deviation:	49.04345994386312	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92528	Best fitness:	105.75646258503401	Average fitness:	321.9481768707481	Fitness standard deviation:	48.37373031313756	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92544	Best fitness:	105.75646258503401	Average fitness:	328.34760544217687	Fitness standard deviation:	43.4548271562973	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92560	Best fitness:	105.75646258503401	Average fitness:	328.4590340136054	Fitness standard deviation:	45.934881165335234	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92576	Best fitness:	105.75646258503401	Average fitness:	335.3081768707483	Fitness standard deviation:	43.39899833227603	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92592	Best fitness:	105.75646258503401	Average fitness:	327.79931972789126	Fitness standard deviation:	42.34848651609739	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92608	Best fitness:	105.75646258503401	Average fitness:	331.142462585034	Fitness standard deviation:	48.28574141926542	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92624	Best fitness:	105.75646258503401	Average fitness:	331.671605442177	Fitness standard deviation:	47.56498805908842	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92640	Best fitness:	105.75646258503401	Average fitness:	334.732462585034	Fitness standard deviation:	43.826899711087414	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92656	Best fitness:	105.75646258503401	Average fitness:	332.510462585034	Fitness standard deviation:	40.62622876408585	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92672	Best fitness:	105.75646258503401	Average fitness:	327.4070340136054	Fitness standard deviation:	44.13990796528323	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92688	Best fitness:	105.75646258503401	Average fitness:	326.5433197278911	Fitness standard deviation:	51.672288775177215	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92704	Best fitness:	105.75646258503401	Average fitness:	332.09217687074835	Fitness standard deviation:	42.553943173245855	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92720	Best fitness:	105.75646258503401	Average fitness:	333.64103401360546	Fitness standard deviation:	47.9962273891588	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92736	Best fitness:	105.75646258503401	Average fitness:	336.0456054421768	Fitness standard deviation:	45.79269566208131	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92752	Best fitness:	105.75646258503401	Average fitness:	325.67131972789116	Fitness standard deviation:	46.102001723773085	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92768	Best fitness:	105.75646258503401	Average fitness:	328.4867482993198	Fitness standard deviation:	45.142023377472185	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92784	Best fitness:	105.75646258503401	Average fitness:	333.15646258503403	Fitness standard deviation:	49.1381524326037	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92800	Best fitness:	105.75646258503401	Average fitness:	330.18789115646246	Fitness standard deviation:	48.65512897434559	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92816	Best fitness:	105.75646258503401	Average fitness:	324.08960544217706	Fitness standard deviation:	39.87910797110975	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92832	Best fitness:	105.75646258503401	Average fitness:	329.9147482993197	Fitness standard deviation:	51.201734253154086	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92848	Best fitness:	105.75646258503401	Average fitness:	336.8901768707484	Fitness standard deviation:	44.907242792044954	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92864	Best fitness:	105.75646258503401	Average fitness:	328.41903401360554	Fitness standard deviation:	47.52451564042649	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92880	Best fitness:	105.75646258503401	Average fitness:	328.744462585034	Fitness standard deviation:	46.998238643504905	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92896	Best fitness:	105.75646258503401	Average fitness:	334.5770340136054	Fitness standard deviation:	43.9863539284443	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92912	Best fitness:	105.75646258503401	Average fitness:	326.8501768707482	Fitness standard deviation:	46.54259827692635	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92928	Best fitness:	105.75646258503401	Average fitness:	329.91331972789106	Fitness standard deviation:	47.43113547200051	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92944	Best fitness:	105.75646258503401	Average fitness:	327.01360544217675	Fitness standard deviation:	51.92142242006133	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92960	Best fitness:	105.75646258503401	Average fitness:	331.37960544217697	Fitness standard deviation:	43.306844007356986	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92976	Best fitness:	105.75646258503401	Average fitness:	327.29731972789114	Fitness standard deviation:	44.793224752802764	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	92992	Best fitness:	105.75646258503401	Average fitness:	327.8516054421769	Fitness standard deviation:	48.4594062906348	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93008	Best fitness:	105.75646258503401	Average fitness:	335.5241768707485	Fitness standard deviation:	45.4175382208329	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93024	Best fitness:	105.75646258503401	Average fitness:	326.6204625850339	Fitness standard deviation:	44.92450830957578	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93040	Best fitness:	105.75646258503401	Average fitness:	328.6678911564625	Fitness standard deviation:	41.38016176569519	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93056	Best fitness:	105.75646258503401	Average fitness:	330.82731972789117	Fitness standard deviation:	41.682587463264	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93072	Best fitness:	105.75646258503401	Average fitness:	332.57760544217695	Fitness standard deviation:	44.52452946868909	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93088	Best fitness:	105.75646258503401	Average fitness:	341.44960544217713	Fitness standard deviation:	41.20547251548621	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93104	Best fitness:	105.75646258503401	Average fitness:	324.484462585034	Fitness standard deviation:	49.488451009775396	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93120	Best fitness:	105.75646258503401	Average fitness:	333.20760544217694	Fitness standard deviation:	45.195003208545174	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93136	Best fitness:	105.75646258503401	Average fitness:	324.88589115646255	Fitness standard deviation:	47.9176420078434	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93152	Best fitness:	105.75646258503401	Average fitness:	327.2927482993197	Fitness standard deviation:	48.827011904377315	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93168	Best fitness:	105.75646258503401	Average fitness:	339.4773197278912	Fitness standard deviation:	49.407799409917175	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93184	Best fitness:	105.75646258503401	Average fitness:	329.258462585034	Fitness standard deviation:	44.23731387479514	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93200	Best fitness:	105.75646258503401	Average fitness:	324.68589115646273	Fitness standard deviation:	45.59574513894373	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93216	Best fitness:	105.75646258503401	Average fitness:	329.1044625850339	Fitness standard deviation:	42.0300571515584	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93232	Best fitness:	105.75646258503401	Average fitness:	331.42189115646266	Fitness standard deviation:	43.75757619206166	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93248	Best fitness:	105.75646258503401	Average fitness:	329.6776054421768	Fitness standard deviation:	47.31287801908672	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93264	Best fitness:	105.75646258503401	Average fitness:	328.2730340136054	Fitness standard deviation:	44.870275726310204	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93280	Best fitness:	105.75646258503401	Average fitness:	328.7916054421769	Fitness standard deviation:	45.342359139402205	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93296	Best fitness:	105.75646258503401	Average fitness:	328.1490340136055	Fitness standard deviation:	46.90387889098735	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93312	Best fitness:	105.75646258503401	Average fitness:	323.6036054421769	Fitness standard deviation:	44.77173404490555	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93328	Best fitness:	105.75646258503401	Average fitness:	327.95160544217697	Fitness standard deviation:	47.01102173068848	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93344	Best fitness:	105.75646258503401	Average fitness:	330.0916054421768	Fitness standard deviation:	43.0617661476524	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93360	Best fitness:	105.75646258503401	Average fitness:	336.07760544217706	Fitness standard deviation:	42.879998309473	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93376	Best fitness:	105.75646258503401	Average fitness:	334.26960544217695	Fitness standard deviation:	44.23436117881617	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93392	Best fitness:	105.75646258503401	Average fitness:	332.09417687074836	Fitness standard deviation:	41.39075069310504	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93408	Best fitness:	105.75646258503401	Average fitness:	329.8841768707482	Fitness standard deviation:	48.01884841754266	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93424	Best fitness:	105.75646258503401	Average fitness:	327.5150340136055	Fitness standard deviation:	46.37226411974983	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93440	Best fitness:	105.75646258503401	Average fitness:	327.77046258503395	Fitness standard deviation:	42.861258182414474	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93456	Best fitness:	105.75646258503401	Average fitness:	325.742462585034	Fitness standard deviation:	45.549725686577396	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93472	Best fitness:	105.75646258503401	Average fitness:	331.3330340136054	Fitness standard deviation:	43.15938025694142	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93488	Best fitness:	105.75646258503401	Average fitness:	332.580462585034	Fitness standard deviation:	44.57421707760701	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93504	Best fitness:	105.75646258503401	Average fitness:	330.8293197278911	Fitness standard deviation:	51.8524374685373	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93520	Best fitness:	105.75646258503401	Average fitness:	327.3718911564625	Fitness standard deviation:	46.6537723251107	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93536	Best fitness:	105.75646258503401	Average fitness:	326.39446258503403	Fitness standard deviation:	45.29535941541285	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93552	Best fitness:	105.75646258503401	Average fitness:	329.8841768707483	Fitness standard deviation:	48.25670395723611	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93568	Best fitness:	105.75646258503401	Average fitness:	328.8144625850342	Fitness standard deviation:	47.44712863379445	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93584	Best fitness:	105.75646258503401	Average fitness:	325.5047482993198	Fitness standard deviation:	50.4280897904964	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93600	Best fitness:	105.75646258503401	Average fitness:	326.5933197278912	Fitness standard deviation:	52.76244030422723	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93616	Best fitness:	105.75646258503401	Average fitness:	331.56274829931976	Fitness standard deviation:	48.3923845552043	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93632	Best fitness:	105.75646258503401	Average fitness:	330.68617687074834	Fitness standard deviation:	41.27957688835526	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93648	Best fitness:	105.75646258503401	Average fitness:	335.542462585034	Fitness standard deviation:	49.029403671757656	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93664	Best fitness:	105.75646258503401	Average fitness:	327.6516054421771	Fitness standard deviation:	48.93535211493062	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93680	Best fitness:	105.75646258503401	Average fitness:	335.353319727891	Fitness standard deviation:	48.66681019557625	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93696	Best fitness:	105.75646258503401	Average fitness:	328.638462585034	Fitness standard deviation:	46.421127430496206	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93712	Best fitness:	105.75646258503401	Average fitness:	332.76217687074836	Fitness standard deviation:	43.26987508412658	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93728	Best fitness:	105.75646258503401	Average fitness:	331.3261768707483	Fitness standard deviation:	43.25179072758557	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93744	Best fitness:	105.75646258503401	Average fitness:	336.31989115646263	Fitness standard deviation:	45.16465840292674	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93760	Best fitness:	105.75646258503401	Average fitness:	330.41417687074835	Fitness standard deviation:	47.69980498484073	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93776	Best fitness:	105.75646258503401	Average fitness:	329.566462585034	Fitness standard deviation:	45.19540095349236	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93792	Best fitness:	105.75646258503401	Average fitness:	332.42131972789093	Fitness standard deviation:	45.30023432925832	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93808	Best fitness:	105.75646258503401	Average fitness:	324.4841768707484	Fitness standard deviation:	50.52073883393364	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93824	Best fitness:	105.75646258503401	Average fitness:	320.8536054421768	Fitness standard deviation:	47.85155020626665	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93840	Best fitness:	105.75646258503401	Average fitness:	330.9298911564627	Fitness standard deviation:	39.91319136550712	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	93856	Best fitness:	105.75646258503401	Average fitness:	323.60446258503396	Fitness standard deviation:	50.29852123926849	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
