Generation:	16	Best fitness:	224.87074829931973	Average fitness:	338.520462585034	Fitness standard deviation:	33.70646946198662	Best genome:	E5	A13	A16	N7	A10	N12	E4	E3	A15	A7	A12	N6	A14	A11	A8	A9	N3	N5	A6	A17	N9	
Generation:	88272	Best fitness:	107.75646258503401	Average fitness:	330.270462585034	Fitness standard deviation:	43.18484210545952	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88288	Best fitness:	107.75646258503401	Average fitness:	337.4116054421769	Fitness standard deviation:	45.78746183515878	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88304	Best fitness:	107.75646258503401	Average fitness:	328.6178911564625	Fitness standard deviation:	45.14040126683204	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88320	Best fitness:	107.75646258503401	Average fitness:	331.0153197278912	Fitness standard deviation:	49.64289090564114	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88336	Best fitness:	107.75646258503401	Average fitness:	334.66789115646264	Fitness standard deviation:	44.84511239948507	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88352	Best fitness:	107.75646258503401	Average fitness:	332.82646258503405	Fitness standard deviation:	44.570254265666044	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88368	Best fitness:	107.75646258503401	Average fitness:	332.9267482993197	Fitness standard deviation:	48.80857384032574	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88384	Best fitness:	107.75646258503401	Average fitness:	332.6670340136054	Fitness standard deviation:	49.663197831564815	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88400	Best fitness:	107.75646258503401	Average fitness:	332.28674829931964	Fitness standard deviation:	45.378206280377476	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88416	Best fitness:	107.75646258503401	Average fitness:	332.5290340136056	Fitness standard deviation:	41.297270932217536	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88432	Best fitness:	107.75646258503401	Average fitness:	333.53503401360547	Fitness standard deviation:	42.564489247469645	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88448	Best fitness:	107.75646258503401	Average fitness:	332.76817687074833	Fitness standard deviation:	51.224643000518924	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88464	Best fitness:	107.75646258503401	Average fitness:	324.4567482993197	Fitness standard deviation:	50.01711861973267	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88480	Best fitness:	107.75646258503401	Average fitness:	326.34189115646257	Fitness standard deviation:	45.50326357347058	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88496	Best fitness:	107.75646258503401	Average fitness:	332.9844625850341	Fitness standard deviation:	50.887711516111025	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88512	Best fitness:	107.75646258503401	Average fitness:	326.64617687074843	Fitness standard deviation:	45.69048094850965	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88528	Best fitness:	107.75646258503401	Average fitness:	331.8947482993197	Fitness standard deviation:	41.9137993388861	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88544	Best fitness:	107.75646258503401	Average fitness:	332.3098911564627	Fitness standard deviation:	44.43127812701319	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88560	Best fitness:	107.75646258503401	Average fitness:	329.5773197278911	Fitness standard deviation:	47.45930051945476	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88576	Best fitness:	107.75646258503401	Average fitness:	328.1816054421768	Fitness standard deviation:	44.26584370434096	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88592	Best fitness:	107.75646258503401	Average fitness:	331.51160544217686	Fitness standard deviation:	38.89660186721107	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88608	Best fitness:	107.75646258503401	Average fitness:	334.5587482993197	Fitness standard deviation:	41.41548831447639	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88624	Best fitness:	107.75646258503401	Average fitness:	332.274462585034	Fitness standard deviation:	39.751240289724656	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88640	Best fitness:	107.75646258503401	Average fitness:	335.5164625850339	Fitness standard deviation:	48.91782013265322	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88656	Best fitness:	107.75646258503401	Average fitness:	335.88389115646265	Fitness standard deviation:	48.671938933128644	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88672	Best fitness:	107.75646258503401	Average fitness:	332.3218911564625	Fitness standard deviation:	42.21993866815604	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88688	Best fitness:	107.75646258503401	Average fitness:	331.47389115646257	Fitness standard deviation:	41.81962197293495	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88704	Best fitness:	107.75646258503401	Average fitness:	329.2696054421769	Fitness standard deviation:	44.36047862681375	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88720	Best fitness:	107.75646258503401	Average fitness:	329.1553197278912	Fitness standard deviation:	44.504930966428105	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88736	Best fitness:	107.75646258503401	Average fitness:	331.31617687074845	Fitness standard deviation:	51.11605811747799	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88752	Best fitness:	107.75646258503401	Average fitness:	332.0301768707484	Fitness standard deviation:	51.5013353787639	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88768	Best fitness:	107.75646258503401	Average fitness:	329.55360544217683	Fitness standard deviation:	43.32105233613566	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88784	Best fitness:	107.75646258503401	Average fitness:	333.2684625850341	Fitness standard deviation:	46.54965637962567	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88800	Best fitness:	107.75646258503401	Average fitness:	325.25874829931985	Fitness standard deviation:	44.812873547584935	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88816	Best fitness:	107.75646258503401	Average fitness:	324.35589115646275	Fitness standard deviation:	46.08766269550555	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88832	Best fitness:	107.75646258503401	Average fitness:	326.0504625850341	Fitness standard deviation:	46.2626329213581	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88848	Best fitness:	107.75646258503401	Average fitness:	329.40046258503395	Fitness standard deviation:	44.44109725495636	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88864	Best fitness:	107.75646258503401	Average fitness:	331.0790340136053	Fitness standard deviation:	46.79879333783673	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88880	Best fitness:	107.75646258503401	Average fitness:	328.74560544217684	Fitness standard deviation:	41.990982273894595	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88896	Best fitness:	107.75646258503401	Average fitness:	329.4853197278912	Fitness standard deviation:	42.07317289519995	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88912	Best fitness:	107.75646258503401	Average fitness:	326.2050340136055	Fitness standard deviation:	47.113132533751745	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88928	Best fitness:	107.75646258503401	Average fitness:	322.5030340136055	Fitness standard deviation:	47.21014430161797	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88944	Best fitness:	107.75646258503401	Average fitness:	323.3918911564626	Fitness standard deviation:	45.44444001734202	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88960	Best fitness:	107.75646258503401	Average fitness:	329.24903401360547	Fitness standard deviation:	49.276790599176636	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88976	Best fitness:	107.75646258503401	Average fitness:	329.23731972789125	Fitness standard deviation:	52.15449890469662	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	88992	Best fitness:	107.75646258503401	Average fitness:	326.8627482993197	Fitness standard deviation:	43.46164400094992	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89008	Best fitness:	107.75646258503401	Average fitness:	329.10646258503397	Fitness standard deviation:	42.90981646406323	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89024	Best fitness:	107.75646258503401	Average fitness:	324.09674829931976	Fitness standard deviation:	46.528551532080485	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89040	Best fitness:	107.75646258503401	Average fitness:	331.06989115646263	Fitness standard deviation:	44.24300990886491	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89056	Best fitness:	107.75646258503401	Average fitness:	327.86074829931977	Fitness standard deviation:	53.05448956747493	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89072	Best fitness:	107.75646258503401	Average fitness:	334.7198911564626	Fitness standard deviation:	50.01736973067967	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89088	Best fitness:	107.75646258503401	Average fitness:	329.3393197278912	Fitness standard deviation:	46.983726752907074	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89104	Best fitness:	107.75646258503401	Average fitness:	327.4707482993197	Fitness standard deviation:	46.930306817228285	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89120	Best fitness:	107.75646258503401	Average fitness:	331.1818911564626	Fitness standard deviation:	53.82979508694085	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89136	Best fitness:	107.75646258503401	Average fitness:	327.92846258503397	Fitness standard deviation:	48.60926794640828	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89152	Best fitness:	107.75646258503401	Average fitness:	327.6127482993198	Fitness standard deviation:	45.47471285747044	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89168	Best fitness:	107.75646258503401	Average fitness:	335.17560544217673	Fitness standard deviation:	44.386502279087374	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89184	Best fitness:	107.75646258503401	Average fitness:	332.05646258503396	Fitness standard deviation:	46.739226282314384	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89200	Best fitness:	107.75646258503401	Average fitness:	333.04074829931966	Fitness standard deviation:	47.82871417882776	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89216	Best fitness:	107.75646258503401	Average fitness:	327.97274829931956	Fitness standard deviation:	45.68523581541639	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89232	Best fitness:	107.75646258503401	Average fitness:	322.74103401360543	Fitness standard deviation:	46.788109324956494	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89248	Best fitness:	107.75646258503401	Average fitness:	331.2973197278913	Fitness standard deviation:	50.78365384689071	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89264	Best fitness:	107.75646258503401	Average fitness:	324.56074829931976	Fitness standard deviation:	48.1397305258561	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89280	Best fitness:	107.75646258503401	Average fitness:	330.00046258503403	Fitness standard deviation:	52.80135456209279	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89296	Best fitness:	107.75646258503401	Average fitness:	320.054462585034	Fitness standard deviation:	44.44515928371843	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89312	Best fitness:	107.75646258503401	Average fitness:	331.2318911564626	Fitness standard deviation:	38.784942064398855	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89328	Best fitness:	107.75646258503401	Average fitness:	328.0433197278911	Fitness standard deviation:	49.88886750302811	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89344	Best fitness:	107.75646258503401	Average fitness:	344.24303401360544	Fitness standard deviation:	51.06974062425393	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89360	Best fitness:	107.75646258503401	Average fitness:	336.94617687074845	Fitness standard deviation:	44.33388504960778	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89376	Best fitness:	107.75646258503401	Average fitness:	328.1878911564625	Fitness standard deviation:	44.11958378622115	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89392	Best fitness:	107.75646258503401	Average fitness:	332.1504625850341	Fitness standard deviation:	49.381534398094644	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89408	Best fitness:	107.75646258503401	Average fitness:	328.2993197278912	Fitness standard deviation:	41.391639104474976	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89424	Best fitness:	107.75646258503401	Average fitness:	327.1353197278911	Fitness standard deviation:	44.466089555149	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89440	Best fitness:	107.75646258503401	Average fitness:	332.9316054421768	Fitness standard deviation:	42.516492580010905	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89456	Best fitness:	107.75646258503401	Average fitness:	332.10246258503395	Fitness standard deviation:	47.17842448684805	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89472	Best fitness:	107.75646258503401	Average fitness:	329.11531972789106	Fitness standard deviation:	54.13506484747956	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89488	Best fitness:	107.75646258503401	Average fitness:	329.71731972789115	Fitness standard deviation:	45.58985613184637	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89504	Best fitness:	107.75646258503401	Average fitness:	337.56331972789104	Fitness standard deviation:	43.9193710448999	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89520	Best fitness:	107.75646258503401	Average fitness:	326.10760544217686	Fitness standard deviation:	42.1792434290244	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89536	Best fitness:	107.75646258503401	Average fitness:	328.9530340136053	Fitness standard deviation:	42.41000407200824	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89552	Best fitness:	107.75646258503401	Average fitness:	337.3078911564626	Fitness standard deviation:	43.90086764053572	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89568	Best fitness:	107.75646258503401	Average fitness:	333.93560544217684	Fitness standard deviation:	45.29823312407743	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89584	Best fitness:	107.75646258503401	Average fitness:	330.0587482993198	Fitness standard deviation:	42.255439776363446	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89600	Best fitness:	107.75646258503401	Average fitness:	329.4610340136053	Fitness standard deviation:	45.381368688042016	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89616	Best fitness:	107.75646258503401	Average fitness:	323.89846258503405	Fitness standard deviation:	45.719893844396196	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89632	Best fitness:	107.75646258503401	Average fitness:	338.1693197278912	Fitness standard deviation:	39.96073039209104	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89648	Best fitness:	107.75646258503401	Average fitness:	328.84017687074834	Fitness standard deviation:	50.45710309899744	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89664	Best fitness:	107.75646258503401	Average fitness:	329.5376054421769	Fitness standard deviation:	45.48713461888686	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89680	Best fitness:	107.75646258503401	Average fitness:	335.4256054421769	Fitness standard deviation:	48.619224077288095	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89696	Best fitness:	107.75646258503401	Average fitness:	328.46846258503405	Fitness standard deviation:	40.7402250562347	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89712	Best fitness:	107.75646258503401	Average fitness:	337.880462585034	Fitness standard deviation:	45.30659819856851	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89728	Best fitness:	107.75646258503401	Average fitness:	329.40017687074834	Fitness standard deviation:	50.53916540745042	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89744	Best fitness:	107.75646258503401	Average fitness:	329.9721768707484	Fitness standard deviation:	45.968661796347085	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89760	Best fitness:	107.75646258503401	Average fitness:	339.5756054421768	Fitness standard deviation:	46.18120618801106	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89776	Best fitness:	107.75646258503401	Average fitness:	325.61931972789114	Fitness standard deviation:	45.66020640535468	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89792	Best fitness:	107.75646258503401	Average fitness:	325.21160544217685	Fitness standard deviation:	45.916795958581865	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89808	Best fitness:	107.75646258503401	Average fitness:	337.0927482993198	Fitness standard deviation:	45.01918427442565	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89824	Best fitness:	107.75646258503401	Average fitness:	328.70903401360533	Fitness standard deviation:	43.46437926413222	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89840	Best fitness:	107.75646258503401	Average fitness:	339.63846258503406	Fitness standard deviation:	46.54185347598001	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89856	Best fitness:	107.75646258503401	Average fitness:	329.66674829931975	Fitness standard deviation:	41.58952969099756	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89872	Best fitness:	107.75646258503401	Average fitness:	329.1790340136056	Fitness standard deviation:	43.165308310621626	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89888	Best fitness:	107.75646258503401	Average fitness:	333.4004625850341	Fitness standard deviation:	42.03006997814003	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89904	Best fitness:	107.75646258503401	Average fitness:	335.8293197278912	Fitness standard deviation:	44.88437615082758	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89920	Best fitness:	107.75646258503401	Average fitness:	334.41103401360544	Fitness standard deviation:	42.86141085319674	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89936	Best fitness:	107.75646258503401	Average fitness:	336.1656054421769	Fitness standard deviation:	40.03650148429606	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89952	Best fitness:	107.75646258503401	Average fitness:	328.7930340136055	Fitness standard deviation:	48.1242092039984	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89968	Best fitness:	107.75646258503401	Average fitness:	333.52360544217686	Fitness standard deviation:	47.059781411844796	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	89984	Best fitness:	107.75646258503401	Average fitness:	337.7796054421769	Fitness standard deviation:	38.80100939040485	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	90000	Best fitness:	107.75646258503401	Average fitness:	324.7673197278913	Fitness standard deviation:	50.388270870373425	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
