Generation:	16	Best fitness:	231.29931972789115	Average fitness:	326.8261768707483	Fitness standard deviation:	39.12539304255861	Best genome:	N9	A13	A16	A9	A10	A15	A11	A7	A14	E5	N12	N3	E4	N5	E3	A8	N7	A6	A12	N6	A17	
Generation:	88352	Best fitness:	103.49931972789116	Average fitness:	307.42674829931974	Fitness standard deviation:	57.079952293216905	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88368	Best fitness:	103.49931972789116	Average fitness:	321.7473197278912	Fitness standard deviation:	56.73399857192497	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88384	Best fitness:	103.49931972789116	Average fitness:	317.9741768707483	Fitness standard deviation:	52.577442168477475	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88400	Best fitness:	103.49931972789116	Average fitness:	317.66160544217684	Fitness standard deviation:	48.09701774962938	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88416	Best fitness:	103.49931972789116	Average fitness:	318.05246258503405	Fitness standard deviation:	46.96850973204259	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88432	Best fitness:	103.49931972789116	Average fitness:	323.6913197278911	Fitness standard deviation:	61.1325363892891	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88448	Best fitness:	103.49931972789116	Average fitness:	311.0301768707483	Fitness standard deviation:	57.54618293410706	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88464	Best fitness:	103.49931972789116	Average fitness:	314.5450340136054	Fitness standard deviation:	49.61510434929908	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88480	Best fitness:	103.49931972789116	Average fitness:	317.5490340136055	Fitness standard deviation:	52.186263830355095	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88496	Best fitness:	103.49931972789116	Average fitness:	306.0827482993197	Fitness standard deviation:	54.92184163566496	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88512	Best fitness:	103.49931972789116	Average fitness:	312.9730340136055	Fitness standard deviation:	54.31595340943129	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88528	Best fitness:	103.49931972789116	Average fitness:	313.7650340136054	Fitness standard deviation:	50.992273524365174	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88544	Best fitness:	103.49931972789116	Average fitness:	324.04046258503405	Fitness standard deviation:	47.6976389814859	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88560	Best fitness:	103.49931972789116	Average fitness:	310.4678911564626	Fitness standard deviation:	52.51082819334523	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88576	Best fitness:	103.49931972789116	Average fitness:	317.416462585034	Fitness standard deviation:	58.77067108338849	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88592	Best fitness:	103.49931972789116	Average fitness:	322.58903401360544	Fitness standard deviation:	59.74719940768123	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88608	Best fitness:	103.49931972789116	Average fitness:	316.2833197278911	Fitness standard deviation:	53.72492057638406	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88624	Best fitness:	103.49931972789116	Average fitness:	310.83417687074837	Fitness standard deviation:	53.46515509628105	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88640	Best fitness:	103.49931972789116	Average fitness:	312.7073197278913	Fitness standard deviation:	56.121242524828446	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88656	Best fitness:	103.49931972789116	Average fitness:	306.9336054421769	Fitness standard deviation:	60.480339595202516	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88672	Best fitness:	103.49931972789116	Average fitness:	309.6947482993197	Fitness standard deviation:	55.71372083523163	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88688	Best fitness:	103.49931972789116	Average fitness:	305.0330340136054	Fitness standard deviation:	51.60320712703735	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88704	Best fitness:	103.49931972789116	Average fitness:	317.18960544217697	Fitness standard deviation:	57.94400065369237	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88720	Best fitness:	103.49931972789116	Average fitness:	317.4050340136055	Fitness standard deviation:	55.79892596435445	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88736	Best fitness:	103.49931972789116	Average fitness:	306.0644625850341	Fitness standard deviation:	58.758305720145145	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88752	Best fitness:	103.49931972789116	Average fitness:	318.4981768707483	Fitness standard deviation:	49.66371613899521	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88768	Best fitness:	103.49931972789116	Average fitness:	323.27474829931975	Fitness standard deviation:	52.968626219601326	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88784	Best fitness:	103.49931972789116	Average fitness:	330.22503401360547	Fitness standard deviation:	46.96602332472673	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88800	Best fitness:	103.49931972789116	Average fitness:	323.80274829931983	Fitness standard deviation:	55.826426889648836	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88816	Best fitness:	103.49931972789116	Average fitness:	315.9856054421769	Fitness standard deviation:	54.492793454263115	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88832	Best fitness:	103.49931972789116	Average fitness:	322.07417687074826	Fitness standard deviation:	54.61221501698338	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88848	Best fitness:	103.49931972789116	Average fitness:	308.8558911564625	Fitness standard deviation:	57.7723668823052	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88864	Best fitness:	103.49931972789116	Average fitness:	305.62331972789116	Fitness standard deviation:	58.39222777747332	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88880	Best fitness:	103.49931972789116	Average fitness:	305.41760544217686	Fitness standard deviation:	52.73535777360579	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88896	Best fitness:	103.49931972789116	Average fitness:	308.67989115646253	Fitness standard deviation:	52.828947364806254	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88912	Best fitness:	103.49931972789116	Average fitness:	323.6644625850339	Fitness standard deviation:	51.9747961808492	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88928	Best fitness:	103.49931972789116	Average fitness:	308.0210340136055	Fitness standard deviation:	52.32035380583112	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88944	Best fitness:	103.49931972789116	Average fitness:	321.67931972789114	Fitness standard deviation:	49.54385705038084	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88960	Best fitness:	103.49931972789116	Average fitness:	317.6210340136055	Fitness standard deviation:	59.381328147587176	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88976	Best fitness:	103.49931972789116	Average fitness:	301.74446258503406	Fitness standard deviation:	58.274276493989696	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	88992	Best fitness:	103.49931972789116	Average fitness:	312.93874829931974	Fitness standard deviation:	49.27883774470932	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89008	Best fitness:	103.49931972789116	Average fitness:	319.59360544217685	Fitness standard deviation:	59.28733113113679	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89024	Best fitness:	103.49931972789116	Average fitness:	312.8330340136053	Fitness standard deviation:	55.360556927716495	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89040	Best fitness:	103.49931972789116	Average fitness:	306.78674829931975	Fitness standard deviation:	55.97655147853047	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89056	Best fitness:	103.49931972789116	Average fitness:	312.4861768707483	Fitness standard deviation:	56.14027539247431	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89072	Best fitness:	103.49931972789116	Average fitness:	311.7101768707482	Fitness standard deviation:	60.29461298981723	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89088	Best fitness:	103.49931972789116	Average fitness:	307.6301768707483	Fitness standard deviation:	52.45882010701735	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89104	Best fitness:	103.49931972789116	Average fitness:	309.7678911564626	Fitness standard deviation:	47.24471213257412	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89120	Best fitness:	103.49931972789116	Average fitness:	318.79303401360545	Fitness standard deviation:	51.42920286596489	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89136	Best fitness:	103.49931972789116	Average fitness:	315.04731972789114	Fitness standard deviation:	51.38101156128813	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89152	Best fitness:	103.49931972789116	Average fitness:	315.22617687074836	Fitness standard deviation:	53.116759847086506	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89168	Best fitness:	103.49931972789116	Average fitness:	320.8513197278912	Fitness standard deviation:	43.835674760567855	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89184	Best fitness:	103.49931972789116	Average fitness:	328.7021768707483	Fitness standard deviation:	52.082352763558546	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89200	Best fitness:	103.49931972789116	Average fitness:	307.29417687074823	Fitness standard deviation:	49.37444094315377	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89216	Best fitness:	103.49931972789116	Average fitness:	321.87074829931976	Fitness standard deviation:	57.79847692365152	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89232	Best fitness:	103.49931972789116	Average fitness:	315.8193197278911	Fitness standard deviation:	54.90397435523225	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89248	Best fitness:	103.49931972789116	Average fitness:	315.42617687074835	Fitness standard deviation:	51.607843782882135	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89264	Best fitness:	103.49931972789116	Average fitness:	311.51246258503403	Fitness standard deviation:	50.47444880696912	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89280	Best fitness:	103.49931972789116	Average fitness:	315.95646258503405	Fitness standard deviation:	54.8002684337236	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89296	Best fitness:	103.49931972789116	Average fitness:	325.98446258503407	Fitness standard deviation:	52.56929327651111	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89312	Best fitness:	103.49931972789116	Average fitness:	312.9810340136055	Fitness standard deviation:	52.09223782045514	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89328	Best fitness:	103.49931972789116	Average fitness:	305.93760544217696	Fitness standard deviation:	57.5762730638096	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89344	Best fitness:	103.49931972789116	Average fitness:	307.4376054421769	Fitness standard deviation:	46.43657086603099	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89360	Best fitness:	103.49931972789116	Average fitness:	321.1627482993198	Fitness standard deviation:	47.71889739561321	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89376	Best fitness:	103.49931972789116	Average fitness:	317.5524625850341	Fitness standard deviation:	55.44830017379492	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89392	Best fitness:	103.49931972789116	Average fitness:	318.4901768707485	Fitness standard deviation:	54.44501242200843	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89408	Best fitness:	103.49931972789116	Average fitness:	303.8061768707483	Fitness standard deviation:	58.41508214808353	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89424	Best fitness:	103.49931972789116	Average fitness:	319.56617687074834	Fitness standard deviation:	67.62416054418806	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89440	Best fitness:	103.49931972789116	Average fitness:	318.65474829931975	Fitness standard deviation:	50.52122581930999	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89456	Best fitness:	103.49931972789116	Average fitness:	313.3496054421769	Fitness standard deviation:	45.32835254910911	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89472	Best fitness:	103.49931972789116	Average fitness:	325.13074829931975	Fitness standard deviation:	51.94839708002233	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89488	Best fitness:	103.49931972789116	Average fitness:	316.4518911564627	Fitness standard deviation:	63.10239960766071	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89504	Best fitness:	103.49931972789116	Average fitness:	326.497605442177	Fitness standard deviation:	55.1736930540678	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89520	Best fitness:	103.49931972789116	Average fitness:	310.3827482993197	Fitness standard deviation:	52.93955978938508	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89536	Best fitness:	103.49931972789116	Average fitness:	315.7358911564625	Fitness standard deviation:	64.37024614727851	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89552	Best fitness:	103.49931972789116	Average fitness:	308.560462585034	Fitness standard deviation:	55.16072012967642	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89568	Best fitness:	103.49931972789116	Average fitness:	308.8650340136055	Fitness standard deviation:	55.78988980166238	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89584	Best fitness:	103.49931972789116	Average fitness:	305.64846258503405	Fitness standard deviation:	57.53931221595992	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89600	Best fitness:	103.49931972789116	Average fitness:	317.860462585034	Fitness standard deviation:	56.98613587495807	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89616	Best fitness:	103.49931972789116	Average fitness:	311.4301768707483	Fitness standard deviation:	53.45426825591675	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89632	Best fitness:	103.49931972789116	Average fitness:	319.604462585034	Fitness standard deviation:	47.24268476015031	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89648	Best fitness:	103.49931972789116	Average fitness:	312.9861768707482	Fitness standard deviation:	51.57077893061345	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89664	Best fitness:	103.49931972789116	Average fitness:	318.4398911564626	Fitness standard deviation:	52.15884806540693	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89680	Best fitness:	103.49931972789116	Average fitness:	314.23360544217684	Fitness standard deviation:	57.1994314942492	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89696	Best fitness:	103.49931972789116	Average fitness:	305.35017687074827	Fitness standard deviation:	55.57411650935998	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89712	Best fitness:	103.49931972789116	Average fitness:	312.6078911564625	Fitness standard deviation:	53.49255664414004	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89728	Best fitness:	103.49931972789116	Average fitness:	320.22674829931964	Fitness standard deviation:	57.36187262761685	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89744	Best fitness:	103.49931972789116	Average fitness:	315.22217687074834	Fitness standard deviation:	51.11079929018556	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89760	Best fitness:	103.49931972789116	Average fitness:	309.22046258503406	Fitness standard deviation:	56.10306246797686	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89776	Best fitness:	103.49931972789116	Average fitness:	330.4370340136055	Fitness standard deviation:	48.45287133801215	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89792	Best fitness:	103.49931972789116	Average fitness:	306.9530340136054	Fitness standard deviation:	54.6244856929975	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89808	Best fitness:	103.49931972789116	Average fitness:	312.56560544217695	Fitness standard deviation:	65.89160683351136	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89824	Best fitness:	103.49931972789116	Average fitness:	314.67531972789106	Fitness standard deviation:	53.27158644117129	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89840	Best fitness:	103.49931972789116	Average fitness:	314.79017687074827	Fitness standard deviation:	49.5312274008704	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89856	Best fitness:	103.49931972789116	Average fitness:	318.11074829931977	Fitness standard deviation:	49.49075988793983	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89872	Best fitness:	103.49931972789116	Average fitness:	314.49303401360544	Fitness standard deviation:	58.165833660214616	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89888	Best fitness:	103.49931972789116	Average fitness:	317.7387482993197	Fitness standard deviation:	52.84706217077381	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89904	Best fitness:	103.49931972789116	Average fitness:	316.86217687074827	Fitness standard deviation:	45.083649509120534	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89920	Best fitness:	103.49931972789116	Average fitness:	307.8461768707483	Fitness standard deviation:	63.40347096917309	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89936	Best fitness:	103.49931972789116	Average fitness:	309.39817687074833	Fitness standard deviation:	57.437583716445396	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89952	Best fitness:	103.49931972789116	Average fitness:	308.7838911564626	Fitness standard deviation:	51.40790567646982	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89968	Best fitness:	103.49931972789116	Average fitness:	312.108462585034	Fitness standard deviation:	58.469634034798474	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	89984	Best fitness:	103.49931972789116	Average fitness:	316.47417687074824	Fitness standard deviation:	53.14362261814292	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	90000	Best fitness:	103.49931972789116	Average fitness:	312.5878911564626	Fitness standard deviation:	46.67241155115086	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	90016	Best fitness:	103.49931972789116	Average fitness:	314.08674829931965	Fitness standard deviation:	58.86727184964841	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	90032	Best fitness:	103.49931972789116	Average fitness:	320.75817687074823	Fitness standard deviation:	49.804380566289915	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	90048	Best fitness:	103.49931972789116	Average fitness:	315.9033197278912	Fitness standard deviation:	55.86717834876808	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	90064	Best fitness:	103.49931972789116	Average fitness:	311.57646258503394	Fitness standard deviation:	49.09739832668305	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
Generation:	90080	Best fitness:	103.49931972789116	Average fitness:	319.4416054421769	Fitness standard deviation:	58.83376997498449	Best genome:	A9	N3	E4	A11	N12	A15	A17	N9	A13	A16	E5	E3	N6	A6	A14	A12	N5	A7	N7	A10	A8	
