Generation:	16	Best fitness:	242.38503401360543	Average fitness:	333.2724625850341	Fitness standard deviation:	32.83530872554788	Best genome:	A9	A13	A16	N9	E4	A11	E5	A8	E3	A7	A14	A12	N12	A15	N3	N5	A6	N6	A10	N7	A17	
Generation:	77664	Best fitness:	104.8421768707483	Average fitness:	315.6718911564625	Fitness standard deviation:	54.93041088058785	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77680	Best fitness:	104.8421768707483	Average fitness:	315.4953197278912	Fitness standard deviation:	49.493460301048145	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77696	Best fitness:	104.8421768707483	Average fitness:	316.3758911564626	Fitness standard deviation:	54.43809393715218	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77712	Best fitness:	104.8421768707483	Average fitness:	311.4998911564626	Fitness standard deviation:	53.435902167829035	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77728	Best fitness:	104.8421768707483	Average fitness:	310.83646258503404	Fitness standard deviation:	47.31843391063468	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77744	Best fitness:	104.8421768707483	Average fitness:	321.364462585034	Fitness standard deviation:	46.008047934850595	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77760	Best fitness:	104.8421768707483	Average fitness:	316.3290340136055	Fitness standard deviation:	57.5772389723011	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77776	Best fitness:	104.8421768707483	Average fitness:	312.18503401360533	Fitness standard deviation:	56.784436212032325	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77792	Best fitness:	104.8421768707483	Average fitness:	310.0490340136054	Fitness standard deviation:	46.83871190128342	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77808	Best fitness:	104.8421768707483	Average fitness:	312.06789115646257	Fitness standard deviation:	56.457194693440634	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77824	Best fitness:	104.8421768707483	Average fitness:	313.13303401360554	Fitness standard deviation:	50.497578261593056	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77840	Best fitness:	104.8421768707483	Average fitness:	311.73531972789124	Fitness standard deviation:	51.82013124220339	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77856	Best fitness:	104.8421768707483	Average fitness:	302.2936054421769	Fitness standard deviation:	59.994443552239545	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77872	Best fitness:	104.8421768707483	Average fitness:	312.4341768707484	Fitness standard deviation:	48.85319250195071	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77888	Best fitness:	104.8421768707483	Average fitness:	309.28560544217686	Fitness standard deviation:	44.23677230724757	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77904	Best fitness:	104.8421768707483	Average fitness:	307.14846258503394	Fitness standard deviation:	48.37616921837547	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77920	Best fitness:	104.8421768707483	Average fitness:	303.00331972789115	Fitness standard deviation:	51.24189700323159	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77936	Best fitness:	104.8421768707483	Average fitness:	310.5473197278912	Fitness standard deviation:	52.41540058464668	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77952	Best fitness:	104.8421768707483	Average fitness:	307.6758911564627	Fitness standard deviation:	58.82006923643997	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77968	Best fitness:	104.8421768707483	Average fitness:	306.88331972789115	Fitness standard deviation:	63.84239015524633	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	77984	Best fitness:	104.8421768707483	Average fitness:	313.9050340136055	Fitness standard deviation:	60.01630989207204	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78000	Best fitness:	104.8421768707483	Average fitness:	313.38103401360553	Fitness standard deviation:	47.766634417675235	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78016	Best fitness:	104.8421768707483	Average fitness:	303.28331972789124	Fitness standard deviation:	61.36727763562732	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78032	Best fitness:	104.8421768707483	Average fitness:	314.332462585034	Fitness standard deviation:	47.80384250971755	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78048	Best fitness:	104.8421768707483	Average fitness:	307.43417687074833	Fitness standard deviation:	53.47072013270632	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78064	Best fitness:	104.8421768707483	Average fitness:	316.28617687074825	Fitness standard deviation:	57.59014660902488	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78080	Best fitness:	104.8421768707483	Average fitness:	311.80160544217676	Fitness standard deviation:	52.26056384647051	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78096	Best fitness:	104.8421768707483	Average fitness:	322.4993197278912	Fitness standard deviation:	51.19619405497138	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78112	Best fitness:	104.8421768707483	Average fitness:	309.032462585034	Fitness standard deviation:	53.42860920090339	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78128	Best fitness:	104.8421768707483	Average fitness:	320.2233197278911	Fitness standard deviation:	53.731405663841	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78144	Best fitness:	104.8421768707483	Average fitness:	314.2130340136056	Fitness standard deviation:	50.52292282009933	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78160	Best fitness:	104.8421768707483	Average fitness:	314.70160544217686	Fitness standard deviation:	55.37129908285022	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78176	Best fitness:	104.8421768707483	Average fitness:	320.1096054421768	Fitness standard deviation:	60.48392783919662	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78192	Best fitness:	104.8421768707483	Average fitness:	314.91360544217684	Fitness standard deviation:	54.29526630247929	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78208	Best fitness:	104.8421768707483	Average fitness:	312.29589115646263	Fitness standard deviation:	55.19116333883421	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78224	Best fitness:	104.8421768707483	Average fitness:	318.3913197278911	Fitness standard deviation:	62.17907838703647	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78240	Best fitness:	104.8421768707483	Average fitness:	310.4627482993196	Fitness standard deviation:	55.30296786219838	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78256	Best fitness:	104.8421768707483	Average fitness:	318.860462585034	Fitness standard deviation:	51.727241868738176	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78272	Best fitness:	104.8421768707483	Average fitness:	322.6387482993197	Fitness standard deviation:	52.245599799877695	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78288	Best fitness:	104.8421768707483	Average fitness:	300.8570340136055	Fitness standard deviation:	65.66951101709599	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78304	Best fitness:	104.8421768707483	Average fitness:	309.4776054421769	Fitness standard deviation:	54.04694756167728	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78320	Best fitness:	104.8421768707483	Average fitness:	322.9964625850341	Fitness standard deviation:	57.075976861494695	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78336	Best fitness:	104.8421768707483	Average fitness:	316.8701768707482	Fitness standard deviation:	60.21677479756291	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78352	Best fitness:	104.8421768707483	Average fitness:	310.7873197278912	Fitness standard deviation:	49.74272613095081	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78368	Best fitness:	104.8421768707483	Average fitness:	312.39646258503404	Fitness standard deviation:	64.38299255713612	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78384	Best fitness:	104.8421768707483	Average fitness:	316.1770340136054	Fitness standard deviation:	55.258781491436885	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78400	Best fitness:	104.8421768707483	Average fitness:	316.1781768707483	Fitness standard deviation:	61.823827797960206	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78416	Best fitness:	104.8421768707483	Average fitness:	311.0044625850341	Fitness standard deviation:	53.04170109624759	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78432	Best fitness:	104.8421768707483	Average fitness:	314.22103401360545	Fitness standard deviation:	50.83025575302929	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78448	Best fitness:	104.8421768707483	Average fitness:	316.27417687074836	Fitness standard deviation:	50.290724958150356	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78464	Best fitness:	104.8421768707483	Average fitness:	317.6010340136055	Fitness standard deviation:	55.25505393008252	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78480	Best fitness:	104.8421768707483	Average fitness:	309.61246258503405	Fitness standard deviation:	64.54472367123371	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78496	Best fitness:	104.8421768707483	Average fitness:	305.2250340136054	Fitness standard deviation:	59.04314686597197	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78512	Best fitness:	104.8421768707483	Average fitness:	318.777605442177	Fitness standard deviation:	53.76429702518434	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78528	Best fitness:	104.8421768707483	Average fitness:	312.7136054421769	Fitness standard deviation:	56.71059052373745	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78544	Best fitness:	104.8421768707483	Average fitness:	311.69131972789125	Fitness standard deviation:	53.717076839337274	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78560	Best fitness:	104.8421768707483	Average fitness:	325.0678911564626	Fitness standard deviation:	54.790126400843505	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78576	Best fitness:	104.8421768707483	Average fitness:	301.67931972789114	Fitness standard deviation:	53.29259741066774	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78592	Best fitness:	104.8421768707483	Average fitness:	300.4187482993198	Fitness standard deviation:	46.464794551732325	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78608	Best fitness:	104.8421768707483	Average fitness:	307.2530340136055	Fitness standard deviation:	53.220109714663465	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78624	Best fitness:	104.8421768707483	Average fitness:	312.5810340136054	Fitness standard deviation:	58.76038010185337	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78640	Best fitness:	104.8421768707483	Average fitness:	313.3118911564627	Fitness standard deviation:	54.885739022824794	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78656	Best fitness:	104.8421768707483	Average fitness:	314.5433197278911	Fitness standard deviation:	55.81669714634261	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78672	Best fitness:	104.8421768707483	Average fitness:	313.3273197278911	Fitness standard deviation:	57.375338936173755	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78688	Best fitness:	104.8421768707483	Average fitness:	319.288462585034	Fitness standard deviation:	53.11173432433529	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78704	Best fitness:	104.8421768707483	Average fitness:	319.29074829931983	Fitness standard deviation:	55.074678280994995	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78720	Best fitness:	104.8421768707483	Average fitness:	309.9421768707483	Fitness standard deviation:	55.82210380726785	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78736	Best fitness:	104.8421768707483	Average fitness:	313.1718911564626	Fitness standard deviation:	50.879984985878934	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78752	Best fitness:	104.8421768707483	Average fitness:	309.60731972789114	Fitness standard deviation:	49.768211242576456	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78768	Best fitness:	104.8421768707483	Average fitness:	323.71989115646267	Fitness standard deviation:	58.926415556062075	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78784	Best fitness:	104.8421768707483	Average fitness:	322.5050340136053	Fitness standard deviation:	58.5267514623415	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78800	Best fitness:	104.8421768707483	Average fitness:	318.9067482993198	Fitness standard deviation:	52.88285114114335	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78816	Best fitness:	104.8421768707483	Average fitness:	323.736462585034	Fitness standard deviation:	47.04975785576069	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78832	Best fitness:	104.8421768707483	Average fitness:	312.9918911564625	Fitness standard deviation:	52.335608531157156	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78848	Best fitness:	104.8421768707483	Average fitness:	313.8656054421769	Fitness standard deviation:	55.21867110730883	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78864	Best fitness:	104.8421768707483	Average fitness:	309.2033197278913	Fitness standard deviation:	56.32716175476037	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78880	Best fitness:	104.8421768707483	Average fitness:	314.06960544217696	Fitness standard deviation:	58.316570532687166	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78896	Best fitness:	104.8421768707483	Average fitness:	304.9221768707484	Fitness standard deviation:	50.64069122912192	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78912	Best fitness:	104.8421768707483	Average fitness:	316.5981768707484	Fitness standard deviation:	52.719357157518914	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78928	Best fitness:	104.8421768707483	Average fitness:	319.40789115646265	Fitness standard deviation:	63.23505770100143	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78944	Best fitness:	104.8421768707483	Average fitness:	315.6536054421768	Fitness standard deviation:	60.49504617937652	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78960	Best fitness:	104.8421768707483	Average fitness:	315.97246258503407	Fitness standard deviation:	56.579542032903205	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78976	Best fitness:	104.8421768707483	Average fitness:	324.4633197278912	Fitness standard deviation:	60.131572965167855	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	78992	Best fitness:	104.8421768707483	Average fitness:	317.6061768707484	Fitness standard deviation:	54.55281681423378	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79008	Best fitness:	104.8421768707483	Average fitness:	305.4467482993197	Fitness standard deviation:	50.28618517961337	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79024	Best fitness:	104.8421768707483	Average fitness:	320.89531972789126	Fitness standard deviation:	59.83863089397439	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79040	Best fitness:	104.8421768707483	Average fitness:	309.32446258503404	Fitness standard deviation:	55.917048078344756	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79056	Best fitness:	104.8421768707483	Average fitness:	315.0610340136055	Fitness standard deviation:	47.62761044878511	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79072	Best fitness:	104.8421768707483	Average fitness:	313.17360544217684	Fitness standard deviation:	57.79421763322638	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79088	Best fitness:	104.8421768707483	Average fitness:	314.24731972789135	Fitness standard deviation:	62.43385912618053	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79104	Best fitness:	104.8421768707483	Average fitness:	314.4798911564626	Fitness standard deviation:	57.77425553066391	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79120	Best fitness:	104.8421768707483	Average fitness:	312.0078911564626	Fitness standard deviation:	51.2489542750456	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79136	Best fitness:	104.8421768707483	Average fitness:	315.620462585034	Fitness standard deviation:	54.55006090570685	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79152	Best fitness:	104.8421768707483	Average fitness:	310.89531972789126	Fitness standard deviation:	56.39439659818579	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79168	Best fitness:	104.8421768707483	Average fitness:	313.11760544217685	Fitness standard deviation:	59.5809074363489	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79184	Best fitness:	104.8421768707483	Average fitness:	316.6673197278912	Fitness standard deviation:	57.684737171375	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79200	Best fitness:	104.8421768707483	Average fitness:	314.7341768707483	Fitness standard deviation:	53.462407403593	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79216	Best fitness:	104.8421768707483	Average fitness:	307.0073197278912	Fitness standard deviation:	57.81462375276234	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79232	Best fitness:	104.8421768707483	Average fitness:	312.88274829931964	Fitness standard deviation:	56.99634763522223	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79248	Best fitness:	104.8421768707483	Average fitness:	312.76731972789116	Fitness standard deviation:	60.65438251979113	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79264	Best fitness:	104.8421768707483	Average fitness:	312.33531972789115	Fitness standard deviation:	58.10528594732504	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79280	Best fitness:	104.8421768707483	Average fitness:	308.58903401360544	Fitness standard deviation:	57.39099296750248	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79296	Best fitness:	104.8421768707483	Average fitness:	319.264462585034	Fitness standard deviation:	60.2251024455038	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79312	Best fitness:	104.8421768707483	Average fitness:	316.2090340136055	Fitness standard deviation:	52.57419041192539	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79328	Best fitness:	104.8421768707483	Average fitness:	303.39931972789117	Fitness standard deviation:	58.02118128365727	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79344	Best fitness:	104.8421768707483	Average fitness:	313.9358911564626	Fitness standard deviation:	59.58630634086106	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79360	Best fitness:	104.8421768707483	Average fitness:	310.8473197278911	Fitness standard deviation:	45.83210199795576	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79376	Best fitness:	104.8421768707483	Average fitness:	313.06560544217695	Fitness standard deviation:	57.01651366660257	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	79392	Best fitness:	104.8421768707483	Average fitness:	312.4878911564626	Fitness standard deviation:	59.31072959337088	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
