Generation:	16	Best fitness:	236.52789115646257	Average fitness:	343.78517687074816	Fitness standard deviation:	31.348917306760733	Best genome:	E3	A11	A10	N12	N5	A7	A17	E5	N9	N3	A13	A9	E4	A6	A12	N6	N7	A15	A14	A8	A16	
Generation:	94224	Best fitness:	95.75646258503401	Average fitness:	335.0581768707484	Fitness standard deviation:	42.346928244621274	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94240	Best fitness:	95.75646258503401	Average fitness:	338.52489115646284	Fitness standard deviation:	44.94500915722298	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94256	Best fitness:	95.75646258503401	Average fitness:	338.02117687074866	Fitness standard deviation:	45.51278568754957	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94272	Best fitness:	95.75646258503401	Average fitness:	335.96803401360575	Fitness standard deviation:	40.521563933948315	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94288	Best fitness:	95.75646258503401	Average fitness:	337.3387482993198	Fitness standard deviation:	43.772898479608614	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94304	Best fitness:	95.75646258503401	Average fitness:	340.60046258503405	Fitness standard deviation:	40.05685987672616	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94320	Best fitness:	95.75646258503401	Average fitness:	335.2910340136056	Fitness standard deviation:	46.29891377841627	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94336	Best fitness:	95.75646258503401	Average fitness:	342.1113197278912	Fitness standard deviation:	41.04783822988659	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94352	Best fitness:	95.75646258503401	Average fitness:	338.4508911564628	Fitness standard deviation:	41.1226378092135	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94368	Best fitness:	95.75646258503401	Average fitness:	339.1943197278913	Fitness standard deviation:	42.525963251997055	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94384	Best fitness:	95.75646258503401	Average fitness:	333.5474625850343	Fitness standard deviation:	43.46518480840237	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94400	Best fitness:	95.75646258503401	Average fitness:	334.08389115646276	Fitness standard deviation:	41.705458639445865	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94416	Best fitness:	95.75646258503401	Average fitness:	336.81789115646274	Fitness standard deviation:	44.75023573076665	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94432	Best fitness:	95.75646258503401	Average fitness:	339.6997482993198	Fitness standard deviation:	42.915852594326495	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94448	Best fitness:	95.75646258503401	Average fitness:	337.0093197278913	Fitness standard deviation:	42.15466292265245	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94464	Best fitness:	95.75646258503401	Average fitness:	339.6924625850341	Fitness standard deviation:	44.20830407172344	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94480	Best fitness:	95.75646258503401	Average fitness:	332.41189115646245	Fitness standard deviation:	39.802742869284366	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94496	Best fitness:	95.75646258503401	Average fitness:	333.58617687074843	Fitness standard deviation:	44.46154861019043	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94512	Best fitness:	95.75646258503401	Average fitness:	340.08474829932004	Fitness standard deviation:	37.44402374483919	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94528	Best fitness:	95.75646258503401	Average fitness:	340.2327482993197	Fitness standard deviation:	40.84787078706472	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94544	Best fitness:	95.75646258503401	Average fitness:	341.5583197278912	Fitness standard deviation:	43.92412047857448	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94560	Best fitness:	95.75646258503401	Average fitness:	339.37974829931983	Fitness standard deviation:	45.16941814243936	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94576	Best fitness:	95.75646258503401	Average fitness:	340.2233197278914	Fitness standard deviation:	47.33105460606652	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94592	Best fitness:	95.75646258503401	Average fitness:	339.6713197278914	Fitness standard deviation:	40.53554328069658	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94608	Best fitness:	95.75646258503401	Average fitness:	337.43746258503415	Fitness standard deviation:	42.28579360779239	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94624	Best fitness:	95.75646258503401	Average fitness:	335.8590340136055	Fitness standard deviation:	43.13086031781771	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94640	Best fitness:	95.75646258503401	Average fitness:	332.43989115646264	Fitness standard deviation:	38.97429077884915	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94656	Best fitness:	95.75646258503401	Average fitness:	335.45046258503396	Fitness standard deviation:	38.381089262546894	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94672	Best fitness:	95.75646258503401	Average fitness:	337.4608911564628	Fitness standard deviation:	41.923114134747934	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94688	Best fitness:	95.75646258503401	Average fitness:	342.1036054421771	Fitness standard deviation:	42.96197424016085	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94704	Best fitness:	95.75646258503401	Average fitness:	335.12903401360586	Fitness standard deviation:	41.099390515367666	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94720	Best fitness:	95.75646258503401	Average fitness:	340.0247482993198	Fitness standard deviation:	41.04941828020048	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94736	Best fitness:	95.75646258503401	Average fitness:	340.56574829932	Fitness standard deviation:	39.14778842112676	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94752	Best fitness:	95.75646258503401	Average fitness:	341.37189115646265	Fitness standard deviation:	41.77417743935474	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94768	Best fitness:	95.75646258503401	Average fitness:	340.6541768707485	Fitness standard deviation:	39.50562474651229	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94784	Best fitness:	95.75646258503401	Average fitness:	337.7868911564628	Fitness standard deviation:	44.40787952489917	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94800	Best fitness:	95.75646258503401	Average fitness:	332.6016054421769	Fitness standard deviation:	42.638219452045796	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94816	Best fitness:	95.75646258503401	Average fitness:	340.644462585034	Fitness standard deviation:	40.90970887808658	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94832	Best fitness:	95.75646258503401	Average fitness:	336.61660544217705	Fitness standard deviation:	38.777888439371296	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94848	Best fitness:	95.75646258503401	Average fitness:	341.5030340136055	Fitness standard deviation:	44.49916250622141	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94864	Best fitness:	95.75646258503401	Average fitness:	340.4456054421771	Fitness standard deviation:	43.519547337831966	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94880	Best fitness:	95.75646258503401	Average fitness:	340.6421768707485	Fitness standard deviation:	40.12424916965516	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94896	Best fitness:	95.75646258503401	Average fitness:	337.6401768707482	Fitness standard deviation:	43.01788963504673	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94912	Best fitness:	95.75646258503401	Average fitness:	339.20946258503403	Fitness standard deviation:	43.95724494138293	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94928	Best fitness:	95.75646258503401	Average fitness:	341.15746258503424	Fitness standard deviation:	40.82041249854072	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94944	Best fitness:	95.75646258503401	Average fitness:	336.421605442177	Fitness standard deviation:	43.59041320927232	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94960	Best fitness:	95.75646258503401	Average fitness:	338.7271768707485	Fitness standard deviation:	42.32086294377895	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94976	Best fitness:	95.75646258503401	Average fitness:	340.2730340136057	Fitness standard deviation:	41.77134232549236	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	94992	Best fitness:	95.75646258503401	Average fitness:	340.89089115646266	Fitness standard deviation:	43.464537062074044	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95008	Best fitness:	95.75646258503401	Average fitness:	338.1928911564626	Fitness standard deviation:	40.48571952187687	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95024	Best fitness:	95.75646258503401	Average fitness:	342.19560544217705	Fitness standard deviation:	36.970765208224094	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95040	Best fitness:	95.75646258503401	Average fitness:	339.6894625850343	Fitness standard deviation:	39.49600306282619	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95056	Best fitness:	95.75646258503401	Average fitness:	340.73803401360556	Fitness standard deviation:	40.87473706062842	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95072	Best fitness:	95.75646258503401	Average fitness:	339.51031972789116	Fitness standard deviation:	41.11339785376091	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95088	Best fitness:	95.75646258503401	Average fitness:	338.8048911564627	Fitness standard deviation:	39.03502364543923	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95104	Best fitness:	95.75646258503401	Average fitness:	339.06903401360563	Fitness standard deviation:	40.52751321847257	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95120	Best fitness:	95.75646258503401	Average fitness:	334.88960544217684	Fitness standard deviation:	39.06957493017411	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95136	Best fitness:	95.75646258503401	Average fitness:	333.8057482993199	Fitness standard deviation:	39.244741120464084	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95152	Best fitness:	95.75646258503401	Average fitness:	336.8750340136056	Fitness standard deviation:	44.39257473763754	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95168	Best fitness:	95.75646258503401	Average fitness:	340.65074829931973	Fitness standard deviation:	41.63818292806521	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95184	Best fitness:	95.75646258503401	Average fitness:	337.74903401360547	Fitness standard deviation:	40.08127918036916	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95200	Best fitness:	95.75646258503401	Average fitness:	337.72460544217705	Fitness standard deviation:	38.982988249716705	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95216	Best fitness:	95.75646258503401	Average fitness:	335.51203401360544	Fitness standard deviation:	41.637395446538534	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95232	Best fitness:	95.75646258503401	Average fitness:	341.9530340136055	Fitness standard deviation:	41.10696684187214	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95248	Best fitness:	95.75646258503401	Average fitness:	341.41946258503435	Fitness standard deviation:	41.3459300168612	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95264	Best fitness:	95.75646258503401	Average fitness:	344.6921768707483	Fitness standard deviation:	41.43972862077242	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95280	Best fitness:	95.75646258503401	Average fitness:	338.7158911564627	Fitness standard deviation:	40.86930162339055	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95296	Best fitness:	95.75646258503401	Average fitness:	340.81760544217724	Fitness standard deviation:	41.173672491641796	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95312	Best fitness:	95.75646258503401	Average fitness:	344.832605442177	Fitness standard deviation:	39.86330298299785	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95328	Best fitness:	95.75646258503401	Average fitness:	337.9370340136055	Fitness standard deviation:	39.97812654593071	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95344	Best fitness:	95.75646258503401	Average fitness:	335.75460544217697	Fitness standard deviation:	44.323721025322456	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95360	Best fitness:	95.75646258503401	Average fitness:	341.60317687074865	Fitness standard deviation:	39.92314066594277	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95376	Best fitness:	95.75646258503401	Average fitness:	338.0428911564629	Fitness standard deviation:	42.26850319984257	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95392	Best fitness:	95.75646258503401	Average fitness:	331.27646258503404	Fitness standard deviation:	43.44987898341571	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95408	Best fitness:	95.75646258503401	Average fitness:	337.91503401360563	Fitness standard deviation:	44.07864564662594	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95424	Best fitness:	95.75646258503401	Average fitness:	335.6131768707486	Fitness standard deviation:	42.740182066547554	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95440	Best fitness:	95.75646258503401	Average fitness:	336.8701768707484	Fitness standard deviation:	39.06396324188401	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95456	Best fitness:	95.75646258503401	Average fitness:	340.3980340136054	Fitness standard deviation:	38.93294882833034	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95472	Best fitness:	95.75646258503401	Average fitness:	340.12289115646263	Fitness standard deviation:	41.6659098591133	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95488	Best fitness:	95.75646258503401	Average fitness:	342.0767482993199	Fitness standard deviation:	39.87530590657402	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95504	Best fitness:	95.75646258503401	Average fitness:	345.55003401360545	Fitness standard deviation:	42.881110958565635	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95520	Best fitness:	95.75646258503401	Average fitness:	337.0160340136056	Fitness standard deviation:	39.788340695818555	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95536	Best fitness:	95.75646258503401	Average fitness:	337.0981768707485	Fitness standard deviation:	42.864707983731925	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95552	Best fitness:	95.75646258503401	Average fitness:	336.0550340136058	Fitness standard deviation:	39.51051017496122	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95568	Best fitness:	95.75646258503401	Average fitness:	340.27917687074836	Fitness standard deviation:	43.42531000888014	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95584	Best fitness:	95.75646258503401	Average fitness:	338.4228911564628	Fitness standard deviation:	40.108791843725044	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95600	Best fitness:	95.75646258503401	Average fitness:	342.1864625850344	Fitness standard deviation:	40.24059446450988	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95616	Best fitness:	95.75646258503401	Average fitness:	336.88089115646267	Fitness standard deviation:	39.401313445164256	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95632	Best fitness:	95.75646258503401	Average fitness:	338.1950340136056	Fitness standard deviation:	40.46939138133301	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95648	Best fitness:	95.75646258503401	Average fitness:	341.6393197278913	Fitness standard deviation:	39.26238684043755	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95664	Best fitness:	95.75646258503401	Average fitness:	338.4298911564627	Fitness standard deviation:	40.9186617282708	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95680	Best fitness:	95.75646258503401	Average fitness:	337.1393197278912	Fitness standard deviation:	39.3868804428633	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95696	Best fitness:	95.75646258503401	Average fitness:	336.00946258503427	Fitness standard deviation:	45.30829292002217	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95712	Best fitness:	95.75646258503401	Average fitness:	334.6161768707483	Fitness standard deviation:	42.98667037725123	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95728	Best fitness:	95.75646258503401	Average fitness:	335.50689115646276	Fitness standard deviation:	43.54026290336197	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95744	Best fitness:	95.75646258503401	Average fitness:	338.44674829931967	Fitness standard deviation:	40.06046862492975	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95760	Best fitness:	95.75646258503401	Average fitness:	341.6198911564627	Fitness standard deviation:	42.77669594056836	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95776	Best fitness:	95.75646258503401	Average fitness:	338.2208911564628	Fitness standard deviation:	42.17517192033963	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95792	Best fitness:	95.75646258503401	Average fitness:	338.41774829931995	Fitness standard deviation:	40.62657373002081	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95808	Best fitness:	95.75646258503401	Average fitness:	336.2347482993197	Fitness standard deviation:	47.8156816766642	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95824	Best fitness:	95.75646258503401	Average fitness:	339.9396054421772	Fitness standard deviation:	39.89910092486101	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95840	Best fitness:	95.75646258503401	Average fitness:	338.670605442177	Fitness standard deviation:	41.04740330821109	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95856	Best fitness:	95.75646258503401	Average fitness:	337.3920340136057	Fitness standard deviation:	43.01320808039487	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95872	Best fitness:	95.75646258503401	Average fitness:	338.49931972789136	Fitness standard deviation:	40.58888618369138	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95888	Best fitness:	95.75646258503401	Average fitness:	342.1063197278912	Fitness standard deviation:	39.658330210456825	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95904	Best fitness:	95.75646258503401	Average fitness:	340.1251768707484	Fitness standard deviation:	42.51742438466989	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95920	Best fitness:	95.75646258503401	Average fitness:	343.4771768707485	Fitness standard deviation:	40.031463996385106	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95936	Best fitness:	95.75646258503401	Average fitness:	337.54703401360564	Fitness standard deviation:	42.82888097762908	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	95952	Best fitness:	95.75646258503401	Average fitness:	339.9258911564628	Fitness standard deviation:	40.39632186833098	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
