Generation:	16	Best fitness:	252.61360544217686	Average fitness:	337.20789115646255	Fitness standard deviation:	31.199601253338912	Best genome:	A16	A9	N6	N12	E5	A15	A11	N3	N5	E4	E3	N9	A17	A6	A12	A13	N7	A14	A7	A10	A8	
Generation:	71152	Best fitness:	95.75646258503401	Average fitness:	323.112462585034	Fitness standard deviation:	59.696154242521665	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71168	Best fitness:	95.75646258503401	Average fitness:	315.99760544217685	Fitness standard deviation:	63.64814585304596	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71184	Best fitness:	95.75646258503401	Average fitness:	313.64846258503405	Fitness standard deviation:	45.128736775349424	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71200	Best fitness:	95.75646258503401	Average fitness:	309.80446258503395	Fitness standard deviation:	63.20676802820588	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71216	Best fitness:	95.75646258503401	Average fitness:	305.84160544217684	Fitness standard deviation:	60.893472051189356	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71232	Best fitness:	95.75646258503401	Average fitness:	304.29931972789115	Fitness standard deviation:	65.33993447146005	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71248	Best fitness:	95.75646258503401	Average fitness:	308.2993197278911	Fitness standard deviation:	58.97128156127856	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71264	Best fitness:	95.75646258503401	Average fitness:	303.2873197278912	Fitness standard deviation:	61.840903203795655	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71280	Best fitness:	95.75646258503401	Average fitness:	315.3336054421768	Fitness standard deviation:	61.21805389302229	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71296	Best fitness:	95.75646258503401	Average fitness:	316.3667482993198	Fitness standard deviation:	49.60830403166347	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71312	Best fitness:	95.75646258503401	Average fitness:	293.69303401360537	Fitness standard deviation:	54.89640835506194	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71328	Best fitness:	95.75646258503401	Average fitness:	311.3210340136054	Fitness standard deviation:	58.25858179684425	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71344	Best fitness:	95.75646258503401	Average fitness:	315.99760544217685	Fitness standard deviation:	56.276045336305195	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71360	Best fitness:	95.75646258503401	Average fitness:	308.4467482993197	Fitness standard deviation:	51.58351717756519	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71376	Best fitness:	95.75646258503401	Average fitness:	312.656462585034	Fitness standard deviation:	52.83746390428608	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71392	Best fitness:	95.75646258503401	Average fitness:	319.8096054421769	Fitness standard deviation:	55.535144970164104	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71408	Best fitness:	95.75646258503401	Average fitness:	316.86274829931966	Fitness standard deviation:	52.965062043053344	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71424	Best fitness:	95.75646258503401	Average fitness:	298.89703401360543	Fitness standard deviation:	55.646956779837865	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71440	Best fitness:	95.75646258503401	Average fitness:	322.88846258503406	Fitness standard deviation:	58.02130696316902	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71456	Best fitness:	95.75646258503401	Average fitness:	307.8981768707484	Fitness standard deviation:	54.337571910629734	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71472	Best fitness:	95.75646258503401	Average fitness:	303.57074829931975	Fitness standard deviation:	53.52179620853317	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71488	Best fitness:	95.75646258503401	Average fitness:	305.8147482993197	Fitness standard deviation:	48.39856565929978	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71504	Best fitness:	95.75646258503401	Average fitness:	306.9753197278912	Fitness standard deviation:	61.29775722101528	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71520	Best fitness:	95.75646258503401	Average fitness:	314.5004625850339	Fitness standard deviation:	54.182001668601416	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71536	Best fitness:	95.75646258503401	Average fitness:	320.58903401360544	Fitness standard deviation:	49.7265226351869	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71552	Best fitness:	95.75646258503401	Average fitness:	317.0181768707483	Fitness standard deviation:	56.66103101996025	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71568	Best fitness:	95.75646258503401	Average fitness:	311.3667482993196	Fitness standard deviation:	52.50778966816957	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71584	Best fitness:	95.75646258503401	Average fitness:	314.696462585034	Fitness standard deviation:	64.2156108555468	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71600	Best fitness:	95.75646258503401	Average fitness:	309.28846258503404	Fitness standard deviation:	54.95674317950401	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71616	Best fitness:	95.75646258503401	Average fitness:	302.54503401360546	Fitness standard deviation:	60.03416306315828	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71632	Best fitness:	95.75646258503401	Average fitness:	316.19589115646255	Fitness standard deviation:	51.56773770409526	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71648	Best fitness:	95.75646258503401	Average fitness:	310.240462585034	Fitness standard deviation:	59.97701911191503	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71664	Best fitness:	95.75646258503401	Average fitness:	311.01589115646266	Fitness standard deviation:	50.13422598568441	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71680	Best fitness:	95.75646258503401	Average fitness:	317.3358911564625	Fitness standard deviation:	59.16080225753453	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71696	Best fitness:	95.75646258503401	Average fitness:	313.8747482993197	Fitness standard deviation:	57.84522374864335	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71712	Best fitness:	95.75646258503401	Average fitness:	311.60846258503403	Fitness standard deviation:	60.84263802731149	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71728	Best fitness:	95.75646258503401	Average fitness:	313.0541768707483	Fitness standard deviation:	48.33210859569571	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71744	Best fitness:	95.75646258503401	Average fitness:	325.2147482993197	Fitness standard deviation:	53.751894116792364	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71760	Best fitness:	95.75646258503401	Average fitness:	316.4467482993196	Fitness standard deviation:	59.80762803304254	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71776	Best fitness:	95.75646258503401	Average fitness:	319.64731972789116	Fitness standard deviation:	52.447384928096454	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71792	Best fitness:	95.75646258503401	Average fitness:	318.7787482993198	Fitness standard deviation:	55.892143156370786	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71808	Best fitness:	95.75646258503401	Average fitness:	309.91703401360553	Fitness standard deviation:	50.38814272247399	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71824	Best fitness:	95.75646258503401	Average fitness:	314.744462585034	Fitness standard deviation:	62.32776171570576	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71840	Best fitness:	95.75646258503401	Average fitness:	305.66331972789135	Fitness standard deviation:	58.41951471827174	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71856	Best fitness:	95.75646258503401	Average fitness:	301.9381768707483	Fitness standard deviation:	57.983310409468835	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71872	Best fitness:	95.75646258503401	Average fitness:	314.316462585034	Fitness standard deviation:	54.487305992182385	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71888	Best fitness:	95.75646258503401	Average fitness:	314.73817687074825	Fitness standard deviation:	48.02588953504821	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71904	Best fitness:	95.75646258503401	Average fitness:	317.63703401360544	Fitness standard deviation:	55.753815043621614	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71920	Best fitness:	95.75646258503401	Average fitness:	309.8038911564625	Fitness standard deviation:	52.567097215979935	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71936	Best fitness:	95.75646258503401	Average fitness:	314.86960544217686	Fitness standard deviation:	52.67501966447722	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71952	Best fitness:	95.75646258503401	Average fitness:	309.0981768707483	Fitness standard deviation:	55.6208003846454	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71968	Best fitness:	95.75646258503401	Average fitness:	311.74331972789116	Fitness standard deviation:	46.743028714320126	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	71984	Best fitness:	95.75646258503401	Average fitness:	317.41246258503395	Fitness standard deviation:	54.65460107897633	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72000	Best fitness:	95.75646258503401	Average fitness:	309.8381768707483	Fitness standard deviation:	52.922172510051716	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72016	Best fitness:	95.75646258503401	Average fitness:	310.6776054421769	Fitness standard deviation:	52.22704235335936	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72032	Best fitness:	95.75646258503401	Average fitness:	304.58446258503403	Fitness standard deviation:	53.96699384033972	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72048	Best fitness:	95.75646258503401	Average fitness:	301.6690340136054	Fitness standard deviation:	53.30092235216795	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72064	Best fitness:	95.75646258503401	Average fitness:	299.14160544217685	Fitness standard deviation:	50.335960039944176	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72080	Best fitness:	95.75646258503401	Average fitness:	307.25931972789107	Fitness standard deviation:	63.440278198942224	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72096	Best fitness:	95.75646258503401	Average fitness:	302.05474829931967	Fitness standard deviation:	60.84699745346553	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72112	Best fitness:	95.75646258503401	Average fitness:	300.0290340136055	Fitness standard deviation:	51.83647449904166	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72128	Best fitness:	95.75646258503401	Average fitness:	316.6261768707482	Fitness standard deviation:	57.25432561075938	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72144	Best fitness:	95.75646258503401	Average fitness:	303.38389115646265	Fitness standard deviation:	58.3018784196985	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72160	Best fitness:	95.75646258503401	Average fitness:	319.04731972789114	Fitness standard deviation:	52.405351865656485	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72176	Best fitness:	95.75646258503401	Average fitness:	310.96674829931976	Fitness standard deviation:	56.01678079771075	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72192	Best fitness:	95.75646258503401	Average fitness:	309.2427482993197	Fitness standard deviation:	52.50364931612093	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72208	Best fitness:	95.75646258503401	Average fitness:	309.368462585034	Fitness standard deviation:	55.996820635694334	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72224	Best fitness:	95.75646258503401	Average fitness:	300.46789115646254	Fitness standard deviation:	58.13921905079853	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72240	Best fitness:	95.75646258503401	Average fitness:	314.87817687074823	Fitness standard deviation:	51.19405794920073	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72256	Best fitness:	95.75646258503401	Average fitness:	325.6456054421769	Fitness standard deviation:	57.99614530188667	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72272	Best fitness:	95.75646258503401	Average fitness:	313.50046258503403	Fitness standard deviation:	56.76504240736728	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72288	Best fitness:	95.75646258503401	Average fitness:	294.27017687074834	Fitness standard deviation:	59.75256230250118	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72304	Best fitness:	95.75646258503401	Average fitness:	312.50960544217696	Fitness standard deviation:	61.25116942090635	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72320	Best fitness:	95.75646258503401	Average fitness:	305.97303401360534	Fitness standard deviation:	59.632534084223884	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72336	Best fitness:	95.75646258503401	Average fitness:	320.4347482993198	Fitness standard deviation:	52.750262228964225	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72352	Best fitness:	95.75646258503401	Average fitness:	313.59874829931965	Fitness standard deviation:	53.910278370262425	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72368	Best fitness:	95.75646258503401	Average fitness:	305.89874829931966	Fitness standard deviation:	59.804228774103485	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72384	Best fitness:	95.75646258503401	Average fitness:	312.0850340136055	Fitness standard deviation:	64.59773756068539	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72400	Best fitness:	95.75646258503401	Average fitness:	313.34103401360545	Fitness standard deviation:	49.95609050241737	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72416	Best fitness:	95.75646258503401	Average fitness:	315.2067482993197	Fitness standard deviation:	56.24595943691949	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72432	Best fitness:	95.75646258503401	Average fitness:	317.60731972789114	Fitness standard deviation:	51.13609350008054	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72448	Best fitness:	95.75646258503401	Average fitness:	326.94731972789117	Fitness standard deviation:	55.03904141310484	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72464	Best fitness:	95.75646258503401	Average fitness:	306.4678911564626	Fitness standard deviation:	56.37268473004873	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72480	Best fitness:	95.75646258503401	Average fitness:	321.25131972789114	Fitness standard deviation:	53.924017727138384	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72496	Best fitness:	95.75646258503401	Average fitness:	312.0787482993197	Fitness standard deviation:	56.67387694376251	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72512	Best fitness:	95.75646258503401	Average fitness:	312.1278911564625	Fitness standard deviation:	49.11425313719521	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72528	Best fitness:	95.75646258503401	Average fitness:	307.4513197278912	Fitness standard deviation:	52.183425452133434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72544	Best fitness:	95.75646258503401	Average fitness:	310.1124625850339	Fitness standard deviation:	61.53147161163852	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72560	Best fitness:	95.75646258503401	Average fitness:	303.3130340136054	Fitness standard deviation:	54.49756354486438	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72576	Best fitness:	95.75646258503401	Average fitness:	306.4518911564626	Fitness standard deviation:	48.78803453507754	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72592	Best fitness:	95.75646258503401	Average fitness:	312.9421768707483	Fitness standard deviation:	48.216418323205716	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72608	Best fitness:	95.75646258503401	Average fitness:	311.74903401360547	Fitness standard deviation:	59.808263386476305	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72624	Best fitness:	95.75646258503401	Average fitness:	309.6393197278912	Fitness standard deviation:	55.67287171412984	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72640	Best fitness:	95.75646258503401	Average fitness:	312.1878911564625	Fitness standard deviation:	57.839502707659825	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72656	Best fitness:	95.75646258503401	Average fitness:	312.59189115646257	Fitness standard deviation:	55.95332123351772	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72672	Best fitness:	95.75646258503401	Average fitness:	305.8827482993197	Fitness standard deviation:	70.34725530871398	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72688	Best fitness:	95.75646258503401	Average fitness:	322.5096054421768	Fitness standard deviation:	59.6325441239419	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72704	Best fitness:	95.75646258503401	Average fitness:	316.1033197278911	Fitness standard deviation:	57.36284853599293	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72720	Best fitness:	95.75646258503401	Average fitness:	308.620462585034	Fitness standard deviation:	55.52122140631435	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72736	Best fitness:	95.75646258503401	Average fitness:	318.8713197278911	Fitness standard deviation:	54.939411968354484	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72752	Best fitness:	95.75646258503401	Average fitness:	306.2661768707484	Fitness standard deviation:	51.56473414721993	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72768	Best fitness:	95.75646258503401	Average fitness:	313.82617687074827	Fitness standard deviation:	56.44052883363522	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72784	Best fitness:	95.75646258503401	Average fitness:	301.4558911564626	Fitness standard deviation:	56.352645119092394	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72800	Best fitness:	95.75646258503401	Average fitness:	303.50903401360546	Fitness standard deviation:	50.7695543057861	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72816	Best fitness:	95.75646258503401	Average fitness:	311.13531972789116	Fitness standard deviation:	53.51204596334991	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72832	Best fitness:	95.75646258503401	Average fitness:	322.16560544217685	Fitness standard deviation:	58.22509633258476	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72848	Best fitness:	95.75646258503401	Average fitness:	311.02846258503394	Fitness standard deviation:	56.219285597940996	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72864	Best fitness:	95.75646258503401	Average fitness:	322.1741768707483	Fitness standard deviation:	56.06893974895039	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	72880	Best fitness:	95.75646258503401	Average fitness:	310.08789115646255	Fitness standard deviation:	56.70475025992811	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
