Generation:	16	Best fitness:	239.52789115646257	Average fitness:	347.40574829931995	Fitness standard deviation:	35.89886860106783	Best genome:	N3	A14	A15	N7	E3	N6	A8	A13	N9	A9	A11	N12	N5	A10	E5	A16	A12	A6	A17	E4	A7	
Generation:	52160	Best fitness:	110.32789115646258	Average fitness:	337.04560544217696	Fitness standard deviation:	38.235630734076466	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52176	Best fitness:	110.32789115646258	Average fitness:	337.19703401360545	Fitness standard deviation:	40.63646209893731	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52192	Best fitness:	110.32789115646258	Average fitness:	337.96874829931977	Fitness standard deviation:	38.211859950779136	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52208	Best fitness:	110.32789115646258	Average fitness:	343.8194625850341	Fitness standard deviation:	41.443934126696504	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52224	Best fitness:	110.32789115646258	Average fitness:	336.92917687074834	Fitness standard deviation:	42.488772999464224	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52240	Best fitness:	110.32789115646258	Average fitness:	337.8788911564627	Fitness standard deviation:	43.23662283414421	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52256	Best fitness:	110.32789115646258	Average fitness:	338.85531972789136	Fitness standard deviation:	38.9571443071926	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52272	Best fitness:	110.32789115646258	Average fitness:	336.9131768707486	Fitness standard deviation:	43.11380024127887	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52288	Best fitness:	110.32789115646258	Average fitness:	337.29074829931983	Fitness standard deviation:	40.55238849001248	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52304	Best fitness:	110.32789115646258	Average fitness:	341.09503401360564	Fitness standard deviation:	41.38033652618606	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52320	Best fitness:	110.32789115646258	Average fitness:	334.14703401360543	Fitness standard deviation:	38.0324793645148	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52336	Best fitness:	110.32789115646258	Average fitness:	338.756462585034	Fitness standard deviation:	38.05273923471615	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52352	Best fitness:	110.32789115646258	Average fitness:	342.23703401360547	Fitness standard deviation:	39.699709530629136	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52368	Best fitness:	110.32789115646258	Average fitness:	341.8848911564627	Fitness standard deviation:	43.04644250370161	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52384	Best fitness:	110.32789115646258	Average fitness:	337.01974829931976	Fitness standard deviation:	39.71160544681195	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52400	Best fitness:	110.32789115646258	Average fitness:	336.3046054421769	Fitness standard deviation:	40.4577977224542	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52416	Best fitness:	110.32789115646258	Average fitness:	339.0880340136055	Fitness standard deviation:	37.45063863083168	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52432	Best fitness:	110.32789115646258	Average fitness:	339.82974829931993	Fitness standard deviation:	41.55768732909541	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52448	Best fitness:	110.32789115646258	Average fitness:	341.2950340136054	Fitness standard deviation:	38.947039786911475	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52464	Best fitness:	110.32789115646258	Average fitness:	340.52646258503404	Fitness standard deviation:	39.58892235802067	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52480	Best fitness:	110.32789115646258	Average fitness:	335.5850340136055	Fitness standard deviation:	40.81347336558437	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52496	Best fitness:	110.32789115646258	Average fitness:	338.1893197278912	Fitness standard deviation:	39.94083274555206	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52512	Best fitness:	110.32789115646258	Average fitness:	333.28046258503406	Fitness standard deviation:	41.725841593107035	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52528	Best fitness:	110.32789115646258	Average fitness:	333.96517687074845	Fitness standard deviation:	38.96068737581408	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52544	Best fitness:	110.32789115646258	Average fitness:	340.1337482993195	Fitness standard deviation:	36.73018147246212	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52560	Best fitness:	110.32789115646258	Average fitness:	339.0391768707484	Fitness standard deviation:	43.33083470114507	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52576	Best fitness:	110.32789115646258	Average fitness:	337.9646054421769	Fitness standard deviation:	38.5947821764147	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52592	Best fitness:	110.32789115646258	Average fitness:	334.57817687074845	Fitness standard deviation:	37.080211592642	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52608	Best fitness:	110.32789115646258	Average fitness:	341.3374625850343	Fitness standard deviation:	43.372129137716726	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52624	Best fitness:	110.32789115646258	Average fitness:	337.022462585034	Fitness standard deviation:	39.88134241185255	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52640	Best fitness:	110.32789115646258	Average fitness:	337.78946258503396	Fitness standard deviation:	38.56813447282983	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52656	Best fitness:	110.32789115646258	Average fitness:	342.2974625850343	Fitness standard deviation:	39.8410531863805	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52672	Best fitness:	110.32789115646258	Average fitness:	342.19617687074845	Fitness standard deviation:	41.70860810579093	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52688	Best fitness:	110.32789115646258	Average fitness:	337.8387482993198	Fitness standard deviation:	41.22454921078766	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52704	Best fitness:	110.32789115646258	Average fitness:	336.85674829931963	Fitness standard deviation:	38.518647695973584	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52720	Best fitness:	110.32789115646258	Average fitness:	340.28746258503423	Fitness standard deviation:	39.438688378809154	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52736	Best fitness:	110.32789115646258	Average fitness:	336.08474829931976	Fitness standard deviation:	40.37897007611962	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52752	Best fitness:	110.32789115646258	Average fitness:	336.6948911564625	Fitness standard deviation:	41.25921632081933	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52768	Best fitness:	110.32789115646258	Average fitness:	337.1176054421766	Fitness standard deviation:	40.607291296625284	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52784	Best fitness:	110.32789115646258	Average fitness:	342.8426054421769	Fitness standard deviation:	37.49494697683833	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52800	Best fitness:	110.32789115646258	Average fitness:	343.3731768707486	Fitness standard deviation:	42.134564925355285	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52816	Best fitness:	110.32789115646258	Average fitness:	341.5348911564628	Fitness standard deviation:	40.36348506398083	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52832	Best fitness:	110.32789115646258	Average fitness:	335.2463197278913	Fitness standard deviation:	39.15079193793335	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52848	Best fitness:	110.32789115646258	Average fitness:	329.1003197278913	Fitness standard deviation:	44.33869065270104	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52864	Best fitness:	110.32789115646258	Average fitness:	340.2093197278913	Fitness standard deviation:	38.332217786193425	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52880	Best fitness:	110.32789115646258	Average fitness:	338.6146054421768	Fitness standard deviation:	40.86908310816431	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52896	Best fitness:	110.32789115646258	Average fitness:	340.6980340136057	Fitness standard deviation:	39.7540624336632	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52912	Best fitness:	110.32789115646258	Average fitness:	344.58917687074825	Fitness standard deviation:	43.024351187224575	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52928	Best fitness:	110.32789115646258	Average fitness:	344.1963197278911	Fitness standard deviation:	33.89415359826613	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52944	Best fitness:	110.32789115646258	Average fitness:	345.594605442177	Fitness standard deviation:	39.53165182664212	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52960	Best fitness:	110.32789115646258	Average fitness:	338.5947482993199	Fitness standard deviation:	41.56159554203857	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52976	Best fitness:	110.32789115646258	Average fitness:	339.1556054421771	Fitness standard deviation:	38.915880490711594	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	52992	Best fitness:	110.32789115646258	Average fitness:	336.9028911564627	Fitness standard deviation:	36.922734320386915	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53008	Best fitness:	110.32789115646258	Average fitness:	336.0717482993199	Fitness standard deviation:	40.06076806272578	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53024	Best fitness:	110.32789115646258	Average fitness:	336.7583197278914	Fitness standard deviation:	38.98153566859101	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53040	Best fitness:	110.32789115646258	Average fitness:	337.4474625850341	Fitness standard deviation:	40.60048396992131	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53056	Best fitness:	110.32789115646258	Average fitness:	338.3357482993197	Fitness standard deviation:	42.58646397360915	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53072	Best fitness:	110.32789115646258	Average fitness:	338.6436054421769	Fitness standard deviation:	37.18656217133347	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53088	Best fitness:	110.32789115646258	Average fitness:	341.0277482993198	Fitness standard deviation:	41.4961171527542	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53104	Best fitness:	110.32789115646258	Average fitness:	337.3374625850341	Fitness standard deviation:	41.50241618513411	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53120	Best fitness:	110.32789115646258	Average fitness:	339.74760544217696	Fitness standard deviation:	43.611257242662866	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53136	Best fitness:	110.32789115646258	Average fitness:	339.292462585034	Fitness standard deviation:	39.22136841996585	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53152	Best fitness:	110.32789115646258	Average fitness:	336.31474829931983	Fitness standard deviation:	41.837246352590505	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53168	Best fitness:	110.32789115646258	Average fitness:	336.12003401360533	Fitness standard deviation:	38.62471081062073	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53184	Best fitness:	110.32789115646258	Average fitness:	339.2470340136057	Fitness standard deviation:	41.26961545836878	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53200	Best fitness:	110.32789115646258	Average fitness:	340.61203401360547	Fitness standard deviation:	39.676200772436545	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53216	Best fitness:	110.32789115646258	Average fitness:	339.53731972789143	Fitness standard deviation:	38.39022059890583	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53232	Best fitness:	110.32789115646258	Average fitness:	337.89089115646266	Fitness standard deviation:	41.31325851296632	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53248	Best fitness:	110.32789115646258	Average fitness:	339.9753197278908	Fitness standard deviation:	40.85743610683971	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53264	Best fitness:	110.32789115646258	Average fitness:	341.93089115646245	Fitness standard deviation:	43.14663771491402	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53280	Best fitness:	110.32789115646258	Average fitness:	337.7047482993202	Fitness standard deviation:	44.16175854140534	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53296	Best fitness:	110.32789115646258	Average fitness:	336.0923197278913	Fitness standard deviation:	36.938523278826516	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53312	Best fitness:	110.32789115646258	Average fitness:	336.65046258503423	Fitness standard deviation:	42.10955716718387	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53328	Best fitness:	110.32789115646258	Average fitness:	337.165891156463	Fitness standard deviation:	43.04264616230119	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53344	Best fitness:	110.32789115646258	Average fitness:	338.24446258503406	Fitness standard deviation:	41.00712435463787	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53360	Best fitness:	110.32789115646258	Average fitness:	339.3373197278913	Fitness standard deviation:	39.87035542498068	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53376	Best fitness:	110.32789115646258	Average fitness:	341.7920340136053	Fitness standard deviation:	37.489408299858106	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53392	Best fitness:	110.32789115646258	Average fitness:	337.22417687074864	Fitness standard deviation:	44.11679353623026	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53408	Best fitness:	110.32789115646258	Average fitness:	341.0170340136057	Fitness standard deviation:	42.166450689560094	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53424	Best fitness:	110.32789115646258	Average fitness:	337.9931768707485	Fitness standard deviation:	39.6642966352793	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53440	Best fitness:	110.32789115646258	Average fitness:	337.9086054421769	Fitness standard deviation:	38.4742585492998	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53456	Best fitness:	110.32789115646258	Average fitness:	341.8724625850341	Fitness standard deviation:	35.94043776095361	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53472	Best fitness:	110.32789115646258	Average fitness:	343.2920340136056	Fitness standard deviation:	43.35565984731311	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53488	Best fitness:	110.32789115646258	Average fitness:	345.9636054421771	Fitness standard deviation:	40.32831007961469	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53504	Best fitness:	110.32789115646258	Average fitness:	335.227462585034	Fitness standard deviation:	38.72542032577777	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53520	Best fitness:	110.32789115646258	Average fitness:	342.8651768707483	Fitness standard deviation:	37.93519164150289	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53536	Best fitness:	110.32789115646258	Average fitness:	337.2736054421768	Fitness standard deviation:	37.144914558402476	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53552	Best fitness:	110.32789115646258	Average fitness:	337.1013197278914	Fitness standard deviation:	40.38043843552096	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53568	Best fitness:	110.32789115646258	Average fitness:	342.97431972789144	Fitness standard deviation:	37.43029237455804	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53584	Best fitness:	110.32789115646258	Average fitness:	335.9731768707484	Fitness standard deviation:	42.37174831567056	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53600	Best fitness:	110.32789115646258	Average fitness:	334.4667482993199	Fitness standard deviation:	41.86271245636244	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53616	Best fitness:	110.32789115646258	Average fitness:	332.6827482993199	Fitness standard deviation:	42.68165551175925	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53632	Best fitness:	110.32789115646258	Average fitness:	339.6058911564627	Fitness standard deviation:	39.36596289140337	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53648	Best fitness:	110.32789115646258	Average fitness:	342.2584625850343	Fitness standard deviation:	41.86464140634232	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53664	Best fitness:	110.32789115646258	Average fitness:	338.1353197278913	Fitness standard deviation:	39.644556178777485	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53680	Best fitness:	110.32789115646258	Average fitness:	343.29503401360574	Fitness standard deviation:	36.23813660907467	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53696	Best fitness:	110.32789115646258	Average fitness:	340.3956054421769	Fitness standard deviation:	42.12952809164245	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53712	Best fitness:	110.32789115646258	Average fitness:	340.0371768707485	Fitness standard deviation:	40.11042822697136	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53728	Best fitness:	110.32789115646258	Average fitness:	341.1370340136059	Fitness standard deviation:	42.33605611084254	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53744	Best fitness:	110.32789115646258	Average fitness:	338.697605442177	Fitness standard deviation:	38.88953656453213	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53760	Best fitness:	110.32789115646258	Average fitness:	336.2311768707484	Fitness standard deviation:	41.65392067466674	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53776	Best fitness:	110.32789115646258	Average fitness:	340.35631972789116	Fitness standard deviation:	36.89964730736818	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53792	Best fitness:	110.32789115646258	Average fitness:	339.64989115646256	Fitness standard deviation:	38.212825788935184	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53808	Best fitness:	110.32789115646258	Average fitness:	340.8201768707484	Fitness standard deviation:	39.0884719902251	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53824	Best fitness:	110.32789115646258	Average fitness:	340.2547482993199	Fitness standard deviation:	39.5437307541813	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53840	Best fitness:	110.32789115646258	Average fitness:	340.61860544217706	Fitness standard deviation:	41.5539431501576	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53856	Best fitness:	110.32789115646258	Average fitness:	337.59346258503416	Fitness standard deviation:	39.680416883662204	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53872	Best fitness:	110.32789115646258	Average fitness:	338.0908911564626	Fitness standard deviation:	37.94103156080444	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	53888	Best fitness:	110.32789115646258	Average fitness:	342.05560544217695	Fitness standard deviation:	40.19369713103318	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
