Generation:	16	Best fitness:	226.29931972789115	Average fitness:	325.98503401360546	Fitness standard deviation:	33.8860110803673	Best genome:	N9	A12	N3	N5	A11	N12	A6	A14	N6	E5	N7	A10	A8	A9	E4	A17	A7	A13	A16	E3	A15	
Generation:	90112	Best fitness:	105.6421768707483	Average fitness:	310.1867482993197	Fitness standard deviation:	52.48167693002726	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90128	Best fitness:	105.6421768707483	Average fitness:	319.43817687074824	Fitness standard deviation:	53.63082756803826	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90144	Best fitness:	105.6421768707483	Average fitness:	322.0061768707483	Fitness standard deviation:	53.050206734868105	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90160	Best fitness:	105.6421768707483	Average fitness:	317.9547482993197	Fitness standard deviation:	48.13516052423506	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90176	Best fitness:	105.6421768707483	Average fitness:	314.33817687074827	Fitness standard deviation:	51.94719540582159	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90192	Best fitness:	105.6421768707483	Average fitness:	309.43760544217696	Fitness standard deviation:	52.747569626960264	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90208	Best fitness:	105.6421768707483	Average fitness:	325.90046258503395	Fitness standard deviation:	45.00981623910001	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90224	Best fitness:	105.6421768707483	Average fitness:	323.94960544217685	Fitness standard deviation:	51.19398228666477	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90240	Best fitness:	105.6421768707483	Average fitness:	315.13189115646253	Fitness standard deviation:	60.481995434634115	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90256	Best fitness:	105.6421768707483	Average fitness:	310.8050340136054	Fitness standard deviation:	62.04459600865777	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90272	Best fitness:	105.6421768707483	Average fitness:	321.2598911564626	Fitness standard deviation:	56.48343427438324	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90288	Best fitness:	105.6421768707483	Average fitness:	324.57760544217695	Fitness standard deviation:	54.393594403783105	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90304	Best fitness:	105.6421768707483	Average fitness:	320.87189115646254	Fitness standard deviation:	58.04065315881654	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90320	Best fitness:	105.6421768707483	Average fitness:	322.49646258503407	Fitness standard deviation:	50.88932890025538	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90336	Best fitness:	105.6421768707483	Average fitness:	314.3421768707482	Fitness standard deviation:	52.96733479326708	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90352	Best fitness:	105.6421768707483	Average fitness:	323.0890340136053	Fitness standard deviation:	54.081816102823254	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90368	Best fitness:	105.6421768707483	Average fitness:	314.98331972789117	Fitness standard deviation:	54.43370756718859	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90384	Best fitness:	105.6421768707483	Average fitness:	336.14617687074826	Fitness standard deviation:	58.81033888280363	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90400	Best fitness:	105.6421768707483	Average fitness:	324.0221768707483	Fitness standard deviation:	53.530797315419186	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90416	Best fitness:	105.6421768707483	Average fitness:	313.108462585034	Fitness standard deviation:	48.69190317471181	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90432	Best fitness:	105.6421768707483	Average fitness:	309.6650340136054	Fitness standard deviation:	49.73274501302549	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90448	Best fitness:	105.6421768707483	Average fitness:	320.5490340136055	Fitness standard deviation:	58.29343500965172	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90464	Best fitness:	105.6421768707483	Average fitness:	322.41874829931976	Fitness standard deviation:	63.70985421872686	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90480	Best fitness:	105.6421768707483	Average fitness:	324.6193197278912	Fitness standard deviation:	53.418433874001025	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90496	Best fitness:	105.6421768707483	Average fitness:	322.9216054421768	Fitness standard deviation:	48.426760451600884	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90512	Best fitness:	105.6421768707483	Average fitness:	311.3033197278911	Fitness standard deviation:	55.32617405008599	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90528	Best fitness:	105.6421768707483	Average fitness:	317.17131972789116	Fitness standard deviation:	55.75850677003905	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90544	Best fitness:	105.6421768707483	Average fitness:	327.61646258503396	Fitness standard deviation:	51.510865031821496	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90560	Best fitness:	105.6421768707483	Average fitness:	321.80160544217676	Fitness standard deviation:	63.52973710646319	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90576	Best fitness:	105.6421768707483	Average fitness:	325.0861768707482	Fitness standard deviation:	51.59583157027873	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90592	Best fitness:	105.6421768707483	Average fitness:	318.184462585034	Fitness standard deviation:	45.69556241215623	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90608	Best fitness:	105.6421768707483	Average fitness:	319.87303401360543	Fitness standard deviation:	54.80763862746111	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90624	Best fitness:	105.6421768707483	Average fitness:	321.8736054421769	Fitness standard deviation:	61.66009346839018	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90640	Best fitness:	105.6421768707483	Average fitness:	318.1313197278911	Fitness standard deviation:	51.21484881619106	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90656	Best fitness:	105.6421768707483	Average fitness:	312.75589115646267	Fitness standard deviation:	51.43001219886605	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90672	Best fitness:	105.6421768707483	Average fitness:	318.6976054421768	Fitness standard deviation:	47.13451230385702	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90688	Best fitness:	105.6421768707483	Average fitness:	317.0016054421769	Fitness standard deviation:	53.28897549269666	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90704	Best fitness:	105.6421768707483	Average fitness:	307.2507482993197	Fitness standard deviation:	57.68454827944898	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90720	Best fitness:	105.6421768707483	Average fitness:	319.5187482993197	Fitness standard deviation:	53.00567899955703	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90736	Best fitness:	105.6421768707483	Average fitness:	309.05131972789115	Fitness standard deviation:	51.53882703281447	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90752	Best fitness:	105.6421768707483	Average fitness:	318.41246258503395	Fitness standard deviation:	54.25000628909961	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90768	Best fitness:	105.6421768707483	Average fitness:	329.5878911564625	Fitness standard deviation:	47.15770095311765	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90784	Best fitness:	105.6421768707483	Average fitness:	322.305605442177	Fitness standard deviation:	55.007687563667325	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90800	Best fitness:	105.6421768707483	Average fitness:	328.23360544217684	Fitness standard deviation:	53.9782965455486	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90816	Best fitness:	105.6421768707483	Average fitness:	315.8261768707484	Fitness standard deviation:	53.51623187979742	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90832	Best fitness:	105.6421768707483	Average fitness:	319.90046258503395	Fitness standard deviation:	58.02109031328916	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90848	Best fitness:	105.6421768707483	Average fitness:	317.8153197278912	Fitness standard deviation:	52.92097995606472	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90864	Best fitness:	105.6421768707483	Average fitness:	319.1781768707483	Fitness standard deviation:	51.079127590715274	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90880	Best fitness:	105.6421768707483	Average fitness:	317.37531972789117	Fitness standard deviation:	58.07400362872693	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90896	Best fitness:	105.6421768707483	Average fitness:	322.4027482993197	Fitness standard deviation:	58.35196763623664	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90912	Best fitness:	105.6421768707483	Average fitness:	316.3376054421769	Fitness standard deviation:	53.36599838083865	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90928	Best fitness:	105.6421768707483	Average fitness:	311.20903401360545	Fitness standard deviation:	58.23933823351319	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90944	Best fitness:	105.6421768707483	Average fitness:	327.07646258503405	Fitness standard deviation:	58.68969662381907	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90960	Best fitness:	105.6421768707483	Average fitness:	317.9450340136054	Fitness standard deviation:	61.44038158895108	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90976	Best fitness:	105.6421768707483	Average fitness:	322.0873197278912	Fitness standard deviation:	50.12862641856691	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	90992	Best fitness:	105.6421768707483	Average fitness:	319.8078911564626	Fitness standard deviation:	50.01841946437617	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91008	Best fitness:	105.6421768707483	Average fitness:	317.12903401360546	Fitness standard deviation:	53.00535420317538	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91024	Best fitness:	105.6421768707483	Average fitness:	308.6678911564626	Fitness standard deviation:	48.69538644701868	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91040	Best fitness:	105.6421768707483	Average fitness:	326.4690340136054	Fitness standard deviation:	47.0515779205791	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91056	Best fitness:	105.6421768707483	Average fitness:	325.76789115646255	Fitness standard deviation:	51.12559549076875	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91072	Best fitness:	105.6421768707483	Average fitness:	317.5730340136055	Fitness standard deviation:	59.41070063446105	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91088	Best fitness:	105.6421768707483	Average fitness:	316.5518911564625	Fitness standard deviation:	59.05462607395541	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91104	Best fitness:	105.6421768707483	Average fitness:	314.1473197278912	Fitness standard deviation:	45.06055805156398	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91120	Best fitness:	105.6421768707483	Average fitness:	323.5730340136054	Fitness standard deviation:	47.002092212225314	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91136	Best fitness:	105.6421768707483	Average fitness:	315.11989115646253	Fitness standard deviation:	54.342563328032526	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91152	Best fitness:	105.6421768707483	Average fitness:	326.4290340136055	Fitness standard deviation:	58.779943604280945	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91168	Best fitness:	105.6421768707483	Average fitness:	318.42903401360536	Fitness standard deviation:	58.641342026016474	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91184	Best fitness:	105.6421768707483	Average fitness:	313.056462585034	Fitness standard deviation:	58.74103756214688	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91200	Best fitness:	105.6421768707483	Average fitness:	328.00560544217683	Fitness standard deviation:	54.447699388064706	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91216	Best fitness:	105.6421768707483	Average fitness:	313.1010340136054	Fitness standard deviation:	49.550523845745126	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91232	Best fitness:	105.6421768707483	Average fitness:	322.78560544217686	Fitness standard deviation:	49.270727158988734	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91248	Best fitness:	105.6421768707483	Average fitness:	316.02674829931965	Fitness standard deviation:	51.719277489152915	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91264	Best fitness:	105.6421768707483	Average fitness:	307.92046258503393	Fitness standard deviation:	53.15747105054751	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91280	Best fitness:	105.6421768707483	Average fitness:	313.7358911564626	Fitness standard deviation:	54.81158049544059	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91296	Best fitness:	105.6421768707483	Average fitness:	322.72960544217693	Fitness standard deviation:	54.14929608451969	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91312	Best fitness:	105.6421768707483	Average fitness:	313.3730340136053	Fitness standard deviation:	47.7686250339347	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91328	Best fitness:	105.6421768707483	Average fitness:	319.94103401360536	Fitness standard deviation:	51.132277663937884	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91344	Best fitness:	105.6421768707483	Average fitness:	311.2438911564626	Fitness standard deviation:	48.21874084305599	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91360	Best fitness:	105.6421768707483	Average fitness:	308.31189115646254	Fitness standard deviation:	57.223977894243035	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91376	Best fitness:	105.6421768707483	Average fitness:	314.68960544217686	Fitness standard deviation:	49.73015366137202	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91392	Best fitness:	105.6421768707483	Average fitness:	327.27246258503396	Fitness standard deviation:	54.77921292324121	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91408	Best fitness:	105.6421768707483	Average fitness:	319.22217687074846	Fitness standard deviation:	47.60362539786658	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91424	Best fitness:	105.6421768707483	Average fitness:	323.9136054421768	Fitness standard deviation:	55.142055434586595	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91440	Best fitness:	105.6421768707483	Average fitness:	318.1267482993197	Fitness standard deviation:	62.51034303576473	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91456	Best fitness:	105.6421768707483	Average fitness:	313.06389115646255	Fitness standard deviation:	61.01724040342187	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91472	Best fitness:	105.6421768707483	Average fitness:	320.8027482993198	Fitness standard deviation:	61.04729699075587	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91488	Best fitness:	105.6421768707483	Average fitness:	318.34046258503395	Fitness standard deviation:	54.610870162618426	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91504	Best fitness:	105.6421768707483	Average fitness:	325.8256054421769	Fitness standard deviation:	52.06649221046143	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91520	Best fitness:	105.6421768707483	Average fitness:	323.4707482993197	Fitness standard deviation:	50.06748229812909	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91536	Best fitness:	105.6421768707483	Average fitness:	310.952462585034	Fitness standard deviation:	50.090758122692876	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91552	Best fitness:	105.6421768707483	Average fitness:	322.6313197278912	Fitness standard deviation:	59.86041283669527	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91568	Best fitness:	105.6421768707483	Average fitness:	320.4896054421768	Fitness standard deviation:	54.12444937288847	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91584	Best fitness:	105.6421768707483	Average fitness:	318.1661768707483	Fitness standard deviation:	56.19519875198868	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91600	Best fitness:	105.6421768707483	Average fitness:	314.0598911564625	Fitness standard deviation:	54.02383537148114	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91616	Best fitness:	105.6421768707483	Average fitness:	332.0078911564625	Fitness standard deviation:	51.70945454939473	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91632	Best fitness:	105.6421768707483	Average fitness:	313.15874829931965	Fitness standard deviation:	51.11452330536492	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91648	Best fitness:	105.6421768707483	Average fitness:	310.1753197278912	Fitness standard deviation:	54.222144014701406	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91664	Best fitness:	105.6421768707483	Average fitness:	321.84617687074825	Fitness standard deviation:	50.32935119950649	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91680	Best fitness:	105.6421768707483	Average fitness:	314.96103401360546	Fitness standard deviation:	54.77415847135306	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91696	Best fitness:	105.6421768707483	Average fitness:	322.25703401360545	Fitness standard deviation:	56.63049563978902	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91712	Best fitness:	105.6421768707483	Average fitness:	316.04960544217687	Fitness standard deviation:	52.11418446418736	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91728	Best fitness:	105.6421768707483	Average fitness:	307.12331972789127	Fitness standard deviation:	63.74351830610557	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91744	Best fitness:	105.6421768707483	Average fitness:	314.1593197278911	Fitness standard deviation:	55.53199489612143	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91760	Best fitness:	105.6421768707483	Average fitness:	323.537605442177	Fitness standard deviation:	59.4194272113292	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91776	Best fitness:	105.6421768707483	Average fitness:	316.172462585034	Fitness standard deviation:	53.359036848389195	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91792	Best fitness:	105.6421768707483	Average fitness:	309.2827482993199	Fitness standard deviation:	56.23964788986068	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91808	Best fitness:	105.6421768707483	Average fitness:	312.04389115646256	Fitness standard deviation:	51.95509219724752	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91824	Best fitness:	105.6421768707483	Average fitness:	321.5930340136054	Fitness standard deviation:	57.75269727140412	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
Generation:	91840	Best fitness:	105.6421768707483	Average fitness:	314.04103401360544	Fitness standard deviation:	55.685094465508925	Best genome:	A16	E5	A15	A14	A17	N3	A11	N12	E3	N6	A6	A12	N9	A13	A9	E4	N5	A7	N7	A10	A8	
