Generation:	16	Best fitness:	253.4421768707483	Average fitness:	327.5350340136054	Fitness standard deviation:	38.30633653023148	Best genome:	A16	N3	E3	N12	A8	N9	E4	A7	A14	A6	N7	N5	A17	A10	E5	A13	A9	A15	A11	N6	A12	
Generation:	69888	Best fitness:	95.52789115646259	Average fitness:	251.34503401360547	Fitness standard deviation:	61.649887961895644	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	69904	Best fitness:	95.52789115646259	Average fitness:	267.3507482993197	Fitness standard deviation:	55.80760360746699	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	69920	Best fitness:	95.52789115646259	Average fitness:	259.30789115646263	Fitness standard deviation:	54.7846061351887	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	69936	Best fitness:	95.52789115646259	Average fitness:	254.0736054421769	Fitness standard deviation:	61.58802686449067	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	69952	Best fitness:	95.52789115646259	Average fitness:	257.15360544217685	Fitness standard deviation:	57.748592278981846	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	69968	Best fitness:	95.52789115646259	Average fitness:	264.6636054421769	Fitness standard deviation:	76.23267170114055	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	69984	Best fitness:	95.52789115646259	Average fitness:	253.4778911564626	Fitness standard deviation:	78.08815472376887	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70000	Best fitness:	95.52789115646259	Average fitness:	274.97789115646253	Fitness standard deviation:	54.965869837006814	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70016	Best fitness:	95.52789115646259	Average fitness:	269.92074829931977	Fitness standard deviation:	75.97510810140653	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70032	Best fitness:	95.52789115646259	Average fitness:	244.99360544217683	Fitness standard deviation:	69.52453397535143	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70048	Best fitness:	95.52789115646259	Average fitness:	273.15646258503403	Fitness standard deviation:	69.9201462894841	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70064	Best fitness:	95.52789115646259	Average fitness:	280.87931972789113	Fitness standard deviation:	57.59959828374655	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70080	Best fitness:	95.52789115646259	Average fitness:	267.21360544217686	Fitness standard deviation:	68.10001648236187	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70096	Best fitness:	95.52789115646259	Average fitness:	279.43789115646257	Fitness standard deviation:	59.652535587691624	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70112	Best fitness:	95.52789115646259	Average fitness:	280.5778911564626	Fitness standard deviation:	59.39255355991479	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70128	Best fitness:	95.52789115646259	Average fitness:	267.5550340136055	Fitness standard deviation:	71.27424555610418	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70144	Best fitness:	95.52789115646259	Average fitness:	266.4421768707483	Fitness standard deviation:	57.86215851275428	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70160	Best fitness:	95.52789115646259	Average fitness:	274.9678911564626	Fitness standard deviation:	74.07125493849328	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70176	Best fitness:	95.52789115646259	Average fitness:	272.1993197278912	Fitness standard deviation:	51.24708254513378	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70192	Best fitness:	95.52789115646259	Average fitness:	260.99503401360545	Fitness standard deviation:	61.04589058358357	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70208	Best fitness:	95.52789115646259	Average fitness:	256.416462585034	Fitness standard deviation:	62.73016648913903	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70224	Best fitness:	95.52789115646259	Average fitness:	249.16503401360552	Fitness standard deviation:	59.007475901320305	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70240	Best fitness:	95.52789115646259	Average fitness:	265.62646258503395	Fitness standard deviation:	56.49168367547382	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70256	Best fitness:	95.52789115646259	Average fitness:	255.42646258503405	Fitness standard deviation:	74.53369405161395	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70272	Best fitness:	95.52789115646259	Average fitness:	256.8793197278912	Fitness standard deviation:	65.01078723675677	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70288	Best fitness:	95.52789115646259	Average fitness:	263.94646258503406	Fitness standard deviation:	57.82284646633533	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70304	Best fitness:	95.52789115646259	Average fitness:	259.3078911564626	Fitness standard deviation:	54.4902088939483	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70320	Best fitness:	95.52789115646259	Average fitness:	247.01931972789117	Fitness standard deviation:	56.840606784163	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70336	Best fitness:	95.52789115646259	Average fitness:	239.8878911564626	Fitness standard deviation:	60.9750717883287	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70352	Best fitness:	95.52789115646259	Average fitness:	251.46360544217683	Fitness standard deviation:	74.89974081042863	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70368	Best fitness:	95.52789115646259	Average fitness:	266.6064625850341	Fitness standard deviation:	64.41128743457618	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70384	Best fitness:	95.52789115646259	Average fitness:	259.84646258503415	Fitness standard deviation:	66.36388449530453	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70400	Best fitness:	95.52789115646259	Average fitness:	255.2778911564626	Fitness standard deviation:	67.17230592791547	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70416	Best fitness:	95.52789115646259	Average fitness:	253.23931972789114	Fitness standard deviation:	64.38843849826533	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70432	Best fitness:	95.52789115646259	Average fitness:	255.556462585034	Fitness standard deviation:	50.43630940227932	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70448	Best fitness:	95.52789115646259	Average fitness:	272.0293197278912	Fitness standard deviation:	62.580778476253215	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70464	Best fitness:	95.52789115646259	Average fitness:	257.39646258503404	Fitness standard deviation:	53.05566918485773	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70480	Best fitness:	95.52789115646259	Average fitness:	262.7893197278912	Fitness standard deviation:	69.08159640037634	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70496	Best fitness:	95.52789115646259	Average fitness:	247.2278911564626	Fitness standard deviation:	68.69313574120186	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70512	Best fitness:	95.52789115646259	Average fitness:	250.816462585034	Fitness standard deviation:	56.15795500375777	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70528	Best fitness:	95.52789115646259	Average fitness:	258.6493197278911	Fitness standard deviation:	52.35385869645296	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70544	Best fitness:	95.52789115646259	Average fitness:	242.7250340136055	Fitness standard deviation:	61.08706192553279	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70560	Best fitness:	95.52789115646259	Average fitness:	255.88360544217693	Fitness standard deviation:	70.52151935286658	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70576	Best fitness:	95.52789115646259	Average fitness:	264.366462585034	Fitness standard deviation:	74.10188919071263	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70592	Best fitness:	95.52789115646259	Average fitness:	260.7721768707483	Fitness standard deviation:	56.01928492647394	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70608	Best fitness:	95.52789115646259	Average fitness:	261.8907482993197	Fitness standard deviation:	65.7037917708044	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70624	Best fitness:	95.52789115646259	Average fitness:	252.20217687074833	Fitness standard deviation:	71.36047004970109	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70640	Best fitness:	95.52789115646259	Average fitness:	268.2993197278912	Fitness standard deviation:	53.142185095597014	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70656	Best fitness:	95.52789115646259	Average fitness:	259.86789115646263	Fitness standard deviation:	57.24680039183013	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70672	Best fitness:	95.52789115646259	Average fitness:	248.56646258503406	Fitness standard deviation:	70.58501388902808	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70688	Best fitness:	95.52789115646259	Average fitness:	260.8921768707483	Fitness standard deviation:	54.420912003248404	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70704	Best fitness:	95.52789115646259	Average fitness:	243.48646258503405	Fitness standard deviation:	55.535158545680574	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70720	Best fitness:	95.52789115646259	Average fitness:	270.60503401360546	Fitness standard deviation:	57.42002573233523	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70736	Best fitness:	95.52789115646259	Average fitness:	246.1821768707483	Fitness standard deviation:	75.66163878527526	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70752	Best fitness:	95.52789115646259	Average fitness:	272.04503401360546	Fitness standard deviation:	66.40137440180722	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70768	Best fitness:	95.52789115646259	Average fitness:	282.92074829931965	Fitness standard deviation:	64.44461496478338	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70784	Best fitness:	95.52789115646259	Average fitness:	259.7736054421768	Fitness standard deviation:	60.98672281065505	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70800	Best fitness:	95.52789115646259	Average fitness:	255.54789115646258	Fitness standard deviation:	66.2348752700631	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70816	Best fitness:	95.52789115646259	Average fitness:	276.94074829931975	Fitness standard deviation:	61.59800651094522	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70832	Best fitness:	95.52789115646259	Average fitness:	253.26360544217687	Fitness standard deviation:	86.48197918924956	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70848	Best fitness:	95.52789115646259	Average fitness:	263.1150340136055	Fitness standard deviation:	61.39636994853313	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70864	Best fitness:	95.52789115646259	Average fitness:	260.796462585034	Fitness standard deviation:	65.91434355065888	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70880	Best fitness:	95.52789115646259	Average fitness:	240.81503401360547	Fitness standard deviation:	44.53078776738262	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70896	Best fitness:	95.52789115646259	Average fitness:	261.7793197278912	Fitness standard deviation:	49.11795265958657	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70912	Best fitness:	95.52789115646259	Average fitness:	263.74217687074827	Fitness standard deviation:	58.47998960049043	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70928	Best fitness:	95.52789115646259	Average fitness:	271.20646258503405	Fitness standard deviation:	65.7515688491343	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70944	Best fitness:	95.52789115646259	Average fitness:	261.9093197278912	Fitness standard deviation:	63.545844145492836	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70960	Best fitness:	95.52789115646259	Average fitness:	261.28931972789115	Fitness standard deviation:	67.7213831572768	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70976	Best fitness:	95.52789115646259	Average fitness:	261.23503401360546	Fitness standard deviation:	61.33280633276991	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	70992	Best fitness:	95.52789115646259	Average fitness:	250.21217687074827	Fitness standard deviation:	62.807366313715995	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71008	Best fitness:	95.52789115646259	Average fitness:	269.2736054421769	Fitness standard deviation:	56.81971050648548	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71024	Best fitness:	95.52789115646259	Average fitness:	266.48217687074833	Fitness standard deviation:	81.81240782099856	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71040	Best fitness:	95.52789115646259	Average fitness:	253.436462585034	Fitness standard deviation:	64.90683659472779	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71056	Best fitness:	95.52789115646259	Average fitness:	249.43931972789113	Fitness standard deviation:	60.424721187707966	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71072	Best fitness:	95.52789115646259	Average fitness:	253.15217687074832	Fitness standard deviation:	63.25771084723706	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71088	Best fitness:	95.52789115646259	Average fitness:	249.59931972789119	Fitness standard deviation:	69.63663855020165	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71104	Best fitness:	95.52789115646259	Average fitness:	247.3578911564626	Fitness standard deviation:	47.96155558659159	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71120	Best fitness:	95.52789115646259	Average fitness:	250.85360544217693	Fitness standard deviation:	76.43803434074918	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71136	Best fitness:	95.52789115646259	Average fitness:	276.85931972789115	Fitness standard deviation:	61.12637588284969	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71152	Best fitness:	95.52789115646259	Average fitness:	262.75217687074826	Fitness standard deviation:	64.5810557140626	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71168	Best fitness:	95.52789115646259	Average fitness:	265.75360544217693	Fitness standard deviation:	83.33636044025783	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71184	Best fitness:	95.52789115646259	Average fitness:	258.36789115646263	Fitness standard deviation:	60.68666020247458	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71200	Best fitness:	95.52789115646259	Average fitness:	262.9550340136055	Fitness standard deviation:	51.82908684182215	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71216	Best fitness:	95.52789115646259	Average fitness:	252.50789115646256	Fitness standard deviation:	74.32522416339405	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71232	Best fitness:	95.52789115646259	Average fitness:	263.32646258503405	Fitness standard deviation:	69.27374887844219	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71248	Best fitness:	95.52789115646259	Average fitness:	278.5878911564626	Fitness standard deviation:	62.90916282503638	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71264	Best fitness:	95.52789115646259	Average fitness:	279.0836054421769	Fitness standard deviation:	74.67406536928006	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71280	Best fitness:	95.52789115646259	Average fitness:	284.73217687074833	Fitness standard deviation:	59.25903721658609	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71296	Best fitness:	95.52789115646259	Average fitness:	297.4736054421769	Fitness standard deviation:	64.00680697219249	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71312	Best fitness:	95.52789115646259	Average fitness:	258.3421768707483	Fitness standard deviation:	65.38397638066179	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71328	Best fitness:	95.52789115646259	Average fitness:	271.49789115646263	Fitness standard deviation:	82.86740206190728	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71344	Best fitness:	95.52789115646259	Average fitness:	249.52931972789125	Fitness standard deviation:	62.84588306617505	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71360	Best fitness:	95.52789115646259	Average fitness:	271.14646258503404	Fitness standard deviation:	62.15645780559551	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71376	Best fitness:	95.52789115646259	Average fitness:	268.16360544217684	Fitness standard deviation:	64.21910509485221	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71392	Best fitness:	95.52789115646259	Average fitness:	276.82789115646256	Fitness standard deviation:	63.47220346139637	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71408	Best fitness:	95.52789115646259	Average fitness:	268.06217687074826	Fitness standard deviation:	61.0601002693081	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71424	Best fitness:	95.52789115646259	Average fitness:	266.0278911564626	Fitness standard deviation:	65.48166934652906	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71440	Best fitness:	95.52789115646259	Average fitness:	252.16503401360546	Fitness standard deviation:	54.18025628795577	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71456	Best fitness:	95.52789115646259	Average fitness:	273.8636054421769	Fitness standard deviation:	65.38175672345382	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71472	Best fitness:	95.52789115646259	Average fitness:	258.8436054421769	Fitness standard deviation:	68.93306630792108	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71488	Best fitness:	95.52789115646259	Average fitness:	270.4650340136054	Fitness standard deviation:	65.34546912138498	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71504	Best fitness:	95.52789115646259	Average fitness:	243.66503401360546	Fitness standard deviation:	69.50377913671828	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71520	Best fitness:	95.52789115646259	Average fitness:	281.63503401360543	Fitness standard deviation:	72.61237308124419	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71536	Best fitness:	95.52789115646259	Average fitness:	273.14503401360554	Fitness standard deviation:	72.39230278172408	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71552	Best fitness:	95.52789115646259	Average fitness:	261.98217687074833	Fitness standard deviation:	61.08208521894024	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71568	Best fitness:	95.52789115646259	Average fitness:	256.5307482993197	Fitness standard deviation:	76.82492574891648	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71584	Best fitness:	95.52789115646259	Average fitness:	261.44646258503406	Fitness standard deviation:	67.96639161965211	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71600	Best fitness:	95.52789115646259	Average fitness:	262.91217687074834	Fitness standard deviation:	70.84862648993418	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
Generation:	71616	Best fitness:	95.52789115646259	Average fitness:	256.15217687074835	Fitness standard deviation:	62.28474001531603	Best genome:	A9	N3	E4	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	
