Generation:	16	Best fitness:	242.35646258503402	Average fitness:	334.08846258503405	Fitness standard deviation:	35.166296429556354	Best genome:	A13	A16	N9	A10	A8	N12	A14	A17	A9	E4	A15	A12	N7	E5	N6	A6	E3	N5	N3	A7	A11	
Generation:	79344	Best fitness:	95.58503401360544	Average fitness:	308.1690340136054	Fitness standard deviation:	53.3875280581829	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79360	Best fitness:	95.58503401360544	Average fitness:	307.50046258503403	Fitness standard deviation:	51.24731422250739	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79376	Best fitness:	95.58503401360544	Average fitness:	308.31989115646246	Fitness standard deviation:	59.297451792309126	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79392	Best fitness:	95.58503401360544	Average fitness:	316.765605442177	Fitness standard deviation:	57.71658338849257	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79408	Best fitness:	95.58503401360544	Average fitness:	313.3953197278912	Fitness standard deviation:	62.465265387400436	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79424	Best fitness:	95.58503401360544	Average fitness:	319.10503401360546	Fitness standard deviation:	57.897095764461135	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79440	Best fitness:	95.58503401360544	Average fitness:	322.1844625850341	Fitness standard deviation:	52.08612663107684	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79456	Best fitness:	95.58503401360544	Average fitness:	310.52960544217706	Fitness standard deviation:	53.39639226825448	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79472	Best fitness:	95.58503401360544	Average fitness:	308.01646258503393	Fitness standard deviation:	57.782122296977434	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79488	Best fitness:	95.58503401360544	Average fitness:	321.99074829931965	Fitness standard deviation:	48.72977449618436	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79504	Best fitness:	95.58503401360544	Average fitness:	307.840462585034	Fitness standard deviation:	54.41332502171107	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79520	Best fitness:	95.58503401360544	Average fitness:	296.26217687074836	Fitness standard deviation:	47.92675099800204	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79536	Best fitness:	95.58503401360544	Average fitness:	315.7307482993198	Fitness standard deviation:	51.061843975752396	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79552	Best fitness:	95.58503401360544	Average fitness:	305.600462585034	Fitness standard deviation:	60.0856787473572	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79568	Best fitness:	95.58503401360544	Average fitness:	308.83589115646254	Fitness standard deviation:	60.98907665060914	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79584	Best fitness:	95.58503401360544	Average fitness:	318.11531972789106	Fitness standard deviation:	64.73392175384289	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79600	Best fitness:	95.58503401360544	Average fitness:	314.40046258503395	Fitness standard deviation:	56.51881339944809	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79616	Best fitness:	95.58503401360544	Average fitness:	312.47646258503397	Fitness standard deviation:	54.222104687430694	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79632	Best fitness:	95.58503401360544	Average fitness:	317.28903401360543	Fitness standard deviation:	49.85545138678008	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79648	Best fitness:	95.58503401360544	Average fitness:	319.43931972789125	Fitness standard deviation:	57.170667304134206	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79664	Best fitness:	95.58503401360544	Average fitness:	307.42789115646264	Fitness standard deviation:	58.792849558289596	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79680	Best fitness:	95.58503401360544	Average fitness:	303.02731972789115	Fitness standard deviation:	64.42654548350994	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79696	Best fitness:	95.58503401360544	Average fitness:	307.41360544217696	Fitness standard deviation:	58.73452275506549	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79712	Best fitness:	95.58503401360544	Average fitness:	310.8941768707484	Fitness standard deviation:	49.06296485629254	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79728	Best fitness:	95.58503401360544	Average fitness:	323.27589115646265	Fitness standard deviation:	62.4893140748962	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79744	Best fitness:	95.58503401360544	Average fitness:	312.2204625850341	Fitness standard deviation:	63.483217530947755	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79760	Best fitness:	95.58503401360544	Average fitness:	308.8376054421769	Fitness standard deviation:	61.64607350920285	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79776	Best fitness:	95.58503401360544	Average fitness:	312.51417687074843	Fitness standard deviation:	56.80170628078143	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79792	Best fitness:	95.58503401360544	Average fitness:	316.0816054421768	Fitness standard deviation:	55.829176159906545	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79808	Best fitness:	95.58503401360544	Average fitness:	320.04160544217683	Fitness standard deviation:	57.418263606554994	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79824	Best fitness:	95.58503401360544	Average fitness:	311.08446258503403	Fitness standard deviation:	57.14134947725362	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79840	Best fitness:	95.58503401360544	Average fitness:	315.72389115646257	Fitness standard deviation:	56.33088745936091	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79856	Best fitness:	95.58503401360544	Average fitness:	315.5301768707484	Fitness standard deviation:	50.98282090497319	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79872	Best fitness:	95.58503401360544	Average fitness:	307.70674829931977	Fitness standard deviation:	56.944409357383144	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79888	Best fitness:	95.58503401360544	Average fitness:	305.1301768707485	Fitness standard deviation:	57.76147090670496	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79904	Best fitness:	95.58503401360544	Average fitness:	311.616462585034	Fitness standard deviation:	54.61567876852708	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79920	Best fitness:	95.58503401360544	Average fitness:	314.0130340136056	Fitness standard deviation:	52.57921727707049	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79936	Best fitness:	95.58503401360544	Average fitness:	305.97931972789115	Fitness standard deviation:	58.72517410335527	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79952	Best fitness:	95.58503401360544	Average fitness:	301.06274829931976	Fitness standard deviation:	53.900703578006116	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79968	Best fitness:	95.58503401360544	Average fitness:	311.67989115646265	Fitness standard deviation:	52.58409146873069	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	79984	Best fitness:	95.58503401360544	Average fitness:	313.8444625850341	Fitness standard deviation:	60.824448854461316	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80000	Best fitness:	95.58503401360544	Average fitness:	312.08789115646255	Fitness standard deviation:	63.29644023907487	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80016	Best fitness:	95.58503401360544	Average fitness:	299.48560544217696	Fitness standard deviation:	61.20118906141131	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80032	Best fitness:	95.58503401360544	Average fitness:	306.21874829931977	Fitness standard deviation:	51.18051117927047	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80048	Best fitness:	95.58503401360544	Average fitness:	323.17131972789116	Fitness standard deviation:	56.51792830670312	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80064	Best fitness:	95.58503401360544	Average fitness:	309.0461768707483	Fitness standard deviation:	47.09463889416107	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80080	Best fitness:	95.58503401360544	Average fitness:	311.2353197278911	Fitness standard deviation:	60.317560325263806	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80096	Best fitness:	95.58503401360544	Average fitness:	309.07817687074834	Fitness standard deviation:	57.20234241243437	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80112	Best fitness:	95.58503401360544	Average fitness:	306.9604625850341	Fitness standard deviation:	60.936537080366975	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80128	Best fitness:	95.58503401360544	Average fitness:	311.60160544217695	Fitness standard deviation:	60.25397162690877	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80144	Best fitness:	95.58503401360544	Average fitness:	318.4301768707483	Fitness standard deviation:	48.31958747289779	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80160	Best fitness:	95.58503401360544	Average fitness:	303.8798911564626	Fitness standard deviation:	58.79767160182382	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80176	Best fitness:	95.58503401360544	Average fitness:	304.33989115646256	Fitness standard deviation:	55.92041957449671	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80192	Best fitness:	95.58503401360544	Average fitness:	302.63931972789123	Fitness standard deviation:	45.130506538351234	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80208	Best fitness:	95.58503401360544	Average fitness:	313.9176054421769	Fitness standard deviation:	57.34454798845311	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80224	Best fitness:	95.58503401360544	Average fitness:	320.5353197278912	Fitness standard deviation:	52.46227949018344	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80240	Best fitness:	95.58503401360544	Average fitness:	308.40217687074824	Fitness standard deviation:	58.09608789386277	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80256	Best fitness:	95.58503401360544	Average fitness:	314.95474829931976	Fitness standard deviation:	56.47007035625878	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80272	Best fitness:	95.58503401360544	Average fitness:	317.3221768707483	Fitness standard deviation:	58.74771436283409	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80288	Best fitness:	95.58503401360544	Average fitness:	313.01360544217687	Fitness standard deviation:	69.42807595355244	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80304	Best fitness:	95.58503401360544	Average fitness:	308.4050340136056	Fitness standard deviation:	57.983251698667445	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80320	Best fitness:	95.58503401360544	Average fitness:	315.6981768707483	Fitness standard deviation:	48.820715897400504	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80336	Best fitness:	95.58503401360544	Average fitness:	319.3267482993197	Fitness standard deviation:	69.48878587196054	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80352	Best fitness:	95.58503401360544	Average fitness:	316.90274829931974	Fitness standard deviation:	50.76786051937078	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80368	Best fitness:	95.58503401360544	Average fitness:	319.0353197278912	Fitness standard deviation:	50.33569385067192	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80384	Best fitness:	95.58503401360544	Average fitness:	303.6113197278913	Fitness standard deviation:	51.15662443268652	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80400	Best fitness:	95.58503401360544	Average fitness:	321.18731972789107	Fitness standard deviation:	53.28088307167928	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80416	Best fitness:	95.58503401360544	Average fitness:	313.2096054421768	Fitness standard deviation:	57.47836022542816	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80432	Best fitness:	95.58503401360544	Average fitness:	314.45817687074833	Fitness standard deviation:	62.46864726355755	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80448	Best fitness:	95.58503401360544	Average fitness:	308.9193197278912	Fitness standard deviation:	53.758797742266125	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80464	Best fitness:	95.58503401360544	Average fitness:	312.9873197278912	Fitness standard deviation:	52.858101563506416	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80480	Best fitness:	95.58503401360544	Average fitness:	305.94731972789117	Fitness standard deviation:	52.09905336285989	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80496	Best fitness:	95.58503401360544	Average fitness:	315.1358911564626	Fitness standard deviation:	55.05703433601879	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80512	Best fitness:	95.58503401360544	Average fitness:	310.3798911564625	Fitness standard deviation:	52.815970896257184	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80528	Best fitness:	95.58503401360544	Average fitness:	299.54674829931975	Fitness standard deviation:	51.802319579299905	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80544	Best fitness:	95.58503401360544	Average fitness:	314.45017687074824	Fitness standard deviation:	53.45081066260638	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80560	Best fitness:	95.58503401360544	Average fitness:	310.32046258503414	Fitness standard deviation:	55.874703797050806	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80576	Best fitness:	95.58503401360544	Average fitness:	313.4216054421768	Fitness standard deviation:	60.7038512149479	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80592	Best fitness:	95.58503401360544	Average fitness:	305.9341768707483	Fitness standard deviation:	58.51366134990553	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80608	Best fitness:	95.58503401360544	Average fitness:	309.25646258503406	Fitness standard deviation:	52.33328616489058	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80624	Best fitness:	95.58503401360544	Average fitness:	304.6158911564626	Fitness standard deviation:	50.40813664155291	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80640	Best fitness:	95.58503401360544	Average fitness:	321.2581768707483	Fitness standard deviation:	59.65748964321758	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80656	Best fitness:	95.58503401360544	Average fitness:	306.93303401360555	Fitness standard deviation:	50.65561828017638	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80672	Best fitness:	95.58503401360544	Average fitness:	313.3793197278912	Fitness standard deviation:	47.168532921421075	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80688	Best fitness:	95.58503401360544	Average fitness:	313.772462585034	Fitness standard deviation:	61.087633849299834	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80704	Best fitness:	95.58503401360544	Average fitness:	313.3867482993197	Fitness standard deviation:	66.19625303163745	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80720	Best fitness:	95.58503401360544	Average fitness:	312.2461768707483	Fitness standard deviation:	60.421469088868925	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80736	Best fitness:	95.58503401360544	Average fitness:	307.70503401360537	Fitness standard deviation:	57.26491164860424	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80752	Best fitness:	95.58503401360544	Average fitness:	308.1541768707483	Fitness standard deviation:	59.84775155512595	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80768	Best fitness:	95.58503401360544	Average fitness:	316.49646258503407	Fitness standard deviation:	55.011277285402386	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80784	Best fitness:	95.58503401360544	Average fitness:	309.98731972789125	Fitness standard deviation:	57.71455582397896	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80800	Best fitness:	95.58503401360544	Average fitness:	310.432462585034	Fitness standard deviation:	51.9033018052389	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80816	Best fitness:	95.58503401360544	Average fitness:	302.28617687074836	Fitness standard deviation:	56.07259469870195	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80832	Best fitness:	95.58503401360544	Average fitness:	315.3330340136054	Fitness standard deviation:	52.74070129938566	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80848	Best fitness:	95.58503401360544	Average fitness:	302.6204625850341	Fitness standard deviation:	58.23121613508882	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80864	Best fitness:	95.58503401360544	Average fitness:	308.44674829931967	Fitness standard deviation:	62.45264298519908	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80880	Best fitness:	95.58503401360544	Average fitness:	309.97474829931974	Fitness standard deviation:	53.7439185009498	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80896	Best fitness:	95.58503401360544	Average fitness:	302.4187482993197	Fitness standard deviation:	51.00414218953002	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80912	Best fitness:	95.58503401360544	Average fitness:	310.1216054421769	Fitness standard deviation:	55.68771301551141	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80928	Best fitness:	95.58503401360544	Average fitness:	309.1947482993197	Fitness standard deviation:	57.90283560361078	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80944	Best fitness:	95.58503401360544	Average fitness:	308.8061768707483	Fitness standard deviation:	51.63502017121357	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80960	Best fitness:	95.58503401360544	Average fitness:	313.6130340136054	Fitness standard deviation:	48.48165771059553	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80976	Best fitness:	95.58503401360544	Average fitness:	310.73817687074825	Fitness standard deviation:	49.47478426307235	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	80992	Best fitness:	95.58503401360544	Average fitness:	313.2067482993197	Fitness standard deviation:	60.26452669248625	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	81008	Best fitness:	95.58503401360544	Average fitness:	310.9741768707483	Fitness standard deviation:	56.19677930781646	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	81024	Best fitness:	95.58503401360544	Average fitness:	309.63531972789116	Fitness standard deviation:	52.06712984333254	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	81040	Best fitness:	95.58503401360544	Average fitness:	311.94617687074833	Fitness standard deviation:	54.42118127857114	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	81056	Best fitness:	95.58503401360544	Average fitness:	309.2627482993197	Fitness standard deviation:	64.7329855139636	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	81072	Best fitness:	95.58503401360544	Average fitness:	306.9467482993197	Fitness standard deviation:	49.79830424454886	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
