Generation:	16	Best fitness:	238.32789115646258	Average fitness:	343.32931972789135	Fitness standard deviation:	31.94999316534053	Best genome:	A12	N9	A16	A9	N3	A8	A13	A15	A14	E4	A7	N7	A11	E5	N12	N5	A6	N6	A10	E3	A17	
Generation:	67664	Best fitness:	95.8421768707483	Average fitness:	342.9737482993197	Fitness standard deviation:	40.84908970559209	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67680	Best fitness:	95.8421768707483	Average fitness:	339.6448911564628	Fitness standard deviation:	39.14460221318606	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67696	Best fitness:	95.8421768707483	Average fitness:	335.4750340136055	Fitness standard deviation:	42.64072717820036	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67712	Best fitness:	95.8421768707483	Average fitness:	339.2296054421772	Fitness standard deviation:	41.23098850849631	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67728	Best fitness:	95.8421768707483	Average fitness:	341.223605442177	Fitness standard deviation:	40.44560002304936	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67744	Best fitness:	95.8421768707483	Average fitness:	341.97546258503434	Fitness standard deviation:	39.65092976005398	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67760	Best fitness:	95.8421768707483	Average fitness:	340.40660544217724	Fitness standard deviation:	44.92114274242937	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67776	Best fitness:	95.8421768707483	Average fitness:	341.75431972789136	Fitness standard deviation:	41.36523048850744	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67792	Best fitness:	95.8421768707483	Average fitness:	341.0818911564626	Fitness standard deviation:	39.835457263957345	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67808	Best fitness:	95.8421768707483	Average fitness:	340.1808911564627	Fitness standard deviation:	43.54041054220405	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67824	Best fitness:	95.8421768707483	Average fitness:	340.1478911564628	Fitness standard deviation:	38.59141365852339	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67840	Best fitness:	95.8421768707483	Average fitness:	340.15403401360555	Fitness standard deviation:	45.8423600362577	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67856	Best fitness:	95.8421768707483	Average fitness:	340.6018911564626	Fitness standard deviation:	38.889067367766664	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67872	Best fitness:	95.8421768707483	Average fitness:	342.0413197278915	Fitness standard deviation:	38.34908145242724	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67888	Best fitness:	95.8421768707483	Average fitness:	343.1474625850343	Fitness standard deviation:	39.927075829643755	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67904	Best fitness:	95.8421768707483	Average fitness:	343.83717687074846	Fitness standard deviation:	39.654119423395315	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67920	Best fitness:	95.8421768707483	Average fitness:	335.9407482993199	Fitness standard deviation:	41.76872081804171	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67936	Best fitness:	95.8421768707483	Average fitness:	339.950605442177	Fitness standard deviation:	39.7548810298041	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67952	Best fitness:	95.8421768707483	Average fitness:	338.1006054421772	Fitness standard deviation:	43.433792289329894	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67968	Best fitness:	95.8421768707483	Average fitness:	340.2170340136054	Fitness standard deviation:	40.29803839455438	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	67984	Best fitness:	95.8421768707483	Average fitness:	345.88989115646274	Fitness standard deviation:	39.745353635259505	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68000	Best fitness:	95.8421768707483	Average fitness:	335.2020340136055	Fitness standard deviation:	42.72640994652332	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68016	Best fitness:	95.8421768707483	Average fitness:	340.8814625850341	Fitness standard deviation:	39.11992753191193	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68032	Best fitness:	95.8421768707483	Average fitness:	343.8708911564627	Fitness standard deviation:	44.00021655767674	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68048	Best fitness:	95.8421768707483	Average fitness:	336.8796054421771	Fitness standard deviation:	42.20893970403399	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68064	Best fitness:	95.8421768707483	Average fitness:	339.7027482993198	Fitness standard deviation:	41.559093266610816	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68080	Best fitness:	95.8421768707483	Average fitness:	340.9633197278913	Fitness standard deviation:	42.46216527109991	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68096	Best fitness:	95.8421768707483	Average fitness:	340.781605442177	Fitness standard deviation:	42.67829946691592	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68112	Best fitness:	95.8421768707483	Average fitness:	339.0700340136053	Fitness standard deviation:	42.46530506405992	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68128	Best fitness:	95.8421768707483	Average fitness:	342.51760544217694	Fitness standard deviation:	37.71343982168258	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68144	Best fitness:	95.8421768707483	Average fitness:	340.0730340136057	Fitness standard deviation:	39.47573890533842	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68160	Best fitness:	95.8421768707483	Average fitness:	338.31889115646266	Fitness standard deviation:	41.3332823918657	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68176	Best fitness:	95.8421768707483	Average fitness:	350.7774625850343	Fitness standard deviation:	39.31083129315867	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68192	Best fitness:	95.8421768707483	Average fitness:	334.1438911564627	Fitness standard deviation:	39.45485807391346	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68208	Best fitness:	95.8421768707483	Average fitness:	342.3200340136056	Fitness standard deviation:	38.46720425988128	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68224	Best fitness:	95.8421768707483	Average fitness:	335.0444625850342	Fitness standard deviation:	39.905065133976905	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68240	Best fitness:	95.8421768707483	Average fitness:	338.71574829931967	Fitness standard deviation:	40.33572705481849	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68256	Best fitness:	95.8421768707483	Average fitness:	341.1893197278914	Fitness standard deviation:	44.23026397185991	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68272	Best fitness:	95.8421768707483	Average fitness:	331.5744625850341	Fitness standard deviation:	43.42755133294428	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68288	Best fitness:	95.8421768707483	Average fitness:	340.7826054421769	Fitness standard deviation:	39.63050595520206	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68304	Best fitness:	95.8421768707483	Average fitness:	342.46046258503435	Fitness standard deviation:	45.00394413917109	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68320	Best fitness:	95.8421768707483	Average fitness:	341.5034625850341	Fitness standard deviation:	39.522519790517364	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68336	Best fitness:	95.8421768707483	Average fitness:	341.39603401360563	Fitness standard deviation:	39.106483378914376	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68352	Best fitness:	95.8421768707483	Average fitness:	336.2278911564627	Fitness standard deviation:	41.944277321227034	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68368	Best fitness:	95.8421768707483	Average fitness:	337.25717687074854	Fitness standard deviation:	40.27280147028894	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68384	Best fitness:	95.8421768707483	Average fitness:	336.67074829932005	Fitness standard deviation:	41.999304270233736	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68400	Best fitness:	95.8421768707483	Average fitness:	339.32046258503414	Fitness standard deviation:	41.78593145145033	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68416	Best fitness:	95.8421768707483	Average fitness:	338.6060340136056	Fitness standard deviation:	42.33286805997998	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68432	Best fitness:	95.8421768707483	Average fitness:	340.58517687074857	Fitness standard deviation:	41.398361349557916	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68448	Best fitness:	95.8421768707483	Average fitness:	340.29489115646277	Fitness standard deviation:	36.23734020710839	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68464	Best fitness:	95.8421768707483	Average fitness:	337.34574829931984	Fitness standard deviation:	40.75287388764185	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68480	Best fitness:	95.8421768707483	Average fitness:	339.61817687074836	Fitness standard deviation:	39.29108632777065	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68496	Best fitness:	95.8421768707483	Average fitness:	338.5591768707484	Fitness standard deviation:	39.94367254404786	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68512	Best fitness:	95.8421768707483	Average fitness:	339.8960340136057	Fitness standard deviation:	42.077947026189086	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68528	Best fitness:	95.8421768707483	Average fitness:	341.6451768707484	Fitness standard deviation:	39.51670629890965	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68544	Best fitness:	95.8421768707483	Average fitness:	339.81803401360565	Fitness standard deviation:	43.720675172401144	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68560	Best fitness:	95.8421768707483	Average fitness:	337.7684625850341	Fitness standard deviation:	43.037205011288464	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68576	Best fitness:	95.8421768707483	Average fitness:	343.41760544217715	Fitness standard deviation:	44.612501774864	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68592	Best fitness:	95.8421768707483	Average fitness:	341.35303401360545	Fitness standard deviation:	38.714241809147474	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68608	Best fitness:	95.8421768707483	Average fitness:	341.52103401360546	Fitness standard deviation:	40.77484841398768	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68624	Best fitness:	95.8421768707483	Average fitness:	342.73403401360554	Fitness standard deviation:	40.758968050614584	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68640	Best fitness:	95.8421768707483	Average fitness:	340.40446258503414	Fitness standard deviation:	44.423469873388285	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68656	Best fitness:	95.8421768707483	Average fitness:	336.94617687074856	Fitness standard deviation:	42.18982245392695	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68672	Best fitness:	95.8421768707483	Average fitness:	339.1320340136055	Fitness standard deviation:	41.89575609480155	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68688	Best fitness:	95.8421768707483	Average fitness:	337.9546054421771	Fitness standard deviation:	38.904883495730026	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68704	Best fitness:	95.8421768707483	Average fitness:	343.5710340136056	Fitness standard deviation:	40.34549283073763	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68720	Best fitness:	95.8421768707483	Average fitness:	334.52089115646265	Fitness standard deviation:	38.86838487558668	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68736	Best fitness:	95.8421768707483	Average fitness:	337.0604625850342	Fitness standard deviation:	40.87426594635139	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68752	Best fitness:	95.8421768707483	Average fitness:	337.63360544217716	Fitness standard deviation:	39.37780251121493	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68768	Best fitness:	95.8421768707483	Average fitness:	340.7378911564628	Fitness standard deviation:	42.02166397058954	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68784	Best fitness:	95.8421768707483	Average fitness:	339.8953197278915	Fitness standard deviation:	38.73795586780912	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68800	Best fitness:	95.8421768707483	Average fitness:	338.9483197278912	Fitness standard deviation:	42.71468899737955	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68816	Best fitness:	95.8421768707483	Average fitness:	343.84789115646277	Fitness standard deviation:	41.83511121787828	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68832	Best fitness:	95.8421768707483	Average fitness:	341.95546258503435	Fitness standard deviation:	40.624746592867425	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68848	Best fitness:	95.8421768707483	Average fitness:	337.87674829931996	Fitness standard deviation:	40.31495084902354	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68864	Best fitness:	95.8421768707483	Average fitness:	338.2860340136057	Fitness standard deviation:	39.1749290795498	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68880	Best fitness:	95.8421768707483	Average fitness:	344.101605442177	Fitness standard deviation:	40.195595490256466	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68896	Best fitness:	95.8421768707483	Average fitness:	344.0484625850342	Fitness standard deviation:	47.333862337179944	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68912	Best fitness:	95.8421768707483	Average fitness:	337.3441768707484	Fitness standard deviation:	42.46432341798157	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68928	Best fitness:	95.8421768707483	Average fitness:	341.14917687074853	Fitness standard deviation:	39.48872967579692	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68944	Best fitness:	95.8421768707483	Average fitness:	340.8278911564627	Fitness standard deviation:	41.74892495255271	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68960	Best fitness:	95.8421768707483	Average fitness:	341.5514625850342	Fitness standard deviation:	41.01824098333992	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68976	Best fitness:	95.8421768707483	Average fitness:	339.2371768707484	Fitness standard deviation:	40.89690976175614	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	68992	Best fitness:	95.8421768707483	Average fitness:	337.9283197278915	Fitness standard deviation:	43.11831851606763	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69008	Best fitness:	95.8421768707483	Average fitness:	339.46846258503405	Fitness standard deviation:	42.73541965085513	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69024	Best fitness:	95.8421768707483	Average fitness:	339.6790340136055	Fitness standard deviation:	40.54068750763652	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69040	Best fitness:	95.8421768707483	Average fitness:	341.06103401360576	Fitness standard deviation:	39.44892812387237	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69056	Best fitness:	95.8421768707483	Average fitness:	341.18389115646295	Fitness standard deviation:	36.69472806932398	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69072	Best fitness:	95.8421768707483	Average fitness:	339.40260544217676	Fitness standard deviation:	43.04653643916274	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69088	Best fitness:	95.8421768707483	Average fitness:	338.64617687074855	Fitness standard deviation:	41.9646523791884	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69104	Best fitness:	95.8421768707483	Average fitness:	338.75317687074835	Fitness standard deviation:	42.61315023414193	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69120	Best fitness:	95.8421768707483	Average fitness:	341.95589115646266	Fitness standard deviation:	38.57145988993437	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69136	Best fitness:	95.8421768707483	Average fitness:	337.66560544217697	Fitness standard deviation:	38.40793569786625	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69152	Best fitness:	95.8421768707483	Average fitness:	343.43531972789157	Fitness standard deviation:	40.208596120222644	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69168	Best fitness:	95.8421768707483	Average fitness:	338.396605442177	Fitness standard deviation:	40.4431467010374	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69184	Best fitness:	95.8421768707483	Average fitness:	337.0107482993199	Fitness standard deviation:	43.14918893933522	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69200	Best fitness:	95.8421768707483	Average fitness:	338.5960340136055	Fitness standard deviation:	42.3641840138963	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69216	Best fitness:	95.8421768707483	Average fitness:	338.36360544217706	Fitness standard deviation:	39.68053249622129	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69232	Best fitness:	95.8421768707483	Average fitness:	338.4343197278912	Fitness standard deviation:	43.82381292267518	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69248	Best fitness:	95.8421768707483	Average fitness:	336.5727482993198	Fitness standard deviation:	41.54296163378488	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69264	Best fitness:	95.8421768707483	Average fitness:	334.9487482993199	Fitness standard deviation:	40.73105656696406	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69280	Best fitness:	95.8421768707483	Average fitness:	335.8737482993198	Fitness standard deviation:	42.73157026277468	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69296	Best fitness:	95.8421768707483	Average fitness:	341.86931972789137	Fitness standard deviation:	38.249782899210494	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69312	Best fitness:	95.8421768707483	Average fitness:	339.78603401360573	Fitness standard deviation:	39.52104429107539	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69328	Best fitness:	95.8421768707483	Average fitness:	336.5501768707484	Fitness standard deviation:	42.82512643726048	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69344	Best fitness:	95.8421768707483	Average fitness:	339.81660544217704	Fitness standard deviation:	39.77528064242505	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69360	Best fitness:	95.8421768707483	Average fitness:	340.578605442177	Fitness standard deviation:	40.55250740253497	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69376	Best fitness:	95.8421768707483	Average fitness:	339.0491768707484	Fitness standard deviation:	40.88562668429269	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	69392	Best fitness:	95.8421768707483	Average fitness:	337.042891156463	Fitness standard deviation:	36.48559664792537	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
