Generation:	16	Best fitness:	218.52789115646257	Average fitness:	340.8156054421772	Fitness standard deviation:	33.12204463643449	Best genome:	N12	E5	N3	A7	A10	A8	A13	A9	N9	A15	E4	N5	A11	N7	N6	E3	A6	A12	A17	A14	A16	
Generation:	69440	Best fitness:	103.6421768707483	Average fitness:	336.76074829931997	Fitness standard deviation:	41.93744834237519	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69456	Best fitness:	103.6421768707483	Average fitness:	339.2008911564628	Fitness standard deviation:	38.46153145172777	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69472	Best fitness:	103.6421768707483	Average fitness:	341.9257482993198	Fitness standard deviation:	38.527235628890914	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69488	Best fitness:	103.6421768707483	Average fitness:	338.95346258503423	Fitness standard deviation:	40.56606427288501	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69504	Best fitness:	103.6421768707483	Average fitness:	338.1806054421769	Fitness standard deviation:	41.88000683171493	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69520	Best fitness:	103.6421768707483	Average fitness:	335.8490340136055	Fitness standard deviation:	38.92401338872591	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69536	Best fitness:	103.6421768707483	Average fitness:	342.43146258503407	Fitness standard deviation:	37.47826357111709	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69552	Best fitness:	103.6421768707483	Average fitness:	342.22146258503426	Fitness standard deviation:	42.86278248012809	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69568	Best fitness:	103.6421768707483	Average fitness:	339.7808911564627	Fitness standard deviation:	37.67822739423166	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69584	Best fitness:	103.6421768707483	Average fitness:	340.3334625850341	Fitness standard deviation:	39.67624763132271	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69600	Best fitness:	103.6421768707483	Average fitness:	339.47474829931974	Fitness standard deviation:	40.1535872837671	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69616	Best fitness:	103.6421768707483	Average fitness:	346.7393197278915	Fitness standard deviation:	41.013724432642476	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69632	Best fitness:	103.6421768707483	Average fitness:	338.7616054421768	Fitness standard deviation:	40.07348777596744	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69648	Best fitness:	103.6421768707483	Average fitness:	336.5844625850342	Fitness standard deviation:	39.19774462066585	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69664	Best fitness:	103.6421768707483	Average fitness:	342.95389115646276	Fitness standard deviation:	40.18259682082911	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69680	Best fitness:	103.6421768707483	Average fitness:	341.37974829932	Fitness standard deviation:	38.22398136841663	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69696	Best fitness:	103.6421768707483	Average fitness:	337.32517687074824	Fitness standard deviation:	40.78700219107423	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69712	Best fitness:	103.6421768707483	Average fitness:	340.2640340136056	Fitness standard deviation:	42.675469317266796	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69728	Best fitness:	103.6421768707483	Average fitness:	337.89903401360573	Fitness standard deviation:	41.494815214846845	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69744	Best fitness:	103.6421768707483	Average fitness:	339.3618911564627	Fitness standard deviation:	37.98330088395183	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69760	Best fitness:	103.6421768707483	Average fitness:	338.57017687074836	Fitness standard deviation:	38.24460169562683	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69776	Best fitness:	103.6421768707483	Average fitness:	335.4726054421772	Fitness standard deviation:	43.7461725978306	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69792	Best fitness:	103.6421768707483	Average fitness:	341.9916054421771	Fitness standard deviation:	41.68397202958548	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69808	Best fitness:	103.6421768707483	Average fitness:	342.30574829932	Fitness standard deviation:	40.90252908078035	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69824	Best fitness:	103.6421768707483	Average fitness:	340.66003401360564	Fitness standard deviation:	38.248346096029216	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69840	Best fitness:	103.6421768707483	Average fitness:	332.3863197278912	Fitness standard deviation:	41.53756768227027	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69856	Best fitness:	103.6421768707483	Average fitness:	340.43860544217705	Fitness standard deviation:	42.50405819160215	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69872	Best fitness:	103.6421768707483	Average fitness:	340.62089115646273	Fitness standard deviation:	38.87313599415936	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69888	Best fitness:	103.6421768707483	Average fitness:	334.6561768707485	Fitness standard deviation:	40.37988587888575	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69904	Best fitness:	103.6421768707483	Average fitness:	340.8117482993198	Fitness standard deviation:	39.44557418876841	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69920	Best fitness:	103.6421768707483	Average fitness:	337.6033197278913	Fitness standard deviation:	37.573414074641796	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69936	Best fitness:	103.6421768707483	Average fitness:	341.9581768707485	Fitness standard deviation:	39.884802040325056	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69952	Best fitness:	103.6421768707483	Average fitness:	338.94060544217683	Fitness standard deviation:	38.16458136806953	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69968	Best fitness:	103.6421768707483	Average fitness:	338.92003401360563	Fitness standard deviation:	42.120786854047275	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	69984	Best fitness:	103.6421768707483	Average fitness:	337.35760544217703	Fitness standard deviation:	39.52426192007298	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70000	Best fitness:	103.6421768707483	Average fitness:	342.7018911564628	Fitness standard deviation:	37.52903987852716	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70016	Best fitness:	103.6421768707483	Average fitness:	340.29803401360556	Fitness standard deviation:	40.63203454172583	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70032	Best fitness:	103.6421768707483	Average fitness:	342.52774829931974	Fitness standard deviation:	42.95247981698578	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70048	Best fitness:	103.6421768707483	Average fitness:	340.9837482993197	Fitness standard deviation:	44.52414839369388	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70064	Best fitness:	103.6421768707483	Average fitness:	336.54317687074837	Fitness standard deviation:	38.9658797764801	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70080	Best fitness:	103.6421768707483	Average fitness:	340.3676054421771	Fitness standard deviation:	40.00780309501881	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70096	Best fitness:	103.6421768707483	Average fitness:	337.39846258503417	Fitness standard deviation:	42.23999912163728	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70112	Best fitness:	103.6421768707483	Average fitness:	338.90431972789133	Fitness standard deviation:	41.12315633855088	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70128	Best fitness:	103.6421768707483	Average fitness:	336.33760544217694	Fitness standard deviation:	44.64733522134717	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70144	Best fitness:	103.6421768707483	Average fitness:	335.57174829932	Fitness standard deviation:	40.07785055516885	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70160	Best fitness:	103.6421768707483	Average fitness:	338.3138911564628	Fitness standard deviation:	41.33495481688938	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70176	Best fitness:	103.6421768707483	Average fitness:	339.4641768707485	Fitness standard deviation:	39.65100628828315	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70192	Best fitness:	103.6421768707483	Average fitness:	338.027605442177	Fitness standard deviation:	40.38702125228664	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70208	Best fitness:	103.6421768707483	Average fitness:	340.84646258503426	Fitness standard deviation:	39.81495111956137	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70224	Best fitness:	103.6421768707483	Average fitness:	342.7856054421769	Fitness standard deviation:	41.6440354609083	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70240	Best fitness:	103.6421768707483	Average fitness:	337.3671768707485	Fitness standard deviation:	39.20553609777942	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70256	Best fitness:	103.6421768707483	Average fitness:	339.5858911564625	Fitness standard deviation:	40.773690587966954	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70272	Best fitness:	103.6421768707483	Average fitness:	339.82160544217714	Fitness standard deviation:	41.640193706542334	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70288	Best fitness:	103.6421768707483	Average fitness:	339.47103401360573	Fitness standard deviation:	40.97993495975953	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70304	Best fitness:	103.6421768707483	Average fitness:	335.9446054421769	Fitness standard deviation:	39.17254622532865	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70320	Best fitness:	103.6421768707483	Average fitness:	334.61003401360546	Fitness standard deviation:	41.51018984194467	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70336	Best fitness:	103.6421768707483	Average fitness:	341.4391768707485	Fitness standard deviation:	38.2409512730176	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70352	Best fitness:	103.6421768707483	Average fitness:	343.93103401360554	Fitness standard deviation:	42.62655805184063	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70368	Best fitness:	103.6421768707483	Average fitness:	341.7858911564627	Fitness standard deviation:	40.93459820100291	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70384	Best fitness:	103.6421768707483	Average fitness:	339.0350340136057	Fitness standard deviation:	41.46011634015003	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70400	Best fitness:	103.6421768707483	Average fitness:	336.85903401360565	Fitness standard deviation:	42.02377880705745	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70416	Best fitness:	103.6421768707483	Average fitness:	341.4206054421769	Fitness standard deviation:	39.60983546148246	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70432	Best fitness:	103.6421768707483	Average fitness:	340.13417687074843	Fitness standard deviation:	37.3987899138516	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70448	Best fitness:	103.6421768707483	Average fitness:	338.5298911564629	Fitness standard deviation:	36.75144995168246	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70464	Best fitness:	103.6421768707483	Average fitness:	339.7840340136057	Fitness standard deviation:	39.04056230540806	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70480	Best fitness:	103.6421768707483	Average fitness:	338.4563197278912	Fitness standard deviation:	39.493766906556125	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70496	Best fitness:	103.6421768707483	Average fitness:	337.1838911564628	Fitness standard deviation:	42.695554884052555	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70512	Best fitness:	103.6421768707483	Average fitness:	339.1556054421769	Fitness standard deviation:	41.46822987615006	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70528	Best fitness:	103.6421768707483	Average fitness:	342.6574625850343	Fitness standard deviation:	38.159359391951035	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70544	Best fitness:	103.6421768707483	Average fitness:	335.7300340136055	Fitness standard deviation:	38.89028690838275	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70560	Best fitness:	103.6421768707483	Average fitness:	336.0310340136057	Fitness standard deviation:	40.2538270752494	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70576	Best fitness:	103.6421768707483	Average fitness:	335.0843197278913	Fitness standard deviation:	36.890015455487706	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70592	Best fitness:	103.6421768707483	Average fitness:	339.3284625850343	Fitness standard deviation:	39.163264123618795	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70608	Best fitness:	103.6421768707483	Average fitness:	340.50060544217695	Fitness standard deviation:	38.01362648244625	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70624	Best fitness:	103.6421768707483	Average fitness:	341.7323197278913	Fitness standard deviation:	36.563697519618046	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70640	Best fitness:	103.6421768707483	Average fitness:	338.8997482993199	Fitness standard deviation:	38.28350638383083	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70656	Best fitness:	103.6421768707483	Average fitness:	338.5760340136056	Fitness standard deviation:	39.83858447381824	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70672	Best fitness:	103.6421768707483	Average fitness:	339.72203401360565	Fitness standard deviation:	40.071212456509144	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70688	Best fitness:	103.6421768707483	Average fitness:	341.83774829931986	Fitness standard deviation:	37.907625757779094	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70704	Best fitness:	103.6421768707483	Average fitness:	342.96403401360556	Fitness standard deviation:	39.7705490951097	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70720	Best fitness:	103.6421768707483	Average fitness:	336.28146258503403	Fitness standard deviation:	42.10971543698286	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70736	Best fitness:	103.6421768707483	Average fitness:	332.74346258503397	Fitness standard deviation:	44.81090044115314	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70752	Best fitness:	103.6421768707483	Average fitness:	339.814462585034	Fitness standard deviation:	37.85061603143579	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70768	Best fitness:	103.6421768707483	Average fitness:	341.01160544217674	Fitness standard deviation:	37.7252929294425	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70784	Best fitness:	103.6421768707483	Average fitness:	338.4427482993201	Fitness standard deviation:	42.514372787929254	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70800	Best fitness:	103.6421768707483	Average fitness:	343.1763197278913	Fitness standard deviation:	42.42009296697181	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70816	Best fitness:	103.6421768707483	Average fitness:	342.5366054421772	Fitness standard deviation:	35.697098972908606	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70832	Best fitness:	103.6421768707483	Average fitness:	338.8794625850341	Fitness standard deviation:	37.97734912431625	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70848	Best fitness:	103.6421768707483	Average fitness:	339.39574829931996	Fitness standard deviation:	41.31326539320004	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70864	Best fitness:	103.6421768707483	Average fitness:	339.81231972789124	Fitness standard deviation:	41.17820993993235	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70880	Best fitness:	103.6421768707483	Average fitness:	342.4933197278913	Fitness standard deviation:	38.861957956913315	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70896	Best fitness:	103.6421768707483	Average fitness:	340.2767482993199	Fitness standard deviation:	37.362983164340285	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70912	Best fitness:	103.6421768707483	Average fitness:	346.6664625850343	Fitness standard deviation:	42.21746584589107	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70928	Best fitness:	103.6421768707483	Average fitness:	337.4060340136055	Fitness standard deviation:	40.188281516443304	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70944	Best fitness:	103.6421768707483	Average fitness:	341.1898911564627	Fitness standard deviation:	40.98015628400195	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70960	Best fitness:	103.6421768707483	Average fitness:	342.1231768707483	Fitness standard deviation:	43.78522188280576	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70976	Best fitness:	103.6421768707483	Average fitness:	339.5563197278913	Fitness standard deviation:	36.05680614485075	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	70992	Best fitness:	103.6421768707483	Average fitness:	339.2938911564628	Fitness standard deviation:	43.79048954524538	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71008	Best fitness:	103.6421768707483	Average fitness:	335.3794625850341	Fitness standard deviation:	43.085514370273216	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71024	Best fitness:	103.6421768707483	Average fitness:	340.2590340136057	Fitness standard deviation:	36.2090479379316	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71040	Best fitness:	103.6421768707483	Average fitness:	337.4630340136055	Fitness standard deviation:	41.73541350567641	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71056	Best fitness:	103.6421768707483	Average fitness:	340.9388911564628	Fitness standard deviation:	44.328686770947044	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71072	Best fitness:	103.6421768707483	Average fitness:	340.3267482993199	Fitness standard deviation:	41.263682588139105	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71088	Best fitness:	103.6421768707483	Average fitness:	339.6706054421769	Fitness standard deviation:	43.60111677070969	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71104	Best fitness:	103.6421768707483	Average fitness:	338.4363197278915	Fitness standard deviation:	37.75336495855537	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71120	Best fitness:	103.6421768707483	Average fitness:	339.68489115646275	Fitness standard deviation:	43.59937473784013	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71136	Best fitness:	103.6421768707483	Average fitness:	336.3631768707485	Fitness standard deviation:	38.10997908604484	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71152	Best fitness:	103.6421768707483	Average fitness:	341.0710340136056	Fitness standard deviation:	40.92400383288865	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
Generation:	71168	Best fitness:	103.6421768707483	Average fitness:	346.97246258503424	Fitness standard deviation:	41.16713436909673	Best genome:	A9	N3	E4	A11	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	N6	A10	N12	A8	A13	
